episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,68.4,31.51,3.63,0.67,0.0,100.0,0.0,0.06
2,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,31.8,7.36,4.25,0.67,0.0,100.0,0.0,0.06
3,97.87,0.78,22.0,1.0,24.12,1.0,23.0,0.12,52.58,14.42,6.12,0.67,0.0,0.0,22.0,0.08
4,-40.43,0.68,32.0,1.0,34.06,1.0,33.0,0.06,18.7,2.93,6.85,0.67,32.0,0.0,0.0,0.06
5,56.03,0.0,100.0,4.0,106.1,5.0,101.0,0.1,16.18,2.38,4.33,0.67,0.0,0.0,100.0,0.06
6,48.83,0.73,27.0,1.0,29.05,1.0,28.0,0.05,144.13,36.67,2.33,0.67,27.0,0.0,0.0,0.07
7,96.59,0.72,28.0,1.0,30.09,1.0,29.0,0.09,28.58,17.52,1.71,0.67,28.0,0.0,0.0,0.08
8,98.06,0.79,21.0,1.0,23.06,1.0,22.0,0.06,84.82,45.8,0.38,0.67,21.0,0.0,0.0,0.08
9,-54.52,0.76,24.0,1.0,26.06,1.0,25.0,0.06,42.02,26.7,2.62,0.67,24.0,0.0,0.0,0.05
10,-30.21,0.62,38.0,1.0,40.05,1.0,39.0,0.05,9.15,1.9,86.29,0.67,0.0,38.0,0.0,0.05
11,-50.94,0.74,26.0,1.0,28.07,1.0,27.0,0.07,37.76,39.09,5.77,0.67,26.0,0.0,0.0,0.05
12,97.88,0.78,22.0,1.0,24.06,1.0,23.0,0.06,18.93,7.12,4.71,0.67,22.0,0.0,0.0,0.07
13,-54.52,0.76,24.0,1.0,26.05,1.0,25.0,0.05,39.18,35.43,4.37,0.67,0.0,24.0,0.0,0.05
14,87.21,0.46,54.0,2.0,57.62,2.5,55.0,0.12,64.32,24.08,0.17,0.67,0.0,0.0,54.0,0.06
15,-6.33,0.47,53.0,2.0,56.6,2.5,54.0,0.1,28.69,16.45,4.07,0.67,53.0,0.0,0.0,0.05
16,-0.22,0.43,57.0,2.0,60.62,2.5,58.0,0.12,101.65,37.03,1.01,0.67,0.0,0.0,57.0,0.06
17,1.29,0.42,58.0,2.0,61.62,2.5,59.0,0.12,59.93,29.45,2.74,0.67,0.0,0.0,58.0,0.06
18,-50.94,0.74,26.0,1.0,28.06,1.0,27.0,0.06,63.38,36.9,0.11,0.67,26.0,0.0,0.0,0.05
19,-50.95,0.74,26.0,1.0,28.12,1.0,27.0,0.12,62.14,26.11,0.57,0.67,0.0,0.0,26.0,0.05
20,-12.57,0.51,49.0,2.0,52.56,2.5,50.0,0.06,49.73,45.57,1.83,0.67,0.0,0.0,49.0,0.05
21,-6.32,0.47,53.0,2.0,56.55,2.5,54.0,0.05,114.43,17.44,3.76,0.67,53.0,0.0,0.0,0.05
22,93.45,0.61,39.0,1.0,41.11,1.0,40.0,0.11,79.1,31.71,1.16,0.67,0.0,0.0,39.0,0.07
23,-49.18,0.73,27.0,1.0,29.11,1.0,28.0,0.11,59.65,38.76,1.88,0.67,0.0,0.0,27.0,0.05
24,-1.73,0.44,56.0,2.0,59.62,2.5,57.0,0.12,11.69,2.46,5.77,0.67,0.0,0.0,56.0,0.06
25,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,67.39,13.44,2.49,0.67,100.0,0.0,0.0,0.08
26,85.78,0.43,57.0,2.0,60.62,2.5,58.0,0.12,27.23,6.83,1.93,0.67,0.0,0.0,57.0,0.07
27,-43.9,0.7,30.0,1.0,32.1,1.0,31.0,0.1,30.28,32.9,2.73,0.67,30.0,0.0,0.0,0.05
28,-4.78,0.46,54.0,2.0,57.56,2.5,55.0,0.06,27.49,4.32,0.66,0.67,0.0,54.0,0.0,0.05
29,-43.9,0.7,30.0,1.0,32.06,1.0,31.0,0.06,122.02,10.13,3.14,0.67,30.0,0.0,0.0,0.05
30,93.45,0.61,39.0,1.0,41.12,1.0,40.0,0.12,14.61,1.35,8.21,0.67,0.0,0.0,39.0,0.07
31,82.7,0.37,63.0,2.0,66.62,2.5,64.0,0.12,78.66,30.9,0.11,0.67,0.0,0.0,63.0,0.07
32,-26.87,0.6,40.0,1.0,42.05,1.0,41.0,0.05,90.77,30.68,2.78,0.67,0.0,40.0,0.0,0.05
33,-49.17,0.73,27.0,1.0,29.07,1.0,28.0,0.07,41.36,42.18,4.71,0.67,27.0,0.0,0.0,0.05
34,-33.59,0.64,36.0,1.0,38.12,1.0,37.0,0.12,54.44,36.65,2.77,0.67,0.0,0.0,36.0,0.05
35,-56.32,0.77,23.0,1.0,25.11,1.0,24.0,0.11,26.24,27.08,3.6,0.67,0.0,0.0,23.0,0.05
36,-36.99,0.66,34.0,1.0,36.05,1.0,35.0,0.05,65.81,19.86,3.21,0.67,34.0,0.0,0.0,0.04
37,56.04,0.0,100.0,4.0,106.07,5.0,101.0,0.07,49.96,7.32,2.65,0.67,0.0,100.0,0.0,0.07
38,95.84,0.69,31.0,1.0,33.05,1.0,32.0,0.05,103.49,45.9,2.15,0.67,31.0,0.0,0.0,0.08
39,-6.32,0.47,53.0,2.0,56.56,2.5,54.0,0.06,93.1,45.54,0.92,0.67,53.0,0.0,0.0,0.05
40,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,43.77,12.77,2.51,0.67,0.0,100.0,0.0,0.06
41,96.59,0.72,28.0,1.0,30.07,1.0,29.0,0.07,59.1,7.1,1.83,0.67,0.0,28.0,0.0,0.07
42,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,97.42,14.08,3.42,0.67,100.0,0.0,0.0,0.07
43,-38.7,0.67,33.0,1.0,35.07,1.0,34.0,0.07,13.24,9.11,2.77,0.67,33.0,0.0,0.0,0.06
