episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,56.02,0.0,100.0,4.0,106.11,5.0,101.0,0.11,28.69,18.32,2.76,0.67,100.0,0.0,0.0,0.06
2,56.02,0.0,100.0,4.0,106.12,5.0,101.0,0.12,71.18,33.96,1.46,0.67,0.0,0.0,100.0,0.06
3,90.14,0.52,48.0,1.0,50.09,1.0,49.0,0.09,12.04,14.22,5.47,0.67,48.0,0.0,0.0,0.07
4,-4.44,0.46,54.0,1.0,56.06,1.0,55.0,0.06,55.41,35.32,1.78,0.67,54.0,0.0,0.0,0.06
5,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,61.84,44.9,4.12,0.67,100.0,0.0,0.0,0.06
6,-9.11,0.49,51.0,1.0,53.05,1.0,52.0,0.05,84.34,35.98,4.38,0.67,0.0,51.0,0.0,0.06
7,85.17,0.41,59.0,1.0,61.06,1.0,60.0,0.06,26.32,41.37,1.68,0.67,59.0,0.0,0.0,0.07
8,90.54,0.53,47.0,1.0,49.12,1.0,48.0,0.12,58.78,26.79,0.2,0.67,0.0,0.0,47.0,0.07
9,-12.27,0.51,49.0,1.0,51.08,1.0,50.0,0.08,15.29,5.89,8.02,0.67,49.0,0.0,0.0,0.06
10,-1.38,0.44,56.0,1.0,58.12,1.0,57.0,0.12,86.79,31.45,2.02,0.67,0.0,0.0,56.0,0.05
11,0.15,0.43,57.0,1.0,59.08,1.0,58.0,0.08,26.55,14.52,4.95,0.67,57.0,0.0,0.0,0.05
12,86.63,0.44,56.0,1.0,58.07,1.0,57.0,0.07,53.04,43.27,3.25,0.67,56.0,0.0,0.0,0.07
13,-2.91,0.45,55.0,1.0,57.12,1.0,56.0,0.12,61.63,26.97,5.85,0.67,0.0,0.0,55.0,0.05
14,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,30.31,1.52,6.46,0.67,0.0,100.0,0.0,0.06
15,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,102.36,45.87,1.03,0.67,100.0,0.0,0.0,0.06
16,57.07,0.0,100.0,2.0,103.61,2.5,101.0,0.11,59.41,36.96,0.11,0.67,0.0,0.0,100.0,0.06
17,57.06,0.0,100.0,2.0,103.61,2.5,101.0,0.11,50.01,33.32,6.46,0.67,0.0,0.0,100.0,0.06
18,-13.85,0.52,48.0,1.0,50.06,1.0,49.0,0.06,27.78,4.65,4.22,0.67,0.0,48.0,0.0,0.05
19,3.18,0.41,59.0,1.0,61.05,1.0,60.0,0.05,47.82,1.97,7.11,0.67,0.0,59.0,0.0,0.05
20,57.08,0.0,100.0,2.0,103.59,2.5,101.0,0.09,29.58,9.2,5.6,0.67,100.0,0.0,0.0,0.06
21,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,117.79,46.11,1.74,0.67,100.0,0.0,0.0,0.06
22,84.15,0.39,61.0,1.0,63.12,1.0,62.0,0.12,50.12,35.88,2.78,0.67,0.0,0.0,61.0,0.07
