episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,-51.38,0.74,26.0,4.0,32.07,5.0,27.0,0.07,17.34,4.08,5.28,0.67,26.0,0.0,0.0,0.09
2,98.09,0.81,19.0,4.0,25.05,5.0,20.0,0.05,66.2,37.72,5.91,0.67,0.0,19.0,0.0,0.08
3,99.87,0.95,5.0,1.0,7.05,1.0,6.0,0.05,141.33,41.42,1.51,0.67,5.0,0.0,0.0,0.08
4,-69.14,0.84,16.0,1.0,18.09,1.0,17.0,0.09,36.14,11.39,1.76,0.67,16.0,0.0,0.0,0.06
5,98.43,0.83,17.0,4.0,23.06,5.0,18.0,0.06,90.64,18.82,5.32,0.67,17.0,0.0,0.0,0.08
6,91.62,0.91,9.0,1.0,11.06,1.0,10.0,0.06,28.0,23.9,1.57,0.67,9.0,0.0,0.0,0.09
7,99.82,0.94,6.0,1.0,8.12,1.0,7.0,0.12,26.9,11.52,1.11,0.67,6.0,0.0,0.0,0.09
8,99.62,0.91,9.0,1.0,11.05,1.0,10.0,0.05,105.54,39.32,3.05,0.67,9.0,0.0,0.0,0.08
9,-90.13,0.95,5.0,1.0,7.07,1.0,6.0,0.07,15.34,3.84,5.01,0.67,5.0,0.0,0.0,0.04
10,-71.01,0.85,15.0,1.0,17.06,1.0,16.0,0.06,77.76,44.9,1.32,0.67,15.0,0.0,0.0,0.05
11,-78.56,0.89,11.0,1.0,13.12,1.0,12.0,0.12,54.26,38.11,0.85,0.67,0.0,0.0,11.0,0.04
12,99.24,0.87,13.0,1.0,15.05,1.0,14.0,0.05,132.13,46.04,2.05,0.67,13.0,0.0,0.0,0.08
13,97.62,0.91,9.0,1.0,11.12,1.0,10.0,0.12,11.64,2.01,6.4,0.67,0.0,0.0,9.0,0.1
14,98.9,0.85,15.0,2.0,18.56,2.5,16.0,0.06,110.9,11.29,1.63,0.67,15.0,0.0,0.0,0.08
15,-61.89,0.8,20.0,2.0,23.62,2.5,21.0,0.12,23.49,17.29,1.57,0.67,0.0,0.0,20.0,0.05
16,-69.25,0.84,16.0,2.0,19.61,2.5,17.0,0.11,42.3,39.93,2.71,0.67,0.0,0.0,16.0,0.05
17,97.93,0.79,21.0,2.0,24.55,2.5,22.0,0.05,32.04,34.9,3.5,0.67,0.0,21.0,0.0,0.08
18,-74.76,0.87,13.0,1.0,15.06,1.0,14.0,0.06,101.66,9.4,0.75,0.67,0.0,13.0,0.0,0.05
19,-82.38,0.91,9.0,1.0,11.1,1.0,10.0,0.1,29.53,12.78,5.01,0.67,9.0,0.0,0.0,0.05
20,-63.72,0.81,19.0,2.0,22.61,2.5,20.0,0.11,25.09,16.2,4.39,0.67,19.0,0.0,0.0,0.09
21,-71.1,0.85,15.0,2.0,18.56,2.5,16.0,0.06,111.88,44.93,2.68,0.67,15.0,0.0,0.0,0.1
22,99.24,0.87,13.0,1.0,15.05,1.0,14.0,0.05,129.83,34.08,9.05,0.67,13.0,0.0,0.0,0.11
