episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,105.25,34.61,2.8,0.67,0.0,100.0,0.0,0.06
2,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,55.44,25.1,3.74,0.67,100.0,0.0,0.0,0.07
3,57.69,0.0,100.0,1.0,102.12,1.0,101.0,0.12,18.09,3.07,6.88,0.67,0.0,0.0,100.0,0.07
4,57.72,0.0,100.0,1.0,102.06,1.0,101.0,0.06,60.85,44.63,1.84,0.67,100.0,0.0,0.0,0.07
5,56.03,0.0,100.0,4.0,106.08,5.0,101.0,0.08,22.89,1.59,5.84,0.67,100.0,0.0,0.0,0.07
6,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,103.03,45.84,1.08,0.67,100.0,0.0,0.0,0.06
7,57.69,0.0,100.0,1.0,102.11,1.0,101.0,0.11,32.57,44.04,0.05,0.67,0.0,0.0,100.0,0.06
8,57.69,0.0,100.0,1.0,102.12,1.0,101.0,0.12,68.83,18.84,7.09,0.67,0.0,0.0,100.0,0.06
9,57.71,0.0,100.0,1.0,102.08,1.0,101.0,0.08,25.62,11.2,4.64,0.67,100.0,0.0,0.0,0.06
10,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,123.88,46.25,2.64,0.67,100.0,0.0,0.0,0.06
11,57.71,0.0,100.0,1.0,102.07,1.0,101.0,0.07,10.2,7.92,5.02,0.67,100.0,0.0,0.0,0.08
12,57.69,0.0,100.0,1.0,102.11,1.0,101.0,0.11,36.43,31.72,0.13,0.67,0.0,0.0,100.0,0.06
13,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,129.46,35.74,4.78,0.67,100.0,0.0,0.0,0.06
14,57.08,0.0,100.0,2.0,103.58,2.5,101.0,0.08,20.25,12.02,3.49,0.67,100.0,0.0,0.0,0.07
15,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,65.7,32.62,1.47,0.67,100.0,0.0,0.0,0.06
16,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,70.0,36.65,3.82,0.67,100.0,0.0,0.0,0.07
17,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,41.88,5.19,5.26,0.67,0.0,100.0,0.0,0.07
