episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,119.44,42.17,4.32,0.67,100.0,0.0,0.0,0.07
2,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,86.63,6.89,1.28,0.67,100.0,0.0,0.0,0.07
3,57.72,0.0,100.0,1.0,102.06,1.0,101.0,0.06,23.27,5.13,2.12,0.67,100.0,0.0,0.0,0.07
4,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,76.73,30.94,1.26,0.67,0.0,100.0,0.0,0.1
5,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,91.93,34.61,2.02,0.67,100.0,0.0,0.0,0.07
6,57.69,0.0,100.0,1.0,102.11,1.0,101.0,0.11,46.14,17.02,1.79,0.67,0.0,0.0,100.0,0.06
7,57.71,0.0,100.0,1.0,102.06,1.0,101.0,0.06,133.59,37.54,1.42,0.67,0.0,100.0,0.0,0.07
8,57.69,0.0,100.0,1.0,102.11,1.0,101.0,0.11,60.94,41.45,1.89,0.67,0.0,0.0,100.0,0.08
9,57.72,0.0,100.0,1.0,102.06,1.0,101.0,0.06,23.97,3.99,11.47,0.67,100.0,0.0,0.0,0.08
10,57.69,0.0,100.0,1.0,102.11,1.0,101.0,0.11,62.13,35.59,0.09,0.67,0.0,0.0,100.0,0.06
11,57.72,0.0,100.0,1.0,102.06,1.0,101.0,0.06,58.08,14.04,1.41,0.67,100.0,0.0,0.0,0.1
12,57.69,0.0,100.0,1.0,102.12,1.0,101.0,0.12,68.32,20.45,4.44,0.67,0.0,0.0,100.0,0.07
13,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,128.8,35.85,1.13,0.67,100.0,0.0,0.0,0.09
14,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,13.45,6.17,2.14,0.67,100.0,0.0,0.0,0.08
15,57.06,0.0,100.0,2.0,103.62,2.5,101.0,0.12,55.0,41.16,5.82,0.67,0.0,0.0,100.0,0.07
16,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,126.77,46.41,5.41,0.67,100.0,0.0,0.0,0.07
17,57.06,0.0,100.0,2.0,103.62,2.5,101.0,0.12,21.57,4.7,1.22,0.67,0.0,0.0,100.0,0.07
18,57.72,0.0,100.0,1.0,102.06,1.0,101.0,0.06,19.79,4.31,6.71,0.67,100.0,0.0,0.0,0.07
19,57.69,0.0,100.0,1.0,102.12,1.0,101.0,0.12,60.42,26.22,4.0,0.67,0.0,0.0,100.0,0.07
20,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,129.3,41.58,1.07,0.67,100.0,0.0,0.0,0.07
21,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,63.0,35.27,2.1,0.67,0.0,100.0,0.0,0.07
22,57.7,0.0,100.0,1.0,102.1,1.0,101.0,0.1,32.28,18.91,2.27,0.67,100.0,0.0,0.0,0.07
23,57.7,0.0,100.0,1.0,102.09,1.0,101.0,0.09,17.05,13.44,3.44,0.67,100.0,0.0,0.0,0.07
24,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,50.37,23.59,2.8,0.67,100.0,0.0,0.0,0.06
