episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
32,1.67,0.42,58.0,1.0,60.05,1.0,59.0,0.05,17.85,36.67,1.92,0.67,0.0,58.0,0.0,0.05
33,-49.17,0.73,27.0,1.0,29.06,1.0,28.0,0.06,42.54,39.26,0.51,0.67,27.0,0.0,0.0,0.04
34,-6.0,0.47,53.0,1.0,55.11,1.0,54.0,0.11,46.32,35.73,0.25,0.67,0.0,0.0,53.0,0.05
35,-56.32,0.77,23.0,1.0,25.09,1.0,24.0,0.09,29.21,14.85,1.9,0.67,23.0,0.0,0.0,0.05
36,-36.99,0.66,34.0,1.0,36.06,1.0,35.0,0.06,99.37,45.09,1.97,0.67,34.0,0.0,0.0,0.04
37,56.02,0.0,100.0,4.0,106.12,5.0,101.0,0.12,57.77,20.53,4.83,0.67,0.0,0.0,100.0,0.06
38,95.83,0.69,31.0,1.0,33.12,1.0,32.0,0.12,83.95,29.72,0.82,0.67,0.0,0.0,31.0,0.07
39,43.88,0.11,89.0,2.0,92.62,2.5,90.0,0.12,5.62,3.83,7.43,0.67,0.0,0.0,89.0,0.06
40,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,139.1,46.28,3.33,0.67,100.0,0.0,0.0,0.07
41,96.6,0.72,28.0,1.0,30.05,1.0,29.0,0.05,130.65,45.82,3.82,0.67,28.0,0.0,0.0,0.07
42,56.02,0.0,100.0,4.0,106.12,5.0,101.0,0.12,60.72,35.2,3.53,0.67,0.0,0.0,100.0,0.07
43,-38.7,0.67,33.0,1.0,35.06,1.0,34.0,0.06,21.5,5.09,3.34,0.67,33.0,0.0,0.0,0.05
44,88.89,0.49,51.0,1.0,53.06,1.0,52.0,0.06,69.14,44.72,0.89,0.67,51.0,0.0,0.0,0.07
45,-30.21,0.62,38.0,1.0,40.06,1.0,39.0,0.06,56.58,9.45,4.83,0.67,0.0,38.0,0.0,0.05
46,52.41,0.04,96.0,2.0,99.56,2.5,97.0,0.06,78.58,39.52,4.89,0.67,96.0,0.0,0.0,0.07
47,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,34.3,42.7,1.42,0.67,100.0,0.0,0.0,0.06
48,52.39,0.04,96.0,2.0,99.61,2.5,97.0,0.11,27.83,10.95,1.55,0.67,0.0,0.0,96.0,0.06
49,-23.57,0.58,42.0,1.0,44.05,1.0,43.0,0.05,29.44,25.86,3.82,0.67,42.0,0.0,0.0,0.07
50,-3.12,0.49,51.0,1.0,53.12,1.0,52.0,0.12,41.59,27.02,2.45,0.67,0.0,0.0,51.0,0.05
51,-12.26,0.51,49.0,1.0,51.06,1.0,50.0,0.06,26.8,3.04,2.4,0.67,49.0,0.0,0.0,0.06
52,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,33.66,45.43,1.18,0.67,100.0,0.0,0.0,0.06
53,48.79,0.07,93.0,2.0,96.62,2.5,94.0,0.12,64.63,36.29,3.16,0.67,0.0,0.0,93.0,0.06
54,56.02,0.0,100.0,4.0,106.12,5.0,101.0,0.12,66.89,35.47,2.04,0.67,0.0,0.0,100.0,0.07
55,89.32,0.5,50.0,1.0,52.06,1.0,51.0,0.06,26.7,4.48,2.63,0.67,50.0,0.0,0.0,0.07
56,90.94,0.54,46.0,1.0,48.06,1.0,47.0,0.06,20.25,5.27,8.52,0.67,46.0,0.0,0.0,0.07
57,-35.28,0.65,35.0,1.0,37.06,1.0,36.0,0.06,92.03,12.78,1.18,0.67,35.0,0.0,0.0,0.05
58,94.1,0.63,37.0,1.0,39.12,1.0,38.0,0.12,71.39,34.38,4.42,0.67,0.0,0.0,37.0,0.07
59,91.33,0.55,45.0,1.0,47.07,1.0,46.0,0.07,55.54,43.91,6.19,0.67,45.0,0.0,0.0,0.07
60,9.55,0.46,54.0,1.0,56.12,1.0,55.0,0.12,43.7,29.56,0.09,0.67,0.0,0.0,54.0,0.05
61,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,121.88,44.95,5.47,0.67,100.0,0.0,0.0,0.06
62,65.9,0.11,89.0,2.0,92.56,2.5,90.0,0.06,76.11,45.56,1.98,0.67,89.0,0.0,0.0,0.06
63,-34.99,0.66,34.0,1.0,36.06,1.0,35.0,0.06,113.68,43.53,1.25,0.67,34.0,0.0,0.0,0.05
64,-18.68,0.55,45.0,1.0,47.12,1.0,46.0,0.12,74.45,25.93,3.5,0.67,0.0,0.0,45.0,0.05
65,96.1,0.7,30.0,1.0,32.06,1.0,31.0,0.06,15.49,10.01,4.63,0.67,0.0,30.0,0.0,0.07
66,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,66.68,13.32,3.71,0.67,100.0,0.0,0.0,0.06
67,51.22,0.05,95.0,2.0,98.56,2.5,96.0,0.06,64.81,42.77,2.31,0.67,95.0,0.0,0.0,0.07
68,48.79,0.07,93.0,2.0,96.61,2.5,94.0,0.11,27.54,19.31,1.74,0.67,0.0,0.0,93.0,0.06
69,-12.27,0.51,49.0,1.0,51.11,1.0,50.0,0.11,27.79,13.19,7.42,0.67,0.0,0.0,49.0,0.05
70,54.77,0.02,98.0,2.0,101.56,2.5,99.0,0.06,57.11,33.91,4.71,0.67,98.0,0.0,0.0,0.06
71,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,69.25,27.77,2.08,0.67,100.0,0.0,0.0,0.06
72,91.33,0.55,45.0,1.0,47.06,1.0,46.0,0.06,29.79,34.24,1.79,0.67,45.0,0.0,0.0,0.07
73,47.58,0.08,92.0,2.0,95.62,2.5,93.0,0.12,81.73,31.22,0.81,0.67,0.0,0.0,92.0,0.06
74,61.22,0.05,95.0,2.0,98.56,2.5,96.0,0.06,70.51,30.98,3.69,0.67,95.0,0.0,0.0,0.06
75,-35.4,0.72,28.0,1.0,30.06,1.0,29.0,0.06,29.28,6.63,2.4,0.67,28.0,0.0,0.0,0.05
76,87.1,0.45,55.0,1.0,57.05,1.0,56.0,0.05,80.39,45.54,3.94,0.67,55.0,0.0,0.0,0.07
77,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,35.08,1.43,4.38,0.67,0.0,100.0,0.0,0.06
78,-35.28,0.65,35.0,1.0,37.06,1.0,36.0,0.06,54.52,35.61,2.09,0.67,35.0,0.0,0.0,0.05
79,-5.99,0.47,53.0,1.0,55.05,1.0,54.0,0.05,74.49,12.84,12.28,0.67,53.0,0.0,0.0,0.06
80,41.38,0.13,87.0,2.0,90.61,2.5,88.0,0.11,27.25,26.77,5.62,0.67,0.0,0.0,87.0,0.06
81,-28.71,0.67,33.0,1.0,35.12,1.0,34.0,0.12,86.53,26.95,2.2,0.67,0.0,0.0,33.0,0.06
82,0.15,0.43,57.0,1.0,59.05,1.0,58.0,0.05,33.07,36.75,1.45,0.67,0.0,57.0,0.0,0.05
83,46.35,0.09,91.0,2.0,94.62,2.5,92.0,0.12,71.54,39.55,1.89,0.67,0.0,0.0,91.0,0.06
84,95.29,0.67,33.0,1.0,35.12,1.0,34.0,0.12,21.21,1.58,4.24,0.67,0.0,0.0,33.0,0.08
85,-23.4,0.72,28.0,1.0,30.05,1.0,29.0,0.05,131.96,37.59,2.42,0.67,28.0,0.0,0.0,0.06
86,56.04,0.0,100.0,4.0,106.07,5.0,101.0,0.07,66.12,35.9,2.22,0.67,100.0,0.0,0.0,0.07
87,3.56,0.46,54.0,1.0,56.05,1.0,55.0,0.05,25.99,36.01,1.54,0.67,54.0,0.0,0.0,0.05
88,60.41,0.04,96.0,2.0,99.56,2.5,97.0,0.06,17.86,34.66,38.48,0.67,0.0,96.0,0.0,0.07
89,-40.43,0.68,32.0,1.0,34.12,1.0,33.0,0.12,110.36,34.7,1.76,0.67,0.0,0.0,32.0,0.05
90,-0.87,0.6,40.0,1.0,42.06,1.0,41.0,0.06,22.35,4.38,3.92,0.67,40.0,0.0,0.0,0.06
91,47.6,0.08,92.0,2.0,95.57,2.5,93.0,0.07,49.98,41.66,5.56,0.67,92.0,0.0,0.0,0.07
92,-38.71,0.67,33.0,1.0,35.11,1.0,34.0,0.11,49.77,33.89,2.47,0.67,0.0,0.0,33.0,0.05
93,95.57,0.68,32.0,1.0,34.09,1.0,33.0,0.09,22.21,12.59,7.0,0.67,32.0,0.0,0.0,0.07
94,-37.0,0.66,34.0,1.0,36.12,1.0,35.0,0.12,18.83,2.81,4.17,0.67,0.0,0.0,34.0,0.04
95,92.43,0.58,42.0,1.0,44.05,1.0,43.0,0.05,122.91,35.38,2.98,0.67,42.0,0.0,0.0,0.07
96,47.59,0.08,92.0,2.0,95.59,2.5,93.0,0.09,29.61,8.57,2.6,0.67,92.0,0.0,0.0,0.07
97,-9.11,0.49,51.0,1.0,53.05,1.0,52.0,0.05,128.5,36.15,2.49,0.67,51.0,0.0,0.0,0.06
98,-2.9,0.45,55.0,1.0,57.05,1.0,56.0,0.05,87.67,7.35,4.1,0.67,55.0,0.0,0.0,0.07
99,85.16,0.41,59.0,1.0,61.12,1.0,60.0,0.12,83.88,24.58,4.39,0.67,0.0,0.0,59.0,0.07
100,-13.85,0.52,48.0,1.0,50.05,1.0,49.0,0.05,66.88,11.6,7.89,0.67,48.0,0.0,0.0,0.06
