r,l,t,reward_step,action,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
70.26977,100,1518.738159,0.85,23.0,70.27,0.05,95.0,2.88,23.94,3.61,20.25,0.08,32.9,14.23,5.6,0.15,36.0,19.0,40.0,0.73
71.7877,100,1521.357015,0.85,7.0,71.79,0.05,95.0,7.84,26.69,6.44,20.17,0.08,38.11,13.9,2.47,0.15,40.0,37.0,18.0,0.57
46.13218,100,1524.934783,0.57,3.0,46.13,0.06,94.0,9.66,27.6,7.42,20.13,0.05,68.2,34.73,2.11,0.43,33.0,61.0,0.0,0.51
59.757195,100,1527.843038,0.82,3.0,59.76,0.04,96.0,5.3,20.56,4.99,15.5,0.07,79.37,18.03,2.99,0.18,38.0,42.0,16.0,0.53
73.68677,100,1531.353366,0.87,17.0,73.69,0.06,94.0,3.15,23.39,3.35,19.96,0.08,38.31,28.57,2.69,0.13,35.0,39.0,20.0,0.64
57.812447,100,1534.370469,0.64,7.0,57.81,0.01,99.0,5.37,21.03,5.56,15.41,0.06,42.2,20.37,1.93,0.36,54.0,45.0,0.0,0.46
56.669727,100,1536.405205,0.71,23.0,56.67,0.07,93.0,2.65,23.14,3.19,19.87,0.07,83.73,39.56,1.72,0.29,56.0,16.0,21.0,0.53
56.439304,100,1538.267382,-1.0,24.0,56.44,0.07,93.0,11.18,27.39,7.42,19.87,0.1,39.41,26.1,1.66,0.19,15.0,37.0,41.0,0.36
73.060165,100,1539.960117,0.85,15.0,73.06,0.04,96.0,3.54,29.64,4.43,25.15,0.07,48.21,21.63,2.77,0.15,45.0,24.0,27.0,0.44
60.044025,100,1542.423643,0.82,17.0,60.04,0.09,91.0,4.62,29.01,5.08,23.85,0.09,56.08,11.09,6.91,0.18,21.0,25.0,45.0,0.37
52.653606,100,1544.185135,0.61,1.0,52.65,0.05,95.0,6.91,20.69,5.47,15.16,0.05,99.41,40.9,4.33,0.39,55.0,40.0,0.0,0.47
41.70991,100,1546.506885,0.49,13.0,41.71,0.07,93.0,11.35,32.72,8.25,24.41,0.06,32.79,26.72,3.33,0.51,71.0,22.0,0.0,0.42
60.271072,100,1548.540724,0.82,1.0,60.27,0.09,91.0,8.66,24.24,7.36,16.81,0.07,77.99,36.64,2.62,0.18,26.0,45.0,20.0,0.43
56.50656,100,1550.506695,0.62,7.0,56.51,0.03,97.0,6.95,26.49,5.8,20.62,0.07,61.16,17.92,4.02,0.38,56.0,41.0,0.0,0.38
61.79951,100,1553.122546,0.76,23.0,61.8,0.11,89.0,9.29,26.32,6.37,19.87,0.09,22.38,16.4,3.38,0.24,29.0,14.0,46.0,0.37
49.616558,100,1555.683826,0.62,3.0,49.62,0.05,95.0,6.42,19.57,4.87,14.65,0.05,118.02,45.02,2.2,0.38,41.0,54.0,0.0,0.46
73.31596,100,1557.723226,0.83,1.0,73.32,0.02,98.0,6.93,20.63,5.13,15.41,0.09,42.75,16.61,2.63,0.17,41.0,41.0,16.0,0.35
61.057922,100,1559.903752,0.72,15.0,61.06,0.04,96.0,6.6,25.85,5.3,20.48,0.07,59.57,29.5,2.36,0.28,17.0,57.0,22.0,0.47
63.039227,100,1561.674887,0.72,17.0,63.04,0.04,96.0,1.97,22.93,2.35,20.52,0.06,55.3,19.17,4.25,0.28,16.0,57.0,23.0,0.4
55.210762,100,1563.640696,0.65,23.0,55.21,0.04,96.0,9.21,31.33,6.14,25.1,0.09,50.09,22.78,3.72,0.35,51.0,0.0,45.0,0.43
78.02579,100,1565.889073,0.88,15.0,78.03,0.06,94.0,3.14,23.34,3.31,19.96,0.07,63.65,28.29,1.04,0.12,35.0,38.0,21.0,0.43
77.52816,100,1567.664096,0.77,19.0,77.53,0.03,97.0,9.35,23.6,6.15,17.36,0.09,24.46,17.99,5.48,0.23,48.0,34.0,15.0,0.43
40.06254,100,1569.444794,0.49,15.0,40.06,0.08,92.0,9.8,31.14,6.28,24.78,0.07,39.09,1.19,3.41,0.51,0.0,71.0,21.0,0.41
65.73739,100,1571.800609,0.84,15.0,65.74,0.03,97.0,3.19,28.6,3.16,25.36,0.08,38.28,25.9,2.94,0.16,23.0,47.0,27.0,0.45
70.7581,100,1573.923827,0.76,7.0,70.76,0.05,95.0,10.91,24.8,7.55,17.18,0.07,38.51,16.11,6.18,0.24,49.0,31.0,15.0,0.52
58.586864,100,1575.693666,0.63,19.0,58.59,0.0,100.0,6.56,23.49,4.98,18.46,0.05,98.78,34.13,5.65,0.37,45.0,55.0,0.0,0.39
74.742874,100,1577.677967,0.83,7.0,74.74,0.04,96.0,1.73,27.27,2.09,25.1,0.07,40.14,20.47,3.28,0.17,48.0,23.0,25.0,0.43
67.824326,100,1580.12531,0.79,9.0,67.82,0.03,97.0,1.0,22.23,1.0,21.13,0.09,26.56,20.06,4.96,0.21,35.0,16.0,46.0,0.42
75.76851,100,1582.138334,0.82,19.0,75.77,0.02,98.0,5.31,21.17,5.82,15.27,0.09,36.99,16.59,3.78,0.18,40.0,42.0,16.0,0.44
30.070423,100,1584.590326,0.45,7.0,30.07,0.09,91.0,4.34,24.36,4.77,19.54,0.06,86.75,41.5,2.1,0.55,75.0,16.0,0.0,0.48
52.51345,100,1586.549916,0.61,15.0,52.51,0.02,98.0,12.2,25.53,8.42,17.06,0.05,55.37,18.04,4.67,0.39,41.0,57.0,0.0,0.42
76.68363,100,1588.684379,0.89,3.0,76.68,0.06,94.0,2.79,23.46,3.38,20.0,0.07,23.0,22.06,4.21,0.11,37.0,35.0,22.0,0.42
67.654396,100,1590.599488,0.85,23.0,67.65,0.02,98.0,6.08,24.09,5.05,18.96,0.08,85.56,35.71,2.82,0.15,25.0,26.0,47.0,0.38
70.79785,100,1592.961889,0.86,21.0,70.8,0.03,97.0,8.28,27.28,6.74,20.45,0.09,36.96,16.52,2.87,0.14,19.0,40.0,38.0,0.37
46.18881,100,1594.719175,0.54,19.0,46.19,0.01,99.0,7.56,23.6,5.24,18.3,0.06,19.52,9.01,2.33,0.46,31.0,68.0,0.0,0.41
64.52794,100,1596.585247,0.76,9.0,64.53,0.04,96.0,2.04,27.95,2.44,25.44,0.07,54.07,24.81,4.51,0.24,53.0,19.0,24.0,0.42
37.605274,100,1598.544462,0.5,1.0,37.61,0.09,91.0,10.04,31.48,7.17,24.24,0.07,64.78,32.67,3.65,0.5,68.0,0.0,23.0,0.47
60.24259,100,1600.507867,0.72,9.0,60.24,0.08,92.0,9.42,26.7,7.05,19.57,0.08,81.15,37.89,1.98,0.28,56.0,17.0,19.0,0.42
69.08947,100,1602.731773,0.85,13.0,69.09,0.05,95.0,4.11,24.77,4.58,20.11,0.09,49.85,21.07,5.97,0.15,35.0,19.0,41.0,0.39
77.60892,100,1604.661928,0.82,15.0,77.61,0.04,96.0,2.39,19.72,2.29,17.35,0.08,64.45,25.79,2.76,0.18,45.0,32.0,19.0,0.48
66.65574,100,1606.671706,0.79,5.0,66.66,0.05,95.0,8.29,26.41,5.69,20.61,0.11,42.24,17.74,4.74,0.21,21.0,23.0,51.0,0.41
83.40294,100,1608.912584,0.87,5.0,83.4,0.03,97.0,4.82,25.66,4.93,20.64,0.09,38.54,14.86,3.59,0.13,36.0,21.0,40.0,0.4
73.5341,100,1611.286034,0.87,21.0,73.53,0.06,94.0,2.93,21.04,3.09,17.87,0.08,48.96,25.52,2.21,0.13,42.0,29.0,23.0,0.44
61.547684,100,1612.967365,0.65,9.0,61.55,0.01,99.0,7.45,21.45,5.38,15.98,0.09,22.56,11.87,3.58,0.35,52.0,47.0,0.0,0.41
45.151035,100,1614.963601,0.66,7.0,45.15,0.07,93.0,12.04,33.11,8.76,24.26,0.09,32.92,19.48,4.28,0.34,47.0,0.0,46.0,0.4
73.855034,100,1617.247986,0.73,5.0,73.86,0.02,98.0,4.2,25.4,4.69,20.61,0.1,40.14,23.96,31.64,0.27,19.0,20.0,59.0,0.4
73.79291,100,1619.216897,0.81,7.0,73.79,0.06,94.0,6.64,23.59,6.65,16.87,0.07,66.02,24.67,2.85,0.19,45.0,31.0,18.0,0.4
55.177223,100,1621.375325,-1.0,24.0,55.18,0.16,84.0,6.12,27.1,4.5,22.52,0.08,81.35,35.12,1.05,0.11,26.0,22.0,36.0,0.43
69.265144,100,1623.282418,0.78,13.0,69.27,0.05,95.0,5.47,24.71,4.22,20.42,0.07,39.68,18.14,4.21,0.22,51.0,20.0,24.0,0.51
47.4506,100,1625.206931,0.67,3.0,47.45,0.02,98.0,7.39,27.44,5.99,21.35,0.1,37.54,15.18,3.05,0.33,16.0,18.0,64.0,0.37
34.716473,100,1627.322016,0.48,13.0,34.72,0.04,96.0,10.33,33.56,8.23,25.27,0.06,49.1,21.39,3.31,0.52,21.0,75.0,0.0,0.52
83.15335,100,1629.036546,0.96,21.0,83.15,0.03,97.0,4.82,22.65,5.15,17.4,0.1,22.53,12.73,5.17,0.04,29.0,33.0,35.0,0.38
42.5133,100,1631.645305,0.51,23.0,42.51,0.07,93.0,10.95,32.23,7.72,24.41,0.1,52.49,24.1,1.46,0.49,24.0,0.0,69.0,0.39
51.240433,100,1633.540299,0.64,19.0,51.24,0.02,98.0,12.69,23.74,8.78,14.88,0.08,25.46,14.36,3.69,0.36,45.0,53.0,0.0,0.39
45.16095,100,1635.516607,0.48,19.0,45.16,0.06,94.0,4.7,25.02,4.92,20.02,0.08,32.28,20.19,3.93,0.52,74.0,20.0,0.0,0.38
75.13622,100,1637.85731,0.96,3.0,75.14,0.03,97.0,5.66,25.68,3.95,21.65,0.08,62.52,21.65,1.98,0.04,35.0,33.0,29.0,0.41
50.5754,100,1640.206798,0.66,15.0,50.58,0.05,95.0,5.16,22.43,5.01,17.35,0.08,56.38,26.36,4.17,0.34,47.0,48.0,0.0,0.48
78.49613,100,1642.404927,0.83,21.0,78.5,0.02,98.0,2.71,18.28,2.88,15.33,0.07,72.39,33.48,3.44,0.17,39.0,42.0,17.0,0.4
79.52555,100,1644.62295,0.81,9.0,79.53,0.03,97.0,8.49,24.46,5.98,18.41,0.07,81.41,25.83,3.17,0.19,26.0,49.0,22.0,0.44
70.40936,100,1646.593762,0.75,1.0,70.41,0.04,96.0,4.81,22.35,5.13,17.15,0.07,25.17,7.81,40.97,0.25,30.0,51.0,15.0,0.42
64.730865,100,1648.853023,0.87,19.0,64.73,0.06,94.0,2.61,22.5,2.6,19.83,0.07,41.29,15.32,2.84,0.13,37.0,38.0,19.0,0.43
77.827576,100,1651.039392,0.75,15.0,77.83,0.01,99.0,11.62,25.57,7.65,17.84,0.09,67.2,24.15,2.94,0.25,50.0,36.0,13.0,0.46
53.7837,100,1653.27479,0.64,13.0,53.78,0.05,95.0,7.94,23.22,6.21,16.95,0.06,63.28,28.18,2.03,0.36,44.0,51.0,0.0,0.4
49.621387,100,1655.051659,0.57,1.0,49.62,0.06,94.0,4.55,21.66,4.76,16.83,0.07,31.15,21.87,3.41,0.43,60.0,34.0,0.0,0.46
48.802994,100,1657.36301,0.63,13.0,48.8,0.05,95.0,5.16,30.36,5.13,25.14,0.09,69.65,28.19,1.04,0.37,42.0,0.0,53.0,0.39
74.91833,100,1659.729319,0.8,7.0,74.92,0.05,95.0,7.24,22.63,5.57,16.97,0.08,74.13,27.39,4.3,0.2,47.0,30.0,18.0,0.51
69.61698,100,1661.912498,0.84,21.0,69.62,0.03,97.0,2.27,17.85,2.77,15.01,0.08,75.78,26.61,2.48,0.16,39.0,41.0,17.0,0.43
52.015663,100,1663.877083,0.64,15.0,52.02,0.03,97.0,5.73,22.66,4.9,17.69,0.07,67.13,21.97,2.38,0.36,45.0,52.0,0.0,0.45
