,timestamp,SessionID,CandidateID,Config,latency,throttle,throuput_dl,throuput_ul,packetsize_dl,packetsize_ul,inter_arrival_dl,inter_arrival_ul
0,0,3,A,B,500.0,0.0,593.976,546.776,401.33513513513515,373.4808743169399,0.005360816216216217,0.005400907103825137
1,1,3,A,B,500.0,0.0,512.432,528.992,357.8435754189944,365.3259668508287,0.005441201117318436,0.00545096685082873
2,2,3,A,B,500.0,0.0,575.024,496.936,380.30687830687833,345.09444444444443,0.005276629629629629,0.005490161111111111
3,3,3,A,B,500.0,0.0,599.064,479.696,404.772972972973,334.98324022346367,0.005296929729729731,0.005520944134078213
4,4,3,A,B,500.0,0.0,593.12,486.512,402.9347826086956,335.9889502762431,0.00522233695652174,0.005459486187845303
5,5,3,A,B,500.0,0.0,603.136,490.528,401.02127659574467,338.76243093922653,0.005180627659574466,0.005377342541436464
6,6,3,A,B,500.0,0.0,526.168,485.696,413.65408805031444,339.1731843575419,0.006192792452830188,0.005523324022346373
7,7,3,A,B,500.0,0.0,620.88,496.768,426.42857142857144,343.0718232044199,0.005431620879120878,0.005461917127071824
8,8,3,A,B,500.0,0.0,613.784,527.84,419.25136612021856,360.5464480874317,0.00539341530054645,0.005410967213114753
9,9,3,A,B,500.0,0.0,629.76,549.896,423.2258064516129,379.76243093922653,0.005337483870967745,0.0053729502762430974
10,10,3,A,B,500.0,0.0,546.528,554.192,392.62068965517244,382.7292817679558,0.005690224137931028,0.005455712707182322
11,11,3,A,B,500.0,0.0,636.128,621.096,436.9010989010989,431.31666666666666,0.005346203296703293,0.005409227777777777
12,12,3,A,B,500.0,0.0,618.544,565.52,411.2659574468085,399.3785310734463,0.005153909574468076,0.0055871355932203375
13,13,3,A,B,500.0,0.0,600.944,547.928,412.7362637362637,384.7808988764045,0.00532397802197802,0.005551533707865177
14,14,3,A,B,500.0,0.0,530.68,537.816,379.0571428571429,375.5698324022346,0.005632251428571422,0.005529022346368711
15,15,3,A,B,500.0,0.0,620.4,514.472,408.1578947368421,361.2865168539326,0.005203384210526314,0.005487146067415735
16,16,3,A,B,500.0,0.0,592.736,451.544,398.3440860215054,317.09550561797755,0.005220935483870972,0.005554286516853947
17,17,3,A,B,500.0,0.0,562.52,479.552,386.34615384615387,333.02222222222224,0.0053449505494505565,0.005405277777777782
18,18,3,A,B,500.0,0.0,608.256,476.816,413.2173913043478,331.1222222222222,0.005385853260869566,0.005484366666666673
19,19,3,A,B,500.0,0.0,643.584,498.68,449.4301675977654,346.30555555555554,0.0055026536312849286,0.005495294444444454
20,20,3,A,B,500.0,0.0,725.432,528.368,495.5136612021858,358.94565217391306,0.005372032786885243,0.005382543478260886
21,21,3,A,B,500.0,0.0,792.008,487.096,540.9890710382514,347.92571428571426,0.0053784207650273246,0.0056475371428571465
22,22,3,A,B,500.0,0.0,648.592,527.76,465.9425287356322,360.4918032786885,0.0056460804597701095,0.00539234426229507
23,23,3,A,B,500.0,0.0,664.464,516.552,456.3626373626374,373.23121387283237,0.0053757527472527555,0.005625034682080938
24,24,3,A,B,500.0,0.0,650.72,525.712,451.8888888888889,363.060773480663,0.005541561111111094,0.005453640883977902
25,25,3,A,B,500.0,0.0,653.768,534.264,472.3757225433526,360.9891891891892,0.005722491329479768,0.005345254054054058
26,26,3,A,B,500.0,0.0,685.048,523.336,486.53977272727275,359.4340659340659,0.005616335227272734,0.005423604395604402
27,27,3,A,B,500.0,0.0,717.8,502.704,578.8709677419355,365.33720930232556,0.006376354838709673,0.00574661046511629
28,28,3,A,B,500.0,0.0,666.448,520.84,473.32954545454544,365.7584269662921,0.005593193181818178,0.005543101123595518
29,29,3,A,B,500.0,0.0,641.96,511.32,420.130890052356,357.0670391061453,0.0051921151832460865,0.005434055865921802
