episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,54.97,0.0,100.0,8.0,108.62,7.5,101.0,0.12,83.93,39.76,6.77,0.67,0.0,0.0,100.0,0.08
2,97.69,0.81,19.0,16.0,30.05,10.0,20.0,0.05,137.4,22.29,1.37,0.67,19.0,0.0,0.0,0.17
3,99.87,0.95,5.0,2.8,7.06,3.4,3.6,0.06,100.51,44.19,0.5,0.67,5.0,0.0,0.0,0.13
4,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,125.2,46.38,3.88,0.67,100.0,0.0,0.0,0.1
5,98.95,0.83,17.0,5.88,15.77,6.18,9.53,0.06,120.91,27.14,4.62,0.67,17.0,0.0,0.0,0.11
6,99.55,0.91,9.0,3.78,13.07,4.72,8.22,0.12,71.09,25.43,0.27,0.67,0.0,0.0,9.0,0.1
7,99.88,0.94,6.0,1.5,5.8,1.75,4.0,0.05,113.89,41.33,2.66,0.67,6.0,0.0,0.0,0.18
8,99.67,0.91,9.0,3.0,9.74,3.67,6.0,0.08,105.43,40.36,2.63,0.44,0.0,6.0,3.0,0.18
9,61.56,0.0,100.0,15.2,92.86,9.75,83.0,0.11,70.61,24.46,6.31,0.6,10.0,0.0,90.0,0.09
10,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,84.45,6.76,5.89,0.67,100.0,0.0,0.0,0.09
11,-21.95,0.58,42.0,12.33,34.85,8.04,26.76,0.06,73.35,39.89,2.22,0.67,42.0,0.0,0.0,0.06
12,99.24,0.87,13.0,1.0,15.05,1.0,14.0,0.05,137.57,45.45,0.96,0.67,13.0,0.0,0.0,0.12
13,99.62,0.91,9.0,2.22,11.05,2.78,8.22,0.05,124.21,36.97,1.8,0.67,9.0,0.0,0.0,0.12
14,99.37,0.89,11.0,6.18,14.71,5.91,8.73,0.07,73.52,41.74,1.53,0.55,9.0,0.0,2.0,0.11
15,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,111.64,46.04,6.12,0.67,100.0,0.0,0.0,0.11
16,-69.24,0.84,16.0,2.0,19.56,2.5,17.0,0.06,86.96,46.12,1.53,0.67,16.0,0.0,0.0,0.09
17,99.27,0.88,12.0,2.0,15.62,2.5,13.0,0.12,67.29,36.48,0.9,0.67,0.0,0.0,12.0,0.1
18,-74.99,0.87,13.0,4.0,19.12,5.0,14.0,0.12,24.38,22.73,5.23,0.67,0.0,0.0,13.0,0.06
19,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,106.92,12.54,9.63,0.67,100.0,0.0,0.0,0.08
20,73.22,0.0,100.0,16.0,65.0,10.0,54.92,0.08,118.39,36.53,0.88,0.43,64.0,0.0,36.0,0.1
21,-78.62,0.89,11.0,2.0,14.55,2.5,12.0,0.05,110.61,31.06,0.85,0.67,11.0,0.0,0.0,0.05
22,98.75,0.87,13.0,16.0,24.05,10.0,14.0,0.05,128.86,40.48,4.6,0.67,13.0,0.0,0.0,0.11
23,-63.38,0.81,19.0,7.79,18.42,6.58,11.79,0.05,126.82,32.49,2.06,0.46,13.0,6.0,0.0,0.08
24,67.68,0.0,100.0,9.52,78.25,7.97,70.22,0.05,137.47,31.82,2.34,0.54,81.0,0.0,19.0,0.12
25,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,96.35,21.95,3.29,0.67,100.0,0.0,0.0,0.12
26,97.93,0.79,21.0,2.0,24.55,2.5,22.0,0.05,114.66,37.46,3.22,0.67,21.0,0.0,0.0,0.12
27,98.88,0.86,14.0,4.0,20.12,5.0,15.0,0.12,85.94,31.33,2.0,0.67,0.0,0.0,14.0,0.12
28,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,50.51,19.9,4.07,0.67,100.0,0.0,0.0,0.09
29,-30.44,0.63,37.0,6.84,29.69,6.72,22.92,0.05,114.01,39.83,2.76,0.65,36.0,1.0,0.0,0.07
30,98.4,0.82,18.0,14.22,22.28,9.44,12.78,0.06,84.52,28.84,2.64,0.52,4.0,14.0,0.0,0.11
31,99.27,0.87,13.0,6.15,14.5,5.96,8.46,0.08,116.83,44.36,0.88,0.46,9.0,0.0,4.0,0.15
32,-61.76,0.8,20.0,1.0,22.05,1.0,21.0,0.05,111.32,46.09,1.78,0.67,20.0,0.0,0.0,0.1
33,48.24,0.05,95.0,16.0,106.06,10.0,96.0,0.06,22.79,3.34,10.81,0.67,95.0,0.0,0.0,0.1
34,97.9,0.8,20.0,4.0,26.06,5.0,21.0,0.06,151.14,46.28,1.86,0.67,20.0,0.0,0.0,0.1
35,99.38,0.89,11.0,2.0,14.56,2.5,12.0,0.06,72.02,43.39,1.66,0.67,11.0,0.0,0.0,0.12
36,-70.98,0.85,15.0,1.93,16.58,2.4,14.13,0.05,131.66,44.16,4.21,0.67,15.0,0.0,0.0,0.07
