episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,6.23,0.41,59.0,13.36,48.68,8.9,39.73,0.06,77.28,19.48,3.12,0.67,59.0,0.0,0.0,0.06
2,98.09,0.81,19.0,4.0,25.06,5.0,20.0,0.06,129.81,44.38,2.01,0.67,19.0,0.0,0.0,0.07
3,99.91,0.95,5.0,1.0,5.45,1.0,4.4,0.05,99.07,21.89,1.93,0.53,4.0,1.0,0.0,0.07
4,54.97,0.0,100.0,8.0,108.62,7.5,101.0,0.12,100.78,42.81,1.72,0.67,0.0,0.0,100.0,0.07
5,98.25,0.83,17.0,8.0,25.56,7.5,18.0,0.06,89.88,45.11,2.65,0.67,17.0,0.0,0.0,0.08
6,99.32,0.87,13.0,2.31,13.57,2.88,10.62,0.07,72.13,35.79,3.02,0.56,11.0,0.0,2.0,0.08
7,99.86,0.94,6.0,2.0,6.4,2.33,4.0,0.06,76.94,25.44,2.14,0.56,5.0,0.0,1.0,0.08
8,99.67,0.91,9.0,1.33,9.73,1.44,8.22,0.06,63.45,29.06,0.76,0.59,8.0,0.0,1.0,0.07
9,-76.73,0.88,12.0,2.0,15.55,2.5,13.0,0.05,87.45,39.43,2.93,0.67,12.0,0.0,0.0,0.05
10,-27.08,0.62,38.0,8.92,20.4,6.54,13.79,0.07,131.29,43.09,2.33,0.47,27.0,0.0,11.0,0.05
11,-78.55,0.89,11.0,1.0,13.05,1.0,12.0,0.05,119.02,39.54,1.31,0.67,11.0,0.0,0.0,0.04
12,98.88,0.87,13.0,8.0,21.62,7.5,14.0,0.12,90.25,34.47,0.72,0.67,0.0,0.0,13.0,0.08
13,99.37,0.9,10.0,4.0,16.05,5.0,11.0,0.05,123.26,31.17,2.89,0.67,10.0,0.0,0.0,0.09
14,99.28,0.85,15.0,3.07,12.42,3.83,8.53,0.06,77.15,24.13,3.44,0.36,8.0,7.0,0.0,0.07
15,54.97,0.0,100.0,8.0,108.62,7.5,101.0,0.12,86.07,40.96,0.87,0.67,0.0,0.0,100.0,0.07
16,54.99,0.0,100.0,8.0,108.56,7.5,101.0,0.06,79.3,45.52,0.19,0.67,100.0,0.0,0.0,0.07
17,98.73,0.79,21.0,8.19,15.4,6.67,8.67,0.07,113.25,39.37,4.92,0.51,16.0,0.0,5.0,0.08
18,35.11,0.17,83.0,15.64,89.95,9.78,80.1,0.07,27.11,9.23,5.11,0.65,81.0,2.0,0.0,0.06
19,59.72,0.0,100.0,8.0,97.27,7.5,89.72,0.05,60.09,5.9,6.82,0.63,6.0,94.0,0.0,0.07
20,69.64,0.0,100.0,16.0,73.55,10.0,63.5,0.05,134.37,41.64,2.35,0.67,100.0,0.0,0.0,0.1
21,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,129.62,36.77,3.31,0.67,100.0,0.0,0.0,0.07
22,99.24,0.87,13.0,1.0,15.06,1.0,14.0,0.06,95.56,43.71,1.55,0.67,13.0,0.0,0.0,0.07
23,-78.44,0.89,11.0,2.91,10.52,3.55,6.91,0.06,101.5,45.99,2.12,0.67,11.0,0.0,0.0,0.05
24,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,122.66,46.15,3.01,0.67,100.0,0.0,0.0,0.07
25,48.06,0.06,94.0,8.0,102.55,7.5,95.0,0.05,115.85,32.5,2.55,0.67,94.0,0.0,0.0,0.07
