episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,75.89,0.0,100.0,10.12,58.63,7.55,51.02,0.06,118.59,44.93,2.98,0.67,100.0,0.0,0.0,0.06
2,70.62,0.0,100.0,4.92,71.21,5.58,65.58,0.05,139.8,39.55,2.54,0.67,100.0,0.0,0.0,0.08
3,93.1,0.63,37.0,8.0,45.55,7.5,38.0,0.05,149.54,39.59,2.06,0.67,37.0,0.0,0.0,0.08
4,-40.43,0.68,32.0,1.0,34.06,1.0,33.0,0.06,70.65,34.53,2.7,0.67,32.0,0.0,0.0,0.05
5,75.91,0.0,100.0,10.0,58.58,7.5,51.0,0.08,113.75,41.44,3.78,0.33,50.0,0.0,50.0,0.07
6,-5.06,0.54,46.0,1.0,48.05,1.0,47.0,0.05,116.33,43.13,2.65,0.67,46.0,0.0,0.0,0.06
7,91.57,0.46,54.0,3.22,38.32,3.96,34.26,0.1,80.11,24.16,5.19,0.49,14.0,0.0,40.0,0.08
8,91.99,0.61,39.0,16.0,50.06,10.0,40.0,0.06,85.83,15.76,1.46,0.67,39.0,0.0,0.0,0.08
9,17.0,0.35,65.0,12.63,48.82,8.08,40.68,0.05,134.49,43.77,1.68,0.67,65.0,0.0,0.0,0.06
10,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,93.84,11.25,6.11,0.67,100.0,0.0,0.0,0.07
11,58.1,0.0,100.0,15.3,101.15,9.62,91.42,0.1,71.17,16.44,2.46,0.64,4.0,0.0,96.0,0.07
12,89.32,0.5,50.0,1.0,52.05,1.0,51.0,0.05,111.35,17.02,2.16,0.67,50.0,0.0,0.0,0.08
13,-17.06,0.54,46.0,1.0,48.05,1.0,47.0,0.05,129.83,46.33,0.89,0.67,46.0,0.0,0.0,0.07
14,82.95,0.06,94.0,12.13,44.36,7.93,36.38,0.05,131.12,40.3,2.32,0.52,73.0,21.0,0.0,0.07
15,53.95,0.0,100.0,16.0,111.06,10.0,101.0,0.06,98.05,45.48,0.94,0.67,100.0,0.0,0.0,0.07
16,69.03,0.03,97.0,3.42,62.52,4.28,58.16,0.08,69.7,36.16,7.49,0.67,97.0,0.0,0.0,0.08
17,52.41,0.04,96.0,2.0,99.55,2.5,97.0,0.05,73.93,31.21,1.65,0.67,96.0,0.0,0.0,0.07
18,21.96,0.31,69.0,13.3,56.56,8.48,48.03,0.06,145.9,43.25,2.64,0.67,69.0,0.0,0.0,0.07
19,54.42,0.09,91.0,6.85,73.44,6.43,66.95,0.06,123.05,32.26,4.2,0.56,76.0,0.0,15.0,0.07
20,74.84,0.0,100.0,16.0,61.14,10.0,51.08,0.06,127.96,35.86,1.52,0.67,100.0,0.0,0.0,0.07
21,71.17,0.04,96.0,3.02,52.85,3.78,49.02,0.06,131.24,30.04,2.73,0.67,96.0,0.0,0.0,0.06
22,83.47,0.42,58.0,16.0,69.11,10.0,59.0,0.11,47.68,37.71,3.46,0.67,0.0,0.0,58.0,0.08
23,55.38,0.02,98.0,3.94,100.06,4.92,95.08,0.06,87.26,43.87,2.37,0.65,96.0,0.0,2.0,0.07
24,58.81,0.08,92.0,3.24,66.44,3.53,62.85,0.06,74.74,37.15,1.39,0.53,73.0,19.0,0.0,0.06
25,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,115.4,45.8,0.54,0.67,100.0,0.0,0.0,0.08
26,67.54,0.09,91.0,7.54,86.25,7.12,79.08,0.05,38.54,10.45,4.77,0.67,0.0,91.0,0.0,0.07
27,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,77.05,41.0,3.81,0.67,100.0,0.0,0.0,0.07
28,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,93.48,36.04,1.42,0.67,100.0,0.0,0.0,0.07
29,63.56,0.08,92.0,4.28,54.09,4.4,49.63,0.06,94.55,29.97,3.21,0.67,92.0,0.0,0.0,0.07
30,85.67,0.42,58.0,1.0,60.05,1.0,59.0,0.05,125.27,35.18,2.84,0.67,58.0,0.0,0.0,0.07
31,72.01,0.06,94.0,3.64,72.15,3.51,68.6,0.05,43.13,3.79,6.35,0.56,15.0,79.0,0.0,0.07
32,47.6,0.08,92.0,2.0,95.56,2.5,93.0,0.06,52.78,45.68,6.01,0.67,92.0,0.0,0.0,0.06
33,12.67,0.37,63.0,12.9,51.56,8.14,43.37,0.05,137.96,44.0,2.36,0.67,63.0,0.0,0.0,0.07
34,56.02,0.0,100.0,4.0,106.12,5.0,101.0,0.12,102.77,33.13,0.44,0.67,0.0,0.0,100.0,0.08
35,-13.87,0.52,48.0,1.0,50.12,1.0,49.0,0.12,68.32,23.35,0.45,0.67,0.0,0.0,48.0,0.06
36,46.48,0.21,79.0,1.82,35.86,2.23,33.57,0.06,134.6,44.2,4.62,0.67,79.0,0.0,0.0,0.07
37,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,127.58,40.7,1.99,0.67,100.0,0.0,0.0,0.08
38,95.84,0.69,31.0,1.0,33.05,1.0,32.0,0.05,111.83,37.46,1.8,0.67,31.0,0.0,0.0,0.15
39,55.51,0.08,92.0,2.26,75.01,2.83,72.13,0.05,129.56,24.01,3.62,0.67,92.0,0.0,0.0,0.07
40,73.77,0.0,100.0,5.68,63.7,5.7,57.94,0.06,109.93,44.27,2.82,0.58,87.0,13.0,0.0,0.07
41,97.02,0.72,28.0,1.07,26.45,1.11,25.29,0.06,133.38,27.81,3.98,0.62,26.0,0.0,2.0,0.08
42,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,96.74,41.38,0.65,0.67,100.0,0.0,0.0,0.06
43,53.95,0.0,100.0,16.0,111.06,10.0,101.0,0.06,103.49,44.99,2.33,0.67,100.0,0.0,0.0,0.06
44,90.73,0.49,51.0,1.29,44.44,1.39,42.98,0.07,93.18,13.63,3.5,0.6,46.0,0.0,5.0,0.08
45,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,110.64,27.61,2.47,0.67,100.0,0.0,0.0,0.08
46,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,133.87,37.59,2.54,0.67,100.0,0.0,0.0,0.07
47,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,25.25,14.79,6.95,0.67,100.0,0.0,0.0,0.06
