episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,75.38,0.0,100.0,12.08,59.85,8.78,51.02,0.06,117.97,31.37,1.98,0.67,100.0,0.0,0.0,0.07
2,60.88,0.0,100.0,15.28,94.51,9.78,84.62,0.11,64.66,24.26,4.94,0.61,0.0,9.0,91.0,0.07
3,90.15,0.52,48.0,1.0,50.05,1.0,49.0,0.05,122.96,33.11,10.95,0.67,48.0,0.0,0.0,0.07
4,-3.16,0.46,54.0,1.0,50.4,1.0,49.33,0.07,107.48,44.53,1.64,0.63,51.0,0.0,3.0,0.05
5,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,86.54,34.92,2.67,0.67,100.0,0.0,0.0,0.06
6,57.06,0.0,100.0,2.0,103.61,2.5,101.0,0.11,59.04,36.61,2.74,0.67,0.0,0.0,100.0,0.06
7,85.17,0.41,59.0,1.0,61.06,1.0,60.0,0.06,120.5,46.38,2.12,0.67,59.0,0.0,0.0,0.07
8,89.75,0.53,47.0,4.0,53.12,5.0,48.0,0.12,73.96,28.59,3.62,0.67,0.0,0.0,47.0,0.07
9,76.04,0.0,100.0,7.74,58.26,5.58,52.62,0.06,56.04,29.29,4.72,0.67,100.0,0.0,0.0,0.06
10,-1.37,0.44,56.0,1.0,58.06,1.0,57.0,0.06,82.18,45.8,2.11,0.67,56.0,0.0,0.0,0.06
11,0.15,0.43,57.0,1.0,59.05,1.0,58.0,0.05,125.98,34.78,2.48,0.67,57.0,0.0,0.0,0.06
12,86.63,0.44,56.0,1.0,58.06,1.0,57.0,0.06,64.24,29.27,4.19,0.67,56.0,0.0,0.0,0.06
13,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,125.55,45.59,1.15,0.67,100.0,0.0,0.0,0.07
14,74.86,0.0,100.0,11.2,61.1,8.0,53.0,0.1,87.13,34.79,1.49,0.4,40.0,0.0,60.0,0.07
15,57.07,0.0,100.0,2.0,103.61,2.5,101.0,0.11,53.11,42.14,1.55,0.67,0.0,0.0,100.0,0.07
16,75.93,0.0,100.0,9.76,58.54,7.4,51.08,0.06,101.79,42.32,1.67,0.35,48.0,52.0,0.0,0.06
17,57.06,0.0,100.0,2.0,103.62,2.5,101.0,0.12,76.91,28.02,2.59,0.67,0.0,0.0,100.0,0.09
18,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,99.72,38.92,4.17,0.67,100.0,0.0,0.0,0.07
19,3.17,0.41,59.0,1.0,61.06,1.0,60.0,0.06,95.81,9.52,21.53,0.67,59.0,0.0,0.0,0.06
20,75.03,0.0,100.0,6.9,60.68,5.12,55.5,0.05,136.38,34.23,1.41,0.43,65.0,35.0,0.0,0.06
21,78.28,0.0,100.0,2.94,52.9,3.67,49.14,0.09,104.8,39.57,2.3,0.33,51.0,2.0,47.0,0.07
22,90.68,0.39,61.0,1.98,37.5,2.31,35.11,0.08,106.32,38.21,3.53,0.45,41.0,0.0,20.0,0.07
23,53.94,0.0,100.0,16.0,111.08,10.0,101.0,0.08,87.13,37.46,10.81,0.67,100.0,0.0,0.0,0.06
24,59.77,0.0,100.0,8.16,97.16,7.55,89.56,0.05,148.44,22.48,1.61,0.64,96.0,4.0,0.0,0.06
25,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,126.16,46.35,5.57,0.67,100.0,0.0,0.0,0.06
26,57.06,0.0,100.0,2.0,103.61,2.5,101.0,0.11,43.59,32.84,8.42,0.67,0.0,0.0,100.0,0.07
27,75.91,0.0,100.0,9.76,58.57,7.4,51.08,0.09,68.01,22.62,2.6,0.35,52.0,0.0,48.0,0.06
28,54.97,0.0,100.0,8.0,108.62,7.5,101.0,0.12,48.31,39.84,1.9,0.67,0.0,0.0,100.0,0.06
29,-4.44,0.46,54.0,1.0,56.06,1.0,55.0,0.06,60.6,30.91,3.59,0.67,54.0,0.0,0.0,0.05
30,90.91,0.39,61.0,4.9,36.61,4.62,31.9,0.08,96.43,36.53,4.66,0.37,34.0,0.0,27.0,0.08
31,76.39,0.0,100.0,9.14,57.44,6.33,51.02,0.09,93.22,36.68,2.41,0.34,49.0,0.0,51.0,0.06
32,44.52,0.2,80.0,7.0,47.26,4.6,42.6,0.06,144.04,38.76,1.55,0.67,80.0,0.0,0.0,0.06
33,14.07,0.37,63.0,4.1,46.27,2.86,43.37,0.05,92.14,37.76,2.57,0.53,50.0,13.0,0.0,0.06
34,70.67,0.06,94.0,3.46,45.06,4.28,40.72,0.06,133.61,35.31,2.29,0.55,77.0,0.0,17.0,0.07
35,74.27,0.0,100.0,3.38,62.5,4.22,58.22,0.05,144.42,27.11,1.74,0.46,69.0,31.0,0.0,0.07
36,76.9,0.0,100.0,4.76,56.2,4.8,51.32,0.08,134.68,27.2,1.55,0.36,54.0,0.0,46.0,0.07
37,75.74,0.0,100.0,9.28,58.97,7.2,51.72,0.05,114.29,43.47,2.79,0.37,56.0,44.0,0.0,0.06
38,88.13,0.48,52.0,2.0,55.56,2.5,53.0,0.06,90.71,46.02,3.01,0.67,52.0,0.0,0.0,0.08
39,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,75.56,6.61,24.75,0.67,100.0,0.0,0.0,0.07
40,59.92,0.0,100.0,4.6,96.8,5.25,91.5,0.05,93.58,42.49,2.05,0.63,95.0,5.0,0.0,0.06
41,92.76,0.43,57.0,1.47,31.34,1.71,29.58,0.05,122.04,25.93,5.18,0.67,57.0,0.0,0.0,0.08
42,77.19,0.0,100.0,15.28,55.52,9.7,45.72,0.1,108.74,41.45,1.55,0.33,50.0,0.0,50.0,0.07
43,-2.9,0.45,55.0,1.0,57.05,1.0,56.0,0.05,125.49,40.72,3.01,0.67,55.0,0.0,0.0,0.06
44,91.63,0.46,54.0,11.0,38.05,7.0,31.0,0.05,136.85,37.29,2.27,0.67,54.0,0.0,0.0,0.08
45,35.46,0.26,74.0,2.3,41.49,2.73,38.68,0.08,117.02,32.95,3.72,0.38,42.0,0.0,32.0,0.06
46,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,64.53,17.31,13.12,0.67,100.0,0.0,0.0,0.07
47,59.4,0.0,100.0,16.0,98.04,10.0,87.98,0.06,109.06,44.52,2.76,0.62,93.0,0.0,7.0,0.09
48,76.26,0.0,100.0,5.8,57.74,6.12,51.5,0.12,63.26,36.76,3.25,0.67,0.0,0.0,100.0,0.07
49,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,81.17,41.13,0.83,0.67,100.0,0.0,0.0,0.07
50,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,92.21,46.18,3.53,0.67,100.0,0.0,0.0,0.07
51,76.29,0.0,100.0,4.0,57.67,5.0,52.62,0.05,127.34,26.05,0.94,0.67,100.0,0.0,0.0,0.07
52,66.83,0.0,100.0,16.0,80.28,10.0,70.22,0.06,69.19,31.12,1.46,0.67,100.0,0.0,0.0,0.06
53,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,108.36,45.95,1.83,0.67,100.0,0.0,0.0,0.06
54,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,132.17,32.08,3.06,0.67,100.0,0.0,0.0,0.07
55,84.01,0.43,57.0,16.0,68.05,10.0,58.0,0.05,108.72,45.61,2.62,0.67,57.0,0.0,0.0,0.08
56,85.61,0.45,55.0,8.0,63.55,7.5,56.0,0.05,121.82,46.31,2.59,0.67,55.0,0.0,0.0,0.08
57,57.21,0.0,100.0,15.68,103.27,9.9,93.32,0.05,115.35,45.35,1.69,0.67,100.0,0.0,0.0,0.07
58,85.28,0.35,65.0,2.74,55.14,3.12,51.97,0.06,96.64,43.98,0.16,0.58,8.0,57.0,0.0,0.07
59,93.84,0.45,55.0,8.09,27.78,5.25,22.47,0.06,137.2,41.6,1.6,0.5,41.0,0.0,14.0,0.08
60,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,98.85,46.09,2.66,0.67,100.0,0.0,0.0,0.06
61,66.06,0.0,100.0,9.28,82.12,7.9,74.12,0.1,71.28,13.15,4.53,0.56,16.0,0.0,84.0,0.06
62,75.13,0.0,100.0,12.4,60.43,8.88,51.5,0.06,97.03,23.11,1.03,0.37,45.0,55.0,0.0,0.07
63,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,133.97,27.52,1.33,0.67,100.0,0.0,0.0,0.07
64,57.06,0.0,100.0,2.0,103.62,2.5,101.0,0.12,83.49,21.19,5.96,0.67,0.0,0.0,100.0,0.06
65,86.15,0.43,57.0,1.0,59.05,1.0,58.0,0.05,116.29,46.18,1.5,0.67,57.0,0.0,0.0,0.08
