episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
66,69.1,0.0,100.0,7.16,74.85,6.97,67.82,0.06,86.3,15.28,5.24,0.67,100.0,0.0,0.0,0.07
67,53.93,0.0,100.0,16.0,111.12,10.0,101.0,0.12,70.53,16.75,1.61,0.67,0.0,0.0,100.0,0.07
68,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,110.74,46.11,1.64,0.67,100.0,0.0,0.0,0.07
69,59.91,0.0,100.0,4.6,96.81,5.25,91.5,0.06,78.38,44.37,5.79,0.63,95.0,5.0,0.0,0.06
70,72.37,0.0,100.0,5.64,67.02,4.45,62.52,0.05,126.91,43.09,2.82,0.67,100.0,0.0,0.0,0.07
71,75.53,0.0,100.0,5.56,59.48,5.97,53.42,0.08,42.51,16.54,1.92,0.41,61.0,39.0,0.0,0.07
72,93.63,0.5,50.0,5.06,31.46,4.77,26.64,0.05,109.83,31.54,2.5,0.67,50.0,0.0,0.0,0.07
73,72.9,0.0,100.0,8.0,65.78,7.5,58.22,0.06,135.68,39.67,2.71,0.67,100.0,0.0,0.0,0.07
74,65.09,0.0,100.0,13.9,84.43,8.88,75.5,0.05,150.99,41.6,2.34,0.67,100.0,0.0,0.0,0.07
75,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,124.55,42.33,2.0,0.67,100.0,0.0,0.0,0.07
76,91.09,0.4,60.0,7.5,36.49,4.9,31.53,0.05,95.44,44.11,2.45,0.67,60.0,0.0,0.0,0.15
77,54.99,0.0,100.0,8.0,108.56,7.5,101.0,0.06,84.78,45.61,0.41,0.67,100.0,0.0,0.0,0.08
78,1.67,0.42,58.0,1.0,60.06,1.0,59.0,0.06,112.76,41.48,11.98,0.67,58.0,0.0,0.0,0.06
79,69.58,0.0,100.0,9.84,73.71,8.07,65.58,0.06,119.32,38.62,2.28,0.67,100.0,0.0,0.0,0.07
80,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,143.67,46.32,1.72,0.67,100.0,0.0,0.0,0.07
81,63.16,0.0,100.0,14.32,89.04,9.1,79.88,0.06,110.13,43.11,3.94,0.59,88.0,12.0,0.0,0.07
82,54.98,0.0,100.0,8.0,108.6,7.5,101.0,0.1,61.59,45.32,1.95,0.67,100.0,0.0,0.0,0.06
83,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,133.43,28.68,4.11,0.67,100.0,0.0,0.0,0.07
84,84.16,0.39,61.0,1.0,63.06,1.0,62.0,0.06,106.14,46.39,3.32,0.67,61.0,0.0,0.0,0.08
85,46.33,0.16,84.0,1.82,62.66,2.23,60.36,0.07,93.34,18.27,6.76,0.55,69.0,0.0,15.0,0.08
86,78.22,0.0,100.0,7.72,53.05,6.55,46.42,0.08,38.54,13.16,3.38,0.39,41.0,59.0,0.0,0.07
87,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,87.96,6.53,8.09,0.67,100.0,0.0,0.0,0.06
88,53.96,0.0,100.0,16.0,111.04,10.0,101.0,0.04,102.14,43.72,2.46,0.67,100.0,0.0,0.0,0.08
89,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,88.09,7.17,4.26,0.67,100.0,0.0,0.0,0.08
90,-15.45,0.53,47.0,1.0,49.06,1.0,48.0,0.06,54.75,13.32,5.18,0.67,47.0,0.0,0.0,0.06
91,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,71.01,42.14,3.36,0.67,100.0,0.0,0.0,0.06
92,53.93,0.0,100.0,16.0,111.11,10.0,101.0,0.11,77.62,23.33,6.7,0.67,0.0,0.0,100.0,0.06
93,86.18,0.45,55.0,4.0,61.05,5.0,56.0,0.05,94.15,42.61,0.7,0.67,0.0,55.0,0.0,0.07
94,-6.04,0.48,52.0,1.54,47.17,1.5,45.62,0.05,115.11,43.15,4.24,0.62,48.0,4.0,0.0,0.06
95,87.44,0.5,50.0,16.0,61.05,10.0,51.0,0.05,63.75,37.72,2.04,0.67,0.0,50.0,0.0,0.07
96,67.6,0.0,100.0,2.3,78.43,2.88,75.5,0.05,100.88,38.92,2.25,0.57,85.0,15.0,0.0,0.07
97,67.47,0.08,92.0,6.48,43.94,6.09,37.78,0.07,116.22,34.03,1.78,0.52,72.0,0.0,20.0,0.07
98,58.4,0.05,95.0,1.89,80.5,2.34,78.11,0.06,135.49,29.85,3.68,0.67,95.0,0.0,0.0,0.07
99,81.48,0.34,66.0,1.0,68.05,1.0,67.0,0.05,124.63,45.85,2.89,0.67,66.0,0.0,0.0,0.07
100,27.0,0.31,69.0,2.26,39.11,2.68,36.38,0.06,124.26,23.84,3.48,0.67,69.0,0.0,0.0,0.06
