episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,71.06,0.0,100.0,4.96,70.17,5.6,64.52,0.05,116.89,38.6,2.33,0.67,100.0,0.0,0.0,0.07
2,65.37,0.0,100.0,4.52,83.76,5.33,78.38,0.06,123.83,44.65,2.36,0.58,87.0,13.0,0.0,0.06
3,97.88,0.78,22.0,1.0,24.05,1.0,23.0,0.05,116.5,32.95,1.68,0.67,22.0,0.0,0.0,0.08
4,75.92,0.0,100.0,8.0,58.55,7.5,51.0,0.05,111.71,40.17,2.81,0.67,100.0,0.0,0.0,0.07
5,74.8,0.0,100.0,4.0,61.22,5.0,56.12,0.1,128.76,38.68,2.6,0.44,34.0,0.0,66.0,0.07
6,48.83,0.73,27.0,1.0,29.05,1.0,28.0,0.05,110.69,46.37,0.87,0.67,27.0,0.0,0.0,0.06
7,97.93,0.72,28.0,2.71,18.65,3.29,15.29,0.08,109.38,37.44,1.49,0.38,16.0,0.0,12.0,0.07
8,98.02,0.79,21.0,16.0,23.49,10.0,13.43,0.06,83.21,19.71,2.77,0.48,15.0,6.0,0.0,0.07
9,-12.57,0.51,49.0,2.0,52.56,2.5,50.0,0.06,96.22,39.09,5.43,0.67,49.0,0.0,0.0,0.05
10,-30.21,0.62,38.0,1.0,40.05,1.0,39.0,0.05,98.62,32.27,0.87,0.67,0.0,38.0,0.0,0.05
11,-50.94,0.74,26.0,1.0,28.06,1.0,27.0,0.06,71.42,43.85,0.94,0.67,26.0,0.0,0.0,0.06
12,98.64,0.78,22.0,1.95,15.78,2.27,13.45,0.05,45.94,29.89,3.55,0.67,0.0,22.0,0.0,0.09
13,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,132.67,37.47,9.73,0.67,100.0,0.0,0.0,0.07
14,87.22,0.46,54.0,2.0,57.55,2.5,55.0,0.05,64.3,13.92,1.41,0.67,54.0,0.0,0.0,0.09
15,31.63,0.28,72.0,5.0,42.05,5.0,37.0,0.05,66.86,26.72,4.92,0.33,36.0,36.0,0.0,0.06
16,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,126.91,46.41,5.48,0.67,100.0,0.0,0.0,0.07
17,1.3,0.42,58.0,2.0,61.56,2.5,59.0,0.06,73.72,43.96,2.08,0.67,58.0,0.0,0.0,0.06
18,-49.83,0.74,26.0,1.0,17.82,1.0,16.77,0.05,87.42,19.66,3.04,0.49,7.0,19.0,0.0,0.04
19,17.0,0.35,65.0,3.2,48.8,3.5,45.2,0.1,66.56,40.97,3.5,0.53,0.0,13.0,52.0,0.06
