episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
34,97.9,0.8,20.0,4.0,26.05,5.0,21.0,0.05,89.53,46.22,1.6,0.67,20.0,0.0,0.0,0.07
35,99.45,0.89,11.0,1.0,13.05,1.0,12.0,0.05,156.25,37.49,4.69,0.67,11.0,0.0,0.0,0.07
36,-70.65,0.85,15.0,2.0,11.35,2.5,8.8,0.05,57.22,24.52,2.24,0.4,6.0,9.0,0.0,0.04
37,50.81,0.05,95.0,7.92,99.59,7.45,92.08,0.05,49.39,35.91,2.95,0.67,95.0,0.0,0.0,0.06
38,99.35,0.85,15.0,1.67,11.38,2.0,9.33,0.05,86.52,20.83,2.68,0.67,15.0,0.0,0.0,0.07
39,98.87,0.85,15.0,3.87,19.02,4.83,14.13,0.05,82.63,35.81,9.22,0.62,14.0,1.0,0.0,0.07
40,-0.7,0.44,56.0,7.64,55.22,7.28,47.89,0.05,70.63,43.39,1.93,0.67,56.0,0.0,0.0,0.06
41,99.03,0.86,14.0,2.0,17.56,2.5,15.0,0.06,94.87,38.99,4.91,0.67,14.0,0.0,0.0,0.07
42,99.16,0.87,13.0,5.85,16.44,5.77,10.62,0.06,23.73,11.51,3.39,0.67,13.0,0.0,0.0,0.08
43,3.74,0.41,59.0,14.78,58.76,9.49,49.22,0.05,52.37,19.44,4.96,0.67,59.0,0.0,0.0,0.06
44,99.8,0.92,8.0,1.0,7.05,1.0,6.0,0.05,101.14,42.65,3.02,0.67,8.0,0.0,0.0,0.08
45,-63.78,0.81,19.0,4.63,23.42,5.26,18.11,0.05,19.75,36.35,4.63,0.67,19.0,0.0,0.0,0.04
46,99.29,0.85,15.0,2.8,12.35,3.5,8.8,0.05,100.15,19.39,6.4,0.67,15.0,0.0,0.0,0.08
47,99.29,0.88,12.0,11.0,15.13,7.92,7.17,0.05,66.65,28.42,50.62,0.39,5.0,7.0,0.0,0.08
48,-38.82,0.68,32.0,5.81,22.08,5.55,16.44,0.1,39.61,31.89,3.05,0.4,13.0,0.0,19.0,0.05
49,-74.68,0.87,13.0,4.0,13.52,5.0,8.46,0.05,74.96,13.71,3.54,0.67,13.0,0.0,0.0,0.05
50,88.73,0.84,16.0,3.88,20.02,4.84,15.12,0.05,97.21,22.7,3.25,0.67,16.0,0.0,0.0,0.07
51,98.09,0.81,19.0,4.0,25.06,5.0,20.0,0.06,39.98,24.04,2.16,0.67,19.0,0.0,0.0,0.07
52,43.09,0.1,90.0,15.87,99.03,9.94,89.02,0.06,35.3,17.48,0.58,0.67,90.0,0.0,0.0,0.06
53,-78.74,0.89,11.0,4.0,17.04,5.0,12.0,0.04,40.53,10.52,6.1,0.67,0.0,11.0,0.0,0.04
54,-84.44,0.92,8.0,4.0,14.05,5.0,9.0,0.05,117.87,45.86,1.19,0.67,8.0,0.0,0.0,0.05
55,99.4,0.88,12.0,5.5,12.93,4.38,8.5,0.05,63.78,19.88,2.35,0.5,9.0,3.0,0.0,0.08
56,98.95,0.87,13.0,14.77,20.28,9.62,10.62,0.05,16.54,15.44,91.45,0.56,2.0,11.0,0.0,0.07
57,54.99,0.0,100.0,8.0,108.56,7.5,101.0,0.06,15.14,5.23,5.55,0.67,100.0,0.0,0.0,0.06
58,98.83,0.84,16.0,6.69,18.46,6.28,12.12,0.05,71.06,9.32,2.58,0.54,13.0,3.0,0.0,0.07
59,99.42,0.89,11.0,10.55,13.69,6.73,6.91,0.06,58.03,34.31,3.29,0.67,11.0,0.0,0.0,0.08
60,97.71,0.77,23.0,2.09,24.75,2.61,22.09,0.06,88.37,44.84,3.03,0.67,23.0,0.0,0.0,0.08
61,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,25.45,27.49,1.43,0.67,100.0,0.0,0.0,0.09
62,99.0,0.82,18.0,2.0,14.33,2.5,11.78,0.05,42.18,24.25,1.95,0.67,0.0,18.0,0.0,0.07
63,98.59,0.79,21.0,5.29,17.05,3.57,13.43,0.05,83.01,34.03,2.09,0.48,6.0,15.0,0.0,0.07
64,-0.53,0.45,55.0,7.27,46.74,7.05,39.64,0.06,33.14,34.25,2.83,0.55,10.0,45.0,0.0,0.06
65,99.56,0.92,8.0,4.0,14.05,5.0,9.0,0.05,122.17,37.76,3.38,0.67,8.0,0.0,0.0,0.07
66,98.87,0.83,17.0,4.0,16.93,5.0,11.88,0.04,25.43,4.68,4.43,0.51,4.0,13.0,0.0,0.07
67,-69.24,0.84,16.0,2.0,19.55,2.5,17.0,0.05,26.77,11.37,3.56,0.67,0.0,16.0,0.0,0.04
68,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,67.72,25.64,4.09,0.67,0.0,100.0,0.0,0.06
69,-76.73,0.88,12.0,2.0,15.54,2.5,13.0,0.04,31.93,3.61,5.57,0.67,0.0,12.0,0.0,0.04
70,70.2,0.0,100.0,9.92,72.21,8.1,64.06,0.05,98.85,28.86,1.98,0.51,77.0,23.0,0.0,0.06
71,39.09,0.21,79.0,7.8,58.21,7.37,50.78,0.05,86.91,40.52,1.66,0.67,79.0,0.0,0.0,0.07
72,99.76,0.93,7.0,1.0,9.06,1.0,8.0,0.06,64.56,10.95,1.9,0.67,7.0,0.0,0.0,0.06
73,-59.81,0.79,21.0,3.71,21.56,4.64,16.86,0.06,23.1,27.12,4.25,0.57,3.0,18.0,0.0,0.05
74,99.72,0.93,7.0,2.0,10.55,2.5,8.0,0.05,49.53,28.28,3.46,0.67,0.0,7.0,0.0,0.07
75,98.76,0.84,16.0,2.0,19.55,2.5,17.0,0.05,111.53,12.8,3.36,0.67,16.0,0.0,0.0,0.07
76,99.37,0.9,10.0,4.0,16.06,5.0,11.0,0.06,62.44,32.81,5.27,0.67,10.0,0.0,0.0,0.07
77,27.08,0.25,75.0,7.73,74.05,7.33,66.67,0.05,80.22,41.87,2.22,0.67,75.0,0.0,0.0,0.06
78,97.27,0.79,21.0,16.0,32.06,10.0,22.0,0.06,42.07,7.29,2.29,0.67,0.0,21.0,0.0,0.08
79,53.95,0.0,100.0,16.0,111.06,10.0,101.0,0.06,123.52,45.58,4.96,0.67,100.0,0.0,0.0,0.07
80,-72.97,0.86,14.0,2.0,17.55,2.5,15.0,0.05,123.61,39.41,1.47,0.67,14.0,0.0,0.0,0.05
81,93.34,0.88,12.0,1.0,14.06,1.0,13.0,0.06,62.16,27.37,2.08,0.67,12.0,0.0,0.0,0.07
82,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,136.17,38.44,6.2,0.67,0.0,100.0,0.0,0.06
83,-67.42,0.83,17.0,3.88,21.02,4.85,16.12,0.05,120.02,37.09,2.42,0.67,17.0,0.0,0.0,0.05
84,99.24,0.87,13.0,1.0,15.05,1.0,14.0,0.05,34.76,37.31,5.47,0.67,0.0,13.0,0.0,0.07
85,99.59,0.86,14.0,1.64,8.02,1.96,6.0,0.05,67.53,19.23,5.75,0.38,8.0,6.0,0.0,0.07
86,95.29,0.86,14.0,4.0,13.05,5.0,8.0,0.05,61.35,6.87,10.0,0.67,14.0,0.0,0.0,0.07
87,98.89,0.88,12.0,16.0,23.06,10.0,13.0,0.06,23.38,12.37,5.46,0.67,12.0,0.0,0.0,0.07
88,99.15,0.86,14.0,10.0,15.55,7.5,8.0,0.05,33.85,3.6,5.06,0.67,14.0,0.0,0.0,0.07
89,98.24,0.79,21.0,12.0,21.05,8.33,12.67,0.05,104.55,36.97,3.25,0.67,21.0,0.0,0.0,0.07
90,98.58,0.85,15.0,8.0,23.55,7.5,16.0,0.05,89.86,45.91,4.29,0.67,15.0,0.0,0.0,0.07
91,98.62,0.78,22.0,3.09,16.01,3.86,12.09,0.05,103.12,23.7,2.82,0.36,10.0,12.0,0.0,0.07
92,-54.67,0.76,24.0,2.0,27.55,2.5,25.0,0.05,28.09,27.45,4.38,0.67,0.0,24.0,0.0,0.04
93,98.99,0.85,15.0,1.0,17.05,1.0,16.0,0.05,127.85,33.42,2.74,0.67,15.0,0.0,0.0,0.07
94,55.61,0.0,100.0,15.84,107.09,9.95,97.08,0.06,85.4,42.9,2.95,0.65,2.0,0.0,98.0,0.06
95,99.58,0.91,9.0,12.67,12.27,8.0,4.22,0.05,73.35,21.67,3.62,0.67,9.0,0.0,0.0,0.07
96,98.76,0.84,16.0,2.0,19.55,2.5,17.0,0.05,9.24,2.38,17.86,0.67,0.0,16.0,0.0,0.07
97,-74.69,0.87,13.0,1.54,13.71,1.5,12.15,0.05,32.22,7.91,3.63,0.62,1.0,12.0,0.0,0.04
98,98.15,0.77,23.0,6.61,20.26,6.63,13.57,0.06,75.44,32.03,43.88,0.43,15.0,8.0,0.0,0.08
99,98.33,0.8,20.0,10.4,20.9,8.25,12.6,0.05,71.2,29.33,1.98,0.67,20.0,0.0,0.0,0.07
100,99.55,0.88,12.0,2.0,10.06,2.33,7.67,0.06,34.07,17.5,2.08,0.67,12.0,0.0,0.0,0.07
