episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,72.33,0.0,100.0,7.36,67.13,6.4,60.68,0.05,63.05,6.68,4.31,0.67,100.0,0.0,0.0,0.07
2,75.89,0.0,100.0,10.12,58.63,7.55,51.02,0.06,45.43,36.96,1.33,0.34,49.0,51.0,0.0,0.07
3,57.72,0.0,100.0,1.0,102.06,1.0,101.0,0.06,35.92,33.04,1.5,0.67,0.0,100.0,0.0,0.06
4,79.82,0.0,100.0,3.8,49.23,3.6,45.58,0.05,69.92,8.89,5.67,0.4,60.0,40.0,0.0,0.06
5,75.38,0.0,100.0,6.72,59.83,6.7,53.08,0.05,103.57,20.7,1.96,0.6,90.0,10.0,0.0,0.06
6,78.56,0.0,100.0,1.0,52.23,1.0,51.18,0.05,70.92,19.07,10.19,0.35,47.0,53.0,0.0,0.06
7,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,70.45,32.17,3.48,0.67,0.0,100.0,0.0,0.07
8,72.58,0.0,100.0,3.22,66.53,3.96,62.52,0.05,75.21,29.43,2.51,0.67,100.0,0.0,0.0,0.07
9,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,70.44,28.92,2.48,0.67,100.0,0.0,0.0,0.06
10,67.41,0.0,100.0,1.98,78.89,1.91,76.92,0.06,79.12,33.08,1.64,0.67,100.0,0.0,0.0,0.07
11,77.6,0.0,100.0,2.0,54.54,2.5,51.98,0.06,81.92,22.26,2.65,0.67,100.0,0.0,0.0,0.06
12,78.1,0.0,100.0,1.0,53.33,1.0,52.28,0.05,34.69,7.2,1.74,0.39,42.0,58.0,0.0,0.06
13,60.33,0.0,100.0,1.96,95.82,2.44,93.32,0.06,69.26,38.48,1.5,0.67,100.0,0.0,0.0,0.07
14,53.96,0.0,100.0,16.0,111.04,10.0,101.0,0.04,38.31,3.88,0.79,0.67,0.0,100.0,0.0,0.06
15,57.9,0.0,100.0,2.06,101.63,2.55,99.02,0.06,66.57,12.67,2.96,0.67,100.0,0.0,0.0,0.06
16,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,43.61,5.7,5.34,0.67,0.0,100.0,0.0,0.06
17,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,66.12,36.06,1.34,0.67,100.0,0.0,0.0,0.06
18,57.72,0.0,100.0,1.0,102.06,1.0,101.0,0.06,49.94,40.33,4.82,0.67,100.0,0.0,0.0,0.06
19,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,61.88,16.28,2.39,0.67,100.0,0.0,0.0,0.06
20,77.38,0.0,100.0,16.0,55.07,10.0,45.02,0.05,91.15,38.59,3.25,0.54,81.0,19.0,0.0,0.07
21,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,51.66,26.55,4.36,0.67,100.0,0.0,0.0,0.06
22,58.12,0.0,100.0,15.25,101.1,9.55,91.5,0.05,110.08,26.82,2.42,0.67,100.0,0.0,0.0,0.07
23,57.71,0.0,100.0,1.0,102.07,1.0,101.0,0.07,58.71,42.13,1.39,0.67,100.0,0.0,0.0,0.06
24,79.52,0.0,100.0,9.26,49.94,6.55,43.34,0.05,100.95,31.93,2.81,0.61,91.0,9.0,0.0,0.07
25,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,46.99,29.67,1.7,0.67,0.0,100.0,0.0,0.06
26,60.3,0.0,100.0,2.0,95.88,2.5,93.32,0.06,90.22,11.16,5.88,0.67,100.0,0.0,0.0,0.06
27,79.24,0.0,100.0,8.56,50.61,5.69,44.86,0.06,44.71,20.6,3.64,0.67,100.0,0.0,0.0,0.07
28,57.29,0.0,100.0,15.44,103.07,9.7,93.32,0.05,129.4,30.53,2.27,0.67,100.0,0.0,0.0,0.07
29,82.05,0.0,100.0,4.44,43.91,4.67,39.18,0.06,102.63,28.0,3.77,0.67,100.0,0.0,0.0,0.07
30,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,44.47,18.46,5.02,0.67,100.0,0.0,0.0,0.06
