episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,62.1,0.0,100.0,7.64,91.59,7.28,84.26,0.05,57.28,35.06,1.58,0.61,9.0,91.0,0.0,0.06
2,75.36,0.0,100.0,5.52,59.89,5.95,53.88,0.06,116.33,45.74,4.03,0.67,100.0,0.0,0.0,0.06
3,96.8,0.63,37.0,1.0,21.65,1.0,20.59,0.06,46.31,23.24,0.82,0.41,23.0,14.0,0.0,0.07
4,8.98,0.42,58.0,4.98,29.93,4.7,25.17,0.06,83.17,18.13,10.3,0.67,58.0,0.0,0.0,0.06
5,81.39,0.0,100.0,9.76,45.48,7.55,37.88,0.05,76.63,28.25,4.47,0.39,58.0,42.0,0.0,0.07
6,62.02,0.06,94.0,2.0,97.55,2.5,95.0,0.05,52.2,20.54,2.47,0.67,0.0,94.0,0.0,0.06
7,88.42,0.46,54.0,1.04,52.25,1.06,51.15,0.05,90.34,21.83,0.8,0.64,52.0,2.0,0.0,0.06
8,96.45,0.61,39.0,2.85,22.76,3.18,19.54,0.05,82.21,41.32,2.47,0.65,38.0,1.0,0.0,0.07
9,48.82,0.07,93.0,2.0,96.56,2.5,94.0,0.06,57.33,14.67,1.63,0.67,93.0,0.0,0.0,0.07
10,-28.03,0.62,38.0,1.0,26.32,1.0,25.26,0.06,48.52,17.55,3.83,0.67,38.0,0.0,0.0,0.05
11,73.34,0.02,98.0,8.86,56.25,6.17,50.02,0.06,42.09,26.41,3.23,0.67,98.0,0.0,0.0,0.07
12,93.28,0.5,50.0,6.32,33.14,6.45,26.64,0.05,44.01,15.7,0.77,0.39,21.0,29.0,0.0,0.07
13,-17.06,0.54,46.0,1.0,48.05,1.0,47.0,0.05,113.49,45.38,2.03,0.67,46.0,0.0,0.0,0.06
14,75.32,0.06,94.0,12.94,63.76,8.72,54.98,0.05,79.9,13.52,2.33,0.67,94.0,0.0,0.0,0.06
15,79.63,0.0,100.0,11.84,49.69,8.7,40.94,0.05,52.23,29.71,2.75,0.35,52.0,48.0,0.0,0.07
16,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,115.5,45.47,3.08,0.67,100.0,0.0,0.0,0.07
17,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,28.38,28.25,3.31,0.67,0.0,100.0,0.0,0.06
18,-50.94,0.74,26.0,1.0,28.06,1.0,27.0,0.06,62.81,44.98,2.44,0.67,26.0,0.0,0.0,0.05
19,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,65.41,14.55,2.56,0.67,0.0,100.0,0.0,0.06
20,67.37,0.04,96.0,5.94,62.31,4.61,57.65,0.05,102.96,36.28,2.99,0.67,96.0,0.0,0.0,0.07
21,69.53,0.05,95.0,3.05,52.5,3.82,48.63,0.05,34.61,19.41,2.88,0.67,95.0,0.0,0.0,0.06
22,85.66,0.42,58.0,1.0,60.07,1.0,59.0,0.07,16.5,4.38,3.32,0.67,58.0,0.0,0.0,0.07
23,32.3,0.28,72.0,4.33,39.85,4.38,35.36,0.11,42.31,32.21,4.28,0.48,20.0,0.0,52.0,0.06
24,71.82,0.05,95.0,4.65,46.72,4.71,41.96,0.06,53.23,22.87,2.06,0.67,95.0,0.0,0.0,0.06
25,59.55,0.0,100.0,15.16,97.68,9.65,87.98,0.05,47.57,12.57,1.48,0.62,7.0,93.0,0.0,0.06
26,62.47,0.09,91.0,8.0,99.56,7.5,92.0,0.06,34.84,27.25,1.1,0.67,91.0,0.0,0.0,0.06
27,37.6,0.21,79.0,12.96,62.71,8.18,54.48,0.05,98.88,28.92,1.9,0.53,16.0,63.0,0.0,0.06
28,55.66,0.0,100.0,15.72,106.98,9.85,97.08,0.05,131.49,30.49,1.57,0.67,100.0,0.0,0.0,0.06
29,46.38,0.09,91.0,2.0,94.55,2.5,92.0,0.05,46.62,12.7,2.59,0.67,0.0,91.0,0.0,0.06
30,92.97,0.42,58.0,9.29,29.97,7.09,22.83,0.06,80.1,25.78,3.96,0.45,39.0,19.0,0.0,0.07
31,79.5,0.06,94.0,5.06,53.12,5.05,48.02,0.05,80.6,41.87,3.78,0.67,94.0,0.0,0.0,0.07
32,50.1,0.11,89.0,7.06,75.91,6.62,69.24,0.05,88.64,40.36,1.8,0.67,89.0,0.0,0.0,0.06
33,-31.57,0.64,36.0,6.42,24.7,4.25,20.39,0.06,51.65,17.91,3.67,0.43,13.0,23.0,0.0,0.06
34,75.08,0.0,100.0,4.0,60.55,5.0,55.5,0.05,25.81,14.66,4.56,0.67,100.0,0.0,0.0,0.06
35,39.31,0.23,77.0,2.95,46.59,3.6,42.94,0.06,27.01,13.46,1.56,0.67,77.0,0.0,0.0,0.06
36,-35.0,0.65,35.0,1.03,35.15,1.04,34.06,0.05,65.92,31.37,3.02,0.67,35.0,0.0,0.0,0.05
37,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,108.08,45.84,1.87,0.67,100.0,0.0,0.0,0.07
38,97.45,0.69,31.0,4.16,20.64,3.94,16.65,0.06,34.02,35.6,3.93,0.37,14.0,17.0,0.0,0.07
39,68.79,0.05,95.0,2.78,54.35,3.47,50.82,0.05,90.09,31.14,3.17,0.67,95.0,0.0,0.0,0.07
40,64.12,0.0,100.0,4.44,86.75,5.28,81.42,0.05,68.74,38.04,2.2,0.59,11.0,89.0,0.0,0.06
41,98.54,0.72,28.0,3.0,13.47,2.86,10.5,0.11,36.26,19.23,2.34,0.67,0.0,0.0,28.0,0.09
42,83.17,0.0,100.0,7.36,41.23,6.4,34.78,0.05,58.48,21.9,1.58,0.42,63.0,37.0,0.0,0.07
43,59.99,0.0,100.0,4.45,96.63,5.16,91.42,0.05,82.24,42.2,2.94,0.66,99.0,1.0,0.0,0.06
44,84.15,0.52,48.0,1.0,50.05,1.0,49.0,0.05,101.85,30.21,1.66,0.67,48.0,0.0,0.0,0.07
45,-25.73,0.6,40.0,1.3,35.26,1.4,33.8,0.06,71.59,15.33,2.62,0.67,40.0,0.0,0.0,0.06
46,68.6,0.0,100.0,7.2,76.05,7.0,69.0,0.05,67.12,39.89,3.41,0.67,100.0,0.0,0.0,0.06
47,54.8,0.0,100.0,15.88,109.02,9.95,99.02,0.05,65.42,9.55,2.34,0.66,1.0,99.0,0.0,0.06
48,71.21,0.02,98.0,3.84,61.45,4.03,57.37,0.05,41.49,21.93,2.03,0.67,98.0,0.0,0.0,0.06
49,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,86.08,44.94,3.59,0.67,100.0,0.0,0.0,0.07
50,60.2,0.03,97.0,3.94,99.05,4.92,94.08,0.05,21.05,4.44,1.83,0.65,2.0,95.0,0.0,0.06
51,75.79,0.01,99.0,3.97,54.61,4.96,49.6,0.05,32.17,12.61,3.69,0.67,99.0,0.0,0.0,0.07
52,75.43,0.0,100.0,8.92,59.73,7.05,52.62,0.06,36.33,6.74,5.15,0.67,100.0,0.0,0.0,0.07
53,48.82,0.07,93.0,2.0,96.55,2.5,94.0,0.05,100.08,46.14,1.78,0.67,93.0,0.0,0.0,0.07
54,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,87.53,45.12,3.29,0.67,100.0,0.0,0.0,0.06
55,89.32,0.5,50.0,1.0,52.05,1.0,51.0,0.05,69.93,17.81,3.69,0.67,50.0,0.0,0.0,0.08
56,92.23,0.54,46.0,16.0,41.39,10.0,31.35,0.05,103.35,36.21,2.29,0.67,46.0,0.0,0.0,0.08
57,74.32,0.0,100.0,11.04,62.38,8.45,53.88,0.05,90.56,40.38,2.06,0.41,62.0,38.0,0.0,0.07
58,95.82,0.63,37.0,1.19,27.99,1.28,26.65,0.05,75.1,9.77,3.75,0.54,7.0,30.0,0.0,0.08
59,90.04,0.55,45.0,15.67,53.9,9.8,44.04,0.05,94.55,37.84,1.88,0.67,45.0,0.0,0.0,0.07
60,62.82,0.07,93.0,2.0,96.55,2.5,94.0,0.05,103.01,45.08,2.25,0.67,93.0,0.0,0.0,0.07
61,75.7,0.0,100.0,11.56,59.07,8.6,50.42,0.05,53.12,7.47,3.96,0.35,54.0,45.0,1.0,0.06
62,81.37,0.11,89.0,2.0,51.02,2.5,48.47,0.05,70.89,26.07,4.26,0.67,89.0,0.0,0.0,0.07
63,-34.99,0.66,34.0,1.0,36.06,1.0,35.0,0.06,50.56,24.68,2.03,0.67,34.0,0.0,0.0,0.05
64,74.2,0.03,97.0,2.99,49.78,3.73,46.0,0.05,76.49,29.06,2.42,0.67,97.0,0.0,0.0,0.07
65,95.6,0.7,30.0,4.0,36.06,5.0,31.0,0.06,26.61,29.93,1.39,0.67,30.0,0.0,0.0,0.07
66,69.22,0.0,100.0,4.8,74.56,5.5,69.0,0.06,46.58,31.46,3.52,0.67,100.0,0.0,0.0,0.07
67,51.22,0.05,95.0,2.0,98.55,2.5,96.0,0.05,66.84,22.39,2.04,0.67,0.0,95.0,0.0,0.07
68,56.64,0.0,100.0,8.0,104.64,7.5,97.08,0.06,54.64,37.12,2.79,0.65,2.0,98.0,0.0,0.08
69,-10.31,0.5,50.0,1.3,50.27,1.18,49.04,0.05,138.79,34.33,3.12,0.67,50.0,0.0,0.0,0.28
70,75.45,0.01,99.0,9.64,55.45,6.59,48.81,0.05,60.05,25.39,1.39,0.65,97.0,2.0,0.0,0.17
71,61.76,0.0,100.0,8.72,92.39,7.72,84.62,0.04,52.79,11.2,5.1,0.67,0.0,100.0,0.0,0.25
72,92.52,0.55,45.0,6.91,40.72,6.49,34.18,0.05,95.44,22.36,2.45,0.56,38.0,7.0,0.0,0.08
73,72.9,0.0,100.0,8.0,65.77,7.5,58.22,0.05,62.91,16.85,3.78,0.46,31.0,69.0,0.0,0.07
74,58.24,0.05,95.0,16.0,106.06,10.0,96.0,0.06,97.09,45.57,2.44,0.67,95.0,0.0,0.0,0.07
75,41.4,0.27,73.0,3.47,55.36,4.29,51.01,0.06,118.38,45.67,2.77,0.67,73.0,0.0,0.0,0.08
76,85.03,0.45,55.0,16.0,66.05,10.0,56.0,0.05,138.63,34.01,2.13,0.67,55.0,0.0,0.0,0.08
77,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,28.06,31.98,3.87,0.67,0.0,100.0,0.0,0.07
78,2.11,0.46,54.0,7.0,27.09,4.93,22.11,0.05,71.05,23.16,2.24,0.42,34.0,20.0,0.0,0.06
79,12.31,0.39,61.0,1.28,38.96,1.42,37.48,0.07,22.63,4.97,6.69,0.67,61.0,0.0,0.0,0.06
80,53.95,0.0,100.0,16.0,111.06,10.0,101.0,0.06,26.31,11.52,5.13,0.67,100.0,0.0,0.0,0.06
81,78.17,0.05,95.0,3.26,55.92,4.08,51.79,0.05,77.24,36.2,2.32,0.67,95.0,0.0,0.0,0.07
82,55.83,0.0,100.0,8.0,106.57,7.5,99.02,0.05,50.19,9.71,0.42,0.66,1.0,99.0,0.0,0.06
83,46.38,0.09,91.0,2.0,94.55,2.5,92.0,0.05,43.23,5.61,5.41,0.67,0.0,91.0,0.0,0.06
84,97.22,0.67,33.0,1.0,21.11,1.0,20.06,0.05,51.81,11.16,5.25,0.67,33.0,0.0,0.0,0.07
85,70.71,0.12,88.0,2.14,80.54,2.67,77.82,0.05,141.05,39.67,2.96,0.67,88.0,0.0,0.0,0.07
86,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,84.38,44.28,0.89,0.67,100.0,0.0,0.0,0.06
87,3.56,0.46,54.0,1.0,56.06,1.0,55.0,0.06,78.16,35.71,2.32,0.67,54.0,0.0,0.0,0.05
88,79.19,0.04,96.0,3.0,52.8,3.75,49.0,0.05,67.28,26.72,2.79,0.67,96.0,0.0,0.0,0.07
89,52.47,0.09,91.0,3.87,78.55,4.82,73.67,0.06,79.26,35.03,3.71,0.64,87.0,4.0,0.0,0.06
90,64.67,0.13,87.0,16.0,98.05,10.0,88.0,0.05,122.43,38.45,1.42,0.67,87.0,0.0,0.0,0.07
91,52.36,0.08,92.0,3.07,83.19,3.07,80.07,0.05,113.73,41.93,1.78,0.67,92.0,0.0,0.0,0.07
92,52.42,0.04,96.0,2.0,99.55,2.5,97.0,0.05,37.29,0.81,8.17,0.67,0.0,96.0,0.0,0.07
