episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,78.37,0.0,100.0,5.96,52.7,6.22,46.42,0.06,59.26,22.89,2.21,0.63,95.0,5.0,0.0,0.07
2,56.85,0.0,100.0,4.12,104.12,5.05,99.02,0.05,112.17,44.07,1.42,0.66,99.0,1.0,0.0,0.06
3,97.88,0.78,22.0,3.73,24.05,4.64,19.36,0.05,16.39,6.6,0.63,0.67,0.0,22.0,0.0,0.07
4,-40.43,0.68,32.0,1.0,34.06,1.0,33.0,0.06,29.67,34.43,1.66,0.67,32.0,0.0,0.0,0.05
5,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,64.64,30.48,0.8,0.67,100.0,0.0,0.0,0.07
6,49.05,0.73,27.0,1.0,27.13,1.0,26.07,0.05,102.12,33.08,1.68,0.67,27.0,0.0,0.0,0.07
7,96.13,0.72,28.0,4.0,34.06,5.0,29.0,0.06,21.41,21.27,2.14,0.67,28.0,0.0,0.0,0.07
8,97.27,0.79,21.0,16.0,32.07,10.0,22.0,0.07,42.51,8.68,7.7,0.67,21.0,0.0,0.0,0.08
9,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,40.81,9.71,4.71,0.67,0.0,100.0,0.0,0.06
10,-0.12,0.47,53.0,8.64,28.61,5.58,22.98,0.05,81.79,29.39,2.46,0.34,27.0,26.0,0.0,0.05
11,39.01,0.23,77.0,10.18,47.54,6.88,40.6,0.06,85.92,39.13,3.8,0.39,32.0,45.0,0.0,0.06
12,98.71,0.78,22.0,3.86,14.98,3.66,11.27,0.05,40.7,13.41,2.98,0.67,22.0,0.0,0.0,0.07
13,18.08,0.36,64.0,2.78,38.06,3.48,34.53,0.05,45.83,18.99,2.62,0.41,25.0,39.0,0.0,0.07
14,85.53,0.46,54.0,16.0,65.04,10.0,55.0,0.04,81.72,46.05,1.04,0.67,54.0,0.0,0.0,0.07
15,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,42.47,13.51,2.28,0.67,0.0,100.0,0.0,0.07
16,56.04,0.0,100.0,4.0,106.05,5.0,101.0,0.05,93.24,42.22,0.85,0.67,0.0,100.0,0.0,0.06
17,9.73,0.39,61.0,4.3,49.06,3.73,45.28,0.05,91.22,28.13,1.9,0.56,51.0,10.0,0.0,0.06
18,68.77,0.0,100.0,13.36,75.63,8.9,66.68,0.05,71.43,28.75,2.5,0.67,100.0,0.0,0.0,0.07
19,11.33,0.39,61.0,6.16,42.81,5.8,36.95,0.06,46.5,23.23,4.73,0.49,45.0,16.0,0.0,0.05
