episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,56.05,0.0,100.0,4.0,106.05,5.0,101.0,0.05,30.72,30.31,3.41,0.67,0.0,100.0,0.0,0.06
2,60.34,0.0,100.0,15.04,95.79,9.6,86.14,0.05,26.49,39.72,3.16,0.61,8.0,92.0,0.0,0.06
3,57.52,0.0,100.0,7.79,102.54,7.3,95.18,0.05,118.01,40.98,2.26,0.67,100.0,0.0,0.0,0.07
4,71.08,0.0,100.0,6.39,70.11,6.0,64.06,0.05,94.03,36.31,2.22,0.67,100.0,0.0,0.0,0.07
5,75.81,0.0,100.0,9.4,58.81,7.25,51.5,0.06,88.77,35.73,2.46,0.67,100.0,0.0,0.0,0.06
6,66.27,0.0,100.0,3.72,81.62,4.65,76.92,0.05,42.56,23.26,5.46,0.67,100.0,0.0,0.0,0.06
7,60.27,0.0,100.0,2.08,95.94,2.6,93.26,0.08,30.53,22.46,4.8,0.64,96.0,0.0,4.0,0.07
8,81.95,0.0,100.0,5.2,44.15,4.62,39.48,0.05,88.28,39.21,2.11,0.45,68.0,32.0,0.0,0.07
9,80.23,0.0,100.0,8.45,48.25,5.7,42.5,0.05,80.96,43.79,4.07,0.6,90.0,10.0,0.0,0.07
10,53.95,0.0,100.0,16.0,111.07,10.0,101.0,0.07,59.11,43.97,1.84,0.67,100.0,0.0,0.0,0.06
11,78.31,0.0,100.0,1.51,52.83,1.76,51.02,0.04,48.31,38.21,2.03,0.34,49.0,51.0,0.0,0.07
12,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,79.9,44.29,2.8,0.67,100.0,0.0,0.0,0.06
13,77.67,0.0,100.0,2.35,54.36,2.8,51.5,0.06,69.15,25.99,1.92,0.67,100.0,0.0,0.0,0.07
14,77.23,0.0,100.0,3.1,55.43,3.88,51.5,0.05,81.7,24.29,4.44,0.67,100.0,0.0,0.0,0.07
15,77.11,0.0,100.0,6.7,55.72,6.12,49.54,0.05,123.8,18.55,2.74,0.46,69.0,31.0,0.0,0.06
16,75.03,0.0,100.0,5.84,60.67,5.7,54.92,0.05,83.63,31.18,5.26,0.43,64.0,36.0,0.0,0.06
17,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,123.45,38.35,1.29,0.67,100.0,0.0,0.0,0.07
18,71.73,0.0,100.0,1.15,68.56,1.09,67.42,0.05,103.26,41.88,2.41,0.67,100.0,0.0,0.0,0.07
19,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,150.1,41.29,1.98,0.67,100.0,0.0,0.0,0.07
20,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,48.29,8.12,2.45,0.67,0.0,100.0,0.0,0.06
21,76.44,0.0,100.0,9.0,57.3,6.25,51.0,0.05,94.16,35.38,3.39,0.33,50.0,50.0,0.0,0.07
22,82.59,0.0,100.0,8.59,42.6,6.17,36.38,0.05,92.5,29.58,1.75,0.67,100.0,0.0,0.0,0.07
23,59.13,0.0,100.0,7.68,98.69,7.21,91.42,0.05,118.94,32.86,11.4,0.67,100.0,0.0,0.0,0.08
24,63.0,0.0,100.0,3.12,89.43,3.1,86.28,0.05,83.97,36.24,2.25,0.67,100.0,0.0,0.0,0.07
25,71.06,0.0,100.0,4.96,70.18,5.6,64.52,0.06,67.86,30.74,2.33,0.51,24.0,76.0,0.0,0.07
26,64.62,0.0,100.0,2.0,85.56,2.5,83.0,0.06,42.11,41.16,2.01,0.67,100.0,0.0,0.0,0.07
27,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,14.52,2.45,2.01,0.67,0.0,100.0,0.0,0.06
28,75.38,0.0,100.0,12.08,59.84,8.78,51.02,0.05,72.67,26.1,1.68,0.67,100.0,0.0,0.0,0.08
29,73.76,0.0,100.0,1.81,63.72,2.08,61.58,0.06,32.11,37.9,2.47,0.49,73.0,27.0,0.0,0.06
30,82.04,0.0,100.0,9.1,43.93,6.89,36.98,0.05,76.49,34.47,1.78,0.67,100.0,0.0,0.0,0.07
31,75.92,0.0,100.0,7.6,58.56,5.5,53.0,0.06,45.91,28.14,2.43,0.67,100.0,0.0,0.0,0.07
32,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,16.98,17.0,1.4,0.67,100.0,0.0,0.0,0.06
33,56.04,0.0,100.0,4.0,106.06,5.0,101.0,0.06,106.43,10.16,4.98,0.67,100.0,0.0,0.0,0.07
34,76.93,0.0,100.0,4.0,56.13,5.0,51.08,0.05,104.66,35.31,3.37,0.67,100.0,0.0,0.0,0.06
35,60.15,0.0,100.0,1.0,96.23,1.0,95.18,0.05,60.03,35.43,2.75,0.67,100.0,0.0,0.0,0.06
36,74.99,0.0,100.0,2.0,60.77,2.5,58.22,0.05,19.41,16.51,2.97,0.46,69.0,31.0,0.0,0.06
37,75.93,0.0,100.0,9.88,58.52,7.45,51.02,0.05,63.24,16.02,2.78,0.67,100.0,0.0,0.0,0.06
38,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,24.29,16.13,3.19,0.67,100.0,0.0,0.0,0.07
39,76.6,0.0,100.0,3.96,56.92,4.95,51.92,0.05,81.31,26.94,2.58,0.66,99.0,1.0,0.0,0.08
40,74.89,0.0,100.0,6.52,61.01,6.58,54.38,0.06,87.8,20.41,4.66,0.67,100.0,0.0,0.0,0.06
41,82.48,0.0,100.0,1.98,42.88,1.91,40.92,0.05,63.98,26.7,1.61,0.57,86.0,14.0,0.0,0.07
42,75.89,0.0,100.0,10.12,58.62,7.55,51.02,0.05,82.49,31.86,2.19,0.67,100.0,0.0,0.0,0.07
43,74.87,0.0,100.0,16.0,61.07,10.0,51.02,0.05,77.51,25.68,2.27,0.34,49.0,51.0,0.0,0.07
44,58.53,0.0,100.0,1.03,100.11,1.04,99.02,0.05,35.21,31.99,3.03,0.66,1.0,99.0,0.0,0.06
45,56.89,0.0,100.0,3.97,104.03,4.96,99.02,0.05,111.78,46.05,6.07,0.67,100.0,0.0,0.0,0.08
46,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,22.49,29.93,4.83,0.67,0.0,100.0,0.0,0.06
47,57.64,0.0,100.0,4.24,102.24,5.1,97.08,0.06,43.38,9.8,3.27,0.65,2.0,98.0,0.0,0.06
48,75.9,0.0,100.0,9.64,58.59,7.35,51.18,0.06,18.55,3.81,3.87,0.35,47.0,53.0,0.0,0.07
49,55.86,0.0,100.0,7.93,106.5,7.43,99.02,0.05,112.47,44.14,1.47,0.66,99.0,1.0,0.0,0.06
