episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
50,67.26,0.0,100.0,1.86,79.25,2.29,76.92,0.04,34.12,7.61,4.82,0.57,14.0,86.0,0.0,0.07
51,77.53,0.0,100.0,5.25,54.71,5.0,49.66,0.05,23.67,27.77,2.36,0.39,41.0,59.0,0.0,0.07
52,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,67.67,21.37,2.11,0.67,0.0,100.0,0.0,0.06
53,76.2,0.0,100.0,5.76,57.87,6.1,51.72,0.05,38.37,13.89,2.5,0.37,56.0,44.0,0.0,0.06
54,54.78,0.0,100.0,16.0,109.08,10.0,99.02,0.06,59.46,31.25,0.42,0.67,100.0,0.0,0.0,0.06
55,77.87,0.0,100.0,1.57,53.89,1.85,51.98,0.06,90.59,29.43,2.4,0.38,57.0,43.0,0.0,0.06
56,54.82,0.0,100.0,15.85,108.98,9.91,99.02,0.05,130.38,40.39,2.64,0.67,100.0,0.0,0.0,0.06
57,65.94,0.0,100.0,14.64,82.41,9.57,72.78,0.06,9.98,14.52,3.71,0.67,100.0,0.0,0.0,0.06
58,82.29,0.0,100.0,4.42,43.32,4.41,38.86,0.05,57.55,26.99,4.26,0.67,100.0,0.0,0.0,0.07
59,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,76.25,36.7,4.02,0.67,0.0,100.0,0.0,0.06
60,77.74,0.0,100.0,1.58,54.2,1.87,52.28,0.05,70.25,20.61,5.04,0.67,100.0,0.0,0.0,0.07
61,60.64,0.0,100.0,4.72,95.07,5.3,89.72,0.05,131.41,44.35,2.76,0.67,100.0,0.0,0.0,0.06
62,57.09,0.0,100.0,2.0,103.56,2.5,101.0,0.06,33.89,11.93,1.38,0.67,100.0,0.0,0.0,0.06
63,63.17,0.0,100.0,2.16,89.03,2.7,86.28,0.05,12.37,18.12,83.32,0.61,8.0,92.0,0.0,0.06
64,74.2,0.0,100.0,5.32,62.66,5.83,56.78,0.06,28.7,10.68,4.84,0.45,33.0,67.0,0.0,0.06
65,55.0,0.0,100.0,8.0,108.56,7.5,101.0,0.06,66.43,36.47,5.07,0.67,100.0,0.0,0.0,0.06
66,70.01,0.0,100.0,7.96,72.67,7.47,65.14,0.06,41.54,11.78,4.92,0.67,100.0,0.0,0.0,0.07
67,64.62,0.0,100.0,2.0,85.56,2.5,83.0,0.06,122.74,45.81,3.38,0.67,100.0,0.0,0.0,0.06
68,74.9,0.0,100.0,3.98,60.99,4.15,56.78,0.06,73.06,31.39,2.39,0.45,33.0,67.0,0.0,0.06
69,74.14,0.0,100.0,1.72,62.81,2.08,60.68,0.05,120.15,31.51,3.29,0.48,72.0,28.0,0.0,0.07
70,74.87,0.0,100.0,16.0,61.07,10.0,51.02,0.05,91.76,19.78,2.2,0.67,100.0,0.0,0.0,0.07
71,76.27,0.0,100.0,6.16,57.72,6.35,51.32,0.05,68.73,22.33,3.39,0.36,54.0,46.0,0.0,0.06
72,76.97,0.0,100.0,2.17,56.03,2.56,53.42,0.05,40.51,28.01,2.4,0.41,39.0,61.0,0.0,0.06
73,60.59,0.0,100.0,7.58,95.19,7.15,87.98,0.06,37.24,40.96,7.29,0.62,93.0,7.0,0.0,0.07
74,57.09,0.0,100.0,2.0,103.55,2.5,101.0,0.05,121.96,37.69,3.31,0.67,100.0,0.0,0.0,0.07
75,77.28,0.0,100.0,2.71,55.31,3.28,51.98,0.05,101.44,28.31,2.14,0.67,100.0,0.0,0.0,0.07
76,76.32,0.0,100.0,10.04,57.6,7.53,50.02,0.05,24.45,13.39,3.11,0.67,100.0,0.0,0.0,0.07
77,70.06,0.0,100.0,7.08,72.56,6.92,65.58,0.06,47.05,34.29,3.88,0.51,77.0,23.0,0.0,0.06
78,75.78,0.0,100.0,10.36,58.88,7.65,51.18,0.05,45.3,21.61,64.33,0.35,47.0,53.0,0.0,0.07
79,73.16,0.0,100.0,10.64,65.16,8.32,56.78,0.05,117.02,30.05,2.8,0.67,100.0,0.0,0.0,0.07
80,57.08,0.0,100.0,2.0,103.57,2.5,101.0,0.07,14.06,9.9,3.59,0.67,100.0,0.0,0.0,0.07
81,53.95,0.0,100.0,16.0,111.05,10.0,101.0,0.05,65.13,31.5,3.75,0.67,0.0,100.0,0.0,0.06
82,59.31,0.0,100.0,1.14,98.25,1.13,97.08,0.04,39.76,4.29,4.99,0.67,0.0,100.0,0.0,0.06
83,68.37,0.0,100.0,4.66,76.59,5.4,71.14,0.05,65.75,38.66,3.77,0.67,100.0,0.0,0.0,0.07
84,65.25,0.0,100.0,1.0,84.05,1.0,83.0,0.05,35.36,9.59,4.77,0.67,0.0,100.0,0.0,0.06
85,82.88,0.0,100.0,2.98,41.92,3.73,38.14,0.05,29.33,20.18,2.94,0.67,100.0,0.0,0.0,0.06
86,79.61,0.0,100.0,9.88,49.73,7.45,42.22,0.06,30.18,13.99,4.86,0.59,89.0,0.0,11.0,0.07
87,77.09,0.0,100.0,1.94,55.75,2.14,53.56,0.05,84.13,34.41,1.76,0.67,100.0,0.0,0.0,0.07
88,58.71,0.0,100.0,2.04,99.68,2.55,97.08,0.05,116.53,33.09,2.32,0.67,100.0,0.0,0.0,0.06
89,76.77,0.0,100.0,9.76,56.53,7.4,49.08,0.05,66.94,35.71,3.38,0.33,50.0,50.0,0.0,0.06
90,60.82,0.0,100.0,1.28,94.63,1.26,93.32,0.05,115.98,44.5,1.93,0.64,96.0,4.0,0.0,0.06
91,60.26,0.0,100.0,2.08,95.97,2.6,93.32,0.05,35.04,20.98,5.52,0.67,100.0,0.0,0.0,0.06
92,75.8,0.0,100.0,3.45,58.83,3.27,55.5,0.05,105.62,38.98,2.92,0.67,100.0,0.0,0.0,0.07
93,65.84,0.0,100.0,1.11,82.64,1.17,81.42,0.06,55.37,23.77,3.52,0.59,89.0,11.0,0.0,0.06
94,63.91,0.0,100.0,14.05,87.26,8.83,78.38,0.05,85.7,40.8,2.91,0.58,87.0,13.0,0.0,0.06
95,55.0,0.0,100.0,8.0,108.55,7.5,101.0,0.05,54.7,22.43,2.13,0.67,100.0,0.0,0.0,0.06
96,59.17,0.0,100.0,4.48,98.58,5.2,93.32,0.06,47.29,10.99,3.33,0.64,4.0,96.0,0.0,0.06
97,69.71,0.0,100.0,4.84,73.4,5.53,67.82,0.05,27.42,31.49,2.57,0.67,100.0,0.0,0.0,0.06
98,60.33,0.0,100.0,1.96,95.81,2.44,93.32,0.05,97.85,11.05,9.58,0.67,100.0,0.0,0.0,0.06
99,57.72,0.0,100.0,1.0,102.05,1.0,101.0,0.05,108.6,45.03,0.92,0.67,100.0,0.0,0.0,0.06
100,84.57,0.0,100.0,2.17,37.88,2.61,35.22,0.05,49.71,17.54,6.24,0.47,71.0,29.0,0.0,0.06
