episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_processing_latency,avg_rtt,avg_dl,avg_ul,avg_jitter,gini,telia_requests,telenor_requests,ice_requests,executionTime
1,57.98,0.0,100.0,15.6,101.43,9.88,91.5,0.06,45.91,9.76,3.09,0.63,5.0,95.0,0.0,0.07
2,98.09,0.81,19.0,4.0,25.05,5.0,20.0,0.05,134.99,36.3,1.48,0.67,19.0,0.0,0.0,0.08
3,99.87,0.95,5.0,1.0,7.06,1.0,6.0,0.06,9.81,3.73,3.85,0.67,0.0,5.0,0.0,0.08
4,74.37,0.01,99.0,8.0,58.05,7.5,50.51,0.05,79.96,43.17,3.43,0.67,99.0,0.0,0.0,0.08
5,98.68,0.83,17.0,12.47,19.52,8.53,10.94,0.05,55.14,13.4,1.68,0.47,5.0,12.0,0.0,0.09
6,91.62,0.91,9.0,1.0,11.06,1.0,10.0,0.06,99.21,43.07,1.09,0.67,9.0,0.0,0.0,0.07
7,99.72,0.94,6.0,4.0,12.05,5.0,7.0,0.05,112.79,46.03,2.96,0.67,6.0,0.0,0.0,0.07
8,99.65,0.91,9.0,2.67,10.27,2.0,8.22,0.05,71.35,25.91,2.79,0.59,8.0,1.0,0.0,0.08
9,75.16,0.0,100.0,11.52,60.37,8.6,51.72,0.05,110.51,44.98,2.1,0.67,100.0,0.0,0.0,0.07
10,25.2,0.26,74.0,7.62,74.64,7.15,67.43,0.06,93.98,41.09,1.31,0.63,4.0,0.0,70.0,0.05
11,-66.89,0.83,17.0,2.0,13.49,2.5,10.94,0.05,32.4,8.99,2.71,0.67,0.0,17.0,0.0,0.04
12,99.31,0.87,13.0,1.54,13.71,1.5,12.15,0.05,53.72,28.01,3.26,0.67,13.0,0.0,0.0,0.09
13,99.37,0.9,10.0,4.0,16.05,5.0,11.0,0.05,104.88,30.11,3.48,0.67,10.0,0.0,0.0,0.07
14,98.69,0.85,15.0,14.4,21.92,9.33,12.53,0.06,20.08,14.47,3.82,0.58,2.0,13.0,0.0,0.07
15,18.25,0.36,64.0,11.66,37.42,8.4,28.97,0.05,61.64,32.04,2.99,0.67,64.0,0.0,0.0,0.06
16,-69.24,0.84,16.0,2.0,19.55,2.5,17.0,0.05,144.46,33.73,3.69,0.67,16.0,0.0,0.0,0.04
17,97.71,0.79,21.0,4.0,27.05,5.0,22.0,0.05,102.03,29.57,0.83,0.67,0.0,21.0,0.0,0.08
18,14.6,0.34,66.0,14.73,64.0,9.47,54.48,0.05,48.03,12.3,3.85,0.6,7.0,59.0,0.0,0.06
19,74.51,0.0,100.0,8.0,61.93,7.5,54.38,0.05,99.06,31.78,4.14,0.42,63.0,37.0,0.0,0.07
20,71.53,0.0,100.0,16.0,69.05,10.0,59.0,0.05,126.19,17.6,2.47,0.47,70.0,30.0,0.0,0.07
21,53.96,0.0,100.0,16.0,111.04,10.0,101.0,0.04,42.36,6.75,9.84,0.67,0.0,100.0,0.0,0.06
