episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,-36.7,0.22,78,10.31,26.65,5.09,21.56,-0.35,1.91,2.15,0.02,-0.24,0.3,0.37,0.42,0.44,1.45,0.12,0.13
2,-36.71,0.21,79,24.56,67.4,5.68,61.72,-0.13,1.12,0.7,0.2,-0.04,0.19,0.29,0.44,0.46,1.4,0.1,0.11
3,-29.98,0.15,85,9.81,102.46,3.62,98.85,-0.15,1.58,1.22,0.23,-0.07,0.15,0.38,0.42,0.52,1.44,0.07,0.11
4,-37.17,0.2,80,24.51,155.2,7.3,147.9,-0.15,1.52,1.24,0.24,0.04,0.16,0.29,0.32,0.5,1.42,0.21,0.12
5,-35.53,0.15,85,23.27,186.82,5.86,180.96,-0.15,1.16,0.82,0.17,-0.1,0.16,0.31,0.47,0.51,1.46,0.08,0.11
6,-33.52,0.19,81,20.3,229.06,5.65,223.41,-0.16,1.36,1.32,0.17,-0.1,0.2,0.31,0.48,0.41,1.4,0.06,0.11
7,-38.64,0.26,74,12.92,268.01,4.15,263.86,-0.41,1.61,1.66,-0.11,-0.39,0.22,0.39,0.57,0.39,1.42,0.16,0.11
8,-38.38,0.21,79,22.28,306.09,5.16,300.94,-0.51,2.23,2.04,-0.14,-0.46,0.38,0.49,0.53,0.38,1.44,0.13,0.11
9,-30.0,0.14,86,28.24,353.73,6.08,347.65,0.11,0.35,0.55,0.38,0.22,-0.07,0.22,0.38,0.52,1.37,0.22,0.12
10,-39.23,0.17,83,48.19,393.89,9.26,384.63,-0.15,1.4,0.58,0.19,-0.11,0.27,0.35,0.51,0.43,1.4,0.09,0.11
11,-41.96,0.14,86,55.07,436.07,9.58,426.49,-0.17,1.44,1.23,0.18,-0.1,0.32,0.36,0.45,0.45,1.44,0.05,0.11
12,-30.69,0.16,84,5.69,470.07,3.07,467.0,-0.32,1.9,1.47,0.07,-0.21,0.35,0.38,0.44,0.48,1.45,0.14,0.11
13,-24.61,0.15,85,11.25,518.42,4.38,514.05,-0.36,1.9,1.83,0.01,-0.29,0.29,0.46,0.52,0.42,1.35,0.06,0.13
14,-33.38,0.19,81,14.77,561.08,5.77,555.31,-0.37,1.87,1.72,-0.01,-0.33,0.35,0.37,0.52,0.46,1.42,0.05,0.11
15,-42.43,0.22,78,23.73,599.99,7.2,592.79,-0.38,1.56,1.39,-0.07,-0.35,0.33,0.35,0.54,0.4,1.49,0.15,0.12
16,-35.57,0.24,76,17.79,639.11,7.06,632.05,-0.34,1.65,1.61,0.01,-0.25,0.27,0.43,0.49,0.38,1.37,0.04,0.11
17,-25.01,0.18,82,12.85,677.45,4.71,672.73,-0.13,1.2,0.9,0.22,-0.01,0.01,0.38,0.42,0.46,1.31,0.08,0.12
18,-41.13,0.22,78,19.79,720.86,6.42,714.44,-0.23,1.79,1.17,0.14,-0.17,0.23,0.35,0.42,0.46,1.48,0.08,0.13
19,-36.4,0.22,78,16.82,755.37,6.5,748.87,-0.45,2.15,2.23,-0.09,-0.43,0.52,0.42,0.54,0.35,1.42,0.09,0.12
20,-41.74,0.26,74,22.7,796.22,7.0,789.22,-0.15,1.39,0.76,0.19,-0.13,0.19,0.4,0.49,0.51,1.43,0.1,0.11
21,-44.23,0.26,74,25.14,844.31,6.88,837.43,0.28,0.16,0.22,0.55,0.34,-0.03,0.14,0.36,0.51,1.46,0.25,0.71
22,-33.41,0.23,77,2.53,874.23,1.77,872.47,-0.36,1.28,1.34,-0.08,-0.31,0.09,0.3,0.46,0.43,1.41,0.2,0.12
23,-37.21,0.14,86,29.48,914.54,7.89,906.65,0.14,0.4,0.09,0.39,0.17,-0.07,0.15,0.42,0.49,1.47,0.22,0.12
24,-38.3,0.18,82,35.02,952.1,7.1,945.0,-0.43,2.22,1.57,-0.04,-0.38,0.38,0.45,0.55,0.39,1.42,0.08,0.13
25,-34.62,0.12,88,40.73,1013.49,8.88,1004.61,-0.08,1.55,1.22,0.27,-0.08,0.21,0.36,0.47,0.49,1.41,0.16,0.12
26,-26.26,0.13,87,3.1,1044.26,2.14,1042.11,-0.24,1.87,1.75,0.15,-0.16,0.33,0.39,0.44,0.51,1.43,0.12,0.13
27,-24.0,0.12,88,15.9,1091.32,6.37,1084.95,0.13,0.4,-0.01,0.44,0.28,-0.11,0.3,0.34,0.58,1.36,0.22,0.11
28,-33.46,0.12,88,28.58,1171.19,6.92,1164.27,-0.59,3.3,2.94,-0.09,-0.51,0.51,0.53,0.52,0.41,1.44,0.33,0.12
29,-33.74,0.19,81,19.3,1197.99,6.95,1191.04,-0.55,2.29,1.05,-0.21,-0.57,0.68,0.43,0.64,0.3,1.4,0.15,0.11
30,-35.58,0.2,80,21.4,1201.67,5.54,1196.12,-0.15,1.58,1.34,0.21,-0.1,0.26,0.36,0.44,0.44,1.41,0.09,0.12
31,-36.45,0.19,81,29.83,1258.13,7.19,1250.94,-0.33,1.59,1.72,0.0,-0.26,0.14,0.4,0.47,0.42,1.4,0.08,0.12
32,-37.66,0.19,81,30.16,1318.51,7.52,1310.99,-0.41,2.45,1.81,0.01,-0.34,0.57,0.42,0.51,0.37,1.42,0.18,0.12
33,-44.5,0.15,85,59.48,1373.41,9.79,1363.62,0.06,0.87,0.78,0.39,0.15,0.12,0.26,0.38,0.55,1.45,0.18,0.13
34,-27.33,0.14,86,4.41,1420.42,2.86,1417.56,-0.27,2.09,1.84,0.11,-0.29,0.45,0.38,0.5,0.46,1.43,0.17,0.12
35,-33.61,0.17,83,25.64,1425.09,6.42,1418.67,-0.23,1.59,1.12,0.13,-0.13,0.32,0.31,0.42,0.42,1.4,0.08,0.11
36,-29.86,0.12,88,31.7,1484.03,6.97,1477.07,-0.36,1.65,1.65,-0.05,-0.36,0.35,0.4,0.58,0.33,1.38,0.12,0.12
37,-35.8,0.17,83,33.93,1538.11,8.49,1529.61,-0.61,2.48,2.16,-0.23,-0.57,0.48,0.52,0.58,0.32,1.4,0.17,0.11
38,-34.03,0.18,82,6.94,1505.75,3.65,1502.1,-0.34,2.16,1.56,0.04,-0.36,0.43,0.4,0.58,0.44,1.47,0.16,0.11
39,-32.66,0.16,84,18.48,1603.6,5.48,1598.12,-0.36,1.74,1.62,0.01,-0.25,0.25,0.44,0.44,0.49,1.43,0.1,0.11
40,-24.49,0.12,88,8.48,1637.42,3.01,1634.41,-0.18,1.25,1.18,0.14,-0.08,0.2,0.33,0.41,0.46,1.4,0.12,0.12
41,-31.82,0.16,84,7.54,1686.08,2.93,1683.14,-0.6,2.43,2.65,-0.26,-0.64,0.45,0.49,0.62,0.4,1.46,0.22,0.72
42,-22.21,0.1,90,8.73,1769.44,4.78,1764.67,0.06,0.63,0.35,0.36,0.16,0.02,0.24,0.36,0.56,1.39,0.16,0.12
43,-32.18,0.12,88,38.28,1824.61,8.18,1816.43,0.11,0.53,0.52,0.41,0.22,0.03,0.25,0.35,0.56,1.39,0.18,0.12
44,-33.27,0.13,87,31.94,1814.52,7.39,1807.13,0.03,1.26,0.67,0.37,-0.0,0.21,0.41,0.49,0.51,1.42,0.31,0.12
45,-35.95,0.18,82,32.78,1871.81,7.71,1864.1,-0.35,2.26,1.18,0.07,-0.29,0.44,0.46,0.49,0.42,1.4,0.11,0.11
46,-24.27,0.12,88,10.57,2002.51,5.76,1996.75,0.29,-0.06,-0.02,0.54,0.4,-0.14,0.17,0.3,0.52,1.39,0.28,0.11
47,-32.18,0.09,91,41.23,1986.19,7.64,1978.55,-0.26,1.68,1.77,0.08,-0.26,0.21,0.43,0.56,0.4,1.41,0.15,0.12
48,-32.68,0.12,88,42.39,1996.49,8.74,1987.75,0.26,-0.05,-0.06,0.53,0.41,-0.15,0.18,0.24,0.59,1.38,0.32,0.11
49,-26.1,0.06,94,21.45,2086.77,6.57,2080.19,-0.47,2.0,1.54,-0.11,-0.43,0.45,0.47,0.5,0.4,1.44,0.13,0.14
50,-21.44,0.11,89,13.18,2173.47,4.21,2169.26,0.22,0.29,0.72,0.49,0.29,-0.11,0.3,0.37,0.53,1.35,0.23,0.13
51,-25.05,0.14,86,3.69,2179.48,2.34,2177.14,0.23,0.48,0.74,0.52,0.26,-0.01,0.22,0.38,0.55,1.4,0.27,0.12
52,-26.11,0.08,92,15.35,2226.05,3.53,2222.52,-0.59,2.49,2.62,-0.2,-0.54,0.44,0.52,0.52,0.4,1.44,0.18,0.12
53,-40.55,0.22,78,25.83,2230.53,5.81,2224.72,-0.66,2.75,3.3,-0.27,-0.67,0.42,0.51,0.64,0.33,1.45,0.19,0.13
54,-21.34,0.05,95,16.84,2319.07,4.96,2314.11,-0.34,1.84,1.02,0.04,-0.23,0.33,0.41,0.43,0.41,1.4,0.17,0.13
55,-34.37,0.19,81,19.25,2309.01,5.48,2303.53,-0.11,0.81,1.46,0.14,-0.1,0.13,0.31,0.52,0.44,1.42,0.17,0.12
56,-30.64,0.14,86,12.44,2401.3,4.26,2397.05,-0.25,1.99,2.0,0.15,-0.19,0.13,0.37,0.43,0.44,1.45,0.16,0.13
57,-26.82,0.12,88,19.11,2379.28,5.6,2373.68,-0.32,1.81,1.75,0.04,-0.3,0.24,0.46,0.49,0.48,1.39,0.14,0.13
58,-25.01,0.15,85,7.41,2506.24,3.86,2502.38,-0.17,0.67,0.53,0.07,-0.11,0.16,0.33,0.51,0.42,1.37,0.24,0.11
59,-24.08,0.08,92,20.99,2509.46,5.93,2503.52,-0.06,0.58,0.87,0.2,0.0,0.01,0.3,0.44,0.53,1.39,0.23,0.12
