episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,9.4,0.28,72,10.92,30.11,5.36,24.75,-0.54,1.96,2.43,-0.28,-0.65,0.52,1.78,2.11,2.9,0.48,0.31,0.14
2,28.53,0.16,84,21.4,61.37,5.08,56.29,-0.25,1.37,2.11,0.07,-0.19,0.23,1.86,1.92,2.62,0.47,0.05,0.12
3,18.47,0.22,78,11.77,103.0,4.03,98.97,-0.21,1.61,1.92,0.17,-0.11,0.15,2.05,1.91,2.56,0.48,0.07,0.12
4,17.0,0.22,78,19.54,145.12,6.22,138.9,-0.43,1.85,1.51,-0.08,-0.37,0.38,2.0,1.91,2.68,0.5,0.12,0.12
5,25.73,0.17,83,29.61,184.17,6.46,177.71,-0.23,1.25,2.16,0.05,-0.22,0.07,1.8,1.92,2.52,0.48,0.1,0.12
6,24.13,0.18,82,27.22,234.67,6.04,228.63,-0.19,0.89,0.53,0.06,-0.18,0.31,1.88,2.06,2.61,0.49,0.2,0.14
7,28.0,0.16,84,10.61,257.92,3.61,254.31,-0.2,1.7,1.05,0.15,-0.22,0.23,2.02,1.81,3.06,0.48,0.16,0.13
8,27.07,0.17,83,21.23,306.73,5.17,301.57,-0.09,1.24,0.72,0.24,-0.03,0.14,1.99,1.72,2.66,0.47,0.08,0.12
9,20.0,0.21,79,33.03,345.35,6.44,338.91,-0.02,0.61,0.76,0.26,0.08,0.03,2.04,1.66,2.58,0.48,0.2,0.14
10,22.73,0.19,81,48.59,389.5,9.28,380.22,-0.4,2.05,1.15,-0.02,-0.34,0.47,1.96,2.01,2.58,0.48,0.11,0.13
11,27.4,0.16,84,58.29,435.73,9.73,426.0,-0.43,2.33,1.37,-0.02,-0.4,0.54,2.27,1.76,2.77,0.48,0.12,0.15
12,22.07,0.2,80,5.44,467.26,2.96,464.3,-0.45,2.34,1.39,-0.04,-0.36,0.5,2.16,1.69,2.45,0.47,0.12,0.13
13,30.13,0.15,85,10.09,511.17,3.95,507.22,-0.08,1.26,1.42,0.26,-0.05,0.07,1.96,1.75,2.44,0.47,0.11,0.13
14,25.67,0.17,83,14.65,554.26,5.75,548.51,-0.3,1.88,1.52,0.05,-0.32,0.2,1.8,1.94,2.54,0.49,0.06,0.12
15,22.93,0.2,80,24.45,605.6,7.75,597.85,-0.52,1.62,1.02,-0.25,-0.52,0.27,1.92,1.94,2.48,0.46,0.26,0.12
16,33.73,0.13,87,17.93,636.45,7.23,629.22,-0.18,1.5,0.96,0.2,-0.06,0.24,2.07,1.69,3.02,0.46,0.1,0.12
17,22.0,0.19,81,11.56,677.91,4.45,673.46,-0.35,1.99,2.44,0.03,-0.26,0.26,2.14,1.93,2.16,0.49,0.09,0.12
18,23.27,0.19,81,19.11,716.1,6.3,709.8,-0.12,1.31,0.86,0.23,-0.03,0.25,1.98,1.8,2.65,0.48,0.08,0.12
19,18.4,0.22,78,15.18,761.03,5.87,755.15,-0.44,2.1,1.41,-0.08,-0.43,0.58,2.01,1.88,2.88,0.48,0.1,0.12
20,26.0,0.17,83,22.41,801.03,7.03,794.0,-0.36,1.97,1.14,0.01,-0.32,0.51,1.7,2.0,2.53,0.48,0.07,0.12
21,27.27,0.16,84,26.87,850.12,6.98,843.14,-0.1,1.6,0.64,0.3,0.02,0.22,2.18,1.81,2.63,0.48,0.21,0.8
22,39.07,0.08,92,2.51,890.52,1.76,888.76,-0.41,2.34,1.43,0.01,-0.33,0.38,2.08,1.9,2.46,0.49,0.14,0.14
23,36.8,0.1,90,28.21,924.43,7.58,916.84,-0.13,1.79,1.89,0.26,-0.08,0.38,1.94,1.7,2.81,0.48,0.19,0.13
24,40.4,0.08,92,28.78,988.2,6.55,981.65,0.06,1.03,0.9,0.39,0.08,0.07,1.87,1.6,2.72,0.47,0.17,0.12
25,41.13,0.07,93,33.72,1023.74,8.51,1015.23,-0.19,1.58,1.8,0.16,-0.16,0.2,2.04,1.83,2.37,0.48,0.07,0.12
26,49.53,0.02,98,3.59,1064.67,2.43,1062.24,-0.22,1.65,1.64,0.13,-0.19,0.22,2.01,1.86,2.53,0.47,0.07,0.12
