episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,37.81,0.26,74,9.68,25.99,4.82,21.16,-0.5,2.15,2.19,-0.16,-0.49,0.51,2.31,2.23,2.62,1.38,0.16,0.13
2,30.95,0.22,78,21.23,61.8,5.34,56.46,-0.08,1.2,0.52,0.25,0.01,0.27,2.45,1.97,2.88,1.43,0.1,0.13
3,53.7,0.17,83,10.34,101.5,3.74,97.76,-0.17,1.6,1.09,0.2,-0.1,0.27,1.96,1.96,2.74,1.36,0.08,0.12
4,28.24,0.14,86,33.06,150.01,7.66,142.35,0.01,1.39,1.18,0.37,0.03,0.09,2.31,1.8,2.69,1.44,0.21,0.11
5,22.03,0.22,78,28.44,190.74,6.46,184.28,-0.33,1.84,1.32,0.05,-0.24,0.29,2.09,1.96,2.77,1.38,0.13,0.12
6,23.94,0.28,72,18.56,223.68,5.35,218.33,-0.34,1.99,0.82,0.05,-0.23,0.55,2.21,1.94,2.81,1.37,0.06,0.12
7,48.54,0.18,82,12.88,268.38,4.11,264.27,-0.55,2.55,1.38,-0.13,-0.47,0.66,2.29,2.08,2.77,1.45,0.18,0.13
8,22.38,0.24,76,25.55,312.2,6.12,306.08,-0.37,2.41,2.07,0.04,-0.31,0.52,2.42,2.3,2.79,1.45,0.16,0.11
9,33.83,0.14,86,28.97,349.15,5.87,343.28,-0.37,1.69,1.26,-0.03,-0.32,0.38,2.37,2.16,2.83,1.43,0.1,0.12
10,-0.7,0.2,80,48.8,385.19,9.29,375.9,-0.4,1.83,2.08,-0.04,-0.29,0.08,2.52,2.11,2.51,1.38,0.11,0.13
11,-8.84,0.19,81,56.1,434.12,9.63,424.49,-0.45,1.95,1.72,-0.12,-0.45,0.31,2.47,2.17,2.44,1.44,0.11,0.13
12,39.6,0.27,73,6.52,473.35,3.43,469.92,-0.38,2.32,1.97,0.03,-0.3,0.56,2.59,2.19,2.66,1.48,0.19,0.11
13,56.05,0.15,85,11.34,496.23,4.44,491.79,-0.25,1.56,1.13,0.1,-0.19,0.19,2.33,2.05,2.62,1.41,0.06,0.13
14,39.13,0.21,79,16.05,549.77,6.05,543.72,-0.3,1.57,1.18,0.03,-0.26,0.3,2.4,2.23,2.75,1.5,0.06,0.11
15,40.24,0.14,86,24.27,585.87,7.56,578.3,-0.61,2.17,1.51,-0.27,-0.59,0.5,2.34,2.14,2.54,1.4,0.19,0.11
16,34.51,0.22,78,18.36,629.78,7.16,622.62,-0.31,1.74,1.75,0.06,-0.23,0.29,2.24,1.86,2.87,1.37,0.02,0.13
17,48.48,0.18,82,12.93,669.43,4.63,664.8,-0.36,1.83,1.04,-0.01,-0.32,0.45,2.32,2.21,2.46,1.39,0.08,0.11
18,41.16,0.17,83,19.86,712.33,6.26,706.07,-0.25,1.79,1.64,0.13,-0.17,0.13,2.39,1.8,2.88,1.43,0.06,0.11
19,40.14,0.21,79,15.24,747.47,6.28,741.19,-0.27,2.01,1.38,0.14,-0.2,0.46,2.3,2.0,2.48,1.44,0.15,0.12
20,23.03,0.27,73,20.82,790.03,6.64,783.4,-0.22,1.36,1.46,0.09,-0.2,0.15,2.52,2.3,2.68,1.48,0.06,0.13
21,42.41,0.12,88,25.05,847.61,6.98,840.64,-0.4,2.3,2.87,-0.03,-0.45,0.39,2.58,2.15,2.4,1.47,0.25,0.76
22,86.1,0.06,94,2.28,857.11,1.64,855.47,-0.41,1.77,0.98,-0.05,-0.32,0.28,2.43,2.0,2.69,1.43,0.14,0.16
23,46.67,0.06,94,28.7,900.23,7.7,892.53,-0.02,0.49,0.43,0.22,-0.0,0.08,2.21,2.0,2.7,1.41,0.22,0.41
24,12.38,0.2,80,38.5,959.89,7.69,952.2,-0.31,1.88,1.14,0.07,-0.26,0.36,2.38,1.7,2.95,1.43,0.04,0.23
25,34.95,0.1,90,32.53,1016.61,8.46,1008.16,-0.26,1.84,1.18,0.1,-0.26,0.35,2.3,2.09,2.71,1.44,0.12,0.13
26,74.59,0.11,89,3.42,1041.76,2.33,1039.44,-0.25,1.46,1.37,0.07,-0.24,0.21,2.34,2.07,2.67,1.46,0.06,0.15
27,53.03,0.12,88,17.44,1079.88,6.62,1073.25,-0.16,1.68,1.37,0.19,-0.18,0.31,2.22,1.91,2.89,1.42,0.22,0.12
28,32.1,0.12,88,32.43,1150.22,6.93,1143.3,-0.77,3.08,2.07,-0.3,-0.63,0.62,2.53,1.98,2.75,1.43,0.29,0.12
29,58.37,0.07,93,19.72,1196.77,7.13,1189.63,0.07,0.55,0.25,0.35,0.12,-0.03,1.95,1.85,2.76,1.4,0.18,0.13
30,39.33,0.13,87,26.1,1222.35,5.84,1216.51,0.06,0.72,0.41,0.37,0.15,0.1,2.08,1.91,2.68,1.41,0.19,0.13
31,52.97,0.05,95,25.56,1265.54,6.8,1258.74,-0.42,1.93,1.66,-0.06,-0.35,0.31,2.19,2.13,2.61,1.37,0.08,0.13
32,44.0,0.07,93,29.45,1324.47,7.08,1317.4,-0.29,1.77,1.71,0.07,-0.21,0.29,2.5,2.06,2.55,1.43,0.06,0.13
33,0.21,0.13,87,54.44,1360.86,9.55,1351.31,-0.21,1.62,1.26,0.16,-0.12,0.31,2.63,2.0,2.93,1.43,0.1,0.13
34,77.38,0.09,91,4.2,1423.23,2.74,1420.48,-0.33,2.11,1.23,0.09,-0.19,0.43,2.45,2.12,2.66,1.41,0.15,0.13
35,31.13,0.13,87,32.05,1437.18,7.09,1430.09,-0.05,0.88,0.92,0.28,0.08,0.0,2.25,2.02,2.64,1.46,0.18,0.11
36,51.7,0.05,95,26.4,1504.75,6.24,1498.51,-0.17,1.34,1.02,0.16,-0.12,0.21,2.48,1.84,2.8,1.42,0.07,0.12
37,36.52,0.13,87,28.14,1540.45,8.17,1532.28,-0.1,1.65,1.2,0.28,-0.03,0.29,2.32,2.14,3.01,1.47,0.15,0.12
38,71.65,0.1,90,6.84,1606.7,3.61,1603.09,-0.19,1.76,1.91,0.14,-0.23,0.4,2.3,2.18,2.84,1.47,0.22,0.12
39,55.59,0.1,90,18.09,1624.53,5.31,1619.22,-0.21,1.24,1.04,0.1,-0.16,0.3,2.34,2.11,2.6,1.37,0.09,0.13
40,73.02,0.08,92,8.52,1679.76,3.02,1676.74,-0.21,1.71,1.35,0.17,-0.12,0.3,2.29,1.91,2.73,1.41,0.06,0.13
41,74.21,0.06,94,10.24,1751.35,3.58,1747.77,0.07,0.32,0.32,0.33,0.16,-0.07,1.98,1.85,3.01,1.37,0.22,0.78
42,79.25,0.05,95,8.13,1770.07,4.59,1765.47,-0.38,1.89,1.83,-0.01,-0.27,0.14,2.48,2.19,2.55,1.43,0.11,0.14
43,28.43,0.1,90,37.1,1834.53,8.0,1826.53,-0.02,0.74,0.39,0.28,0.1,0.09,2.07,2.09,2.74,1.38,0.17,0.12
44,41.22,0.1,90,28.14,1909.58,7.03,1902.56,-0.32,2.44,1.76,0.14,-0.19,0.42,2.09,2.0,2.64,1.4,0.27,0.13
45,27.3,0.08,92,39.83,1906.7,8.29,1898.41,-0.34,1.86,1.28,0.04,-0.25,0.35,2.22,1.96,2.78,1.43,0.04,0.13
46,70.13,0.08,92,10.5,1999.4,5.66,1993.74,-0.72,2.59,2.03,-0.36,-0.69,0.72,2.6,2.29,2.71,1.43,0.25,0.12
47,39.86,0.03,97,36.16,2009.24,7.14,2002.1,-0.5,2.08,2.3,-0.12,-0.4,0.32,2.52,2.11,2.73,1.43,0.1,0.13
48,15.05,0.1,90,46.47,2027.95,8.71,2019.24,-0.72,2.53,2.34,-0.36,-0.71,0.64,2.5,2.37,2.6,1.46,0.23,0.12
49,62.3,0.05,95,19.37,2125.33,6.28,2119.05,-0.08,1.1,1.59,0.22,-0.06,0.12,2.36,2.23,2.65,1.43,0.13,0.12
50,80.32,0.02,98,11.08,2170.1,3.76,2166.35,-0.23,1.89,1.49,0.15,-0.22,0.41,2.3,1.97,2.74,1.43,0.16,0.13
51,93.95,0.01,99,3.58,2184.65,2.29,2182.36,-0.0,0.78,0.83,0.29,0.04,0.2,2.14,1.99,2.95,1.38,0.15,0.12
52,68.89,0.04,96,16.17,2249.41,3.66,2245.75,-0.15,1.49,0.94,0.2,-0.1,0.25,2.02,1.82,2.88,1.38,0.07,0.12
53,34.33,0.07,93,36,2235.58,7.39,2228.19,0.22,0.34,0.74,0.48,0.2,-0.14,2.18,1.94,2.92,1.4,0.32,0.12
54,59.21,0.08,92,17.98,2346.23,5.23,2341.0,-0.26,1.81,1.54,0.11,-0.2,0.43,2.34,1.91,2.78,1.42,0.08,0.12
55,61.9,0.06,94,18.49,2393.51,5.32,2388.19,-0.16,1.57,1.33,0.21,-0.09,0.23,2.29,2.17,2.72,1.48,0.2,0.12
56,70.7,0.05,95,13.8,2417.85,4.76,2413.09,-0.28,1.24,1.71,-0.0,-0.23,0.25,2.37,2.19,2.96,1.4,0.16,0.12
