episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,16.92,0.22,78,10.23,27.73,5.06,22.67,0.63,0.05,0.1,0.52,0.07,0.05,2.24,1.69,2.05,5.99,0.18,0.13
2,7.5,0.21,79,20.63,27.34,5.14,22.2,0.77,0.07,-0.09,0.7,0.57,-0.12,1.77,1.16,1.39,4.33,0.15,0.15
3,15.67,0.21,79,10.96,24.69,3.85,20.84,0.48,0.29,0.79,0.41,-0.5,0.71,2.06,1.38,2.13,5.57,0.04,0.12
4,30.5,0.2,80,30.7,31.27,7.69,23.58,0.43,0.59,1.86,0.46,-0.59,1.0,2.9,2.12,2.55,7.58,0.18,0.12
5,8.92,0.17,83,25.69,28.58,5.88,22.7,0.68,0.04,0.03,0.56,0.1,0.15,1.49,0.82,1.43,3.75,0.12,0.13
6,32.17,0.15,85,24,29.05,5.82,23.22,0.56,0.3,0.52,0.54,-0.06,0.47,2.6,1.91,2.15,6.66,0.12,0.16
7,-5.0,0.31,69,11.13,24.82,3.75,21.07,0.7,0.13,0.09,0.63,0.24,0.18,1.8,1.01,1.71,4.52,0.21,0.15
8,20.17,0.17,83,19.25,27.77,5.19,22.58,0.69,0.06,-0.09,0.61,0.35,-0.14,2.23,1.42,1.72,5.37,0.1,0.15
9,10.25,0.19,81,30.63,30.11,6.38,23.73,0.87,0.08,-0.17,0.84,0.95,-0.3,1.96,1.16,1.21,4.33,0.19,0.13
10,16.58,0.22,78,47.18,30.34,9.21,21.13,0.63,0.32,0.63,0.63,0.21,0.32,2.42,1.69,1.82,5.94,0.1,0.14
11,1.92,0.25,75,55.04,29.93,9.58,20.35,0.74,0.05,-0.02,0.65,0.41,-0.03,1.75,1.13,1.43,4.31,0.1,0.13
12,12.58,0.24,76,6.84,25.64,3.57,22.08,0.5,0.26,0.29,0.43,-0.4,0.59,2.12,1.58,2.08,5.78,0.18,0.13
13,30.92,0.14,86,12.44,28.33,4.37,23.95,0.68,0.35,0.94,0.69,0.33,0.3,2.49,1.79,1.99,6.27,0.13,0.13
14,27.67,0.11,89,15.19,29.47,5.8,23.66,0.7,0.06,-0.06,0.62,0.38,-0.04,2.07,1.37,1.78,5.21,0.08,0.13
15,13.5,0.23,77,23.13,33.09,7.58,25.51,0.76,0.09,-0.09,0.72,0.68,-0.27,2.31,1.66,1.71,5.69,0.29,0.13
16,17.08,0.2,80,18.6,28.39,7.16,21.22,0.6,0.31,0.48,0.6,0.12,0.42,2.21,1.65,1.7,5.56,0.06,0.13
17,10.58,0.24,76,10.92,26.2,4.44,21.76,0.7,0.28,0.12,0.7,0.43,0.3,2.29,1.59,1.58,5.46,0.16,0.13
18,38.17,0.14,86,16.53,30.73,5.69,25.05,0.43,0.54,1.28,0.45,-0.58,1.23,2.84,2.09,2.35,7.28,0.19,0.12
19,11.58,0.21,79,14.78,27.16,5.87,21.29,0.88,0.09,-0.2,0.87,1.09,-0.44,2.24,1.4,1.3,4.95,0.09,0.13
20,28.42,0.16,84,19.86,29.35,6.68,22.67,0.43,0.35,0.76,0.37,-0.67,0.84,2.32,1.63,2.39,6.34,0.1,0.12
21,4.92,0.23,77,23.84,32.16,6.94,25.22,0.88,0.09,-0.14,0.85,1.01,-0.29,1.96,1.16,1.23,4.35,0.28,0.69
22,14.5,0.21,79,2.56,25.73,1.78,23.95,0.6,0.06,-0.09,0.51,0.1,-0.02,2.19,1.53,1.67,5.39,0.22,0.13
23,41.08,0.19,81,27.79,30.25,7.48,22.77,0.1,0.84,2.99,0.14,-1.76,1.95,3.2,2.54,3.16,8.9,0.14,0.13
24,36.67,0.14,86,38.05,31.03,7.73,23.3,0.28,0.59,1.8,0.27,-1.21,1.4,2.56,1.84,2.67,7.07,0.1,0.13
25,32.33,0.12,88,32.73,32.64,8.45,24.18,0.53,0.37,0.69,0.52,-0.19,0.59,2.41,1.64,2.0,6.04,0.12,0.13
26,22.25,0.19,81,3.04,26.48,2.1,24.37,0.64,0.23,0.43,0.6,0.15,0.14,2.44,1.69,1.98,6.11,0.21,0.12
27,25.33,0.11,89,18.58,34.32,6.75,27.57,0.75,0.07,-0.07,0.69,0.53,-0.1,1.94,1.44,1.52,4.9,0.23,0.13
28,16.33,0.21,79,31.99,35.63,7.25,28.38,0.66,0.05,0.09,0.56,0.16,0.15,2.06,1.61,2.0,5.67,0.32,0.14
29,31.92,0.19,81,18.22,35.17,7.36,27.8,0.42,0.44,1.35,0.41,-0.58,0.86,2.82,2.24,2.49,7.54,0.31,0.13
30,42.92,0.11,89,20.82,33.04,5.35,27.69,0.47,0.51,1.42,0.49,-0.44,0.93,2.79,2.1,2.38,7.27,0.24,0.14
31,36.67,0.13,87,30.94,30.47,7.27,23.2,0.41,0.54,1.37,0.42,-0.69,1.2,2.6,1.87,2.38,6.85,0.08,0.13
32,30.58,0.17,83,34.73,31.28,7.2,24.07,0.51,0.2,0.24,0.44,-0.3,0.42,2.55,1.99,2.34,6.88,0.17,0.13
33,25.75,0.14,86,55.81,35.06,9.62,25.44,0.6,0.34,0.46,0.6,0.07,0.39,2.34,1.55,1.66,5.55,0.2,0.13
34,35.25,0.15,85,3.85,28.08,2.53,25.55,0.35,0.46,1.14,0.32,-0.89,1.19,2.6,1.94,2.55,7.09,0.21,0.13
35,17.92,0.15,85,32.42,32.55,7.33,25.22,0.67,0.06,-0.01,0.58,0.27,-0.01,1.94,1.14,1.56,4.65,0.2,0.13
36,37.0,0.09,91,30.4,31.76,6.49,25.27,0.48,0.28,0.58,0.42,-0.46,0.74,2.21,1.7,2.15,6.07,0.14,0.13
37,33.0,0.12,88,28,32.17,8.17,24.0,0.6,0.22,0.34,0.56,0.11,0.18,2.43,1.78,1.92,6.14,0.1,0.13
38,50.92,0.16,84,6.42,29.72,3.43,26.29,0.05,0.92,2.54,0.11,-1.95,2.18,3.4,2.69,3.46,9.56,0.23,0.12
39,22.58,0.16,84,24.29,28.8,5.89,22.9,0.84,0.09,-0.14,0.82,0.94,-0.34,2.42,1.52,1.57,5.51,0.11,0.13
