episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,-19.0,0.19,81,10.96,30.88,5.38,25.51,-0.75,2.05,2.18,-0.44,-0.62,0.58,0.36,0.53,0.26,0.5,0.5,0.56
2,-21.0,0.21,79,17.75,64.84,4.59,60.25,-0.97,3.35,2.98,-0.62,-1.16,0.84,0.6,0.91,0.25,0.49,0.5,0.61
3,-17.0,0.17,83,13.23,112.44,4.32,108.12,-1.38,4.62,3.87,-0.86,-1.28,1.12,0.68,0.69,0.2,0.5,0.56,0.31
4,-20.0,0.2,80,25.98,154.54,7.02,147.52,-0.62,1.38,0.5,-0.29,-0.29,0.43,0.24,0.31,0.34,0.49,0.66,0.17
5,-16.0,0.16,84,25.26,186.6,5.98,180.62,-0.61,1.46,1.29,-0.33,-0.48,0.36,0.33,0.54,0.3,0.47,0.4,0.21
6,-22.0,0.22,78,22.77,229.62,5.77,223.85,-0.63,1.71,0.97,-0.33,-0.54,0.4,0.33,0.53,0.45,0.47,0.35,0.25
7,-22.0,0.22,78,10.67,262.06,3.58,258.49,-0.1,-0.37,-0.03,0.03,-0.02,-0.15,0.15,0.46,0.46,0.47,0.51,0.15
8,-14.0,0.14,86,24.07,307.87,5.28,302.58,-0.95,3.38,2.66,-0.6,-1.13,1.02,0.6,0.88,0.19,0.48,0.5,0.22
9,-18.0,0.18,82,28,348.0,5.93,342.07,-0.57,1.62,1.71,-0.29,-0.56,0.41,0.5,0.61,0.37,0.46,0.32,0.19
10,-20.0,0.2,80,48,396.02,9.25,386.78,-0.52,1.37,1.4,-0.29,-0.55,0.27,0.42,0.65,0.35,0.45,0.38,0.2
11,-20.0,0.2,80,54.4,435.38,9.55,425.82,-1.36,5.01,3.56,-0.87,-1.5,1.32,0.78,0.9,0.15,0.5,0.6,0.18
12,-19.0,0.19,81,5.33,473.41,2.92,470.49,0.01,-0.6,-0.05,0.08,-0.09,-0.13,0.22,0.57,0.54,0.46,0.6,0.15
13,-34.0,0.34,66,11.06,510.52,4.19,506.33,-1.49,5.08,4.57,-0.96,-1.45,1.17,0.73,0.77,0.14,0.49,0.6,0.12
14,-17.0,0.17,83,15.95,550.24,6.07,544.17,-0.62,1.53,1.28,-0.32,-0.47,0.31,0.3,0.51,0.37,0.48,0.43,0.17
15,-14.0,0.14,86,22.98,588.28,7.42,580.86,-0.13,-0.33,-0.06,0.02,-0.01,-0.16,0.15,0.34,0.51,0.46,0.57,0.16
16,-15.0,0.15,85,16.09,635.22,6.82,628.4,-0.15,-0.36,-0.03,-0.01,-0.04,-0.1,0.13,0.46,0.49,0.47,0.58,0.21
17,-19.0,0.19,81,9.36,678.83,3.79,675.04,-1.39,5.13,3.7,-0.87,-1.5,1.38,0.84,0.88,0.16,0.49,0.61,0.22
18,-15.0,0.15,85,19.06,716.59,6.12,710.47,-0.55,1.44,1.74,-0.31,-0.52,0.28,0.39,0.64,0.26,0.47,0.36,0.23
19,-21.0,0.21,79,17.65,753.18,6.5,746.68,-1.04,3.65,3.43,-0.67,-1.2,0.92,0.7,0.89,0.18,0.46,0.52,0.25
20,-25.0,0.25,75,23.73,799.78,7.25,792.53,-1.13,3.7,3.77,-0.72,-1.11,0.72,0.59,0.73,0.23,0.48,0.4,0.2
21,-8.0,0.08,92,29.28,826.14,7.18,818.96,-0.77,1.94,2.4,-0.44,-0.56,0.3,0.35,0.46,0.36,0.49,0.61,1.0
22,-5.0,0.05,95,2.36,884.37,1.68,882.69,-1.02,2.98,3.56,-0.62,-0.83,0.62,0.47,0.54,0.33,0.49,0.54,0.16
23,-4.0,0.04,96,28.45,930.62,7.64,922.98,-0.54,1.83,1.64,-0.3,-0.72,0.38,0.53,0.77,0.27,0.45,0.59,0.18
24,-6.0,0.06,94,42.43,976.02,8.09,967.94,-0.26,-0.06,0.01,-0.06,0.06,-0.06,0.07,0.24,0.48,0.47,0.75,0.16
25,-4.0,0.04,96,35.67,1036.4,8.59,1027.81,-0.77,2.08,1.32,-0.41,-0.52,0.55,0.33,0.44,0.4,0.48,0.61,0.17
26,-4.0,0.04,96,3.31,1064.18,2.27,1061.92,-1.64,5.77,4.89,-1.06,-1.62,1.34,0.79,0.81,0.1,0.5,0.64,0.18
27,-7.0,0.07,93,16.33,1129.27,6.35,1122.92,-0.72,1.93,1.69,-0.39,-0.54,0.49,0.37,0.47,0.38,0.47,0.54,0.17
28,-10.0,0.1,90,36.1,1172.82,7.47,1165.36,0.07,-0.69,0.1,0.12,-0.09,-0.15,0.29,0.64,0.38,0.43,0.68,0.14
29,-7.0,0.07,93,18.51,1200.99,7.12,1193.87,-1.31,4.48,3.19,-0.8,-1.23,1.15,0.6,0.67,0.19,0.49,0.55,0.15
30,-4.0,0.04,96,27.25,1252.71,6.13,1246.58,0.01,-0.59,0.01,0.08,-0.09,-0.12,0.18,0.54,0.44,0.45,0.62,0.15
31,-5.0,0.05,95,29.56,1307.59,7.24,1300.36,-0.43,1.36,1.86,-0.23,-0.63,0.27,0.5,0.75,0.35,0.46,0.62,0.2
32,-3.0,0.03,97,31.31,1356.99,7.59,1349.4,-0.89,2.84,2.16,-0.53,-0.89,0.78,0.55,0.75,0.2,0.46,0.33,0.18
33,-1.0,0.01,99,56.89,1408.66,9.67,1398.99,-0.9,2.97,1.79,-0.53,-0.91,0.78,0.5,0.66,0.28,0.5,0.34,0.17
34,-8.0,0.08,92,4.13,1454.51,2.72,1451.78,-0.96,3.43,2.82,-0.6,-1.13,0.82,0.66,0.86,0.26,0.49,0.5,0.18
35,-5.0,0.05,95,27.75,1498.72,6.62,1492.11,-0.41,1.26,1.89,-0.23,-0.62,0.28,0.48,0.76,0.34,0.46,0.62,0.13
36,-5.0,0.05,95,28.84,1550.33,6.64,1543.68,0.06,-0.66,0.02,0.11,-0.1,-0.2,0.23,0.61,0.47,0.46,0.66,0.14
37,-8.0,0.08,92,29.04,1590.42,8.22,1582.2,-0.57,1.58,1.86,-0.3,-0.56,0.33,0.45,0.61,0.4,0.46,0.34,0.13
38,-5.0,0.05,95,5.6,1632.02,3.09,1628.93,-0.69,2.35,2.35,-0.42,-0.87,0.61,0.57,0.83,0.22,0.45,0.56,0.13
39,-8.0,0.08,92,24.22,1688.01,6.01,1682.0,-0.63,1.75,1.42,-0.34,-0.58,0.39,0.39,0.6,0.36,0.47,0.33,0.14
40,-3.0,0.03,97,8.19,1732.2,2.94,1729.26,-0.56,1.41,2.0,-0.33,-0.59,0.41,0.37,0.69,0.28,0.45,0.36,0.15
41,-5.0,0.05,95,12.45,1781.36,4.03,1777.33,-0.64,1.59,1.64,-0.33,-0.44,0.28,0.28,0.45,0.39,0.48,0.52,1.07
42,-4.0,0.04,96,8.88,1832.08,4.83,1827.25,-0.63,1.92,2.16,-0.34,-0.66,0.37,0.47,0.6,0.41,0.46,0.33,0.19
43,0.0,0.0,100,38.21,1886.6,8.01,1878.6,-1.24,4.08,3.09,-0.76,-1.13,0.87,0.57,0.67,0.2,0.5,0.52,0.21
44,-2.0,0.02,98,25.6,1933.87,7.09,1926.78,-0.85,2.64,2.43,-0.52,-0.83,0.67,0.5,0.7,0.21,0.47,0.31,0.17
45,0.0,0.0,100,37.04,1980.54,8.07,1972.46,-0.08,-0.39,-0.05,0.06,-0.0,-0.22,0.18,0.36,0.53,0.46,0.52,0.16
46,-6.0,0.06,94,10.46,2035.46,5.63,2029.83,-1.24,4.15,2.44,-0.74,-1.12,1.09,0.57,0.68,0.23,0.5,0.53,0.17
47,-2.0,0.02,98,34,2074.43,6.86,2067.57,-0.07,-0.44,-0.01,0.05,-0.02,-0.14,0.2,0.43,0.5,0.46,0.5,0.15
48,-2.0,0.02,98,45.27,2115.87,8.79,2107.08,-1.37,5.01,3.75,-0.88,-1.51,1.21,0.76,0.89,0.16,0.5,0.6,0.17
49,-1.0,0.01,99,19.31,2181.48,6.25,2175.23,-1.12,3.8,2.7,-0.69,-1.14,1.07,0.64,0.78,0.18,0.47,0.43,0.21
50,-4.0,0.04,96,8.56,2216.91,3.11,2213.79,-0.68,1.86,1.35,-0.37,-0.55,0.44,0.36,0.55,0.33,0.47,0.38,0.21
51,-5.0,0.05,95,3.62,2271.64,2.31,2269.33,-0.7,2.14,2.25,-0.4,-0.74,0.42,0.46,0.67,0.32,0.47,0.34,0.19
52,-1.0,0.01,99,22.02,2327.29,4.46,2322.83,-1.74,6.25,6.08,-1.16,-1.84,1.38,0.91,0.97,0.04,0.49,0.68,0.21
53,-4.0,0.04,96,35.91,2351.98,7.23,2344.75,-1.6,5.53,5.46,-1.04,-1.58,1.27,0.76,0.83,0.14,0.5,0.63,0.15
54,-2.0,0.02,98,19.76,2414.68,5.64,2409.04,-0.65,1.82,2.02,-0.38,-0.65,0.45,0.37,0.63,0.3,0.49,0.31,0.17
55,-1.0,0.01,99,19.79,2458.82,5.63,2453.19,-0.09,-0.02,0.64,-0.03,-0.35,0.04,0.3,0.81,0.34,0.45,0.7,0.17
56,-2.0,0.02,98,15.16,2501.81,5.4,2496.41,-0.65,1.88,1.99,-0.37,-0.65,0.42,0.39,0.61,0.35,0.47,0.3,0.18
57,-2.0,0.02,98,18.47,2558.8,5.41,2553.39,-0.51,1.27,2.24,-0.28,-0.53,0.09,0.48,0.63,0.36,0.45,0.38,0.19
58,-3.0,0.03,97,7.32,2609.6,3.81,2605.79,-0.49,1.43,1.42,-0.29,-0.63,0.35,0.47,0.81,0.28,0.44,0.52,0.17
59,-1.0,0.01,99,21.06,2670.19,5.69,2664.51,-0.36,0.68,0.86,-0.14,-0.27,0.12,0.24,0.46,0.43,0.48,0.47,0.17
60,-2.0,0.02,98,18.73,2702.76,4.13,2698.63,-1.57,5.85,3.55,-0.99,-1.68,1.65,0.85,0.93,0.1,0.5,0.65,0.2
