episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,5.08,0.26,74,10.08,25.2,4.99,20.22,0.7,0.25,0.18,0.68,0.35,0.3,2.1,1.36,1.58,5.04,0.11,0.14
2,25.17,0.16,84,19.26,27.33,4.6,22.74,0.7,0.07,-0.04,0.63,0.4,-0.12,2.37,1.67,1.84,5.88,0.1,0.13
3,38.42,0.12,88,10.43,26.92,3.72,23.2,0.42,0.53,1.23,0.44,-0.62,1.03,2.59,1.89,2.4,6.88,0.05,0.16
4,11.75,0.2,80,31.9,31.68,7.76,23.92,0.72,0.07,-0.09,0.65,0.43,-0.12,1.99,1.21,1.56,4.76,0.21,0.12
5,23.83,0.2,80,27.15,28.14,6.32,21.82,0.39,0.42,2.29,0.35,-0.8,0.77,2.42,1.78,2.38,6.58,0.11,0.13
6,25.17,0.19,81,24.35,27.73,5.96,21.78,0.47,0.46,0.94,0.46,-0.51,1.04,2.49,1.82,2.24,6.54,0.09,0.16
7,17.17,0.22,78,10.03,25.41,3.46,21.95,0.59,0.21,0.5,0.54,0.05,0.19,2.44,1.69,1.9,6.03,0.15,0.14
8,22.58,0.17,83,20.99,27.5,5.28,22.22,0.55,0.32,0.85,0.5,-0.3,0.65,2.23,1.46,2.04,5.72,0.08,0.12
9,25.08,0.23,77,28.1,30.41,6.18,24.23,0.37,0.4,1.69,0.34,-0.74,0.79,2.79,2.18,2.52,7.49,0.25,0.12
10,38.17,0.17,83,46.27,31.99,9.17,22.82,0.35,0.43,2.11,0.32,-0.81,0.82,2.9,2.33,2.75,7.98,0.12,0.15
11,15.67,0.21,79,58.33,31.99,9.73,22.25,0.67,0.36,0.71,0.69,0.33,0.46,2.28,1.65,1.65,5.57,0.15,0.13
12,18.83,0.2,80,5.34,24.84,2.92,21.92,0.71,0.32,0.29,0.73,0.47,0.21,2.51,1.59,1.72,5.82,0.11,0.14
13,31.83,0.23,77,12.39,24.94,4.52,20.42,0.24,0.75,2.66,0.3,-1.23,1.51,3.12,2.36,3.06,8.54,0.05,0.16
14,32.58,0.16,84,16,29.65,6.27,23.38,0.55,0.47,1.26,0.58,-0.13,0.68,2.82,1.9,2.21,6.94,0.13,0.14
15,16.67,0.27,73,23.78,28.72,7.38,21.34,0.45,0.47,1.03,0.46,-0.49,0.85,2.77,2.03,2.38,7.18,0.18,0.12
16,24.42,0.2,80,18,30.0,7.08,22.92,0.59,0.33,0.81,0.59,0.06,0.43,2.65,1.94,2.08,6.66,0.16,0.12
17,9.42,0.21,79,11.95,26.12,4.35,21.77,0.65,0.04,0.04,0.54,0.06,0.05,1.82,1.14,1.66,4.62,0.12,0.12
18,21.17,0.21,79,17.95,28.3,5.74,22.56,0.64,0.32,0.65,0.64,0.19,0.41,2.49,1.86,2.05,6.4,0.16,0.12
19,11.83,0.21,79,16.38,28.96,6.55,22.41,0.51,0.26,1.12,0.44,-0.47,0.65,1.84,1.18,1.98,4.99,0.15,0.12
20,18.83,0.19,81,19.11,28.67,6.28,22.4,0.64,0.32,1.45,0.63,0.15,0.33,2.32,1.54,1.74,5.6,0.13,0.12
21,39.92,0.16,84,27.69,33.11,7.15,25.95,0.35,0.63,2.42,0.38,-0.87,1.25,3.0,2.33,2.66,7.99,0.23,0.86
22,25.25,0.17,83,2.53,25.43,1.77,23.66,0.52,0.23,0.2,0.45,-0.31,0.5,2.3,1.74,2.07,6.11,0.17,0.15
23,26.75,0.14,86,27.67,31.83,7.45,24.37,0.49,0.36,1.03,0.44,-0.51,0.79,2.14,1.38,2.16,5.69,0.16,0.15
24,47.25,0.11,89,27.46,32.69,6.57,26.11,0.22,0.66,2.57,0.22,-1.4,1.6,2.83,2.17,2.85,7.85,0.19,0.17
25,14.33,0.15,85,36.71,31.31,8.67,22.64,0.87,0.08,-0.17,0.84,0.98,-0.26,1.87,1.09,1.18,4.14,0.07,0.18
26,28.0,0.14,86,3.47,25.7,2.35,23.35,0.63,0.23,1.16,0.59,0.1,0.21,2.36,1.59,1.91,5.86,0.1,0.16
27,43.58,0.14,86,16.74,31.89,6.35,25.53,0.28,0.62,1.81,0.29,-1.1,1.36,2.94,2.31,2.78,8.04,0.19,0.35
28,50.0,0.15,85,34.46,37.65,7.32,30.33,0.08,0.87,2.59,0.13,-1.81,2.17,3.28,2.65,3.25,9.18,0.33,0.38
29,42.5,0.15,85,19.82,34.85,7.41,27.44,0.24,0.66,1.56,0.26,-1.23,1.52,2.98,2.27,2.87,8.12,0.27,0.26
30,27.83,0.12,88,22.99,31.64,5.98,25.66,0.71,0.32,0.71,0.73,0.47,0.23,2.3,1.59,1.54,5.43,0.19,0.26
31,31.42,0.18,82,30.39,29.26,7.07,22.2,0.44,0.32,0.57,0.39,-0.52,0.65,2.67,2.16,2.4,7.23,0.08,0.26
32,19.58,0.19,81,32.56,30.12,7.5,22.62,0.67,0.08,-0.11,0.6,0.35,-0.15,2.32,1.69,1.7,5.72,0.14,0.27
33,33.58,0.14,86,58.79,33.15,9.76,23.4,0.63,0.33,1.08,0.63,0.16,0.34,2.69,1.93,2.02,6.64,0.1,0.26
34,39.08,0.13,87,4.37,28.17,2.83,25.33,0.44,0.45,0.88,0.44,-0.51,0.97,2.74,2.01,2.44,7.18,0.19,0.28
35,20.67,0.18,82,30.05,29.2,6.86,22.34,0.6,0.21,0.6,0.55,0.01,0.26,2.27,1.54,1.85,5.66,0.11,0.26
36,28.0,0.17,83,25.95,28.55,6.36,22.19,0.55,0.28,0.51,0.52,-0.1,0.53,2.55,1.88,2.07,6.51,0.08,0.25
37,57.08,0.13,87,34.57,32.49,8.51,23.98,0.01,0.97,3.51,0.08,-2.08,2.16,3.42,2.71,3.53,9.67,0.12,0.24
38,35.58,0.19,81,7.51,28.7,3.88,24.81,0.32,0.55,1.85,0.32,-0.95,1.21,2.95,2.38,2.75,8.09,0.23,0.27
39,34.83,0.09,91,20.92,30.92,5.82,25.1,0.45,0.34,0.82,0.39,-0.57,0.78,2.15,1.5,2.13,5.78,0.13,0.18
40,18.42,0.15,85,9.06,26.39,3.15,23.25,0.62,0.26,0.72,0.58,0.02,0.51,1.86,1.22,1.64,4.72,0.11,0.24
41,16.17,0.15,85,7.52,28.85,2.94,25.91,0.8,0.07,-0.12,0.75,0.73,-0.21,1.89,1.2,1.31,4.4,0.22,1.63
42,49.83,0.07,93,8.37,29.11,4.68,24.43,0.32,0.5,1.33,0.3,-0.99,1.21,2.62,2.05,2.66,7.33,0.05,0.35
43,42.0,0.06,94,39.61,36.36,8.15,28.21,0.5,0.4,0.9,0.5,-0.25,0.6,2.5,1.64,1.99,6.13,0.21,0.4
44,37.67,0.08,92,26.88,34.2,6.78,27.41,0.58,0.29,0.57,0.55,-0.02,0.33,2.39,1.67,1.89,5.96,0.21,0.41
45,27.58,0.11,89,32.18,32.75,7.78,24.97,0.77,0.08,-0.14,0.73,0.71,-0.26,2.3,1.44,1.46,5.2,0.15,0.44
46,41.42,0.06,94,9.72,33.35,5.35,28.0,0.53,0.39,1.09,0.51,-0.3,0.76,2.36,1.68,2.01,6.05,0.21,0.4
47,60.58,0.07,93,35.61,32.54,7.1,25.44,0.17,0.72,2.18,0.19,-1.48,1.69,3.14,2.5,3.09,8.72,0.13,0.38
48,29.5,0.11,89,40.88,37.33,8.41,28.92,0.78,0.09,-0.16,0.74,0.76,-0.33,2.33,1.46,1.67,5.46,0.28,0.39
49,56.67,0.08,92,21.26,31.17,6.67,24.5,0.14,0.79,2.54,0.17,-1.66,1.88,3.0,2.33,3.11,8.44,0.08,0.38
50,30.75,0.06,94,11.27,32.11,3.84,28.28,0.76,0.07,-0.08,0.69,0.55,-0.14,1.99,1.2,1.5,4.69,0.22,0.39
51,49.25,0.1,90,3.67,31.67,2.33,29.33,0.28,0.57,1.62,0.27,-1.15,1.37,2.87,2.23,2.8,7.9,0.28,0.38
52,44.17,0.06,94,24.94,31.23,4.83,26.4,0.49,0.25,0.92,0.42,-0.37,0.34,2.4,1.79,2.21,6.4,0.15,0.39
53,21.83,0.13,87,33.71,37.86,7.12,30.74,0.72,0.11,0.08,0.65,0.36,0.0,2.0,1.23,1.58,4.8,0.34,0.29
54,32.67,0.06,94,18.6,30.56,5.37,25.19,0.65,0.04,0.07,0.53,0.02,0.06,1.9,1.18,1.85,4.94,0.09,0.15
55,51.67,0.08,92,19.8,32.99,5.62,27.37,0.27,0.6,1.67,0.26,-1.21,1.46,2.84,2.13,2.82,7.78,0.21,0.14
56,49.92,0.05,95,13.58,35.34,4.61,30.74,0.36,0.44,1.34,0.34,-0.79,0.91,2.6,1.85,2.48,6.94,0.28,0.14
57,26.0,0.1,90,20.71,31.7,5.97,25.73,0.76,0.06,-0.06,0.69,0.52,-0.13,1.98,1.23,1.59,4.8,0.17,0.14
58,45.08,0.09,91,7.03,28.96,3.69,25.27,0.44,0.32,0.76,0.39,-0.58,0.77,2.62,2.1,2.42,7.13,0.14,0.14
59,30.17,0.15,85,23.69,29.39,5.93,23.46,0.47,0.31,0.97,0.42,-0.41,0.55,2.46,1.71,2.21,6.38,0.13,0.14
60,29.08,0.09,91,9.23,29.79,2.89,26.9,0.63,0.05,-0.03,0.53,0.08,0.01,1.97,1.37,1.68,5.02,0.2,0.13
61,38.5,0.06,94,28,38.96,7.69,31.28,0.64,0.04,0.09,0.52,0.03,0.06,2.15,1.52,2.01,5.68,0.3,0.14
62,38.17,0.06,94,5.87,28.0,3.19,24.81,0.73,0.06,-0.06,0.65,0.43,-0.11,2.28,1.62,1.74,5.64,0.06,0.75
63,37.58,0.07,93,12.77,31.58,6.16,25.42,0.59,0.07,-0.09,0.5,0.11,-0.1,2.29,1.66,1.81,5.75,0.12,0.15
64,26.58,0.05,95,8.81,34.84,4.71,30.13,0.76,0.06,-0.12,0.69,0.55,-0.15,1.79,0.93,1.27,3.99,0.24,0.14
65,53.67,0.07,93,28.19,32.66,6.75,25.91,0.35,0.54,1.75,0.35,-0.85,1.05,2.96,2.2,2.67,7.83,0.15,0.12
66,31.42,0.08,92,34.7,32.29,7.01,25.28,0.72,0.05,-0.01,0.63,0.34,-0.1,2.05,1.3,1.78,5.14,0.13,0.12
67,29.58,0.05,95,37.49,36.04,8.12,27.92,0.95,0.1,-0.24,0.95,1.32,-0.43,2.1,1.27,0.99,4.37,0.19,0.12
68,39.42,0.04,96,15.29,31.05,5.32,25.73,0.7,0.06,0.01,0.61,0.31,-0.05,2.09,1.55,1.78,5.43,0.09,0.12
69,35.83,0.06,94,45.83,36.46,7.95,28.51,0.71,0.07,-0.07,0.64,0.42,-0.07,2.15,1.57,1.62,5.34,0.23,0.13
70,48.08,0.04,96,25.42,32.32,6.88,25.44,0.59,0.35,0.92,0.59,0.03,0.45,2.67,1.83,2.01,6.51,0.07,0.14
71,32.92,0.1,90,18.76,28.13,4.51,23.62,0.49,0.29,0.76,0.42,-0.5,0.75,2.09,1.5,2.13,5.72,0.04,0.13
