episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,19.92,0.23,77,10.08,27.99,5.01,22.99,0.59,0.44,1.01,0.62,0.0,0.66,2.73,1.87,2.09,6.69,0.2,0.37
2,17.0,0.23,77,16.73,25.36,4.53,20.83,0.6,0.36,0.68,0.61,0.1,0.47,2.52,1.77,1.95,6.23,0.09,0.42
3,16.5,0.26,74,8.35,23.35,3.27,20.08,0.3,0.57,1.41,0.29,-1.14,1.39,2.53,1.78,2.58,6.89,0.09,0.24
4,8.08,0.3,70,28.99,26.37,7.11,19.26,0.45,0.48,1.15,0.47,-0.46,0.76,2.56,1.84,2.13,6.53,0.11,0.32
5,30.33,0.17,83,29.01,30.02,6.8,23.23,0.46,0.48,0.74,0.48,-0.4,0.9,2.64,1.93,2.28,6.84,0.14,0.33
6,15.67,0.19,81,18.77,26.99,5.43,21.56,0.69,0.06,-0.02,0.61,0.36,-0.08,2.14,1.32,1.68,5.14,0.06,0.34
7,4.17,0.25,75,11.31,25.09,3.81,21.28,0.67,0.06,-0.03,0.59,0.28,-0.09,1.91,1.21,1.55,4.67,0.15,0.27
8,15.42,0.2,80,23.32,26.62,5.44,21.18,0.63,0.04,0.12,0.51,-0.0,0.1,1.96,1.36,1.99,5.31,0.05,0.33
9,6.92,0.2,80,28.29,30.44,6.12,24.32,0.77,0.07,-0.12,0.71,0.61,-0.17,1.84,1.0,1.2,4.04,0.22,0.26
10,25.42,0.21,79,46.58,30.73,9.18,21.54,0.29,0.58,1.73,0.28,-1.11,1.44,2.56,1.9,2.6,7.05,0.1,0.33
11,17.0,0.23,77,54.03,30.29,9.53,20.75,0.58,0.36,0.81,0.58,-0.01,0.54,2.47,1.84,1.92,6.23,0.09,0.27
12,19.42,0.24,76,4.53,23.28,2.57,20.71,0.31,0.57,1.34,0.3,-1.12,1.48,2.47,1.84,2.54,6.86,0.1,0.25
13,24.67,0.19,81,12.74,28.01,4.88,23.14,0.63,0.22,0.22,0.6,0.2,0.22,2.65,1.78,2.04,6.47,0.17,0.34
14,8.5,0.24,76,13.63,26.58,5.76,20.82,0.62,0.22,0.26,0.58,0.07,0.37,2.04,1.4,1.7,5.13,0.11,0.32
15,3.42,0.27,73,22.07,27.92,7.04,20.88,0.53,0.22,0.84,0.44,-0.42,0.65,1.78,1.2,2.01,5.0,0.16,0.31
16,22.75,0.22,78,17.74,27.71,7.07,20.64,0.54,0.3,0.99,0.49,-0.3,0.55,2.58,1.97,2.33,6.88,0.04,0.24
17,22.83,0.23,77,12.34,25.41,4.5,20.91,0.46,0.27,0.81,0.4,-0.43,0.59,2.68,2.09,2.38,7.14,0.1,0.31
18,18.83,0.21,79,20.91,27.45,6.64,20.81,0.7,0.34,0.54,0.72,0.42,0.31,2.53,1.72,1.8,6.05,0.03,0.32
19,10.08,0.23,77,16.52,26.49,6.2,20.29,0.8,0.07,-0.07,0.74,0.67,-0.16,2.21,1.35,1.6,5.16,0.02,0.32
20,24.42,0.21,79,20.25,27.75,6.69,21.06,0.34,0.51,1.18,0.31,-1.05,1.33,2.51,1.82,2.57,6.9,0.07,0.34
21,10.92,0.18,82,30.71,32.8,7.24,25.56,0.77,0.06,-0.04,0.69,0.51,-0.07,1.76,1.04,1.44,4.23,0.24,1.72
22,43.83,0.11,89,2.44,27.16,1.72,25.44,0.24,0.66,1.9,0.25,-1.34,1.62,2.63,2.04,2.72,7.39,0.17,0.27
23,54.42,0.14,86,28.03,32.03,7.54,24.49,0.01,0.97,3.39,0.08,-2.07,2.36,3.37,2.78,3.4,9.55,0.16,0.23
