episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,47.14,0.2,80,11.12,29.88,5.45,24.42,0.57,0.33,0.56,0.57,0.0,0.49,2.31,1.52,1.66,5.5,0.21,0.2
2,19.49,0.28,72,22.44,25.44,5.49,19.94,0.32,0.59,2.13,0.32,-1.04,1.31,2.68,1.94,2.65,7.28,0.11,0.27
3,25.33,0.32,68,10.88,22.15,3.82,18.32,0.55,0.21,0.75,0.45,-0.39,0.71,1.71,1.18,1.9,4.78,0.07,0.32
4,29.05,0.19,81,26.63,29.28,7.14,22.15,0.32,0.48,1.66,0.3,-0.92,1.01,3.0,2.44,2.89,8.33,0.1,0.31
5,15.48,0.25,75,30,27.37,6.87,20.51,0.2,0.71,2.59,0.22,-1.44,1.86,2.76,2.16,2.79,7.71,0.11,0.33
6,39.65,0.18,82,19.71,27.37,5.37,22.0,0.71,0.05,-0.0,0.62,0.32,0.02,1.66,1.05,1.42,4.12,0.07,0.33
7,31.98,0.28,72,11.51,23.4,3.81,19.58,0.76,0.08,-0.12,0.71,0.65,-0.26,2.21,1.51,1.57,5.29,0.1,0.33
8,38.46,0.19,81,19.31,26.46,4.68,21.78,0.52,0.35,0.74,0.5,-0.28,0.63,2.41,1.76,2.18,6.36,0.09,0.33
9,25.29,0.16,84,33.04,32.33,6.45,25.88,0.73,0.16,0.02,0.7,0.55,-0.03,2.4,1.77,1.87,6.05,0.23,0.34
10,3.9,0.22,78,43.08,31.84,9.02,22.82,0.47,0.33,1.1,0.43,-0.4,0.56,2.69,2.03,2.32,7.04,0.19,0.27
11,-12.33,0.23,77,55.27,30.34,9.59,20.75,0.84,0.07,-0.1,0.78,0.79,-0.15,1.82,0.92,1.22,3.96,0.08,0.25
12,56.4,0.18,82,6.84,27.62,3.57,24.05,0.61,0.05,0.01,0.5,0.0,0.09,2.13,1.51,1.89,5.54,0.18,0.32
13,59.83,0.13,87,11.26,27.81,4.45,23.36,0.87,0.09,-0.19,0.85,1.02,-0.39,2.45,1.49,1.46,5.4,0.08,0.35
14,50.1,0.16,84,14.43,27.95,5.68,22.26,0.5,0.25,0.83,0.43,-0.45,0.65,2.18,1.54,2.14,5.86,0.05,0.33
15,32.65,0.2,80,22.54,29.97,7.14,22.82,0.62,0.29,0.29,0.61,0.16,0.39,2.52,1.86,1.89,6.28,0.16,0.33
16,27.59,0.26,74,18.38,27.38,7.22,20.16,0.37,0.46,1.42,0.33,-0.92,1.16,2.3,1.53,2.39,6.22,0.1,0.18
17,47.4,0.2,80,10.93,25.42,4.17,21.25,0.52,0.31,0.44,0.49,-0.23,0.57,2.75,2.09,2.29,7.12,0.06,0.18
18,42.0,0.18,82,17.9,28.96,5.74,23.22,0.73,0.25,0.6,0.71,0.45,0.18,2.19,1.44,1.57,5.21,0.15,0.19
19,32.78,0.25,75,15.47,26.34,6.1,20.24,0.49,0.26,0.57,0.43,-0.39,0.59,2.37,1.75,2.05,6.17,0.09,0.17
20,48.78,0.13,87,19.26,29.72,6.39,23.33,0.49,0.27,0.94,0.42,-0.49,0.6,2.24,1.6,2.14,5.98,0.09,0.15
21,13.71,0.3,70,24.66,30.5,7.01,23.49,0.79,0.06,-0.07,0.71,0.56,-0.04,1.66,0.8,1.24,3.7,0.29,0.76
22,83.9,0.07,93,2.42,28.33,1.71,26.62,0.74,0.07,-0.07,0.67,0.5,-0.13,2.06,1.38,1.47,4.91,0.16,0.15
23,25.59,0.19,81,29.32,32.99,7.85,25.14,0.66,0.05,0.05,0.55,0.13,0.11,2.0,1.38,1.75,5.14,0.23,0.14
24,22.86,0.16,84,34.86,31.77,7.65,24.12,0.39,0.44,2.26,0.34,-0.89,1.1,2.39,1.75,2.39,6.54,0.17,0.12
25,16.51,0.16,84,39.62,31.97,8.8,23.17,0.65,0.3,0.62,0.64,0.18,0.5,2.23,1.54,1.87,5.63,0.12,0.13
26,80.06,0.08,92,3.7,27.08,2.49,24.59,0.36,0.59,1.1,0.38,-0.83,1.36,2.95,2.2,2.55,7.7,0.08,0.13
27,50.06,0.14,86,17.07,34.08,6.63,27.44,0.49,0.42,1.22,0.49,-0.34,0.75,2.7,2.05,2.28,7.02,0.23,0.13
28,37.0,0.12,88,28.92,39.77,7.07,32.7,0.45,0.35,1.01,0.39,-0.63,0.8,2.18,1.5,2.25,5.93,0.37,0.13
29,46.76,0.13,87,20.72,33.6,7.09,26.51,0.51,0.23,0.76,0.41,-0.55,0.64,2.01,1.39,2.15,5.55,0.22,0.13
30,43.19,0.15,85,20.87,27.88,5.36,22.52,0.46,0.55,1.29,0.5,-0.44,1.1,2.85,2.11,2.26,7.21,0.06,0.12
