episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,6.81,0.25,75,10.56,25.86,5.19,20.67,-0.12,-0.33,-0.04,0.01,-0.02,-0.08,0.13,0.44,0.52,0.46,0.53,0.12
2,14.4,0.14,86,22.4,65.78,5.2,60.58,-0.66,1.8,1.5,-0.37,-0.6,0.68,0.4,0.6,0.34,0.47,0.33,0.12
3,24.16,0.12,88,12.23,107.82,4.16,103.66,-0.31,0.04,-0.05,-0.07,0.1,-0.18,0.03,0.15,0.49,0.48,0.75,0.11
4,-4.26,0.25,75,29.16,152.41,7.35,145.07,-1.14,3.56,4.11,-0.71,-1.0,0.64,0.49,0.57,0.23,0.49,0.5,0.15
5,9.9,0.15,85,27.08,191.55,6.38,185.18,-0.51,1.41,2.24,-0.3,-0.58,0.26,0.35,0.64,0.31,0.47,0.37,0.12
6,14.08,0.15,85,20.89,235.46,5.65,229.81,-0.33,0.01,-0.1,-0.09,0.08,-0.15,0.08,0.16,0.53,0.47,0.75,0.12
7,2.1,0.29,71,8.82,267.73,3.22,264.51,-0.71,2.03,2.85,-0.42,-0.7,0.26,0.44,0.56,0.39,0.47,0.29,0.14
8,4.03,0.23,77,19.77,307.28,4.89,302.39,-0.81,2.59,2.18,-0.48,-0.81,0.77,0.44,0.62,0.27,0.5,0.33,0.12
9,8.93,0.17,83,24.64,348.47,5.43,343.04,-0.53,1.79,1.62,-0.3,-0.76,0.32,0.46,0.77,0.34,0.48,0.59,0.12
10,-2.84,0.13,87,49.29,394.62,9.31,385.31,-1.49,5.26,5.32,-0.99,-1.62,1.23,0.78,0.95,0.06,0.49,0.62,0.12
11,-9.9,0.16,84,54.86,436.0,9.57,426.43,-0.87,2.99,3.21,-0.55,-1.04,0.74,0.62,0.86,0.21,0.47,0.52,0.12
12,28.03,0.12,88,6.68,475.45,3.5,471.95,-1.45,4.97,2.99,-0.89,-1.33,1.26,0.69,0.69,0.19,0.49,0.58,0.13
13,18.17,0.17,83,10.6,519.52,4.32,515.2,-0.56,1.33,0.74,-0.27,-0.42,0.27,0.39,0.53,0.35,0.45,0.4,0.13
14,11.67,0.19,81,16.3,561.3,6.21,555.09,-1.16,3.86,2.74,-0.71,-1.07,0.77,0.58,0.64,0.18,0.5,0.51,0.12
15,9.98,0.17,83,23.05,610.59,7.34,603.25,-1.07,3.85,1.91,-0.62,-1.13,0.99,0.68,0.74,0.3,0.48,0.47,0.12
