episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,39.29,0.23,77,13.04,32.77,6.25,26.52,0.63,0.04,0.0,0.52,0.03,0.03,2.09,1.51,1.75,5.35,0.32,0.29
2,35.6,0.19,81,21.53,26.54,5.19,21.36,0.78,0.08,-0.16,0.75,0.75,-0.33,2.38,1.46,1.67,5.51,0.04,0.2
3,51.35,0.21,79,6.3,26.97,2.84,24.13,0.67,0.15,0.34,0.61,0.2,0.15,1.91,1.24,1.65,4.8,0.22,0.32
4,21.71,0.21,79,29.94,29.79,7.28,22.51,0.4,0.52,1.88,0.39,-0.77,1.05,2.57,1.81,2.39,6.77,0.16,0.17
5,23.83,0.19,81,30.69,28.77,6.85,21.93,0.31,0.51,1.08,0.29,-1.01,1.16,2.83,2.24,2.6,7.67,0.1,0.14
6,21.08,0.28,72,21.06,24.69,5.66,19.03,0.69,0.06,-0.01,0.61,0.34,-0.12,2.14,1.4,1.74,5.28,0.02,0.12
7,27.19,0.3,70,12.53,23.34,4.02,19.31,0.79,0.09,-0.15,0.75,0.78,-0.24,2.34,1.57,1.59,5.5,0.1,0.12
8,34.89,0.22,78,18.05,25.93,4.9,21.03,0.42,0.51,1.99,0.42,-0.64,0.85,3.06,2.41,2.76,8.23,0.09,0.13
9,17.78,0.27,73,25.36,25.9,5.44,20.47,0.3,0.52,1.96,0.28,-1.13,1.19,2.58,2.0,2.75,7.33,0.14,0.12
10,5.33,0.16,84,48,31.46,9.25,22.21,0.77,0.08,-0.14,0.72,0.7,-0.28,2.46,1.58,1.74,5.79,0.05,0.12
11,-13.86,0.23,77,56.52,29.94,9.65,20.29,0.81,0.07,-0.07,0.75,0.69,-0.12,1.73,0.97,1.42,4.12,0.02,0.19
