episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,34.95,0.21,79,10.3,30.17,5.11,25.06,0.64,0.04,0.06,0.52,0.03,0.14,1.54,0.87,1.62,4.04,0.26,0.13
2,47.81,0.21,79,18.03,26.3,4.94,21.37,0.61,0.05,0.05,0.51,0.03,0.12,2.1,1.6,1.9,5.6,0.1,0.12
3,28.45,0.3,70,11.63,22.94,4.03,18.91,0.58,0.31,0.86,0.54,-0.15,0.51,2.19,1.43,2.01,5.63,0.08,0.12
4,48.76,0.17,83,31.54,32.1,7.62,24.48,0.29,0.68,1.91,0.32,-1.1,1.52,3.13,2.6,3.02,8.76,0.2,0.14
5,45.29,0.21,79,26.76,27.52,6.33,21.19,0.77,0.08,-0.16,0.73,0.72,-0.31,2.23,1.4,1.51,5.14,0.08,0.15
6,50.57,0.18,82,21.61,27.95,5.82,22.12,0.7,0.07,-0.14,0.63,0.4,-0.11,2.08,1.12,1.5,4.71,0.09,0.12
7,36.93,0.22,78,12.86,26.96,4.16,22.79,0.5,0.44,1.31,0.5,-0.36,0.84,2.54,1.78,2.26,6.58,0.19,0.12
8,55.63,0.14,86,18.88,27.88,4.95,22.93,0.33,0.5,2.0,0.3,-1.04,1.08,2.79,2.15,2.65,7.59,0.08,0.12
9,32.7,0.24,76,32.95,29.76,6.73,23.03,0.58,0.4,1.41,0.59,-0.04,0.53,2.46,1.71,1.91,6.08,0.22,0.13
10,40.37,0.21,79,46.99,30.9,9.2,21.7,0.73,0.04,0.03,0.62,0.28,0.06,1.43,0.78,1.37,3.58,0.12,0.17
11,37.14,0.23,77,53.61,30.97,9.51,21.45,0.84,0.08,-0.18,0.81,0.89,-0.33,2.05,1.12,1.21,4.38,0.13,0.24
12,46.15,0.2,80,5.38,25.81,2.94,22.88,0.39,0.45,1.03,0.35,-0.85,1.3,2.11,1.55,2.26,5.92,0.16,0.23
13,41.77,0.22,78,10.05,25.32,4.14,21.18,0.77,0.06,-0.1,0.7,0.59,-0.14,1.8,1.13,1.35,4.27,0.1,0.23
14,58.79,0.14,86,15.53,29.78,6.13,23.65,0.61,0.22,0.47,0.56,0.06,0.3,2.23,1.48,1.99,5.7,0.12,0.25
15,34.82,0.22,78,25.31,31.45,7.65,23.79,0.42,0.35,0.8,0.37,-0.69,0.85,2.55,1.92,2.49,6.96,0.2,0.27
16,44.76,0.2,80,18.7,28.74,7.19,21.55,0.65,0.04,0.04,0.53,0.05,0.08,2.09,1.55,1.95,5.59,0.09,0.29
17,51.67,0.19,81,10.79,26.09,4.24,21.85,0.31,0.55,1.82,0.3,-1.06,1.22,2.78,2.14,2.74,7.65,0.09,0.3
18,36.18,0.21,79,21.87,28.6,6.83,21.77,0.5,0.23,1.21,0.44,-0.31,0.3,2.19,1.48,1.92,5.6,0.12,0.32
19,46.24,0.2,80,14.88,28.02,5.7,22.32,0.52,0.24,0.63,0.44,-0.45,0.75,1.81,1.15,1.9,4.86,0.14,0.33
20,46.24,0.2,80,21.3,28.88,6.88,22.0,0.54,0.26,0.9,0.49,-0.25,0.51,2.31,1.66,2.01,5.99,0.12,0.32
21,36.19,0.22,78,28.6,30.54,7.11,23.44,0.71,0.06,-0.02,0.62,0.34,0.02,1.9,1.19,1.53,4.62,0.2,1.99
22,41.82,0.22,78,2.37,22.92,1.69,21.23,0.57,0.32,0.67,0.54,-0.12,0.55,2.47,1.6,2.09,6.17,0.09,0.28
23,50.83,0.15,85,29.81,34.09,7.97,26.12,0.74,0.07,-0.12,0.68,0.53,-0.12,1.98,1.19,1.42,4.59,0.22,0.21
24,64.81,0.09,91,36.7,32.43,7.66,24.77,0.58,0.44,1.32,0.61,-0.02,0.59,2.7,1.9,2.13,6.74,0.11,0.19
25,65.98,0.1,90,37.69,33.22,8.71,24.51,0.65,0.06,-0.04,0.57,0.26,-0.09,2.43,1.82,1.89,6.14,0.12,0.21
26,62.81,0.12,88,3.77,25.78,2.53,23.25,0.53,0.34,0.51,0.5,-0.24,0.66,2.43,1.77,2.08,6.28,0.05,0.21
27,40.55,0.19,81,17.59,30.31,6.51,23.8,0.68,0.07,-0.1,0.61,0.37,-0.15,2.17,1.58,1.7,5.46,0.19,0.23
28,39.19,0.13,87,30.9,38.97,7.22,31.75,0.53,0.23,0.53,0.46,-0.27,0.41,2.26,1.67,2.03,5.97,0.34,0.16
29,39.05,0.19,81,19.21,33.77,7.43,26.35,0.76,0.06,-0.08,0.69,0.53,-0.15,2.11,1.26,1.51,4.88,0.27,0.12
30,57.28,0.12,88,21.25,30.22,5.67,24.55,0.58,0.18,1.09,0.48,-0.27,0.43,1.66,0.99,1.85,4.5,0.15,0.12
31,67.95,0.11,89,28.27,30.61,7.15,23.46,0.3,0.53,1.83,0.29,-1.07,1.25,2.53,1.89,2.45,6.86,0.04,0.14
32,41.43,0.19,81,35.05,32.34,8.04,24.3,0.24,0.64,1.61,0.25,-1.32,1.4,2.72,2.0,2.82,7.53,0.19,0.14
33,74.26,0.08,92,56.7,33.98,9.66,24.33,0.34,0.51,1.51,0.32,-1.02,1.12,2.48,1.72,2.54,6.74,0.06,0.13
34,43.48,0.17,83,4.48,27.44,2.91,24.53,0.45,0.34,0.73,0.42,-0.41,0.66,2.6,2.04,2.31,6.95,0.18,0.13
35,59.67,0.1,90,22.27,30.39,5.9,24.49,0.79,0.08,-0.1,0.74,0.72,-0.22,2.07,1.34,1.41,4.82,0.12,0.14
36,62.96,0.1,90,30.33,32.12,6.92,25.2,0.3,0.54,2.15,0.29,-1.08,1.41,2.77,2.2,2.64,7.61,0.14,0.12
37,60.17,0.16,84,33.33,30.57,8.45,22.12,0.57,0.27,0.51,0.54,-0.06,0.32,2.46,1.75,1.92,6.13,0.04,0.12
38,53.26,0.13,87,7.26,29.96,3.78,26.18,0.6,0.17,0.13,0.54,0.04,0.25,2.59,2.06,2.09,6.74,0.22,0.12
39,62.13,0.12,88,21.82,29.32,5.8,23.52,0.91,0.09,-0.21,0.89,1.13,-0.31,1.92,1.08,0.93,3.93,0.08,0.12
40,61.15,0.13,87,10.28,26.56,3.43,23.13,0.53,0.31,0.82,0.49,-0.26,0.57,2.47,1.72,2.05,6.24,0.07,0.13
41,68.75,0.06,94,10.85,30.95,3.71,27.23,0.43,0.31,1.12,0.38,-0.58,0.74,2.32,1.77,2.27,6.35,0.17,0.72
42,70.99,0.09,91,8.37,28.78,4.67,24.11,0.46,0.29,1.5,0.4,-0.54,0.61,2.32,1.78,2.11,6.21,0.06,0.13
43,58.32,0.11,89,35.74,33.37,7.79,25.57,0.64,0.31,0.61,0.63,0.15,0.47,2.21,1.52,1.75,5.48,0.18,0.13
44,61.23,0.07,93,26.73,36.03,7.11,28.92,0.41,0.35,2.49,0.35,-0.72,0.65,2.67,2.02,2.58,7.27,0.23,0.13
45,68.86,0.06,94,37.7,34.23,8.16,26.06,0.68,0.35,0.49,0.7,0.35,0.48,2.54,1.71,1.89,6.15,0.14,0.13
46,48.55,0.12,88,9.62,32.07,5.36,26.7,0.52,0.35,0.76,0.5,-0.2,0.6,2.28,1.66,1.91,5.85,0.21,0.13
47,62.06,0.11,89,34.97,31.22,7.02,24.2,0.57,0.3,0.48,0.55,-0.06,0.41,2.61,1.84,2.1,6.55,0.11,0.12
48,42.6,0.16,84,49.39,37.45,8.9,28.55,0.19,0.68,2.46,0.2,-1.42,1.53,3.19,2.64,3.2,9.04,0.3,0.12
49,69.5,0.1,90,20.8,30.36,6.67,23.69,0.86,0.09,-0.16,0.83,0.99,-0.37,2.23,1.43,1.47,5.13,0.05,0.12
50,67.57,0.05,95,10.94,30.12,3.69,26.42,0.59,0.34,1.01,0.57,-0.09,0.51,2.47,1.64,2.03,6.15,0.13,0.13
51,60.33,0.1,90,3.63,28.45,2.32,26.13,0.36,0.43,1.48,0.32,-0.83,0.97,2.9,2.4,2.78,8.08,0.19,0.13
52,71.13,0.08,92,17.96,28.01,3.85,24.15,0.7,0.06,-0.07,0.62,0.38,-0.09,2.14,1.39,1.67,5.21,0.04,0.13
53,52.47,0.08,92,38.48,39.12,7.49,31.63,0.25,0.62,2.23,0.25,-1.31,1.43,2.73,2.02,2.84,7.59,0.31,0.13
54,63.8,0.13,87,16.14,27.76,4.8,22.97,0.34,0.48,1.72,0.31,-0.96,1.03,2.69,2.05,2.71,7.45,0.04,0.12
55,64.0,0.08,92,18.17,31.26,5.24,26.02,0.53,0.32,0.84,0.49,-0.32,0.63,2.45,1.75,2.2,6.39,0.16,0.14
56,62.03,0.11,89,13.35,29.33,4.9,24.43,0.53,0.33,1.96,0.49,-0.29,0.48,2.35,1.64,2.13,6.12,0.12,0.13
57,63.08,0.08,92,21.33,32.84,6.12,26.72,0.58,0.14,0.49,0.49,-0.14,0.3,2.01,1.33,1.78,5.12,0.18,0.13
58,74.26,0.04,96,6.34,29.52,3.39,26.12,0.65,0.2,0.41,0.59,0.07,0.34,1.92,1.18,1.71,4.8,0.09,0.13
59,67.14,0.06,94,23.21,31.61,5.63,25.98,0.83,0.09,-0.15,0.8,0.9,-0.32,2.35,1.57,1.55,5.48,0.13,0.13
60,76.1,0.06,94,18.68,29.5,4.1,25.4,0.55,0.2,1.16,0.46,-0.31,0.41,2.14,1.57,1.98,5.69,0.11,0.13
61,39.98,0.16,84,39.1,36.45,8.47,27.98,0.85,0.09,-0.17,0.83,0.98,-0.36,2.3,1.38,1.44,5.12,0.29,0.13
62,85.08,0.01,99,5.25,29.66,2.93,26.73,0.72,0.06,-0.02,0.64,0.37,-0.08,1.97,1.24,1.57,4.78,0.11,0.7
63,79.23,0.05,95,12.59,31.32,6.08,25.24,0.65,0.03,0.06,0.53,0.01,0.15,1.5,0.87,1.52,3.9,0.08,0.13
64,63.7,0.07,93,9.54,33.95,5.02,28.92,0.55,0.31,0.71,0.53,-0.11,0.55,2.55,1.96,2.23,6.73,0.24,0.13
65,65.03,0.07,93,33.22,34.69,7.33,27.35,0.29,0.56,2.31,0.27,-1.17,1.31,2.64,2.04,2.74,7.43,0.18,0.12
66,75.7,0.06,94,35.19,32.06,6.99,25.06,0.16,0.76,2.49,0.19,-1.57,1.86,2.92,2.28,2.89,8.09,0.08,0.12
67,62.93,0.08,92,35.26,34.28,7.86,26.41,0.46,0.38,1.55,0.43,-0.48,0.71,2.35,1.68,2.23,6.26,0.18,0.13
68,68.48,0.07,93,13.65,30.44,5.19,25.25,0.82,0.08,-0.11,0.77,0.79,-0.27,2.16,1.39,1.53,5.08,0.12,0.13
69,59.15,0.08,92,37.37,32.7,7.11,25.59,0.53,0.25,0.53,0.46,-0.38,0.6,2.09,1.35,1.98,5.41,0.14,0.13
