episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,8.29,0.23,77,10.55,26.93,5.19,21.74,-1.45,5.26,4.42,-0.93,-1.58,1.09,0.82,0.9,0.16,0.49,0.62,0.26
2,11.16,0.16,84,22.4,66.49,5.51,60.98,-0.18,-0.2,0.03,-0.01,0.03,-0.08,0.13,0.34,0.46,0.47,0.66,0.22
3,20.43,0.19,81,10.49,104.91,3.77,101.14,-0.09,-0.41,0.04,0.04,-0.02,-0.16,0.22,0.48,0.42,0.44,0.5,0.14
4,29.65,0.21,79,28.68,151.69,7.44,144.25,-0.66,2.01,1.63,-0.36,-0.69,0.43,0.46,0.62,0.35,0.47,0.29,0.16
5,25.97,0.18,82,26.24,188.24,6.29,181.95,-0.51,1.4,1.58,-0.28,-0.56,0.35,0.43,0.67,0.29,0.46,0.37,0.15
6,28.25,0.19,81,22.81,231.05,5.74,225.31,-0.49,1.22,0.91,-0.24,-0.43,0.28,0.33,0.49,0.35,0.46,0.42,0.13
7,-0.47,0.27,73,12.12,262.73,3.93,258.79,-0.18,-0.21,0.03,-0.04,-0.02,-0.06,0.06,0.44,0.37,0.48,0.65,0.13
8,32.26,0.21,79,23.06,302.68,5.27,297.42,-0.61,1.62,1.99,-0.35,-0.59,0.38,0.37,0.58,0.34,0.48,0.34,0.13
9,13.07,0.23,77,31.03,345.8,6.32,339.48,-0.27,0.2,0.18,-0.07,-0.11,0.15,0.23,0.36,0.51,0.44,0.53,0.13
10,21.02,0.23,77,49.87,384.4,9.34,375.06,-0.65,1.82,1.98,-0.34,-0.54,0.24,0.39,0.48,0.43,0.47,0.41,0.13
11,12.89,0.24,76,55.58,424.92,9.61,415.32,-0.1,-0.4,0.02,0.03,-0.03,-0.12,0.21,0.49,0.45,0.44,0.5,0.15
12,19.62,0.19,81,5.49,457.36,2.99,454.37,-1.05,3.18,3.77,-0.65,-0.91,0.55,0.46,0.57,0.25,0.49,0.53,0.17
13,17.33,0.26,74,11.24,499.69,4.15,495.54,-1.15,3.81,3.21,-0.72,-1.15,0.95,0.61,0.76,0.2,0.5,0.44,0.12
14,24.84,0.15,85,13.88,539.26,5.71,533.55,-1.05,3.25,2.31,-0.62,-0.86,0.67,0.53,0.52,0.34,0.48,0.53,0.13
15,-1.25,0.21,79,22.84,583.08,7.08,576.0,0.12,-0.8,0.05,0.12,-0.17,-0.08,0.22,0.73,0.42,0.44,0.75,0.14
16,24.36,0.19,81,17.78,620.06,7.12,612.94,-0.48,1.34,1.03,-0.26,-0.58,0.45,0.38,0.74,0.33,0.48,0.39,0.12
17,13.3,0.25,75,10.16,659.97,4.11,655.87,-1.15,3.86,3.17,-0.72,-1.16,0.81,0.61,0.75,0.24,0.48,0.42,0.12
18,8.08,0.2,80,22.4,697.68,6.88,690.8,-0.16,-0.28,-0.05,0.01,0.03,-0.15,0.15,0.29,0.46,0.48,0.65,0.14
19,18.6,0.25,75,17.73,734.55,6.45,728.11,-1.1,3.75,2.69,-0.68,-1.15,0.84,0.59,0.77,0.24,0.48,0.4,0.14
20,6.98,0.22,78,18.97,779.06,6.27,772.79,-0.71,1.75,0.94,-0.36,-0.42,0.26,0.3,0.37,0.4,0.48,0.64,0.12
21,34.71,0.19,81,27.02,819.45,7.13,812.32,-0.75,2.29,1.61,-0.43,-0.76,0.67,0.41,0.63,0.33,0.49,0.28,0.17
22,29.26,0.15,85,2.41,856.2,1.71,854.49,-0.44,1.38,1.11,-0.23,-0.59,0.26,0.4,0.66,0.41,0.47,0.5,0.17
23,22.75,0.13,87,28.08,895.16,7.55,887.61,-0.18,-0.24,-0.13,0.0,0.03,-0.21,0.16,0.26,0.6,0.45,0.6,0.16
24,54.6,0.07,93,37.94,946.62,7.42,939.2,-0.92,2.96,3.34,-0.57,-0.94,0.56,0.54,0.7,0.28,0.5,0.33,0.15
25,37.11,0.06,94,38.64,995.38,8.74,986.64,-1.07,3.43,1.9,-0.63,-0.97,1.0,0.51,0.65,0.24,0.49,0.52,0.13
26,41.01,0.12,88,3.5,1030.1,2.38,1027.73,-0.63,1.61,1.77,-0.36,-0.54,0.41,0.38,0.55,0.33,0.46,0.36,0.14
27,55.53,0.08,92,18.01,1083.36,6.47,1076.89,-0.66,1.96,1.91,-0.38,-0.65,0.36,0.46,0.62,0.36,0.47,0.28,0.15
28,36.43,0.1,90,34.1,1149.39,7.62,1141.78,-0.79,2.73,2.43,-0.47,-0.94,0.62,0.57,0.78,0.3,0.49,0.48,0.15
29,52.2,0.09,91,17.35,1169.55,6.91,1162.64,-0.76,2.35,1.47,-0.43,-0.75,0.43,0.5,0.65,0.35,0.47,0.27,0.15
30,33.3,0.13,87,20.62,1213.61,5.36,1208.25,-1.25,4.24,4.15,-0.81,-1.33,1.02,0.66,0.85,0.12,0.49,0.47,0.15
31,26.42,0.07,93,26.41,1265.81,7.04,1258.77,-1.51,5.53,3.89,-0.96,-1.61,1.56,0.87,0.94,0.11,0.49,0.63,0.15
32,28.71,0.12,88,29.82,1301.07,7.23,1293.84,-1.16,3.72,2.71,-0.7,-1.0,0.59,0.53,0.57,0.28,0.5,0.5,0.14
33,45.07,0.09,91,56.26,1356.03,9.64,1346.4,-1.03,3.41,2.49,-0.63,-1.04,0.85,0.58,0.75,0.23,0.48,0.37,0.15
34,28.22,0.11,89,3.82,1398.82,2.53,1396.29,-1.22,4.37,3.72,-0.78,-1.36,1.1,0.75,0.91,0.18,0.49,0.56,0.14
35,20.41,0.13,87,28.92,1439.62,6.68,1432.94,-1.53,5.45,5.5,-1.01,-1.64,1.32,0.85,0.94,0.08,0.49,0.64,0.14
36,13.75,0.09,91,26.18,1487.68,6.29,1481.38,-0.27,-0.09,-0.09,-0.05,0.07,-0.05,0.03,0.19,0.52,0.46,0.75,0.13
37,42.25,0.13,87,33.1,1531.63,8.43,1523.2,-1.04,3.43,2.6,-0.63,-1.03,0.8,0.53,0.72,0.22,0.48,0.37,0.14
38,27.69,0.09,91,6.57,1573.18,3.49,1569.69,-0.43,1.24,1.74,-0.22,-0.58,0.23,0.44,0.71,0.34,0.46,0.56,0.14
39,22.74,0.09,91,20.7,1628.04,5.69,1622.35,-0.65,1.51,1.69,-0.36,-0.44,0.29,0.29,0.42,0.33,0.49,0.64,0.13
40,49.61,0.05,95,9.58,1665.29,3.27,1662.02,-0.6,1.59,1.48,-0.31,-0.5,0.31,0.35,0.48,0.36,0.47,0.38,0.13
41,53.58,0.09,91,12.76,1721.21,4.15,1717.05,-0.72,2.14,2.37,-0.43,-0.72,0.47,0.5,0.67,0.22,0.45,0.26,0.85
42,32.46,0.1,90,9.58,1750.81,5.08,1745.73,-1.29,4.5,4.23,-0.83,-1.4,0.88,0.73,0.88,0.13,0.49,0.52,0.16
43,38.18,0.05,95,36.46,1806.12,8.2,1797.92,-1.41,4.92,3.75,-0.89,-1.4,1.15,0.7,0.78,0.15,0.5,0.55,0.16
44,31.68,0.09,91,25.91,1867.52,6.91,1860.62,-0.65,2.08,2.51,-0.4,-0.84,0.44,0.5,0.79,0.34,0.48,0.51,0.15
45,47.05,0.05,95,36.55,1913.04,8.13,1904.91,-0.65,1.95,2.65,-0.39,-0.73,0.5,0.5,0.75,0.24,0.47,0.39,0.15
46,48.38,0.09,91,10,1962.47,5.51,1956.97,-0.62,1.79,1.81,-0.36,-0.65,0.45,0.36,0.66,0.3,0.46,0.31,0.15
47,46.73,0.08,92,37.7,2002.86,7.26,1995.61,-0.92,3.0,2.26,-0.55,-0.92,0.74,0.55,0.71,0.24,0.47,0.33,0.14
48,39.59,0.06,94,39.23,2070.71,8.22,2062.49,-1.02,3.44,3.44,-0.65,-1.13,0.86,0.63,0.84,0.2,0.48,0.46,0.15
49,49.66,0.09,91,20.62,2106.48,6.43,2100.04,-0.9,2.89,2.95,-0.57,-0.94,0.76,0.5,0.71,0.2,0.47,0.34,0.15
50,40.9,0.06,94,12.21,2157.56,4.05,2153.51,-0.45,0.81,0.74,-0.2,-0.23,0.23,0.18,0.38,0.46,0.47,0.54,0.14
51,7.5,0.14,86,3.65,2213.74,2.33,2211.42,-0.29,-0.14,-0.16,-0.07,0.07,-0.01,0.07,0.2,0.57,0.46,0.75,0.13
52,23.93,0.13,87,14.74,2199.1,3.47,2195.63,-0.76,2.64,2.19,-0.47,-0.97,0.68,0.52,0.85,0.26,0.49,0.54,0.13
53,24.76,0.07,93,35.7,2242.68,7.11,2235.57,-1.47,5.26,4.71,-0.96,-1.6,1.15,0.82,0.95,0.11,0.5,0.62,0.13
54,61.96,0.04,96,13.88,2316.27,4.27,2312.0,-0.7,1.93,2.46,-0.41,-0.66,0.47,0.4,0.59,0.33,0.47,0.3,0.15
55,39.15,0.1,90,17.87,2375.37,5.17,2370.2,-0.64,1.74,1.4,-0.33,-0.54,0.44,0.39,0.54,0.33,0.46,0.35,0.13
56,25.15,0.12,88,14.35,2372.01,5.05,2366.95,-0.18,-0.23,-0.05,-0.01,0.01,-0.18,0.11,0.31,0.51,0.46,0.61,0.15
57,40.17,0.06,94,18.18,2410.38,5.42,2404.96,-0.42,0.72,0.74,-0.2,-0.31,0.23,0.23,0.5,0.43,0.47,0.47,0.14
58,29.47,0.09,91,6.95,2504.05,3.65,2500.4,-0.98,2.89,1.97,-0.57,-0.79,0.64,0.46,0.54,0.31,0.48,0.55,0.13
59,38.05,0.06,94,22.61,2571.24,5.95,2565.3,-1.24,3.97,3.75,-0.78,-1.15,0.66,0.61,0.69,0.24,0.49,0.53,0.13
60,45.13,0.04,96,13.29,2594.12,3.4,2590.73,-0.32,0.74,0.98,-0.13,-0.38,0.07,0.48,0.65,0.36,0.44,0.48,0.14
61,25.89,0.08,92,35.04,2579.21,8.03,2571.17,-0.36,1.06,1.43,-0.21,-0.62,0.25,0.38,0.82,0.36,0.49,0.64,0.15
62,58.51,0.03,97,5.75,2698.09,3.14,2694.95,-0.66,2.04,1.55,-0.37,-0.71,0.54,0.45,0.67,0.27,0.46,0.35,0.86
63,44.13,0.03,97,12.54,2769.25,6.06,2763.2,-1.15,4.04,2.47,-0.7,-1.21,0.83,0.66,0.8,0.21,0.49,0.46,0.16
64,54.86,0.06,94,7.68,2832.95,4.2,2828.74,-0.7,2.15,2.06,-0.42,-0.78,0.42,0.43,0.71,0.38,0.5,0.32,0.15
65,37.55,0.05,95,30.6,2885.79,7.18,2878.61,-0.03,-0.51,-0.04,0.05,-0.08,-0.09,0.15,0.54,0.52,0.46,0.57,0.14
66,57.22,0.03,97,38.27,2892.6,7.22,2885.38,-0.7,2.0,1.54,-0.39,-0.63,0.57,0.38,0.59,0.34,0.48,0.37,0.15
67,26.76,0.06,94,36.18,2987.01,8.12,2978.89,0.01,-0.61,0.07,0.07,-0.11,-0.08,0.18,0.65,0.42,0.45,0.64,0.13
68,57.16,0.06,94,14.62,2990.74,5.32,2985.43,-0.56,1.6,2.21,-0.32,-0.62,0.41,0.45,0.69,0.31,0.47,0.34,0.14
69,39.43,0.06,94,36.82,3055.68,7.11,3048.57,-0.43,0.71,1.11,-0.22,-0.31,0.2,0.29,0.5,0.4,0.47,0.49,0.15
70,56.17,0.03,97,24.16,3105.95,6.74,3099.22,-0.98,3.21,2.95,-0.6,-0.98,0.9,0.6,0.72,0.24,0.47,0.38,0.13
71,42.62,0.03,97,21.26,3126.85,4.75,3122.1,-1.16,3.72,2.64,-0.7,-1.02,1.0,0.54,0.65,0.26,0.5,0.5,0.14
