episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,24.91,0.18,82,9.38,27.99,4.7,23.29,-0.63,1.78,1.93,-0.35,-0.57,0.37,0.49,0.6,0.35,0.45,0.29,0.12
2,1.88,0.28,72,20.5,65.66,4.66,61.0,-0.98,2.92,3.18,-0.59,-0.85,0.52,0.43,0.56,0.29,0.5,0.54,0.12
3,11.6,0.25,75,9.39,99.43,3.49,95.95,-0.44,1.19,1.05,-0.23,-0.51,0.29,0.36,0.67,0.29,0.44,0.41,0.14
4,2.35,0.27,73,32.15,146.36,7.48,138.88,-0.43,0.86,1.16,-0.2,-0.34,0.15,0.33,0.47,0.41,0.46,0.44,0.12
5,16.46,0.16,84,29.12,178.4,6.38,172.02,-0.77,2.68,2.25,-0.48,-0.96,0.8,0.55,0.84,0.23,0.47,0.54,0.12
6,10.89,0.24,76,22.47,220.05,5.76,214.29,-0.55,1.63,1.5,-0.31,-0.65,0.46,0.43,0.71,0.32,0.46,0.4,0.12
7,9.37,0.27,73,7.73,250.86,2.94,247.92,-0.45,0.94,1.51,-0.26,-0.44,0.21,0.25,0.62,0.27,0.48,0.42,0.12
8,15.8,0.17,83,22.24,298.16,5.6,292.55,-0.21,-0.18,-0.01,-0.03,0.03,-0.09,0.13,0.34,0.47,0.45,0.64,0.12
9,1.67,0.25,75,28.31,332.96,6.16,326.8,-0.38,1.15,1.48,-0.24,-0.66,0.35,0.35,0.81,0.36,0.49,0.63,0.12
10,5.58,0.21,79,46.18,382.84,9.16,373.67,-0.43,1.17,1.13,-0.21,-0.49,0.26,0.4,0.62,0.38,0.45,0.44,0.13
11,-0.04,0.2,80,56.4,418.52,9.64,408.88,-1.44,5.15,4.51,-0.94,-1.57,1.23,0.79,0.95,0.1,0.49,0.61,0.12
12,23.13,0.16,84,5.88,454.89,3.15,451.74,-0.76,2.63,2.62,-0.45,-0.93,0.58,0.61,0.79,0.26,0.46,0.54,0.14
13,16.05,0.21,79,10.1,494.01,4.06,489.95,-0.08,-0.45,0.07,0.03,-0.02,-0.11,0.27,0.49,0.4,0.43,0.52,0.12
14,11.76,0.21,79,15.49,537.53,5.83,531.7,-0.78,1.98,1.37,-0.43,-0.56,0.39,0.39,0.49,0.33,0.48,0.61,0.12
15,8.21,0.22,78,25.69,593.21,7.82,585.38,0.0,-0.58,-0.0,0.08,-0.08,-0.16,0.22,0.56,0.49,0.44,0.6,0.11
16,16.17,0.19,81,16.49,608.27,6.91,601.36,-1.03,3.22,3.31,-0.64,-0.96,0.79,0.49,0.65,0.17,0.49,0.52,0.12
17,7.99,0.24,76,11.87,659.67,4.43,655.24,-0.19,-0.22,-0.08,-0.01,0.04,-0.12,0.09,0.28,0.55,0.48,0.64,0.11
18,20.41,0.17,83,20.02,696.43,6.33,690.1,-1.08,3.62,3.09,-0.68,-1.12,1.0,0.58,0.78,0.17,0.5,0.4,0.12
19,14.6,0.19,81,18.42,729.33,6.51,722.81,-1.29,4.38,3.58,-0.81,-1.22,0.88,0.6,0.69,0.14,0.5,0.55,0.12
20,13.22,0.19,81,19.7,776.97,6.52,770.44,-1.54,5.33,4.21,-0.96,-1.45,1.11,0.74,0.73,0.18,0.48,0.61,0.12
21,23.47,0.12,88,24.1,817.4,6.58,810.82,-0.51,1.56,1.66,-0.26,-0.6,0.34,0.52,0.69,0.34,0.45,0.51,0.78
