episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,0.57,0.18,82,11.72,30.81,5.69,25.12,-0.98,2.89,2.96,-0.59,-0.81,0.74,0.45,0.54,0.29,0.48,0.55,0.17
2,-10.23,0.24,76,18.92,65.45,4.95,60.5,-1.51,5.42,5.2,-0.98,-1.62,1.18,0.86,0.92,0.1,0.5,0.63,0.18
3,-5.7,0.19,81,8.22,107.62,3.23,104.4,-0.24,-0.14,-0.06,-0.05,0.04,-0.09,0.06,0.3,0.52,0.47,0.68,0.23
4,-1.86,0.24,76,27.72,153.6,7.28,146.32,-0.41,0.71,1.15,-0.22,-0.36,0.15,0.22,0.53,0.34,0.49,0.48,0.21
5,5.21,0.2,80,22.75,178.95,5.62,173.32,-0.65,2.04,1.66,-0.36,-0.71,0.64,0.51,0.71,0.29,0.45,0.38,0.29
6,2.53,0.23,77,18.55,222.99,5.36,217.64,-1.01,3.18,3.8,-0.63,-1.0,0.77,0.56,0.71,0.25,0.48,0.35,0.14
7,-1.32,0.23,77,12.12,257.99,3.96,254.03,-1.1,3.92,2.63,-0.67,-1.2,1.0,0.64,0.77,0.22,0.48,0.47,0.22
8,-6.19,0.24,76,21.37,300.89,5.28,295.61,-0.9,3.08,2.63,-0.58,-1.11,0.84,0.55,0.9,0.24,0.49,0.51,0.21
9,-8.61,0.2,80,31.43,343.02,6.4,336.62,-1.8,6.45,6.97,-1.21,-1.91,1.27,0.92,0.96,0.05,0.51,0.7,0.16
10,-4.94,0.23,77,48.62,378.89,9.28,369.61,-1.14,3.64,2.21,-0.66,-0.94,0.87,0.48,0.53,0.3,0.48,0.51,0.15
11,5.8,0.18,82,58.93,426.05,9.76,416.29,-0.41,1.0,0.51,-0.17,-0.4,0.32,0.37,0.57,0.43,0.46,0.38,0.17
12,-2.61,0.24,76,4.97,452.82,2.76,450.05,-0.36,0.74,1.59,-0.18,-0.38,0.12,0.28,0.55,0.38,0.47,0.4,0.15
13,7.79,0.17,83,10.84,499.32,4.33,494.99,-0.74,2.1,1.56,-0.41,-0.62,0.61,0.35,0.52,0.31,0.47,0.38,0.18
14,-2.03,0.25,75,15.25,534.07,6.04,528.03,-0.68,2.0,0.87,-0.36,-0.61,0.46,0.4,0.55,0.36,0.49,0.36,0.2
15,-4.9,0.23,77,24.21,587.62,7.44,580.18,-0.06,-0.41,0.03,0.04,-0.06,-0.18,0.14,0.48,0.39,0.45,0.56,0.2
16,-1.77,0.16,84,17.43,609.11,7.18,601.93,-0.29,0.81,0.77,-0.15,-0.54,0.2,0.39,0.82,0.36,0.46,0.66,0.13
17,9.83,0.13,87,11.33,657.93,4.36,653.56,-0.56,1.36,1.44,-0.3,-0.47,0.24,0.31,0.55,0.33,0.46,0.4,0.17
18,-13.45,0.27,73,20.68,702.38,6.46,695.92,-0.66,1.49,1.42,-0.36,-0.45,0.34,0.29,0.45,0.36,0.48,0.64,0.25
19,4.59,0.19,81,15.06,739.87,5.8,734.07,-0.95,3.12,2.88,-0.58,-0.98,0.68,0.58,0.73,0.25,0.48,0.37,0.14
20,2.69,0.22,78,19.23,776.99,6.45,770.54,-0.49,1.39,0.6,-0.24,-0.52,0.37,0.36,0.62,0.42,0.46,0.37,0.2
21,3.22,0.14,86,25.86,820.94,6.78,814.16,-0.0,-0.56,0.01,0.09,-0.04,-0.22,0.33,0.55,0.44,0.43,0.61,1.15
22,18.58,0.07,93,2.51,869.77,1.75,868.02,-0.36,0.85,0.62,-0.16,-0.38,0.15,0.29,0.56,0.39,0.46,0.42,0.18
23,7.98,0.11,89,26.78,909.48,7.24,902.25,-1.26,4.35,4.76,-0.85,-1.43,1.24,0.68,0.96,0.12,0.5,0.57,0.16
24,10.88,0.08,92,38.43,952.61,7.72,944.89,-1.47,5.31,5.03,-0.96,-1.6,1.19,0.82,0.9,0.13,0.5,0.62,0.24
25,17.93,0.05,95,34.69,1001.61,8.55,993.05,-0.95,3.43,2.45,-0.59,-1.13,0.85,0.63,0.86,0.24,0.49,0.5,0.14
26,25.43,0.05,95,3.71,1040.18,2.49,1037.68,-0.67,1.82,2.19,-0.39,-0.61,0.3,0.4,0.58,0.28,0.47,0.38,0.15
27,7.41,0.11,89,16.8,1085.0,6.53,1078.47,-0.65,2.12,2.96,-0.41,-0.85,0.38,0.54,0.84,0.28,0.47,0.57,0.31
28,5.33,0.14,86,33.16,1162.88,7.06,1155.81,-1.14,4.14,2.59,-0.7,-1.29,1.06,0.7,0.87,0.17,0.49,0.55,0.23
29,-2.66,0.14,86,19.22,1194.12,7.38,1186.74,-1.92,7.03,5.12,-1.24,-1.96,1.62,0.94,0.94,0.05,0.5,0.72,0.18
30,13.68,0.1,90,26.13,1220.13,6.04,1214.09,-0.41,1.19,0.94,-0.21,-0.55,0.39,0.38,0.72,0.32,0.47,0.46,0.17
31,16.92,0.05,95,30.48,1277.12,7.18,1269.94,-0.09,-0.41,-0.05,0.04,-0.0,-0.11,0.2,0.38,0.5,0.46,0.52,0.16
32,13.05,0.12,88,27.07,1328.12,7.22,1320.91,-1.11,3.85,2.75,-0.68,-1.15,1.07,0.68,0.77,0.22,0.47,0.44,0.17
33,15.18,0.06,94,58.21,1376.15,9.73,1366.43,-1.08,3.95,2.94,-0.67,-1.24,0.95,0.7,0.82,0.23,0.48,0.54,0.16
34,6.91,0.1,90,4.2,1433.37,2.75,1430.62,-1.5,5.22,4.02,-0.95,-1.45,1.26,0.7,0.78,0.13,0.5,0.6,0.14
35,17.35,0.05,95,29.26,1456.14,6.86,1449.28,-0.07,-0.42,-0.01,0.05,-0.04,-0.24,0.19,0.47,0.5,0.46,0.52,0.17
36,18.59,0.04,96,24.71,1491.79,5.89,1485.9,-0.08,-0.41,-0.07,0.05,-0.01,-0.2,0.16,0.38,0.56,0.47,0.52,0.16
37,12.98,0.12,88,32.18,1556.71,8.39,1548.32,-0.73,2.13,0.95,-0.41,-0.62,0.73,0.35,0.57,0.31,0.47,0.35,0.19
38,4.94,0.12,88,6.83,1576.78,3.6,1573.18,-0.44,1.41,1.22,-0.24,-0.65,0.4,0.46,0.81,0.28,0.47,0.62,0.18
39,13.65,0.05,95,21.22,1640.72,5.68,1635.03,-0.16,-0.28,-0.06,0.0,0.04,-0.06,0.17,0.33,0.54,0.46,0.62,0.2
40,11.46,0.05,95,9.89,1675.3,3.34,1671.96,-0.62,1.42,1.3,-0.32,-0.37,0.35,0.24,0.41,0.34,0.48,0.65,0.21
41,1.25,0.1,90,8.67,1725.32,3.14,1722.18,-2.02,7.37,6.55,-1.34,-2.1,1.57,1.0,1.0,0.0,0.51,0.75,1.06
42,14.17,0.02,98,8.41,1765.35,4.8,1760.55,-1.66,5.8,5.31,-1.09,-1.67,1.25,0.82,0.86,0.08,0.51,0.65,0.16
43,10.2,0.05,95,40.51,1865.19,8.39,1856.8,0.07,-0.71,0.12,0.11,-0.11,-0.18,0.34,0.7,0.39,0.42,0.71,0.15
44,6.84,0.06,94,32.48,1855.65,7.5,1848.15,0.07,-0.72,0.09,0.09,-0.15,-0.13,0.26,0.76,0.38,0.44,0.72,0.15
45,20.08,0.04,96,39.08,1916.57,8.07,1908.5,-0.7,1.83,1.85,-0.39,-0.55,0.38,0.4,0.52,0.38,0.48,0.45,0.16
46,20.2,0.02,98,8.95,1997.32,5.06,1992.27,-0.12,-0.38,-0.01,0.01,-0.03,-0.05,0.14,0.45,0.48,0.45,0.55,0.17
47,16.59,0.02,98,33.27,2016.12,6.71,2009.41,-1.59,5.56,4.25,-1.01,-1.53,1.32,0.76,0.79,0.17,0.51,0.62,0.17
48,18.5,0.04,96,51.06,2057.09,8.97,2048.12,-0.72,2.43,2.15,-0.43,-0.89,0.45,0.53,0.78,0.27,0.46,0.5,0.22
49,13.4,0.05,95,22.11,2118.28,7.12,2111.16,-0.53,1.69,2.06,-0.32,-0.76,0.44,0.46,0.82,0.34,0.48,0.6,0.21
50,11.16,0.09,91,8.27,2167.89,3.05,2164.84,-0.03,-0.53,0.07,0.05,-0.07,-0.13,0.21,0.59,0.41,0.44,0.57,0.19
51,27.62,0.04,96,3.66,2196.31,2.33,2193.98,-0.61,1.73,1.39,-0.33,-0.58,0.38,0.42,0.59,0.35,0.48,0.31,0.18
52,11.05,0.06,94,22.96,2265.39,4.56,2260.83,-0.73,1.87,1.53,-0.4,-0.5,0.47,0.29,0.45,0.3,0.5,0.62,0.17
53,20.75,0.02,98,39.4,2306.2,7.55,2298.65,-0.81,2.79,2.92,-0.5,-0.99,0.74,0.58,0.83,0.3,0.5,0.53,0.18
54,9.16,0.06,94,16.36,2344.77,4.85,2339.91,0.05,-0.64,0.05,0.11,-0.08,-0.15,0.24,0.58,0.45,0.44,0.66,0.17
55,16.46,0.06,94,21.33,2373.14,5.97,2367.17,-0.38,1.04,1.28,-0.22,-0.58,0.21,0.32,0.78,0.28,0.47,0.5,0.2
56,14.22,0.05,95,15.03,2458.45,5.29,2453.16,-0.83,2.27,1.67,-0.46,-0.59,0.41,0.38,0.41,0.39,0.48,0.6,0.17
57,11.89,0.08,92,20.11,2510.64,5.86,2504.78,-1.34,4.35,4.86,-0.86,-1.24,0.94,0.64,0.68,0.24,0.51,0.55,0.19
58,17.29,0.04,96,5.72,2517.48,3.11,2514.38,-0.28,0.63,0.81,-0.12,-0.41,0.13,0.34,0.62,0.36,0.45,0.5,0.21
59,19.56,0.02,98,28.64,2577.24,5.95,2571.29,-0.02,-0.55,0.07,0.05,-0.1,-0.04,0.13,0.59,0.38,0.46,0.57,0.16
60,18.55,0.07,93,23.55,2633.98,4.77,2629.2,-0.4,0.98,1.35,-0.21,-0.47,0.18,0.37,0.64,0.33,0.46,0.43,0.18
61,5.34,0.07,93,39.77,2723.25,8.6,2714.65,0.05,-0.5,0.1,0.07,-0.22,-0.06,0.29,0.77,0.4,0.45,0.73,0.34
62,21.27,0.02,98,7.37,2744.17,3.83,2740.35,-1.07,3.78,3.17,-0.68,-1.25,0.93,0.64,0.87,0.22,0.49,0.53,2.22
