episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,32.36,0.16,84,8.93,28.65,4.51,24.14,-0.78,2.51,2.35,-0.44,-0.79,0.64,2.74,2.18,2.27,0.48,0.32,0.15
2,23.58,0.18,82,21.88,68.44,5.17,63.27,-0.09,-0.42,-0.05,0.03,-0.05,-0.16,2.32,1.76,2.6,0.44,0.51,0.12
3,15.79,0.27,73,10.33,105.77,3.69,102.08,-0.94,3.32,0.87,-0.56,-1.03,1.2,2.86,2.49,1.96,0.49,0.36,0.13
4,20.29,0.19,81,27.78,152.35,7.41,144.94,-0.02,-0.57,0.03,0.05,-0.09,-0.05,2.14,1.56,2.72,0.43,0.61,0.13
5,18.35,0.18,82,30.66,195.17,7.0,188.17,-0.77,1.99,2.09,-0.43,-0.54,0.47,2.78,2.27,2.1,0.48,0.61,0.12
6,13.49,0.27,73,20,224.94,5.51,219.42,-0.63,1.61,2.28,-0.33,-0.49,0.37,2.7,2.08,2.37,0.48,0.39,0.13
7,7.74,0.28,72,9.54,259.97,3.38,256.58,-0.12,-0.38,0.05,-0.01,-0.08,-0.11,2.5,2.04,2.6,0.48,0.53,0.12
8,25.98,0.21,79,16.78,301.85,4.41,297.44,-0.68,1.93,1.45,-0.39,-0.66,0.45,2.87,2.27,2.13,0.48,0.31,0.14
9,14.89,0.23,77,28.19,334.32,5.8,328.52,-1.09,3.8,3.95,-0.7,-1.22,0.94,2.82,2.12,1.96,0.46,0.53,0.12
10,27.91,0.15,85,47.81,381.83,9.24,372.59,-1.02,3.57,3.2,-0.64,-1.15,0.78,2.72,2.04,1.96,0.45,0.52,0.13
11,17.83,0.23,77,56.94,424.24,9.67,414.57,-1.03,3.48,2.9,-0.64,-1.06,0.87,2.96,2.26,1.95,0.48,0.39,0.16
