episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,6.07,0.16,84,9,29.64,4.55,25.1,-0.9,2.84,2.19,-0.52,-0.83,0.65,0.51,0.6,0.31,0.48,0.33,0.16
2,2.23,0.19,81,23.14,69.57,5.2,64.37,-0.54,1.26,1.15,-0.29,-0.44,0.44,0.26,0.54,0.32,0.48,0.44,0.13
3,2.3,0.19,81,10.02,107.81,3.64,104.17,-0.52,1.5,1.49,-0.27,-0.58,0.23,0.43,0.63,0.38,0.47,0.36,0.15
4,-7.03,0.26,74,24.11,153.76,7.3,146.46,-1.13,3.98,3.24,-0.72,-1.23,1.11,0.62,0.85,0.18,0.49,0.48,0.14
5,1.0,0.2,80,22.3,184.89,5.74,179.15,-0.62,1.78,2.39,-0.36,-0.67,0.47,0.44,0.66,0.32,0.48,0.34,0.18
6,3.97,0.19,81,23.11,226.72,5.93,220.79,0.02,-0.6,0.03,0.09,-0.09,-0.15,0.24,0.59,0.42,0.43,0.62,0.13
7,2.63,0.19,81,12.79,268.82,4.13,264.69,-0.31,0.28,0.41,-0.11,-0.16,0.08,0.16,0.43,0.46,0.47,0.55,0.13
8,-2.4,0.22,78,18.31,306.14,4.78,301.36,-1.1,3.46,2.75,-0.66,-0.92,0.8,0.5,0.55,0.24,0.5,0.52,0.13
9,-11.97,0.3,70,29.93,349.84,6.29,343.54,-1.36,4.57,4.27,-0.86,-1.29,0.85,0.64,0.69,0.19,0.48,0.56,0.14
10,-0.1,0.21,79,48.2,384.04,9.26,374.78,-0.57,1.72,1.53,-0.3,-0.6,0.39,0.4,0.57,0.4,0.47,0.33,0.15
11,-5.9,0.25,75,55.04,425.93,9.58,416.35,-0.75,1.95,1.88,-0.43,-0.58,0.37,0.35,0.51,0.31,0.49,0.61,0.13
12,-5.77,0.26,74,5.51,454.86,3.0,451.86,-0.3,-0.05,-0.12,-0.06,0.09,-0.16,0.11,0.19,0.58,0.45,0.71,0.19
13,-0.5,0.21,79,9.67,499.39,3.92,495.47,-1.08,3.33,2.26,-0.63,-0.86,0.79,0.49,0.52,0.3,0.48,0.53,0.17
14,-3.97,0.24,76,12.79,525.82,5.61,520.21,-1.09,3.81,3.99,-0.71,-1.25,0.71,0.71,0.9,0.18,0.47,0.53,0.14
15,2.47,0.19,81,20.98,577.54,6.51,571.04,-1.02,3.32,2.72,-0.63,-1.01,0.87,0.54,0.73,0.17,0.47,0.37,0.13
16,-7.47,0.26,74,16.97,608.32,7.05,601.27,-1.04,3.84,2.38,-0.64,-1.21,1.1,0.65,0.84,0.24,0.5,0.53,0.12
17,6.13,0.16,84,10.6,648.2,4.23,643.98,-1.08,3.65,3.03,-0.66,-1.06,0.85,0.63,0.69,0.26,0.47,0.4,0.12
18,11.17,0.11,89,20.49,695.94,6.86,689.08,-1.38,4.55,4.37,-0.88,-1.3,1.04,0.65,0.73,0.19,0.5,0.56,0.17
19,5.63,0.15,85,16.56,738.3,6.09,732.21,-2.02,7.4,6.66,-1.34,-2.09,1.65,1.0,1.0,0.0,0.52,0.75,0.12
20,6.0,0.16,84,19.1,788.88,6.43,782.45,-1.12,4.07,2.73,-0.7,-1.28,1.11,0.68,0.87,0.18,0.48,0.54,0.17
21,7.8,0.14,86,23.29,833.58,6.35,827.23,-1.75,6.37,5.08,-1.14,-1.85,1.58,0.88,0.98,0.04,0.49,0.69,0.92
22,18.2,0.06,94,2.39,862.65,1.7,860.96,-0.44,0.96,0.46,-0.2,-0.34,0.14,0.27,0.46,0.39,0.48,0.46,0.32
23,15.27,0.1,90,28.56,909.51,7.67,901.84,-0.04,-0.48,0.02,0.07,-0.03,-0.2,0.24,0.48,0.44,0.44,0.54,0.42
24,13.03,0.1,90,31.2,966.9,6.83,960.07,-1.04,3.71,3.26,-0.66,-1.2,0.89,0.69,0.89,0.21,0.49,0.52,0.64
25,16.33,0.08,92,36.17,1003.82,8.62,995.2,-0.34,0.71,0.81,-0.16,-0.38,0.2,0.3,0.62,0.37,0.47,0.45,0.23
26,21.53,0.05,95,3.83,1044.19,2.57,1041.62,-0.42,1.21,1.8,-0.26,-0.62,0.37,0.48,0.86,0.24,0.44,0.63,0.21
27,16.9,0.08,92,15.24,1102.89,6.11,1096.78,-0.82,2.65,1.88,-0.47,-0.82,0.73,0.55,0.67,0.29,0.46,0.33,0.14
28,5.07,0.16,84,31.86,1157.82,6.96,1150.86,-1.09,3.78,4.23,-0.73,-1.29,1.05,0.61,0.88,0.18,0.5,0.54,0.19
29,14.97,0.08,92,20.43,1212.03,7.29,1204.74,-1.83,6.68,5.51,-1.21,-1.92,1.66,0.94,0.98,0.03,0.5,0.71,0.32
30,21.87,0.03,97,25.37,1236.23,6.13,1230.1,-1.0,3.34,3.47,-0.64,-1.08,0.87,0.59,0.8,0.23,0.49,0.41,0.31
31,17.83,0.06,94,27.11,1277.27,6.95,1270.32,-1.07,3.49,3.34,-0.66,-1.04,0.6,0.6,0.68,0.27,0.49,0.4,0.21
32,20.57,0.06,94,30.86,1336.48,7.03,1329.45,-0.36,1.0,1.14,-0.21,-0.58,0.41,0.43,0.86,0.21,0.44,0.64,0.15
33,14.4,0.09,91,55.91,1378.92,9.62,1369.3,-1.52,5.65,3.57,-0.96,-1.62,1.49,0.86,0.92,0.09,0.49,0.64,0.17
34,20.8,0.04,96,3.93,1439.77,2.58,1437.19,-0.74,2.24,2.11,-0.42,-0.76,0.43,0.46,0.7,0.3,0.48,0.34,0.18
35,17.53,0.07,93,30.24,1465.78,6.95,1458.84,-0.64,1.83,2.27,-0.36,-0.66,0.32,0.43,0.67,0.34,0.47,0.29,0.21
36,18.2,0.07,93,23.94,1508.67,5.89,1502.77,-0.19,-0.25,-0.09,-0.01,0.04,-0.15,0.15,0.3,0.52,0.46,0.6,0.15
37,19.9,0.05,95,30.99,1569.15,8.33,1560.82,-1.07,3.58,2.9,-0.65,-1.09,0.99,0.65,0.77,0.24,0.48,0.4,0.14
38,18.2,0.07,93,6.62,1596.39,3.51,1592.88,-0.44,0.92,0.42,-0.2,-0.31,0.22,0.23,0.45,0.41,0.46,0.46,0.15
39,17.13,0.07,93,21.29,1646.66,5.56,1641.1,-0.71,1.91,2.26,-0.41,-0.63,0.31,0.39,0.59,0.3,0.48,0.41,0.15
40,14.37,0.1,90,9,1686.47,3.13,1683.33,-0.15,-0.29,-0.09,0.01,-0.01,-0.18,0.12,0.38,0.57,0.46,0.53,0.16
41,22.53,0.04,96,12.04,1734.04,3.94,1730.1,-0.32,0.62,0.81,-0.15,-0.38,0.19,0.31,0.66,0.32,0.45,0.48,1.02
42,23.63,0.02,98,7.69,1802.85,4.42,1798.43,-0.1,-0.39,-0.0,0.03,-0.02,-0.15,0.17,0.45,0.44,0.48,0.54,0.16
43,21.8,0.04,96,37.17,1859.78,7.73,1852.04,-0.29,-0.06,-0.09,-0.07,0.08,-0.05,0.09,0.19,0.54,0.46,0.75,0.14
44,23.13,0.03,97,19.67,1882.96,6.36,1876.6,-0.96,3.03,1.78,-0.55,-0.82,0.73,0.55,0.54,0.29,0.46,0.42,0.16
45,24.73,0.01,99,39.6,1943.96,8.31,1935.66,-1.13,3.79,2.93,-0.7,-1.11,0.87,0.55,0.7,0.23,0.48,0.41,0.17
46,24.07,0.02,98,10.44,2021.06,5.63,2015.43,-0.64,2.12,1.75,-0.37,-0.8,0.64,0.53,0.78,0.29,0.47,0.5,0.15
47,23.63,0.02,98,28.53,2040.48,6.2,2034.29,-1.03,3.49,1.83,-0.61,-1.0,0.93,0.58,0.7,0.22,0.48,0.39,0.15
48,22.67,0.04,96,44.19,2130.18,8.85,2121.33,0.0,-0.59,0.02,0.07,-0.1,-0.15,0.23,0.58,0.42,0.44,0.6,0.16
49,26.63,0.0,100,19.48,2153.05,6.57,2146.48,-0.77,2.68,2.37,-0.47,-0.95,0.58,0.61,0.82,0.28,0.47,0.54,0.14
50,23.33,0.03,97,9.92,2194.24,3.48,2190.76,-0.78,2.66,2.79,-0.47,-0.94,0.54,0.63,0.81,0.26,0.46,0.54,0.14
51,22.73,0.04,96,3.84,2272.61,2.42,2270.19,-0.11,-0.15,0.57,-0.0,-0.17,-0.16,0.27,0.59,0.42,0.44,0.57,0.16
52,19.2,0.05,95,14.29,2265.13,3.38,2261.75,-1.22,3.91,3.53,-0.75,-1.1,0.79,0.58,0.66,0.23,0.49,0.52,0.17
53,21.97,0.04,96,41.14,2373.9,8.11,2365.79,-0.24,0.26,0.6,-0.09,-0.25,0.13,0.25,0.55,0.34,0.46,0.45,0.17
54,17.73,0.07,93,16.19,2416.04,4.81,2411.23,-0.77,2.32,1.99,-0.44,-0.69,0.58,0.44,0.59,0.3,0.47,0.32,0.18
55,19.87,0.05,95,19.56,2403.58,5.56,2398.02,-0.27,-0.16,-0.05,-0.08,0.02,-0.07,0.08,0.32,0.45,0.48,0.75,0.17
56,18.97,0.06,94,14.28,2463.68,5.32,2458.36,-0.79,2.47,2.12,-0.47,-0.76,0.59,0.47,0.61,0.27,0.47,0.3,0.14
57,24.43,0.01,99,20.45,2532.4,5.88,2526.53,-0.86,2.67,2.25,-0.52,-0.85,0.66,0.52,0.7,0.28,0.49,0.31,0.14
58,25.47,0.01,99,6.56,2563.58,3.47,2560.1,-0.73,1.86,0.94,-0.38,-0.48,0.35,0.34,0.42,0.4,0.46,0.62,0.14
59,20.73,0.04,96,27.88,2633.17,6.58,2626.58,-1.27,4.33,6.08,-0.86,-1.41,0.97,0.73,0.91,0.1,0.48,0.57,0.19
60,20.03,0.05,95,19.89,2685.78,4.29,2681.49,-1.04,3.64,3.94,-0.65,-1.18,0.73,0.72,0.83,0.2,0.47,0.52,0.23
61,16.97,0.06,94,36.48,2740.93,8.29,2732.64,-1.93,6.94,6.58,-1.29,-1.98,1.52,0.96,0.95,0.03,0.51,0.72,0.19
62,20.87,0.05,95,6.55,2771.27,3.48,2767.79,-0.17,-0.27,0.09,-0.04,-0.03,-0.03,0.13,0.43,0.3,0.46,0.61,1.04
63,23.97,0.01,99,12,2871.55,5.83,2865.72,-0.9,2.98,2.28,-0.55,-0.96,0.7,0.54,0.76,0.28,0.5,0.35,0.16
64,24.67,0.02,98,8.81,2938.63,4.71,2933.92,0.0,-0.22,0.54,0.08,-0.24,-0.08,0.34,0.63,0.47,0.46,0.71,0.15
65,25.1,0.01,99,28.31,2906.32,6.86,2899.45,-0.77,2.29,1.52,-0.43,-0.69,0.59,0.46,0.61,0.35,0.47,0.34,0.16
66,25.6,0.01,99,31.72,2939.94,6.49,2933.45,0.04,-0.65,0.05,0.1,-0.09,-0.15,0.22,0.61,0.43,0.46,0.62,0.21
67,24.6,0.02,98,36.67,3083.27,8.1,3075.16,-0.57,1.49,2.12,-0.32,-0.53,0.28,0.35,0.59,0.32,0.46,0.32,0.41
