episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,-9.0,0.29,71,10.89,25.35,5.32,20.03,-0.09,-0.4,0.06,0.02,-0.05,-0.13,2.15,1.86,2.37,0.44,0.52,0.12
2,5.73,0.16,84,23.12,62.41,5.17,57.24,-0.96,3.21,2.42,-0.57,-0.98,0.8,2.69,1.93,2.06,0.48,0.36,0.13
3,-5.53,0.24,76,12.58,105.42,4.16,101.26,-1.7,6.02,5.4,-1.12,-1.7,1.47,3.13,2.21,1.45,0.51,0.66,0.14
4,-0.13,0.21,79,27.32,145.35,7.08,138.28,-0.62,1.6,2.1,-0.35,-0.54,0.22,2.65,1.92,2.22,0.47,0.36,0.12
5,1.0,0.2,80,27.15,181.9,6.2,175.7,-0.94,3.37,2.59,-0.57,-1.09,0.76,2.62,2.01,2.0,0.48,0.5,0.12
6,0.47,0.21,79,21.87,222.18,5.7,216.48,-0.06,-0.48,-0.04,0.05,-0.04,-0.1,2.37,1.9,2.52,0.46,0.51,0.12
7,-1.03,0.22,78,9.78,258.37,3.44,254.92,-0.61,1.84,2.04,-0.35,-0.72,0.21,2.67,1.86,2.24,0.46,0.46,0.12
8,-3.53,0.23,77,19.32,298.6,4.94,293.66,-1.61,5.69,4.43,-1.02,-1.58,1.26,2.83,2.05,1.62,0.49,0.63,0.12
9,5.63,0.17,83,24.7,336.21,5.46,330.75,-0.1,-0.39,-0.07,0.02,-0.02,-0.1,2.37,1.75,2.55,0.46,0.52,0.14
10,9.07,0.13,87,49.29,384.71,9.31,375.4,-1.53,5.45,5.68,-1.01,-1.64,1.26,2.82,2.39,1.7,0.49,0.64,0.12
11,-1.0,0.21,79,56.71,430.37,9.66,420.71,-0.64,1.96,1.81,-0.38,-0.73,0.55,2.72,2.08,2.25,0.49,0.33,0.12
12,-4.7,0.24,76,5.39,459.92,2.95,456.97,-1.01,2.91,3.12,-0.6,-0.8,0.51,2.87,2.1,1.95,0.49,0.55,0.12
