episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,32.46,0.2,80,11.5,29.92,5.6,24.32,0.76,0.18,0.02,0.74,0.63,-0.05,2.41,1.66,1.66,5.74,0.22,0.36
2,36.04,0.15,85,16.64,27.64,4.37,23.27,0.62,0.24,0.2,0.57,0.03,0.35,2.25,1.49,1.65,5.39,0.12,0.34
3,44.32,0.18,82,9.93,25.32,3.61,21.71,0.26,0.75,1.43,0.32,-1.16,1.7,2.94,2.29,2.71,7.94,0.06,0.14
4,16.67,0.23,77,29.64,29.36,7.47,21.9,0.52,0.3,0.28,0.47,-0.32,0.7,2.21,1.61,2.0,5.82,0.15,0.12
5,18.14,0.24,76,27.5,26.48,6.24,20.24,0.48,0.25,0.95,0.42,-0.39,0.48,2.4,1.76,2.2,6.36,0.06,0.12
6,22.71,0.2,80,22.85,29.16,6.03,23.12,0.8,0.07,-0.12,0.74,0.66,-0.24,2.16,1.23,1.59,4.97,0.18,0.14
7,27.11,0.22,78,10.31,26.4,3.6,22.79,0.68,0.05,-0.01,0.59,0.24,0.02,1.87,1.3,1.72,4.88,0.19,0.13
8,17.93,0.26,74,20.49,24.54,5.03,19.51,0.55,0.29,0.76,0.52,-0.19,0.59,2.37,1.61,1.99,5.96,0.01,0.12
9,18.71,0.26,74,24.97,26.26,5.53,20.73,0.34,0.47,1.35,0.31,-0.96,1.07,2.54,1.9,2.62,7.07,0.14,0.12
10,9.2,0.21,79,47.39,30.01,9.22,20.78,0.63,0.31,0.41,0.63,0.17,0.38,2.47,1.7,1.85,6.01,0.02,0.13
11,4.26,0.2,80,54.4,32.33,9.55,22.78,0.57,0.34,1.01,0.54,-0.15,0.63,2.17,1.46,1.81,5.45,0.15,0.12
12,34.53,0.21,79,6.73,28.56,3.53,25.04,0.7,0.08,-0.07,0.64,0.49,-0.19,2.4,1.77,1.78,5.96,0.22,0.12
13,35.97,0.17,83,12.12,26.36,4.45,21.9,0.85,0.1,-0.15,0.83,1.0,-0.4,2.29,1.52,1.63,5.43,0.04,0.12
14,26.63,0.27,73,14.58,25.34,5.64,19.7,0.26,0.57,2.46,0.25,-1.17,1.15,2.99,2.4,2.84,8.22,0.09,0.13
15,25.17,0.19,81,25.17,31.99,7.59,24.4,0.74,0.08,-0.13,0.68,0.58,-0.25,2.38,1.63,1.68,5.69,0.2,0.12
16,36.99,0.14,86,18.23,30.24,7.22,23.02,0.5,0.26,0.55,0.42,-0.45,0.74,2.04,1.48,2.0,5.51,0.08,0.12
17,51.21,0.13,87,12.94,27.94,4.7,23.24,0.26,0.74,2.2,0.31,-1.18,1.61,2.92,2.3,2.77,7.99,0.08,0.12
18,32.01,0.17,83,20.72,29.19,6.56,22.63,0.58,0.37,1.39,0.57,-0.07,0.64,2.35,1.68,1.9,5.93,0.11,0.12
19,29.19,0.2,80,15.07,27.56,5.71,21.85,0.61,0.28,0.24,0.58,-0.02,0.51,2.15,1.42,1.86,5.44,0.1,0.12
20,33.25,0.17,83,18.84,28.78,6.3,22.48,0.52,0.35,1.64,0.48,-0.36,0.67,2.24,1.49,2.19,5.93,0.1,0.12
21,32.29,0.15,85,25.84,34.32,6.96,27.36,0.46,0.31,0.93,0.41,-0.51,0.59,2.26,1.65,2.18,6.08,0.25,0.71
22,68.23,0.06,94,2.37,28.01,1.69,26.32,0.35,0.59,1.48,0.36,-0.92,1.42,2.67,1.98,2.56,7.21,0.15,0.12
23,40.78,0.1,90,28.56,33.62,7.67,25.96,0.45,0.32,1.32,0.39,-0.62,0.71,2.5,1.87,2.42,6.79,0.17,0.13
24,20.64,0.16,84,38.29,30.52,7.62,22.9,0.6,0.23,0.68,0.55,-0.05,0.37,2.24,1.51,1.82,5.57,0.11,0.12
25,25.76,0.15,85,31.25,33.58,8.4,25.18,0.79,0.08,-0.11,0.73,0.69,-0.18,2.13,1.56,1.58,5.27,0.2,0.13
26,61.81,0.11,89,2.81,27.9,1.97,25.93,0.26,0.6,1.25,0.26,-1.19,1.32,2.91,2.27,2.8,7.98,0.19,0.14
27,47.32,0.09,91,17.05,33.78,6.53,27.25,0.53,0.4,0.74,0.51,-0.3,0.82,2.3,1.56,2.06,5.91,0.2,0.13
28,20.65,0.2,80,26.35,28.94,6.04,22.9,0.63,0.05,0.01,0.53,0.11,0.03,1.95,1.34,1.74,5.03,0.16,0.12
29,50.98,0.09,91,21.16,36.14,7.46,28.68,0.42,0.48,1.75,0.42,-0.58,0.82,2.93,2.2,2.53,7.66,0.25,0.12
30,44.54,0.1,90,26.67,30.44,5.86,24.58,0.35,0.57,1.59,0.37,-0.83,1.14,2.79,2.14,2.5,7.43,0.1,0.12
31,53.05,0.1,90,25.38,31.68,6.91,24.78,0.01,0.97,2.96,0.08,-2.07,2.38,3.32,2.7,3.43,9.46,0.13,0.12
32,31.51,0.11,89,29.65,31.91,7.3,24.61,0.7,0.05,-0.02,0.6,0.25,-0.07,2.0,1.3,1.62,4.92,0.14,0.13
33,11.0,0.14,86,56.19,32.52,9.63,22.88,0.58,0.25,0.73,0.53,-0.12,0.43,2.14,1.5,1.85,5.49,0.07,0.14
34,59.88,0.1,90,4.2,27.52,2.74,24.78,0.28,0.6,1.81,0.28,-1.16,1.38,2.67,1.96,2.62,7.24,0.13,0.13
35,42.37,0.15,85,20.52,29.96,5.8,24.16,0.37,0.4,1.11,0.34,-0.7,0.83,2.91,2.33,2.68,7.92,0.17,0.13
36,42.15,0.12,88,23.45,29.31,5.93,23.39,0.44,0.3,1.25,0.39,-0.48,0.45,2.66,2.0,2.39,7.04,0.06,0.12
37,43.22,0.1,90,29.51,32.92,8.26,24.67,0.27,0.61,2.11,0.27,-1.2,1.51,2.79,2.14,2.69,7.62,0.12,0.12
38,52.07,0.11,89,7.81,30.66,4.01,26.65,0.63,0.39,0.82,0.66,0.18,0.48,2.51,1.85,1.94,6.3,0.22,0.12
39,40.23,0.07,93,23.44,30.54,5.94,24.6,0.73,0.06,-0.06,0.65,0.42,-0.08,1.84,1.16,1.46,4.46,0.07,0.14
