episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,17.85,0.17,83,10.98,30.57,5.39,25.18,-0.07,-0.11,1.08,-0.01,-0.31,-0.0,0.35,0.77,0.35,0.44,0.71,0.13
2,14.54,0.2,80,19.02,66.88,4.96,61.92,-0.92,3.26,2.58,-0.56,-1.07,0.81,0.68,0.86,0.22,0.47,0.51,0.18
3,9.16,0.27,73,7.89,108.25,3.13,105.12,-0.81,2.46,1.77,-0.48,-0.77,0.63,0.47,0.63,0.32,0.49,0.34,0.17
4,13.23,0.17,83,31.9,153.85,7.78,146.07,-1.28,4.4,3.36,-0.79,-1.24,1.24,0.64,0.69,0.2,0.49,0.5,0.17
5,12.07,0.2,80,26.93,185.1,6.2,178.9,-0.08,-0.41,-0.03,0.05,-0.03,-0.17,0.16,0.44,0.46,0.47,0.52,0.14
6,5.51,0.26,74,18.86,229.76,5.3,224.46,-0.05,-0.46,0.01,0.06,-0.03,-0.15,0.19,0.43,0.46,0.48,0.51,0.24
7,16.04,0.23,77,11.39,254.09,3.81,250.29,-0.9,2.87,2.96,-0.55,-0.92,0.58,0.55,0.71,0.25,0.48,0.33,0.14
8,14.58,0.19,81,20,302.41,4.98,297.43,-1.19,3.76,3.84,-0.73,-1.04,0.97,0.56,0.62,0.31,0.48,0.51,0.15
9,1.75,0.29,71,28.65,342.39,5.82,336.56,-0.7,2.01,2.06,-0.41,-0.69,0.51,0.44,0.68,0.24,0.48,0.34,0.17
10,-3.95,0.29,71,49.13,378.18,9.3,368.87,-0.73,2.05,1.99,-0.42,-0.64,0.53,0.46,0.61,0.35,0.47,0.34,0.12
11,14.43,0.13,87,57.38,421.14,9.69,411.45,-0.97,3.1,3.91,-0.6,-0.95,0.36,0.59,0.63,0.28,0.48,0.35,0.13
12,14.44,0.22,78,5.45,448.38,2.97,445.41,-0.89,2.75,1.38,-0.51,-0.75,0.77,0.4,0.55,0.23,0.49,0.56,0.12
13,17.62,0.19,81,10.52,502.29,3.94,498.35,-0.04,-0.51,0.05,0.04,-0.08,-0.06,0.2,0.54,0.37,0.44,0.55,0.14
14,14.52,0.19,81,16.4,542.96,6.14,536.81,-0.24,-0.19,-0.08,-0.05,0.01,-0.16,0.06,0.35,0.51,0.49,0.64,0.21
15,-6.68,0.32,68,24.38,583.41,7.21,576.21,-1.67,6.05,4.12,-1.07,-1.68,1.55,0.82,0.82,0.07,0.5,0.65,0.21
16,25.32,0.13,87,19.4,622.93,7.28,615.66,-0.53,1.58,1.86,-0.31,-0.66,0.47,0.38,0.68,0.34,0.48,0.43,0.22
17,12.35,0.23,77,10.26,661.1,4.08,657.01,-1.18,3.81,3.25,-0.73,-1.07,0.92,0.53,0.65,0.18,0.49,0.51,0.23
18,16.41,0.21,79,17.11,704.26,5.75,698.51,-1.03,3.52,2.3,-0.63,-1.05,0.91,0.6,0.78,0.14,0.48,0.38,0.5
19,8.76,0.22,78,17.56,717.18,6.74,710.44,0.11,-0.77,0.12,0.15,-0.1,-0.14,0.35,0.7,0.36,0.41,0.75,0.56
20,19.8,0.15,85,20.8,775.34,6.7,768.64,-0.19,-0.22,-0.11,-0.01,0.03,-0.08,0.13,0.29,0.54,0.46,0.61,0.31
21,10.23,0.19,81,31.95,819.16,7.46,811.7,-0.26,0.11,-0.03,-0.06,-0.09,-0.04,0.22,0.41,0.52,0.47,0.56,1.11
22,36.79,0.07,93,2.42,861.54,1.71,859.83,-0.72,1.8,1.51,-0.39,-0.46,0.25,0.29,0.39,0.33,0.48,0.63,0.14
23,20.09,0.14,86,26.59,893.96,7.19,886.77,-0.02,-0.52,0.04,0.06,-0.08,-0.14,0.16,0.54,0.42,0.46,0.55,0.13
24,21.48,0.1,90,36.27,949.94,7.39,942.56,-1.07,3.47,1.82,-0.63,-0.95,1.13,0.5,0.63,0.26,0.5,0.52,0.14
25,26.9,0.06,94,36.94,987.77,8.66,979.11,-1.18,3.89,2.9,-0.72,-1.05,0.87,0.52,0.62,0.21,0.5,0.51,0.13
26,44.72,0.06,94,3.21,1040.31,2.21,1038.11,-0.66,2.09,1.58,-0.36,-0.68,0.58,0.49,0.64,0.32,0.46,0.37,0.16
27,30.36,0.12,88,16.36,1066.84,6.45,1060.39,-0.57,1.54,1.5,-0.31,-0.55,0.45,0.36,0.61,0.32,0.47,0.31,0.15
28,21.88,0.1,90,35.07,1166.78,7.22,1159.56,-0.25,0.58,1.61,-0.11,-0.4,0.11,0.5,0.71,0.32,0.42,0.61,0.14
29,29.18,0.08,92,19.38,1193.57,7.29,1186.28,-0.53,1.72,1.68,-0.32,-0.76,0.54,0.42,0.82,0.27,0.46,0.6,0.2
30,28.48,0.05,95,27.24,1219.65,6.26,1213.39,-1.74,6.4,4.97,-1.13,-1.84,1.54,0.9,0.94,0.07,0.51,0.69,0.15
31,34.34,0.05,95,29.09,1270.15,7.16,1262.99,-0.46,1.18,1.36,-0.23,-0.46,0.28,0.45,0.65,0.35,0.45,0.41,0.17
32,23.67,0.09,91,30.4,1330.14,7.41,1322.73,-0.25,-0.14,-0.1,-0.04,0.06,-0.04,0.09,0.24,0.5,0.46,0.67,0.19
33,22.75,0.05,95,58.27,1374.93,9.73,1365.2,-0.5,1.13,1.51,-0.27,-0.39,0.23,0.25,0.52,0.28,0.47,0.44,0.19
34,39.21,0.09,91,4.29,1429.82,2.79,1427.03,-0.88,2.81,2.74,-0.53,-0.88,0.61,0.53,0.64,0.29,0.47,0.32,0.13
35,27.84,0.08,92,23.57,1456.64,6.03,1450.61,0.03,-0.62,0.01,0.1,-0.09,-0.21,0.27,0.61,0.47,0.44,0.65,0.12
36,29.32,0.08,92,23.8,1487.86,5.88,1481.98,-1.14,3.56,3.93,-0.71,-1.01,0.81,0.53,0.59,0.23,0.49,0.5,0.14
37,28.84,0.06,94,32.34,1555.82,8.39,1547.43,-0.94,3.21,3.46,-0.62,-1.12,0.82,0.62,0.93,0.17,0.48,0.5,0.17
38,36.79,0.08,92,6.66,1588.66,3.53,1585.13,-1.17,4.08,3.09,-0.73,-1.23,0.8,0.72,0.84,0.16,0.47,0.47,0.13
39,34.69,0.06,94,24.85,1633.11,5.96,1627.15,-1.06,3.57,3.59,-0.67,-1.13,0.58,0.57,0.77,0.21,0.49,0.4,0.14
