episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,7.15,0.26,74,10.53,25.72,5.18,20.54,-1.07,3.3,2.27,-0.63,-0.89,0.79,0.5,0.54,0.27,0.5,0.53,0.13
2,4.19,0.29,71,20.87,61.04,5.01,56.03,0.01,-0.57,0.09,0.09,-0.04,-0.19,0.35,0.58,0.34,0.42,0.62,0.13
3,24.67,0.22,78,10.51,97.24,3.71,93.54,-0.83,2.56,1.94,-0.49,-0.81,0.75,0.46,0.67,0.24,0.48,0.29,0.12
4,24.48,0.21,79,25.87,142.46,7.15,135.32,-0.88,2.8,2.35,-0.53,-0.91,0.61,0.54,0.76,0.24,0.46,0.33,0.14
5,23.5,0.19,81,24.67,180.68,6.36,174.32,-0.5,1.08,1.31,-0.26,-0.4,0.35,0.27,0.51,0.37,0.48,0.47,0.13
6,19.92,0.23,77,16.36,215.11,5.16,209.95,-0.35,0.81,0.73,-0.17,-0.42,0.23,0.31,0.61,0.39,0.47,0.42,0.12
7,25.58,0.17,83,8.73,251.71,3.23,248.48,-0.35,0.53,0.39,-0.13,-0.21,0.08,0.26,0.43,0.52,0.46,0.47,0.16
8,20.73,0.17,83,20.82,298.49,5.21,293.28,-1.42,5.19,4.01,-0.91,-1.55,1.26,0.78,0.93,0.13,0.51,0.61,0.12
9,12.52,0.23,77,30.99,338.19,6.3,331.9,-0.16,-0.26,-0.01,-0.01,0.0,-0.08,0.08,0.4,0.48,0.46,0.6,0.11
10,14.35,0.24,76,50.53,381.53,9.37,372.16,-0.12,-0.38,0.07,0.0,-0.06,-0.02,0.09,0.51,0.4,0.45,0.53,0.13
11,29.18,0.17,83,55.52,420.45,9.6,410.84,-0.61,1.5,1.85,-0.33,-0.49,0.33,0.36,0.51,0.37,0.47,0.37,0.15
12,14.57,0.2,80,5.71,455.03,3.08,451.95,-1.47,5.43,3.76,-0.95,-1.6,1.4,0.8,0.91,0.11,0.49,0.62,0.15
13,33.62,0.15,85,11.53,498.42,4.3,494.12,-0.57,1.31,1.65,-0.3,-0.45,0.16,0.34,0.53,0.29,0.46,0.4,0.16
14,26.06,0.15,85,14.59,541.08,5.72,535.36,-0.04,-0.52,0.05,0.05,-0.08,-0.03,0.12,0.55,0.42,0.48,0.5,0.15
15,1.67,0.27,73,23.33,585.73,7.42,578.3,-1.82,6.62,5.89,-1.2,-1.91,1.55,0.92,0.99,0.01,0.5,0.7,0.16
16,18.74,0.19,81,18.57,618.65,7.22,611.43,-0.65,2.17,2.11,-0.4,-0.84,0.67,0.53,0.84,0.22,0.46,0.57,0.12
17,24.82,0.17,83,11.64,659.2,4.43,654.77,-0.9,3.26,1.77,-0.51,-1.04,0.89,0.68,0.81,0.24,0.47,0.51,0.12
18,23.17,0.18,82,21.46,705.34,6.34,699.0,-0.11,-0.43,-0.03,0.01,-0.06,-0.02,0.11,0.49,0.44,0.45,0.55,0.14
19,25.93,0.14,86,16.81,743.26,6.42,736.84,-0.01,-0.56,0.04,0.05,-0.11,-0.09,0.19,0.63,0.42,0.44,0.64,0.16
20,18.42,0.18,82,21.56,788.74,6.91,781.83,0.02,-0.6,0.08,0.07,-0.08,-0.08,0.27,0.65,0.35,0.44,0.65,0.23
21,26.63,0.15,85,25.61,824.29,6.78,817.51,-1.27,4.39,2.73,-0.79,-1.26,1.22,0.66,0.74,0.13,0.48,0.5,1.78
22,42.96,0.08,92,2.53,871.85,1.77,870.09,-0.93,3.05,2.76,-0.56,-0.94,0.9,0.53,0.71,0.26,0.49,0.35,0.15
23,35.54,0.06,94,28.37,922.15,7.62,914.53,-0.13,0.21,0.54,-0.04,-0.36,0.06,0.38,0.77,0.34,0.44,0.69,0.15
24,40.42,0.08,92,38.7,965.22,7.64,957.59,-0.48,1.39,1.22,-0.25,-0.58,0.29,0.4,0.66,0.39,0.48,0.39,0.15
25,33.92,0.07,93,36.47,1015.02,8.65,1006.37,-1.58,5.67,5.21,-1.03,-1.69,1.27,0.87,0.94,0.08,0.48,0.65,0.13
26,45.73,0.09,91,3.45,1050.96,2.35,1048.62,-0.58,1.76,1.59,-0.31,-0.62,0.54,0.42,0.6,0.37,0.48,0.32,0.12
27,29.03,0.13,87,17,1103.3,6.52,1096.78,-0.29,0.41,0.18,-0.07,-0.11,-0.04,0.21,0.36,0.53,0.48,0.53,0.13
28,32.99,0.14,86,29.99,1149.71,6.97,1142.74,-0.85,2.59,1.96,-0.47,-0.72,0.52,0.46,0.54,0.28,0.47,0.43,0.13
29,26.34,0.13,87,20.11,1194.06,7.37,1186.69,-1.4,5.08,4.03,-0.9,-1.52,1.34,0.82,0.92,0.14,0.49,0.61,0.13
30,27.26,0.14,86,25.84,1225.09,5.86,1219.23,-1.19,4.16,4.52,-0.78,-1.32,1.0,0.74,0.93,0.14,0.48,0.55,0.15
31,32.03,0.07,93,27.87,1273.32,7.41,1265.91,-1.64,6.08,4.38,-1.05,-1.73,1.62,0.9,0.94,0.09,0.5,0.66,0.12
32,32.57,0.07,93,30.78,1325.64,7.4,1318.24,-1.74,6.2,4.92,-1.12,-1.74,1.44,0.84,0.86,0.09,0.5,0.67,0.13
33,30.01,0.14,86,58.42,1376.67,9.74,1366.93,-0.08,-0.41,-0.07,0.06,0.0,-0.13,0.21,0.38,0.52,0.45,0.5,0.14
34,35.06,0.07,93,4.33,1417.78,2.84,1414.95,-0.64,1.46,1.47,-0.33,-0.38,0.25,0.26,0.37,0.37,0.47,0.65,0.13
35,41.52,0.05,95,22.23,1467.06,5.84,1461.22,-0.69,2.34,1.99,-0.41,-0.88,0.53,0.55,0.83,0.25,0.46,0.56,0.12
36,34.09,0.09,91,27.16,1509.46,6.43,1503.03,-0.88,2.53,1.95,-0.5,-0.69,0.68,0.4,0.47,0.35,0.48,0.57,0.14
37,38.53,0.07,93,31.66,1554.52,8.35,1546.17,-0.98,3.59,2.44,-0.57,-1.12,0.82,0.71,0.77,0.28,0.48,0.51,0.16
38,28.01,0.14,86,7.86,1587.36,4.06,1583.3,-0.46,1.41,1.6,-0.27,-0.67,0.44,0.5,0.85,0.28,0.45,0.62,0.15
39,44.96,0.07,93,23.35,1651.72,5.89,1645.83,-0.55,1.44,1.33,-0.27,-0.45,0.27,0.38,0.48,0.36,0.46,0.38,0.12
40,47.71,0.04,96,6.69,1687.89,2.59,1685.29,-1.0,3.45,2.26,-0.61,-1.06,0.75,0.58,0.78,0.19,0.48,0.4,0.17
41,33.46,0.1,90,11.09,1736.33,3.73,1732.6,-0.36,0.52,0.71,-0.15,-0.23,0.08,0.22,0.43,0.49,0.48,0.51,0.89
42,49.91,0.02,98,8.39,1780.52,4.74,1775.78,-0.44,1.22,1.39,-0.23,-0.52,0.24,0.4,0.67,0.32,0.47,0.41,0.13
43,44.81,0.06,94,39.61,1837.77,8.15,1829.62,-0.24,0.42,0.74,-0.09,-0.3,0.17,0.23,0.52,0.42,0.46,0.46,0.14
44,41.84,0.06,94,24.09,1865.6,6.81,1858.79,-0.18,0.16,0.57,-0.05,-0.25,-0.07,0.23,0.56,0.43,0.46,0.52,0.13
45,43.37,0.02,98,40.33,1922.04,8.34,1913.69,0.03,-0.59,-0.0,0.1,-0.07,-0.2,0.21,0.55,0.49,0.45,0.62,0.14
46,43.79,0.03,97,9.66,1984.07,5.35,1978.72,-1.05,3.26,2.12,-0.61,-0.87,0.85,0.5,0.53,0.26,0.48,0.53,0.17
47,49.38,0.06,94,33.15,2018.08,6.68,2011.4,-0.53,1.61,1.0,-0.28,-0.6,0.37,0.38,0.6,0.37,0.48,0.36,0.14
48,39.64,0.07,93,49.42,2058.93,8.99,2049.94,-0.07,-0.22,0.2,0.06,-0.12,-0.15,0.27,0.5,0.47,0.46,0.55,0.13
49,55.53,0.02,98,20.94,2117.32,6.72,2110.59,-0.52,1.51,1.29,-0.27,-0.57,0.3,0.41,0.62,0.36,0.46,0.38,0.13
50,38.98,0.05,95,11.72,2177.52,3.92,2173.6,-0.22,-0.18,-0.11,-0.03,0.03,-0.14,0.16,0.3,0.58,0.45,0.61,0.13
51,42.47,0.05,95,3.62,2210.25,2.31,2207.94,-0.07,-0.43,0.03,0.02,-0.06,-0.13,0.16,0.46,0.4,0.46,0.51,0.14
52,45.07,0.02,98,20.67,2257.34,4.18,2253.16,-0.96,2.87,2.03,-0.56,-0.78,0.7,0.42,0.52,0.22,0.48,0.56,0.14
53,42.34,0.02,98,36.8,2328.06,7.37,2320.69,-0.14,-0.29,0.02,0.02,0.04,-0.06,0.15,0.34,0.44,0.47,0.64,0.12
54,46.05,0.05,95,14.95,2347.45,4.52,2342.93,-0.71,2.03,1.55,-0.39,-0.6,0.32,0.4,0.54,0.33,0.48,0.37,0.13
55,46.26,0.02,98,17.47,2389.62,5.07,2384.55,-1.11,3.56,1.98,-0.66,-0.99,0.93,0.52,0.63,0.26,0.5,0.51,0.12
56,38.18,0.04,96,14.54,2455.86,5.09,2450.77,-0.16,-0.28,-0.02,-0.01,-0.01,-0.12,0.14,0.41,0.5,0.47,0.6,0.15
57,50.3,0.05,95,19.8,2521.45,5.77,2515.68,-0.5,1.16,1.67,-0.27,-0.48,0.24,0.38,0.63,0.35,0.46,0.36,0.13
58,38.52,0.04,96,6.32,2529.15,3.38,2525.77,-1.47,5.27,5.04,-0.97,-1.59,1.03,0.82,0.95,0.08,0.5,0.62,0.12
59,41.33,0.04,96,25.97,2578.49,6.34,2572.15,-1.26,4.54,3.36,-0.81,-1.41,1.02,0.73,0.91,0.14,0.48,0.57,0.16
60,36.8,0.05,95,17.24,2650.52,3.91,2646.61,0.05,-0.65,0.05,0.1,-0.1,-0.18,0.27,0.61,0.43,0.43,0.66,0.15
61,36.6,0.03,97,36.51,2713.06,8.31,2704.74,0.02,-0.35,0.26,0.07,-0.24,-0.07,0.31,0.73,0.45,0.46,0.72,0.14
62,47.43,0.0,100,5.98,2746.58,3.24,2743.34,-0.13,-0.32,0.04,-0.0,-0.02,-0.04,0.11,0.43,0.42,0.46,0.6,0.84
