episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,43.0,0.2,80,10.45,30.14,5.16,24.98,0.39,0.4,1.37,0.36,-0.71,0.8,2.55,1.98,2.33,6.85,0.24,0.33
2,42.84,0.19,81,18.99,26.52,4.99,21.53,0.47,0.27,1.18,0.4,-0.45,0.53,2.44,1.85,2.26,6.56,0.06,0.34
3,55.39,0.16,84,10.86,26.07,3.83,22.24,0.72,0.07,-0.03,0.65,0.44,-0.06,2.1,1.54,1.68,5.31,0.06,0.35
4,34.58,0.19,81,28.19,30.64,7.36,23.28,0.49,0.37,1.2,0.45,-0.49,0.78,2.3,1.57,2.2,6.06,0.18,0.29
5,52.68,0.11,89,24.67,29.57,6.11,23.46,0.56,0.29,0.59,0.52,-0.15,0.56,2.29,1.67,2.08,6.04,0.05,0.28
6,46.13,0.18,82,19.07,27.24,5.34,21.9,0.25,0.75,2.36,0.3,-1.2,1.74,3.17,2.48,2.99,8.63,0.07,0.28
7,56.3,0.15,85,10.91,26.78,3.69,23.08,0.68,0.06,-0.01,0.6,0.32,-0.09,2.46,1.98,2.02,6.46,0.11,0.28
8,29.26,0.26,74,21.24,25.76,5.35,20.41,0.45,0.32,0.66,0.39,-0.6,0.78,2.23,1.65,2.22,6.1,0.12,0.28
9,29.29,0.2,80,26.85,29.05,5.47,23.58,0.55,0.17,0.28,0.48,-0.15,0.23,2.15,1.39,1.94,5.48,0.2,0.36
10,28.14,0.19,81,45.83,30.85,9.15,21.7,0.42,0.51,1.54,0.42,-0.69,1.0,2.59,1.91,2.36,6.86,0.08,0.35
11,21.27,0.17,83,56.29,33.16,9.64,23.52,0.1,0.82,3.59,0.14,-1.75,2.02,3.24,2.64,3.23,9.11,0.15,0.35
12,48.97,0.19,81,6.21,26.8,3.3,23.51,0.45,0.34,1.27,0.41,-0.49,0.58,2.76,2.26,2.54,7.57,0.17,0.37
13,47.18,0.2,80,12.32,26.23,4.61,21.62,0.65,0.05,0.04,0.55,0.16,0.08,1.89,1.29,1.81,4.99,0.09,0.33
14,48.11,0.18,82,16.49,28.27,6.13,22.15,0.65,0.07,0.02,0.57,0.24,-0.08,2.72,2.15,2.27,7.13,0.1,0.34
15,19.53,0.29,71,23.8,27.43,7.2,20.23,0.4,0.37,0.99,0.37,-0.63,0.7,2.72,2.08,2.48,7.28,0.16,0.34
16,43.76,0.17,83,19.95,30.93,7.48,23.45,0.72,0.06,-0.06,0.65,0.43,-0.07,2.07,1.41,1.64,5.12,0.15,0.33
17,45.04,0.21,79,12.56,25.86,4.7,21.16,0.7,0.07,-0.02,0.62,0.37,-0.05,2.14,1.57,1.81,5.52,0.08,0.35
18,54.94,0.12,88,18.84,29.83,5.99,23.84,0.36,0.57,1.43,0.39,-0.77,1.27,2.75,2.14,2.39,7.27,0.1,0.34
19,36.79,0.23,77,15.25,28.32,6.19,22.13,0.74,0.07,-0.0,0.66,0.48,-0.13,2.7,2.12,2.12,6.94,0.17,0.33
20,45.14,0.17,83,21.59,29.44,7.03,22.41,0.62,0.05,0.03,0.52,0.09,-0.03,2.23,1.54,2.0,5.77,0.1,0.35
21,27.91,0.2,80,30.43,34.69,7.59,27.1,0.18,0.71,3.29,0.2,-1.49,1.45,3.1,2.41,3.04,8.55,0.29,2.46
22,64.49,0.13,87,2.61,26.93,1.8,25.13,0.39,0.54,2.11,0.39,-0.77,1.13,2.58,1.86,2.4,6.84,0.18,0.34
23,57.69,0.09,91,26.55,31.75,7.18,24.57,0.48,0.27,0.56,0.41,-0.46,0.73,2.32,1.8,2.31,6.43,0.1,0.31
24,33.36,0.15,85,39.58,31.04,7.44,23.6,0.14,0.85,2.91,0.2,-1.59,1.96,3.12,2.48,3.02,8.62,0.12,0.31
25,46.94,0.11,89,35.24,33.63,8.6,25.03,0.72,0.04,-0.01,0.63,0.29,0.02,1.9,1.28,1.57,4.75,0.14,0.28
26,70.07,0.09,91,3.78,28.34,2.54,25.8,0.76,0.05,-0.07,0.68,0.45,-0.08,1.79,1.02,1.35,4.16,0.16,0.34
27,52.12,0.12,88,15.91,32.92,6.35,26.57,0.62,0.28,0.65,0.59,0.04,0.42,2.23,1.48,1.74,5.44,0.22,0.44
28,28.4,0.22,78,30.27,29.95,6.41,23.54,0.3,0.56,1.79,0.28,-1.13,1.29,2.95,2.45,3.06,8.46,0.21,0.32
29,52.03,0.12,88,19.72,34.52,7.29,27.23,0.36,0.65,1.89,0.41,-0.8,1.22,3.02,2.18,2.7,7.91,0.24,0.29
30,54.88,0.1,90,25.1,30.34,5.81,24.53,0.74,0.05,-0.01,0.64,0.33,0.03,1.62,0.93,1.43,3.99,0.12,0.42
31,45.79,0.13,87,30.44,31.25,7.2,24.05,0.63,0.31,0.8,0.62,0.15,0.38,2.47,1.8,1.87,6.15,0.13,0.36
32,49.2,0.13,87,28.9,30.3,7.04,23.26,0.43,0.34,0.64,0.37,-0.64,0.9,2.41,1.9,2.32,6.63,0.08,0.29
33,32.87,0.13,87,54.8,32.67,9.57,23.1,0.6,0.33,0.84,0.58,-0.03,0.51,2.25,1.54,1.83,5.62,0.07,0.29
34,77.87,0.05,95,4.34,29.61,2.83,26.78,0.55,0.37,0.72,0.55,-0.1,0.56,2.7,1.9,2.12,6.7,0.14,0.4
35,61.9,0.06,94,23.53,32.01,6.05,25.96,0.73,0.07,-0.1,0.66,0.49,-0.11,2.14,1.46,1.56,5.16,0.14,0.55
36,51.44,0.12,88,28.02,29.97,6.59,23.39,0.91,0.09,-0.18,0.89,1.1,-0.34,2.15,1.16,1.14,4.44,0.06,0.68
37,43.87,0.14,86,31.81,31.58,8.37,23.21,0.64,0.04,0.04,0.52,0.04,0.03,1.9,1.33,1.87,5.09,0.1,0.71
38,66.81,0.11,89,6.76,28.62,3.57,25.06,0.77,0.07,-0.1,0.71,0.62,-0.23,2.22,1.62,1.66,5.51,0.15,0.6
39,59.89,0.08,92,24.22,30.46,6.01,24.46,0.83,0.07,-0.12,0.78,0.76,-0.21,1.89,1.03,1.21,4.13,0.08,0.73
40,69.1,0.07,93,11.68,29.72,3.76,25.96,0.43,0.49,0.89,0.43,-0.59,1.09,2.83,2.06,2.48,7.38,0.14,0.62
41,64.44,0.11,89,9.79,27.15,3.42,23.73,0.66,0.04,0.03,0.55,0.08,0.09,1.71,1.12,1.55,4.38,0.08,3.09
42,75.38,0.06,94,8.34,30.21,4.76,25.45,0.69,0.03,0.1,0.57,0.1,0.18,1.32,0.66,1.42,3.39,0.11,0.42
