episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,36.9,0.23,77,11.21,28.47,5.48,22.99,0.52,0.31,0.73,0.47,-0.39,0.72,1.97,1.3,1.97,5.25,0.18,0.32
2,36.59,0.27,73,20.36,24.45,4.91,19.53,0.79,0.06,-0.04,0.72,0.57,-0.03,1.77,0.93,1.51,4.2,0.06,0.17
3,47.51,0.21,79,9.49,24.41,3.53,20.89,0.35,0.48,2.2,0.32,-0.97,0.94,2.76,2.09,2.71,7.56,0.04,0.28
4,24.72,0.27,73,30.55,30.66,7.79,22.88,0.8,0.08,-0.12,0.76,0.77,-0.25,2.45,1.56,1.63,5.64,0.24,0.29
5,47.3,0.19,81,22.77,27.67,5.81,21.85,0.72,0.06,-0.04,0.65,0.46,-0.14,2.06,1.33,1.62,5.01,0.1,0.3
6,57.95,0.12,88,21.68,29.1,5.71,23.39,0.64,0.3,0.36,0.63,0.19,0.38,2.59,1.81,1.86,6.26,0.07,0.25
7,43.22,0.21,79,11.52,26.26,3.83,22.43,0.66,0.33,0.35,0.66,0.24,0.31,2.58,1.77,1.9,6.25,0.14,0.24
8,41.99,0.24,76,22.37,25.95,5.47,20.47,0.16,0.74,1.87,0.19,-1.52,1.81,3.21,2.62,3.17,9.0,0.08,0.32
9,27.35,0.28,72,28.61,27.21,6.18,21.03,0.69,0.3,0.15,0.69,0.35,0.32,2.29,1.47,1.69,5.46,0.18,0.32
10,46.81,0.21,79,46.99,30.42,9.2,21.22,0.39,0.55,2.11,0.4,-0.76,1.21,2.62,2.01,2.4,7.04,0.08,0.33
11,51.75,0.14,86,57.67,32.68,9.7,22.98,0.61,0.05,0.01,0.51,0.05,0.09,2.1,1.58,1.91,5.59,0.08,0.33
12,30.97,0.23,77,6.99,26.62,3.63,22.99,0.76,0.17,0.36,0.73,0.54,0.05,2.0,1.22,1.52,4.74,0.2,0.2
13,44.43,0.21,79,9.7,25.39,3.94,21.44,0.8,0.06,-0.03,0.73,0.62,-0.14,1.7,0.84,1.38,3.91,0.1,0.3
14,59.37,0.13,87,15.49,30.6,6.02,24.57,0.4,0.38,1.09,0.35,-0.74,0.8,2.63,2.02,2.6,7.25,0.16,0.36
15,39.79,0.22,78,23.51,29.31,7.26,22.05,0.76,0.2,0.07,0.74,0.58,0.18,2.0,1.24,1.46,4.7,0.13,0.33
16,54.53,0.16,84,17.62,29.77,7.1,22.67,0.64,0.3,0.39,0.64,0.25,0.22,2.64,1.77,2.08,6.5,0.1,0.33
17,40.33,0.25,75,11.68,24.23,4.45,19.79,0.47,0.29,0.81,0.41,-0.53,0.72,2.08,1.52,2.28,5.88,0.02,0.32
18,39.91,0.23,77,22.57,28.29,7.05,21.25,0.79,0.25,0.02,0.8,0.74,0.01,2.34,1.52,1.44,5.3,0.13,0.22
19,53.59,0.18,82,16.2,27.87,6.01,21.85,0.63,0.32,0.71,0.62,0.11,0.58,2.21,1.68,1.78,5.67,0.07,0.26
