episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,27.81,0.31,69,10.3,23.77,5.07,18.7,-0.18,1.47,0.8,0.19,-0.08,0.16,2.35,2.09,2.87,1.49,0.08,0.11
2,27.21,0.18,82,29.27,65.52,6.13,59.39,-0.58,2.75,2.37,-0.15,-0.54,0.59,2.66,2.44,2.5,1.47,0.16,0.13
3,44.32,0.22,78,10.44,99.05,3.77,95.28,-0.26,1.91,1.31,0.12,-0.22,0.39,2.56,2.15,2.74,1.45,0.08,0.11
4,13.48,0.27,73,29.07,145.29,7.4,137.89,-0.54,2.11,1.91,-0.18,-0.47,0.43,2.45,1.94,2.56,1.33,0.15,0.11
5,9.86,0.31,69,26.7,175.43,6.1,169.33,-0.22,1.7,1.76,0.15,-0.11,0.1,2.3,2.07,2.64,1.4,0.09,0.11
6,52.49,0.11,89,19.06,213.35,5.51,207.84,-0.17,1.39,1.19,0.17,-0.16,0.17,2.6,2.25,2.79,1.46,0.07,0.11
7,33.73,0.28,72,9.99,257.91,3.49,254.42,-0.54,2.25,2.85,-0.16,-0.44,0.29,2.4,2.0,2.47,1.39,0.12,0.11
8,45.21,0.14,86,20.63,296.86,4.86,292.0,-0.13,1.44,1.55,0.22,-0.09,0.14,2.35,2.13,3.01,1.45,0.09,0.12
9,31.73,0.17,83,27.01,329.31,5.65,323.66,0.07,0.63,0.95,0.38,0.17,-0.04,2.22,1.96,3.06,1.42,0.17,0.11
10,-3.67,0.25,75,46.08,381.16,9.16,372.0,-0.08,1.6,1.39,0.28,-0.06,0.21,2.8,2.24,2.69,1.44,0.13,0.14
11,-15.37,0.24,76,56.84,419.32,9.66,409.66,-0.16,1.43,2.13,0.19,-0.06,0.13,2.38,1.9,2.93,1.44,0.06,0.11
12,56.71,0.18,82,6.6,459.02,3.46,455.56,-0.04,1.07,1.82,0.25,-0.06,0.08,2.35,2.1,2.9,1.42,0.14,0.11
13,52.38,0.18,82,9.93,498.91,3.91,495.0,-0.04,1.32,1.25,0.3,-0.0,0.2,2.55,2.13,2.92,1.5,0.12,0.11
14,47.52,0.18,82,13.66,537.22,5.68,531.54,-0.19,1.66,1.26,0.18,-0.11,0.43,2.29,2.0,2.94,1.42,0.09,0.11
15,29.13,0.22,78,22.71,579.11,7.13,571.97,-0.22,1.72,1.36,0.15,-0.21,0.17,2.32,2.05,2.87,1.37,0.13,0.11
16,29.22,0.25,75,18.45,610.08,7.25,602.83,-0.45,2.41,1.91,-0.06,-0.42,0.51,2.48,2.15,2.64,1.41,0.12,0.13
17,48.44,0.2,80,10.1,650.81,4.21,646.6,-0.25,1.49,1.4,0.12,-0.11,0.13,2.41,1.96,2.94,1.38,0.11,0.11
18,41.02,0.18,82,18.66,687.65,6.35,681.29,-0.22,1.22,0.84,0.09,-0.15,0.22,2.5,2.1,2.8,1.46,0.13,0.13
19,45.86,0.17,83,16.29,739.32,6.28,733.04,-0.13,1.49,1.07,0.22,-0.09,0.28,2.36,2.16,2.86,1.44,0.08,0.16
20,32.41,0.22,78,20.05,771.82,6.72,765.1,-0.12,1.52,0.56,0.25,-0.04,0.34,2.42,2.15,2.69,1.38,0.08,0.11
21,23.3,0.23,77,26.12,805.23,7.02,798.21,-0.16,1.95,2.07,0.24,-0.17,0.31,2.49,2.44,2.61,1.44,0.26,1.4
22,76.16,0.11,89,2.3,853.83,1.65,852.18,-0.18,1.42,1.52,0.16,-0.06,0.25,2.48,2.29,2.76,1.48,0.2,0.13
23,35.59,0.14,86,27.67,897.36,7.45,889.91,-0.38,2.19,2.23,0.03,-0.28,0.47,2.26,2.19,2.88,1.44,0.14,0.12
24,28.43,0.11,89,36.09,940.63,7.42,933.21,-0.23,1.65,2.06,0.11,-0.21,0.14,2.74,2.3,2.67,1.48,0.06,0.12
25,16.83,0.2,80,35,985.82,8.57,977.25,-0.38,1.95,1.96,-0.03,-0.36,0.36,2.65,2.29,2.68,1.42,0.08,0.13
26,75.52,0.1,90,4.13,1028.1,2.74,1025.36,-0.21,1.5,1.33,0.15,-0.1,0.35,2.5,2.11,2.88,1.43,0.17,0.12
27,49.32,0.14,86,17.62,1076.78,6.73,1070.05,-0.22,2.0,1.89,0.15,-0.25,0.31,2.31,2.2,2.67,1.35,0.23,0.11
28,24.71,0.23,77,24.96,1111.02,6.63,1104.39,-0.15,1.01,0.63,0.2,0.08,0.14,2.44,2.04,2.87,1.4,0.34,0.11
29,44.97,0.16,84,18.27,1155.67,6.65,1149.02,-0.02,1.02,1.23,0.28,-0.01,0.13,2.19,1.8,2.93,1.36,0.26,0.11
30,46.24,0.13,87,21.1,1196.52,5.37,1191.15,0.07,0.85,0.78,0.39,0.18,0.11,2.13,1.78,3.08,1.38,0.18,0.12
31,34.92,0.16,84,25.81,1249.98,7.12,1242.86,-0.0,1.06,0.38,0.34,0.1,0.25,2.24,1.69,3.46,1.41,0.15,0.11
32,21.97,0.23,77,27.21,1279.73,7.01,1272.73,-0.16,1.12,1.35,0.11,-0.16,0.22,2.39,2.1,2.83,1.4,0.13,0.12
33,-9.38,0.17,83,58.22,1321.1,9.73,1311.37,-0.61,2.7,1.6,-0.18,-0.52,0.71,2.43,2.06,2.65,1.41,0.15,0.13
34,69.14,0.13,87,4.52,1354.86,2.93,1351.93,-0.63,2.31,1.56,-0.27,-0.58,0.66,2.82,2.22,2.61,1.49,0.19,0.12
35,32.38,0.16,84,27.71,1403.68,6.59,1397.1,-0.24,1.59,0.88,0.11,-0.18,0.2,2.44,2.11,2.84,1.43,0.02,0.11
36,44.16,0.1,90,26.09,1447.99,6.11,1441.89,-0.34,1.93,1.76,0.04,-0.28,0.39,2.43,2.1,2.79,1.45,0.06,0.11
37,33.49,0.14,86,29.21,1499.17,8.22,1490.95,-0.08,1.26,1.38,0.27,0.02,0.24,2.33,2.16,2.9,1.42,0.1,0.11
38,53.44,0.2,80,6.16,1531.07,3.32,1527.75,-0.43,1.84,1.16,-0.07,-0.32,0.3,2.62,1.94,2.58,1.33,0.12,0.11
39,54.44,0.1,90,18.89,1582.47,5.47,1577.0,-0.56,2.45,2.88,-0.19,-0.55,0.5,2.62,2.52,2.62,1.47,0.14,0.11
40,61.03,0.15,85,7.65,1617.26,2.82,1614.45,-0.16,1.62,1.6,0.22,-0.09,0.24,2.38,2.16,3.01,1.45,0.1,0.11
41,55.41,0.16,84,10.44,1663.41,3.53,1659.88,-0.38,1.83,1.65,-0.03,-0.33,0.24,2.56,2.24,2.71,1.44,0.1,0.7
42,73.27,0.08,92,8.35,1709.54,4.76,1704.78,-0.15,1.31,1.62,0.2,-0.05,0.18,2.37,2.18,2.91,1.42,0.09,0.12
43,21.38,0.12,88,40.1,1737.33,8.26,1729.07,-0.45,2.43,1.36,-0.06,-0.46,0.55,2.42,2.2,2.51,1.39,0.22,0.12
44,44.78,0.12,88,23.35,1792.45,6.81,1785.64,-0.46,2.77,2.57,-0.02,-0.43,0.44,2.44,2.19,2.62,1.41,0.26,0.15
45,30.65,0.11,89,34.52,1828.69,7.95,1820.74,-0.29,1.61,1.57,0.05,-0.25,0.29,2.44,1.97,2.81,1.4,0.1,0.14
46,68.27,0.1,90,9.21,1875.98,5.12,1870.87,-0.31,1.31,1.37,-0.04,-0.32,0.21,2.42,2.11,2.83,1.43,0.17,0.13
47,40.57,0.12,88,26.36,1943.91,5.91,1938.0,-0.04,1.25,1.27,0.32,0.01,0.17,2.3,2.09,3.11,1.44,0.17,0.12
48,9.81,0.15,85,45.61,1980.4,8.71,1971.69,-0.27,2.0,1.32,0.09,-0.32,0.39,2.49,2.04,2.8,1.42,0.24,0.12
49,52.94,0.11,89,18.74,2034.53,6.67,2027.87,-0.64,2.89,3.63,-0.22,-0.59,0.4,2.81,2.46,2.43,1.49,0.22,0.13
50,78.84,0.06,94,7.14,2079.47,2.88,2076.6,-0.68,3.15,1.82,-0.22,-0.65,0.69,2.58,2.36,2.42,1.44,0.22,0.13
51,66.29,0.15,85,3.75,2130.28,2.38,2127.91,-0.49,1.65,1.26,-0.19,-0.46,0.43,2.51,2.21,2.78,1.42,0.22,0.12
52,54.41,0.1,90,18.91,2160.0,3.96,2156.04,-0.28,1.71,1.69,0.07,-0.26,0.33,2.4,2.19,2.88,1.46,0.09,0.13
53,21.73,0.15,85,36.78,2251.96,7.16,2244.8,-0.0,0.26,0.04,0.25,0.11,-0.02,2.12,1.65,3.08,1.36,0.28,0.12
54,66.43,0.07,93,14.26,2256.15,4.36,2251.78,-0.28,1.71,1.18,0.08,-0.18,0.37,2.58,2.23,2.64,1.41,0.13,0.13
