episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,49.7,0.2,80,10.64,27.91,5.23,22.68,0.53,0.18,0.84,0.45,-0.23,0.28,2.28,1.69,1.98,5.94,0.16,0.14
2,52.11,0.19,81,16.59,26.51,4.41,22.1,0.69,0.07,-0.08,0.62,0.41,-0.18,2.48,1.74,1.88,6.1,0.11,0.12
3,59.51,0.15,85,8.75,26.78,3.37,23.41,0.72,0.06,0.0,0.63,0.35,-0.02,1.8,1.05,1.55,4.4,0.13,0.12
4,42.0,0.24,76,27.09,28.49,7.25,21.24,0.47,0.36,0.7,0.45,-0.38,0.68,2.62,1.91,2.21,6.74,0.13,0.12
5,37.22,0.27,73,23.26,26.13,5.72,20.41,0.62,0.33,0.79,0.62,0.12,0.34,2.6,1.77,1.9,6.27,0.13,0.12
6,57.06,0.16,84,22.52,28.22,5.86,22.36,0.82,0.07,-0.08,0.77,0.75,-0.13,1.73,0.98,1.33,4.04,0.07,0.12
7,53.5,0.18,82,13.65,27.76,4.3,23.46,0.49,0.48,0.75,0.5,-0.41,1.0,2.49,1.8,2.19,6.49,0.16,0.12
8,49.61,0.2,80,24,28.13,5.28,22.85,0.15,0.79,2.87,0.19,-1.62,1.84,3.04,2.36,3.02,8.43,0.16,0.12
9,47.3,0.21,79,27.75,29.3,6.11,23.19,0.32,0.63,1.91,0.33,-1.02,1.36,2.75,2.09,2.67,7.51,0.18,0.18
10,67.8,0.09,91,47.47,33.62,9.23,24.4,0.9,0.09,-0.19,0.88,1.07,-0.38,2.12,1.32,1.2,4.64,0.09,0.26
11,46.48,0.21,79,57.52,31.47,9.7,21.77,0.51,0.39,0.51,0.49,-0.31,0.79,2.37,1.75,2.13,6.24,0.12,0.3
12,45.34,0.23,77,6.18,24.5,3.28,21.22,0.63,0.05,0.04,0.52,0.06,0.06,2.13,1.43,1.87,5.43,0.12,0.37
13,52.0,0.19,81,13.48,26.8,4.8,22.0,0.43,0.52,1.87,0.44,-0.57,0.94,2.83,2.01,2.43,7.27,0.1,0.38
14,40.69,0.25,75,16.11,26.95,5.83,21.12,0.53,0.24,0.58,0.47,-0.3,0.61,1.8,1.12,1.68,4.6,0.15,0.31
15,40.27,0.25,75,22.99,28.11,7.05,21.07,0.44,0.42,1.1,0.41,-0.65,0.98,2.08,1.39,2.09,5.56,0.14,0.31
