episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,48.41,0.21,79,9.35,26.38,4.68,21.7,0.32,0.62,1.29,0.34,-1.0,1.47,2.75,2.04,2.66,7.44,0.12,0.31
2,53.94,0.18,82,20.78,26.65,4.92,21.73,0.54,0.3,0.72,0.5,-0.22,0.49,2.37,1.76,2.16,6.28,0.06,0.33
3,54.22,0.18,82,11.71,25.94,4.01,21.93,0.83,0.07,-0.09,0.77,0.75,-0.18,1.85,1.01,1.26,4.12,0.08,0.32
4,49.61,0.2,80,26.84,28.13,6.71,21.42,0.46,0.32,0.92,0.4,-0.61,0.73,2.41,1.84,2.39,6.64,0.08,0.33
5,36.85,0.27,73,31.73,27.21,6.96,20.25,0.49,0.53,1.41,0.52,-0.36,0.88,2.78,1.99,2.38,7.15,0.12,0.32
6,53.28,0.18,82,20.68,28.32,5.61,22.71,0.77,0.08,-0.11,0.73,0.71,-0.24,2.33,1.61,1.71,5.65,0.13,0.34
7,37.8,0.27,73,12.26,24.47,4.0,20.47,0.69,0.34,0.57,0.71,0.39,0.32,2.51,1.77,1.7,5.97,0.14,0.32
8,53.52,0.18,82,24.32,27.7,5.55,22.15,0.45,0.29,0.65,0.4,-0.43,0.56,2.66,2.16,2.45,7.27,0.1,0.32
9,44.79,0.22,78,34.23,31.04,6.71,24.33,0.74,0.07,-0.11,0.67,0.49,-0.09,2.0,1.19,1.4,4.59,0.24,0.33
10,61.0,0.13,87,49.29,32.23,9.31,22.92,0.66,0.29,0.91,0.64,0.18,0.26,2.25,1.41,1.84,5.51,0.05,0.33
11,46.38,0.21,79,58.73,31.75,9.75,22.0,0.17,0.83,2.47,0.22,-1.52,1.84,3.2,2.53,3.16,8.9,0.14,0.32
12,50.82,0.2,80,5.86,24.99,3.14,21.85,0.62,0.05,0.07,0.5,-0.0,0.1,1.84,1.19,1.92,4.95,0.1,0.33
13,43.48,0.24,76,10.13,24.44,4.12,20.32,0.49,0.3,0.85,0.43,-0.48,0.76,2.28,1.71,2.14,6.13,0.07,0.32
14,56.58,0.16,84,15.62,29.41,6.05,23.36,0.65,0.32,0.91,0.65,0.24,0.38,2.55,1.7,1.84,6.1,0.14,0.33
15,44.77,0.22,78,22.06,31.08,7.24,23.85,0.36,0.44,0.68,0.33,-0.75,0.93,2.65,1.99,2.44,7.08,0.23,0.35
16,52.95,0.18,82,16.98,29.17,7.07,22.1,0.55,0.29,0.8,0.52,-0.13,0.42,2.62,1.95,2.07,6.65,0.09,0.34
17,57.21,0.16,84,13.5,27.84,4.67,23.17,0.38,0.53,1.01,0.38,-0.81,1.32,2.48,1.84,2.43,6.75,0.13,0.45
18,40.59,0.25,75,21.25,27.22,6.39,20.83,0.74,0.07,-0.09,0.68,0.58,-0.15,2.29,1.68,1.67,5.64,0.11,0.32
19,47.8,0.21,79,15.32,27.99,6.09,21.9,0.79,0.08,-0.11,0.74,0.7,-0.25,2.0,1.18,1.37,4.54,0.13,0.18
20,58.37,0.15,85,22.26,29.61,7.04,22.56,0.48,0.29,0.87,0.43,-0.43,0.62,2.22,1.66,2.04,5.92,0.06,0.18
21,48.88,0.2,80,20.82,30.06,6.28,23.78,0.61,0.18,0.66,0.55,0.07,0.23,2.12,1.44,1.7,5.26,0.21,1.77
22,71.41,0.08,92,2.6,29.6,1.8,27.8,0.46,0.35,1.65,0.4,-0.63,0.91,2.02,1.44,2.06,5.52,0.22,0.29
23,57.92,0.14,86,30.2,35.23,8.06,27.16,0.69,0.32,0.79,0.7,0.37,0.32,2.27,1.57,1.63,5.46,0.24,0.27
24,63.52,0.12,88,33.05,30.64,7.05,23.59,0.45,0.33,1.06,0.4,-0.6,0.72,2.38,1.76,2.41,6.54,0.09,0.29
25,67.67,0.09,91,37.1,33.9,8.69,25.21,0.49,0.42,1.59,0.47,-0.45,0.76,2.45,1.68,2.21,6.34,0.14,0.22
26,65.03,0.12,88,3.23,27.06,2.22,24.84,0.69,0.06,-0.07,0.6,0.32,0.01,1.65,1.04,1.38,4.07,0.13,0.21
27,61.12,0.13,87,16.66,31.93,6.41,25.52,0.31,0.55,2.09,0.28,-1.15,1.28,2.6,1.93,2.72,7.25,0.18,0.2
28,61.49,0.11,89,32.18,39.76,7.31,32.45,0.13,0.8,3.23,0.16,-1.69,1.86,3.11,2.51,3.17,8.79,0.33,0.23
29,58.41,0.14,86,20.53,34.02,7.4,26.63,0.6,0.41,0.49,0.62,0.06,0.63,2.49,1.78,2.0,6.27,0.23,0.21
30,67.15,0.1,90,24.5,30.84,5.95,24.89,0.74,0.21,0.25,0.72,0.49,0.16,2.19,1.28,1.61,5.08,0.12,0.28
31,66.2,0.1,90,34.71,33.05,7.49,25.56,0.68,0.06,-0.04,0.6,0.32,-0.09,2.37,1.58,1.93,5.88,0.16,0.29
32,57.2,0.15,85,32.67,32.47,7.81,24.66,0.91,0.09,-0.15,0.9,1.17,-0.36,2.24,1.53,1.39,5.15,0.16,0.29
33,65.8,0.1,90,57.6,33.97,9.7,24.27,0.47,0.27,1.3,0.4,-0.53,0.62,2.36,1.81,2.44,6.61,0.1,0.23
34,57.61,0.16,84,4.19,26.85,2.73,24.12,0.73,0.06,-0.05,0.66,0.45,-0.13,1.95,1.16,1.5,4.61,0.16,0.3
35,67.16,0.1,90,25.82,30.83,6.56,24.27,0.75,0.06,-0.05,0.67,0.45,-0.0,1.88,1.2,1.43,4.51,0.1,0.28
36,69.15,0.09,91,27.93,30.51,6.49,24.02,0.82,0.07,-0.08,0.76,0.7,-0.15,1.94,1.1,1.42,4.46,0.06,0.28
37,66.29,0.1,90,34.13,32.84,8.48,24.36,0.54,0.21,0.45,0.46,-0.31,0.5,1.96,1.33,1.9,5.19,0.11,0.28
38,56.86,0.16,84,6.73,28.71,3.57,25.14,0.46,0.44,1.04,0.47,-0.39,0.7,2.62,1.74,2.12,6.48,0.18,0.31
39,72.08,0.07,93,23.14,32.29,6.08,26.22,0.5,0.28,0.85,0.43,-0.51,0.71,1.85,1.15,1.95,4.95,0.15,0.41
40,65.3,0.12,88,9.5,26.41,3.25,23.16,0.51,0.26,0.99,0.44,-0.44,0.64,2.25,1.64,2.1,5.99,0.04,0.35
41,65.61,0.11,89,10.63,30.11,3.66,26.45,0.47,0.31,0.62,0.43,-0.39,0.5,2.55,1.96,2.17,6.67,0.19,1.87
42,78.67,0.04,96,8.08,30.02,4.62,25.4,0.41,0.5,1.3,0.42,-0.61,0.98,2.74,2.0,2.37,7.1,0.07,0.29
43,76.85,0.04,96,31.53,33.99,7.28,26.71,0.66,0.22,0.46,0.61,0.11,0.39,1.97,1.28,1.69,4.94,0.15,0.27
44,65.59,0.09,91,26.47,38.68,7.32,31.36,0.44,0.36,0.63,0.4,-0.58,0.85,2.33,1.69,2.12,6.14,0.3,0.33
45,66.59,0.1,90,40.89,32.13,8.33,23.8,0.87,0.1,-0.15,0.85,1.04,-0.33,2.28,1.54,1.51,5.33,0.06,0.27
46,71.72,0.07,93,10.08,33.09,5.47,27.61,0.62,0.36,1.38,0.63,0.13,0.4,2.75,1.85,2.08,6.68,0.2,0.2
47,75.89,0.05,95,34.61,32.05,6.79,25.26,0.84,0.08,-0.11,0.8,0.84,-0.24,1.88,0.98,1.2,4.06,0.08,0.21
48,71.78,0.06,94,45.52,37.06,8.61,28.45,0.75,0.06,0.0,0.67,0.48,-0.04,2.04,1.56,1.79,5.39,0.2,0.2
49,66.61,0.1,90,21.96,32.09,7.02,25.07,0.2,0.79,3.37,0.25,-1.4,1.6,3.2,2.43,3.07,8.7,0.14,0.19
50,66.39,0.11,89,12.39,28.27,4.0,24.27,0.74,0.05,0.01,0.64,0.32,0.04,1.57,0.89,1.38,3.84,0.11,0.25
51,73.75,0.07,93,3.61,28.52,2.31,26.22,0.36,0.41,1.46,0.33,-0.78,0.84,2.86,2.23,2.63,7.72,0.15,0.29
52,79.23,0.04,96,16.69,28.79,3.69,25.1,0.34,0.5,1.72,0.31,-1.04,1.24,2.46,1.77,2.52,6.75,0.04,0.28
53,68.68,0.08,92,36.48,35.8,6.87,28.93,0.63,0.06,0.03,0.53,0.11,0.06,2.2,1.62,1.95,5.76,0.24,0.3
54,73.46,0.07,93,15.87,29.19,4.74,24.45,0.4,0.53,1.42,0.41,-0.67,0.98,2.99,2.27,2.62,7.88,0.05,0.28
55,73.84,0.06,94,16.54,32.47,4.86,27.62,0.76,0.21,0.14,0.75,0.58,0.07,2.13,1.31,1.5,4.94,0.2,0.3
56,75.76,0.05,95,15.97,32.33,5.44,26.88,0.16,0.74,2.19,0.19,-1.52,1.62,3.06,2.36,2.99,8.41,0.16,0.32
57,59.26,0.14,86,20.03,31.96,5.87,26.09,0.38,0.6,2.19,0.41,-0.75,1.14,2.81,2.16,2.46,7.44,0.21,0.25
58,65.79,0.11,89,7.02,29.66,3.69,25.98,0.64,0.04,0.08,0.52,0.03,0.08,2.1,1.53,1.9,5.53,0.17,0.18
59,61.37,0.13,87,22.45,31.34,5.74,25.61,0.81,0.08,-0.16,0.77,0.8,-0.3,2.37,1.46,1.41,5.24,0.19,0.33
60,71.24,0.08,92,20.65,29.99,4.47,25.52,0.42,0.35,1.04,0.38,-0.62,0.64,2.66,2.03,2.41,7.11,0.14,0.44
