episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,-3.5,0.2,80,10.19,27.69,5.04,22.65,-0.18,-0.27,-0.05,-0.01,0.01,-0.19,0.12,0.32,0.5,0.47,0.59,0.14
2,1.62,0.23,77,19.22,64.94,4.66,60.29,-0.5,1.39,1.45,-0.25,-0.5,0.19,0.44,0.62,0.36,0.45,0.37,0.12
3,-13.99,0.26,74,10.22,102.39,3.66,98.73,-1.57,5.62,4.27,-1.03,-1.69,1.36,0.84,0.99,0.03,0.46,0.64,0.13
4,-4.04,0.24,76,30.41,152.38,7.72,144.66,-0.62,1.96,2.0,-0.37,-0.76,0.4,0.57,0.79,0.26,0.44,0.49,0.17
5,-4.55,0.23,77,27.43,178.12,6.25,171.87,-0.07,-0.48,-0.04,0.04,-0.05,-0.12,0.18,0.52,0.53,0.47,0.5,0.15
6,-14.24,0.28,72,22.67,220.06,5.83,214.22,-0.67,1.48,2.72,-0.39,-0.43,0.11,0.26,0.42,0.33,0.49,0.64,0.12
7,4.89,0.16,84,8.95,247.14,3.26,243.88,-0.27,0.45,0.53,-0.13,-0.35,0.12,0.21,0.63,0.37,0.47,0.46,0.12
8,7.51,0.17,83,20.48,298.44,5.07,293.37,-1.18,3.97,3.63,-0.74,-1.16,0.87,0.63,0.71,0.19,0.47,0.43,0.12
9,-7.17,0.24,76,29.82,336.92,5.92,331.0,-0.57,1.93,1.97,-0.33,-0.75,0.39,0.58,0.78,0.28,0.45,0.59,0.11
10,-6.84,0.23,77,52.78,378.95,9.47,369.48,-1.21,4.31,4.19,-0.79,-1.36,0.88,0.73,0.91,0.16,0.49,0.56,0.12
11,2.61,0.2,80,53.6,417.26,9.51,407.75,-0.49,1.0,1.34,-0.26,-0.37,0.09,0.25,0.51,0.31,0.48,0.44,0.12
12,-0.51,0.22,78,5.62,455.32,3.04,452.28,-0.44,0.88,0.93,-0.2,-0.31,0.3,0.32,0.51,0.38,0.47,0.46,0.15
13,8.05,0.14,86,13.02,493.97,4.73,489.23,-1.18,4.13,3.21,-0.74,-1.25,0.81,0.65,0.79,0.22,0.5,0.47,0.16
14,10.65,0.15,85,13.84,534.88,5.52,529.36,-0.49,1.25,1.3,-0.26,-0.52,0.43,0.36,0.65,0.35,0.47,0.36,0.12
15,6.1,0.16,84,20.95,582.82,6.75,576.07,-0.57,1.29,1.44,-0.3,-0.41,0.19,0.27,0.48,0.42,0.48,0.46,0.12
16,-1.32,0.18,82,18.73,622.72,7.18,615.54,-0.18,-0.22,-0.01,-0.03,-0.01,-0.14,0.12,0.35,0.45,0.46,0.63,0.11
17,1.62,0.22,78,8.15,667.72,3.56,664.15,-0.86,2.79,2.33,-0.5,-0.86,0.61,0.54,0.68,0.31,0.47,0.34,0.12
18,3.01,0.22,78,21.82,709.92,6.62,703.31,-0.87,2.83,2.67,-0.52,-0.91,0.73,0.51,0.64,0.35,0.5,0.34,0.12
19,-9.16,0.24,76,18.21,737.7,6.83,730.87,-0.46,1.47,1.7,-0.25,-0.66,0.34,0.49,0.76,0.32,0.46,0.61,0.11
20,4.12,0.19,81,21.04,784.04,6.66,777.38,-1.02,3.28,3.47,-0.64,-1.02,0.65,0.59,0.7,0.22,0.49,0.38,0.14
21,-5.06,0.18,82,30.04,808.33,7.16,801.17,-1.86,6.89,4.56,-1.2,-1.91,1.78,0.92,0.95,0.02,0.51,0.71,0.78
22,21.26,0.1,90,2.27,864.41,1.63,862.78,-0.84,2.72,2.01,-0.49,-0.85,0.59,0.51,0.66,0.37,0.48,0.31,0.16
23,-1.0,0.12,88,29.89,920.78,7.99,912.8,0.12,-0.77,0.08,0.14,-0.13,-0.25,0.32,0.73,0.44,0.44,0.75,0.14
24,22.67,0.07,93,38.97,963.31,7.85,955.46,-0.7,1.89,1.64,-0.37,-0.55,0.44,0.43,0.5,0.39,0.46,0.38,0.23
25,4.23,0.11,89,36.67,1019.65,8.63,1011.01,-1.65,5.83,5.07,-1.08,-1.68,1.29,0.81,0.9,0.08,0.51,0.65,0.26
26,14.04,0.07,93,4,1053.33,2.67,1050.67,-0.79,2.76,2.23,-0.47,-0.96,0.69,0.62,0.83,0.27,0.47,0.54,0.6
