episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,30.0,0.23,77,10.27,29.01,5.09,23.92,-1.02,3.74,2.66,-0.61,-1.16,0.77,0.73,0.79,0.26,0.48,0.52,0.12
2,26.65,0.18,82,27.51,65.55,6.04,59.51,-1.04,3.55,2.75,-0.64,-1.06,0.69,0.57,0.71,0.26,0.49,0.38,0.13
3,24.44,0.26,74,13.76,106.89,4.46,102.43,0.05,-0.63,-0.01,0.14,-0.04,-0.22,0.32,0.53,0.5,0.43,0.65,0.11
4,33.01,0.15,85,25.39,153.24,7.05,146.19,-1.09,3.78,2.05,-0.65,-1.12,0.86,0.66,0.74,0.28,0.48,0.4,0.12
5,17.43,0.24,76,27.37,184.42,6.34,178.08,-1.09,3.62,3.09,-0.67,-1.07,0.95,0.6,0.71,0.24,0.49,0.41,0.12
6,34.42,0.18,82,16.54,219.9,5.21,214.68,-0.99,3.56,2.2,-0.6,-1.14,0.99,0.68,0.84,0.22,0.48,0.51,0.12
7,20.95,0.29,71,8.07,263.38,3.07,260.31,-0.72,2.09,1.14,-0.39,-0.59,0.57,0.38,0.51,0.37,0.48,0.45,0.12
8,39.28,0.13,87,21.54,299.93,5.3,294.62,-0.65,1.94,0.44,-0.34,-0.59,0.55,0.33,0.56,0.31,0.47,0.36,0.12
9,17.45,0.24,76,29.32,337.88,6.03,331.84,-0.91,2.83,2.99,-0.55,-0.88,0.55,0.58,0.68,0.25,0.46,0.32,0.12
10,12.96,0.19,81,48.2,387.43,9.26,378.17,-0.14,-0.33,-0.01,0.01,-0.01,-0.07,0.14,0.41,0.47,0.46,0.61,0.27
11,-2.78,0.26,74,57.95,431.31,9.72,421.59,-0.32,-0.06,-0.13,-0.08,0.07,-0.14,0.11,0.2,0.55,0.47,0.75,0.2
12,40.96,0.18,82,5.98,468.0,3.2,464.8,-0.37,0.59,0.87,-0.18,-0.3,0.16,0.18,0.52,0.35,0.48,0.48,0.54
13,30.9,0.22,78,10.64,504.45,4.19,500.26,-0.9,2.86,2.39,-0.53,-0.86,0.64,0.54,0.67,0.23,0.49,0.34,0.35
14,40.52,0.15,85,16.14,547.26,6.27,540.99,0.13,-0.8,0.02,0.15,-0.14,-0.21,0.27,0.71,0.48,0.45,0.75,0.15
15,25.85,0.21,79,21.66,586.27,6.8,579.47,-0.72,1.9,0.99,-0.38,-0.47,0.46,0.32,0.37,0.34,0.49,0.62,0.15
16,39.86,0.14,86,16.93,617.49,7.05,610.44,-0.27,-0.11,-0.02,-0.07,0.05,-0.11,0.07,0.3,0.52,0.5,0.75,0.12
17,40.82,0.16,84,11.67,669.05,4.34,664.71,-0.75,1.92,1.45,-0.4,-0.5,0.38,0.31,0.4,0.36,0.48,0.62,0.12
18,36.87,0.15,85,21.01,713.63,6.55,707.08,-0.52,1.4,2.04,-0.28,-0.54,0.31,0.38,0.62,0.36,0.46,0.35,0.12
19,32.12,0.19,81,17.31,747.86,6.25,741.6,-0.51,1.22,1.11,-0.26,-0.43,0.35,0.27,0.53,0.37,0.48,0.42,0.12
20,38.28,0.13,87,21.79,791.39,6.79,784.6,-1.1,3.37,2.42,-0.64,-0.87,0.8,0.47,0.51,0.28,0.49,0.53,0.12
21,36.54,0.13,87,23.92,826.13,6.94,819.2,-0.86,2.37,2.04,-0.48,-0.62,0.46,0.34,0.46,0.33,0.5,0.59,0.8
22,66.55,0.05,95,2.35,878.45,1.67,876.78,-0.73,2.22,1.43,-0.4,-0.68,0.54,0.47,0.61,0.33,0.47,0.29,0.13
23,38.76,0.1,90,27.52,918.17,7.42,910.76,-1.4,4.8,3.48,-0.87,-1.32,1.23,0.68,0.71,0.18,0.5,0.57,0.12
24,33.05,0.09,91,39.6,973.92,7.72,966.2,-0.56,1.69,1.09,-0.3,-0.63,0.54,0.43,0.67,0.36,0.46,0.39,0.12
25,37.06,0.08,92,35.48,1028.0,8.59,1019.41,-0.8,2.07,2.38,-0.46,-0.56,0.39,0.38,0.44,0.38,0.47,0.6,0.13
26,65.8,0.04,96,3.62,1058.47,2.45,1056.02,-2.02,7.31,7.11,-1.35,-2.1,1.5,1.0,1.0,0.0,0.5,0.75,0.11
27,42.65,0.13,87,16.91,1099.41,6.53,1092.87,-0.59,1.64,2.06,-0.33,-0.61,0.47,0.41,0.61,0.31,0.47,0.3,0.12
28,34.6,0.11,89,32.72,1155.84,7.34,1148.49,-0.91,3.16,3.22,-0.58,-1.09,0.73,0.63,0.86,0.21,0.47,0.51,0.13
29,47.12,0.09,91,18.75,1196.97,7.06,1189.91,-0.67,1.74,1.91,-0.39,-0.62,0.44,0.32,0.58,0.31,0.48,0.34,0.12
30,49.14,0.07,93,20.77,1246.67,5.3,1241.38,-1.15,3.92,2.7,-0.72,-1.18,0.97,0.61,0.8,0.16,0.48,0.42,0.12
31,36.03,0.09,91,33.58,1302.63,7.49,1295.14,-1.1,3.78,3.98,-0.72,-1.27,0.86,0.65,0.94,0.15,0.49,0.53,0.12
