episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,35.29,0.28,72,9.08,24.76,4.57,20.19,0.32,0.63,2.07,0.34,-1.0,1.38,2.75,2.06,2.6,7.4,0.14,0.12
2,45.24,0.18,82,21.8,27.6,5.36,22.24,0.63,0.05,-0.01,0.53,0.12,-0.01,2.01,1.4,1.71,5.12,0.1,0.13
3,59.12,0.14,86,11.84,27.67,4.0,23.67,0.6,0.22,0.4,0.54,-0.12,0.51,1.9,1.21,1.79,4.89,0.12,0.15
4,34.87,0.23,77,23.17,31.31,7.28,24.03,0.32,0.53,1.81,0.3,-1.08,1.27,2.49,1.77,2.51,6.77,0.24,0.12
5,40.21,0.21,79,20.99,28.8,5.84,22.96,0.62,0.33,0.47,0.61,0.07,0.54,2.29,1.51,1.92,5.72,0.17,0.12
6,51.49,0.15,85,20.28,28.04,5.62,22.42,0.63,0.33,1.32,0.62,0.09,0.35,2.46,1.56,1.95,5.98,0.05,0.12
7,53.55,0.17,83,11.61,28.48,3.9,24.58,0.77,0.16,0.04,0.73,0.54,0.14,2.12,1.37,1.52,5.01,0.19,0.12
8,42.7,0.2,80,20.55,26.56,4.71,21.85,0.54,0.33,0.81,0.52,-0.19,0.59,2.38,1.69,1.91,5.98,0.1,0.12
9,29.88,0.24,76,29.33,28.68,6.12,22.55,0.49,0.32,1.36,0.43,-0.5,0.78,1.87,1.21,1.97,5.05,0.17,0.12
10,34.31,0.15,85,44.42,32.47,9.08,23.39,0.27,0.6,1.86,0.26,-1.26,1.54,2.61,2.01,2.65,7.27,0.13,0.18
11,18.26,0.2,80,57.6,31.32,9.7,21.62,0.57,0.26,0.31,0.52,-0.15,0.39,2.28,1.59,2.01,5.88,0.09,0.12
12,41.75,0.25,75,6.97,27.17,3.63,23.55,0.42,0.36,0.94,0.39,-0.52,0.67,2.53,1.91,2.2,6.64,0.24,0.12
13,61.32,0.13,87,11.43,27.34,4.43,22.92,0.46,0.55,1.57,0.5,-0.44,1.03,2.63,1.99,2.23,6.85,0.04,0.12
14,47.96,0.18,82,17.27,28.77,6.34,22.44,0.95,0.1,-0.23,0.95,1.32,-0.47,2.27,1.24,1.3,4.82,0.12,0.12
15,40.35,0.21,79,20.85,28.52,6.75,21.77,0.33,0.49,1.88,0.31,-0.95,1.1,2.6,1.96,2.51,7.06,0.12,0.14
16,47.8,0.18,82,17.46,28.98,7.13,21.85,0.5,0.28,1.35,0.42,-0.52,0.68,2.01,1.28,2.07,5.37,0.07,0.13
17,25.02,0.33,67,11.46,22.34,4.31,18.03,0.46,0.27,0.73,0.41,-0.44,0.51,2.55,2.12,2.37,7.04,0.07,0.12
18,32.98,0.25,75,21.47,27.95,6.41,21.55,0.62,0.3,0.76,0.61,0.14,0.36,2.6,1.84,2.01,6.45,0.17,0.12
19,38.25,0.24,76,15.79,27.54,6.41,21.13,0.4,0.4,1.28,0.35,-0.74,1.02,2.49,1.88,2.5,6.87,0.13,0.12
20,41.35,0.21,79,19.29,28.42,6.58,21.85,0.52,0.36,1.42,0.49,-0.34,0.58,2.24,1.49,2.04,5.77,0.13,0.12
21,48.36,0.12,88,30.45,34.58,7.31,27.27,0.71,0.14,0.43,0.64,0.28,0.18,1.89,1.12,1.6,4.61,0.24,0.78
22,78.31,0.07,93,2.59,30.27,1.8,28.47,0.6,0.26,0.75,0.58,0.09,0.28,2.62,1.94,2.18,6.74,0.23,0.2
23,56.33,0.08,92,28.63,35.05,7.68,27.37,0.49,0.39,1.4,0.46,-0.46,0.83,2.34,1.56,2.2,6.1,0.21,0.13
24,50.77,0.07,93,38.97,33.39,7.47,25.91,0.43,0.54,1.17,0.44,-0.63,1.14,2.72,1.97,2.38,7.06,0.15,0.15
25,42.66,0.13,87,37.15,31.66,8.69,22.97,0.57,0.3,0.62,0.53,-0.14,0.46,2.28,1.53,1.92,5.72,0.04,0.15
26,69.15,0.12,88,3.43,25.45,2.34,23.11,0.32,0.52,1.45,0.3,-0.99,1.17,2.7,2.02,2.53,7.26,0.04,0.14
27,66.36,0.07,93,17.27,35.28,6.62,28.67,0.66,0.04,0.07,0.54,0.04,0.15,1.61,1.02,1.66,4.29,0.21,0.21
28,54.62,0.09,91,29.15,33.35,6.36,26.99,0.61,0.36,1.03,0.61,0.03,0.49,2.45,1.63,2.02,6.1,0.21,0.35
29,56.35,0.12,88,19.56,32.77,7.15,25.61,0.58,0.13,0.51,0.48,-0.19,0.28,1.96,1.34,1.97,5.26,0.16,0.35
30,61.97,0.09,91,20.02,29.9,5.09,24.81,0.68,0.25,0.48,0.65,0.24,0.33,2.23,1.36,1.64,5.23,0.11,0.27
31,57.27,0.07,93,30.62,31.85,7.36,24.49,0.55,0.32,0.71,0.52,-0.19,0.56,2.45,1.74,2.1,6.29,0.06,0.27
32,39.97,0.17,83,31.14,32.08,7.72,24.36,0.59,0.31,0.79,0.57,0.03,0.3,2.49,1.7,1.94,6.13,0.19,0.21
33,34.91,0.1,90,54.04,34.47,9.53,24.93,0.81,0.08,-0.09,0.76,0.75,-0.18,1.94,1.13,1.39,4.47,0.13,0.2
34,63.81,0.14,86,4.64,28.72,2.99,25.72,0.77,0.06,-0.03,0.69,0.51,-0.04,1.79,1.07,1.4,4.26,0.21,0.26
35,57.52,0.08,92,28.13,31.3,6.45,24.85,0.78,0.07,-0.1,0.72,0.66,-0.16,2.1,1.26,1.54,4.9,0.1,0.21
36,52.16,0.1,90,30.82,31.35,6.68,24.67,0.53,0.24,0.97,0.46,-0.34,0.61,1.88,1.3,1.92,5.1,0.12,0.19
37,50.37,0.12,88,28.36,31.98,8.19,23.8,0.58,0.2,0.39,0.49,-0.27,0.48,1.83,1.11,1.82,4.76,0.1,0.18
38,65.93,0.12,88,6.62,30.19,3.51,26.68,0.72,0.18,-0.01,0.7,0.52,0.02,2.36,1.69,1.72,5.77,0.23,0.24
39,54.93,0.11,89,24.81,30.36,6.07,24.29,0.4,0.39,1.69,0.34,-0.88,1.08,2.13,1.48,2.37,5.99,0.12,0.28
40,74.35,0.07,93,8.77,27.55,3.08,24.47,0.56,0.28,0.56,0.53,-0.12,0.45,2.29,1.66,2.02,5.97,0.05,0.27
41,59.27,0.14,86,11.45,28.18,3.81,24.37,0.58,0.16,0.46,0.49,-0.19,0.45,1.96,1.34,1.86,5.16,0.15,1.75
42,79.61,0.04,96,8.46,30.22,4.7,25.52,0.12,0.8,2.35,0.16,-1.68,1.86,3.18,2.6,3.23,9.01,0.07,0.25
43,54.13,0.07,93,33.86,35.25,7.74,27.51,0.6,0.06,-0.01,0.5,0.03,-0.06,2.26,1.66,1.98,5.89,0.21,0.2
44,65.62,0.05,95,22.03,38.52,6.79,31.73,0.61,0.27,0.05,0.6,0.19,0.34,2.34,1.5,1.74,5.58,0.3,0.2
45,61.87,0.02,98,34.94,33.97,7.93,26.04,0.33,0.52,1.41,0.32,-0.96,1.3,2.5,1.84,2.38,6.71,0.08,0.19
46,73.17,0.06,94,10.65,34.95,5.65,29.3,0.55,0.27,0.68,0.48,-0.31,0.56,1.86,1.16,1.87,4.89,0.24,0.21
47,63.84,0.03,97,30.35,33.61,6.29,27.32,0.86,0.09,-0.16,0.83,0.98,-0.31,2.12,1.52,1.34,4.98,0.16,0.18
48,46.73,0.04,96,48.53,40.41,9.02,31.4,0.86,0.08,-0.11,0.81,0.88,-0.25,1.99,1.15,1.33,4.47,0.26,0.24
49,73.02,0.03,97,18.31,33.98,6.42,27.57,0.65,0.05,-0.0,0.54,0.11,0.08,1.74,1.25,1.64,4.63,0.17,0.2
50,75.57,0.05,95,11.55,29.49,3.83,25.66,0.44,0.34,0.68,0.4,-0.55,0.73,2.32,1.64,2.1,6.06,0.11,0.26
51,72.02,0.1,90,3.7,29.11,2.35,26.76,0.29,0.59,2.18,0.28,-1.19,1.31,2.61,1.92,2.66,7.19,0.21,0.35
52,68.55,0.08,92,13.85,28.59,3.27,25.33,0.63,0.05,-0.02,0.54,0.13,-0.04,1.99,1.27,1.58,4.84,0.12,0.22
53,51.54,0.08,92,34.7,36.7,7.05,29.65,0.37,0.42,1.08,0.34,-0.81,1.03,2.63,2.04,2.44,7.11,0.27,0.23
54,72.63,0.05,95,15.26,30.11,4.59,25.52,0.65,0.04,0.03,0.54,0.05,0.09,1.7,1.03,1.58,4.3,0.1,0.28
55,66.74,0.06,94,20.06,32.28,5.68,26.6,0.62,0.05,0.02,0.51,0.04,0.12,1.67,1.02,1.67,4.36,0.15,0.24
56,71.18,0.07,93,12.38,29.88,4.55,25.33,0.35,0.49,1.44,0.33,-0.95,1.12,2.56,1.87,2.5,6.94,0.12,0.19
57,57.18,0.11,89,21.25,31.6,6.09,25.51,0.36,0.6,2.3,0.38,-0.83,1.19,3.01,2.25,2.63,7.89,0.17,0.19
58,76.37,0.06,94,7.48,31.24,3.88,27.36,0.7,0.33,1.11,0.72,0.42,0.21,2.49,1.68,1.71,5.88,0.19,0.19
59,54.8,0.08,92,30.67,35.21,6.36,28.85,0.69,0.03,0.07,0.57,0.12,0.17,1.39,0.7,1.39,3.48,0.26,0.19
60,57.06,0.12,88,19.93,28.17,4.33,23.84,0.47,0.55,1.44,0.51,-0.41,1.02,2.8,2.07,2.31,7.17,0.11,0.22
61,52.99,0.06,94,36.84,37.77,8.2,29.57,0.66,0.27,0.57,0.63,0.17,0.31,2.23,1.4,1.68,5.32,0.26,0.34
