episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,40.38,0.23,77,12.14,32.06,5.88,26.18,0.17,-0.03,0.22,0.4,0.23,-0.21,0.23,0.4,0.52,1.32,0.3,0.11
2,31.78,0.18,82,25.76,70.05,5.95,64.1,-0.11,1.2,0.68,0.23,-0.02,0.18,0.3,0.4,0.46,1.4,0.12,0.11
3,34.14,0.27,73,11.23,104.01,3.92,100.08,-0.28,1.8,1.89,0.07,-0.27,0.25,0.36,0.52,0.4,1.46,0.05,0.11
4,29.33,0.19,81,26.41,151.86,7.27,144.59,-0.22,1.69,0.97,0.12,-0.23,0.5,0.41,0.53,0.42,1.41,0.16,0.11
5,37.35,0.19,81,20.17,180.89,5.7,175.19,-0.01,0.67,0.49,0.27,0.07,0.05,0.3,0.46,0.47,1.4,0.16,0.12
6,43.29,0.15,85,20.8,223.26,5.59,217.67,-0.32,1.54,1.82,0.01,-0.26,0.19,0.4,0.52,0.45,1.42,0.06,0.11
7,45.52,0.2,80,12.4,261.5,4.0,257.5,-0.4,2.32,1.81,-0.0,-0.38,0.47,0.41,0.54,0.45,1.49,0.13,0.11
8,40.14,0.17,83,20.63,306.86,4.69,302.17,-0.42,1.69,1.87,-0.11,-0.4,0.33,0.36,0.6,0.37,1.39,0.13,0.12
9,22.81,0.21,79,29.06,343.92,6.05,337.87,-0.28,1.98,1.98,0.09,-0.27,0.28,0.47,0.52,0.47,1.4,0.16,0.16
10,-2.21,0.21,79,49.01,389.2,9.3,379.9,-0.28,1.59,0.96,0.07,-0.21,0.29,0.39,0.48,0.46,1.36,0.04,0.12
11,-11.35,0.21,79,56.3,429.64,9.64,420.0,-0.39,1.77,2.22,-0.09,-0.41,0.41,0.37,0.62,0.3,1.41,0.1,0.14
12,51.24,0.22,78,4.85,458.42,2.71,455.72,-0.08,1.44,1.33,0.3,0.02,0.17,0.35,0.44,0.51,1.43,0.12,0.16
13,43.35,0.21,79,12.68,505.21,4.78,500.43,-0.36,1.8,1.74,-0.01,-0.31,0.35,0.46,0.54,0.44,1.41,0.13,0.12
14,59.48,0.11,89,14.11,548.37,5.69,542.67,-0.25,1.81,1.68,0.13,-0.17,0.22,0.36,0.43,0.54,1.42,0.07,0.12
15,15.13,0.29,71,24.85,598.75,7.74,591.01,-0.15,1.7,1.42,0.26,0.0,0.35,0.32,0.35,0.51,1.45,0.26,0.13
16,38.67,0.2,80,17.8,629.21,7.11,622.1,-0.29,1.63,1.55,0.04,-0.25,0.34,0.36,0.48,0.39,1.4,0.05,0.12
17,49.08,0.2,80,9.6,677.44,4.19,673.25,-0.19,0.95,1.04,0.1,-0.07,0.19,0.31,0.44,0.49,1.34,0.18,0.15
18,38.76,0.18,82,20.39,705.33,6.52,698.8,-0.31,1.79,1.87,0.05,-0.24,0.31,0.45,0.48,0.45,1.4,0.03,0.13
19,43.87,0.2,80,13.7,737.99,5.56,732.42,-0.08,1.56,1.71,0.28,-0.05,0.2,0.34,0.44,0.44,1.42,0.14,0.11
20,40.14,0.17,83,20.63,789.74,6.56,783.18,-0.11,1.28,0.88,0.22,-0.09,0.27,0.3,0.49,0.43,1.41,0.06,0.12
21,22.56,0.24,76,25.41,823.68,7.08,816.61,-0.72,2.45,2.15,-0.38,-0.73,0.77,0.53,0.66,0.32,1.47,0.26,0.71
22,77.71,0.1,90,2.6,874.58,1.8,872.78,-0.47,1.75,1.02,-0.13,-0.37,0.28,0.39,0.47,0.4,1.38,0.19,0.12
23,37.1,0.13,87,27.72,920.73,7.47,913.26,-0.62,2.64,1.93,-0.24,-0.61,0.69,0.51,0.59,0.33,1.44,0.19,0.12
24,25.95,0.15,85,33.65,963.4,7.24,956.16,-0.2,1.31,1.18,0.14,-0.13,0.26,0.34,0.39,0.54,1.44,0.07,0.11
25,20.83,0.16,84,36.38,994.62,8.67,985.95,-0.52,2.22,2.28,-0.16,-0.5,0.37,0.54,0.58,0.36,1.39,0.16,0.12
26,89.7,0.03,97,3.79,1040.07,2.55,1037.53,-0.34,2.04,2.02,0.03,-0.28,0.32,0.38,0.5,0.39,1.41,0.09,0.12
27,61.11,0.08,92,16.67,1084.14,6.59,1077.54,0.1,0.32,0.33,0.39,0.26,-0.13,0.24,0.32,0.51,1.39,0.26,0.12
28,21.62,0.17,83,34.69,1167.37,7.44,1159.93,-0.84,2.6,2.37,-0.46,-0.73,0.57,0.48,0.61,0.3,1.45,0.36,0.12
29,50.84,0.12,88,19.01,1186.21,7.12,1179.09,-0.3,2.19,0.53,0.14,-0.18,0.49,0.42,0.39,0.48,1.42,0.16,0.13
30,44.48,0.12,88,23.57,1201.44,5.85,1195.59,-0.31,2.17,1.66,0.09,-0.29,0.49,0.46,0.51,0.44,1.42,0.16,0.12
31,44.56,0.11,89,24.67,1272.36,6.56,1265.8,-0.49,2.29,1.06,-0.09,-0.4,0.56,0.47,0.46,0.49,1.41,0.12,0.12
32,29.75,0.13,87,33.05,1311.75,7.72,1304.02,-0.48,1.83,1.49,-0.14,-0.41,0.38,0.45,0.52,0.37,1.37,0.18,0.12
33,-9.84,0.2,80,56,1346.02,9.62,1336.4,-0.35,1.96,1.79,0.02,-0.28,0.28,0.38,0.51,0.38,1.45,0.09,0.12
34,82.87,0.06,94,4.44,1411.51,2.87,1408.64,-0.28,2.0,1.92,0.13,-0.17,0.36,0.4,0.44,0.42,1.47,0.2,0.13
35,38.27,0.11,89,29.12,1445.02,6.88,1438.13,-0.28,1.84,2.03,0.07,-0.26,0.37,0.44,0.54,0.37,1.41,0.08,0.13
36,40.83,0.12,88,26.18,1480.16,6.23,1473.93,-0.22,1.32,1.02,0.08,-0.18,0.29,0.27,0.46,0.42,1.41,0.08,0.12
37,32.46,0.13,87,31.08,1526.89,8.33,1518.55,-0.39,1.96,1.69,-0.02,-0.32,0.49,0.42,0.53,0.38,1.4,0.08,0.16
38,72.95,0.09,91,7.26,1562.81,3.78,1559.03,-0.49,2.27,2.48,-0.09,-0.39,0.41,0.44,0.46,0.4,1.45,0.22,0.14
39,57.4,0.08,92,19.22,1623.12,5.49,1617.63,-0.18,1.54,1.15,0.17,-0.16,0.21,0.33,0.49,0.49,1.47,0.06,0.2
40,77.94,0.06,94,7.74,1656.07,2.84,1653.23,-0.04,1.21,1.1,0.28,-0.01,0.08,0.3,0.4,0.47,1.4,0.1,0.14
41,69.08,0.09,91,9.95,1702.07,3.45,1698.62,-0.43,1.64,1.68,-0.1,-0.33,0.25,0.42,0.5,0.43,1.38,0.16,1.54
