episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,14.46,0.2,80,10.56,28.36,5.21,23.15,-0.27,0.41,0.69,-0.11,-0.3,0.02,0.31,0.6,0.41,0.44,0.48,0.12
2,18.77,0.2,80,19.43,64.62,4.45,60.18,-0.07,-0.46,-0.04,0.06,-0.03,-0.12,0.19,0.44,0.51,0.44,0.51,0.12
3,14.57,0.16,84,11.55,106.8,3.99,102.81,-1.54,5.61,4.05,-0.98,-1.64,1.37,0.87,0.94,0.08,0.48,0.64,0.13
4,27.13,0.21,79,29.25,152.37,7.68,144.68,-0.88,2.81,2.01,-0.54,-0.89,0.85,0.51,0.76,0.18,0.46,0.31,0.13
5,25.32,0.2,80,26.12,188.78,6.03,182.75,-1.15,3.88,4.17,-0.74,-1.23,0.74,0.62,0.79,0.18,0.48,0.44,0.14
6,14.73,0.22,78,25.33,233.04,6.22,226.82,-0.06,-0.46,0.05,0.02,-0.09,-0.1,0.13,0.58,0.44,0.48,0.52,0.12
7,29.89,0.21,79,9.58,269.54,3.37,266.18,-0.61,1.76,1.38,-0.31,-0.56,0.36,0.37,0.57,0.4,0.46,0.32,0.12
8,6.98,0.21,79,20.53,306.23,4.87,301.37,0.02,-0.65,0.1,0.09,-0.1,-0.19,0.29,0.66,0.38,0.44,0.62,0.14
9,-11.25,0.29,71,25.24,343.21,5.3,337.92,0.16,-0.79,0.01,0.2,-0.08,-0.3,0.35,0.59,0.52,0.43,0.75,0.15
10,29.96,0.19,81,44.64,382.3,9.09,373.21,-1.03,3.43,3.31,-0.64,-1.05,0.81,0.58,0.72,0.17,0.48,0.38,0.12
11,33.73,0.18,82,55.41,424.79,9.6,415.2,-0.57,1.63,1.72,-0.33,-0.62,0.45,0.38,0.66,0.33,0.47,0.34,0.12
12,5.58,0.27,73,5.41,458.84,2.95,455.89,-0.1,-0.37,0.02,0.03,-0.02,-0.21,0.23,0.48,0.42,0.45,0.51,0.12
13,28.55,0.19,81,10.84,496.31,4.29,492.02,-0.55,1.39,0.75,-0.29,-0.48,0.32,0.38,0.59,0.4,0.47,0.39,0.12
14,30.98,0.19,81,13.28,539.88,5.51,534.37,-0.68,1.84,1.94,-0.39,-0.6,0.44,0.41,0.6,0.28,0.46,0.31,0.12
15,22.36,0.19,81,23.65,583.8,7.15,576.64,-1.19,4.01,3.57,-0.75,-1.17,0.95,0.58,0.73,0.18,0.5,0.45,0.12
16,24.47,0.12,88,16.91,625.26,6.97,618.3,-1.36,4.84,4.69,-0.89,-1.5,1.09,0.78,0.92,0.11,0.48,0.6,0.12
17,-2.52,0.28,72,12.19,663.22,4.49,658.72,-0.39,1.16,1.37,-0.21,-0.6,0.4,0.44,0.79,0.28,0.44,0.63,0.12
18,8.31,0.23,77,19.56,702.75,6.59,696.16,-0.91,2.67,1.7,-0.52,-0.72,0.74,0.4,0.51,0.29,0.5,0.57,0.14
19,31.79,0.14,86,15.33,738.85,5.85,733.0,-0.76,2.18,1.55,-0.42,-0.63,0.8,0.42,0.54,0.28,0.46,0.41,0.15
20,23.88,0.15,85,21.13,787.06,6.97,780.09,-0.08,-0.45,-0.01,0.03,-0.05,-0.06,0.19,0.53,0.42,0.45,0.52,0.15
21,19.35,0.18,82,25.89,828.14,7.02,821.12,-0.72,2.38,2.11,-0.44,-0.89,0.58,0.51,0.83,0.23,0.47,0.52,0.82
22,31.34,0.08,92,2.35,857.43,1.67,855.76,-0.88,2.52,1.9,-0.49,-0.64,0.55,0.39,0.44,0.34,0.47,0.58,0.13
23,22.4,0.1,90,26.14,916.06,7.08,908.98,-0.7,1.67,1.54,-0.38,-0.45,0.29,0.31,0.41,0.34,0.49,0.63,0.12
24,18.63,0.14,86,33.86,959.09,7.21,951.88,-1.42,5.23,3.4,-0.89,-1.52,1.22,0.86,0.92,0.1,0.47,0.61,0.12
25,23.51,0.14,86,41.3,1009.29,8.9,1000.4,-0.12,-0.31,-0.02,0.03,0.02,-0.15,0.19,0.4,0.46,0.45,0.56,0.13
26,49.78,0.08,92,3.17,1045.88,2.18,1043.7,-0.59,1.5,1.84,-0.32,-0.51,0.29,0.34,0.55,0.37,0.48,0.38,0.12
27,32.91,0.08,92,17.97,1104.65,6.71,1097.93,-0.13,-0.1,0.42,-0.02,-0.18,0.04,0.21,0.58,0.38,0.45,0.54,0.16
28,14.16,0.12,88,29.7,1141.88,6.78,1135.09,0.07,-0.7,0.11,0.11,-0.09,-0.08,0.33,0.68,0.35,0.41,0.69,0.21
29,25.38,0.1,90,19.81,1193.17,7.31,1185.87,-0.53,1.75,1.79,-0.31,-0.74,0.57,0.5,0.78,0.33,0.47,0.59,0.32
30,17.72,0.16,84,28.21,1225.67,6.51,1219.17,-0.83,2.27,2.11,-0.48,-0.65,0.54,0.36,0.55,0.31,0.5,0.59,0.5
31,29.19,0.11,89,29.66,1269.23,7.28,1261.96,-1.2,4.09,1.67,-0.71,-1.05,1.21,0.56,0.6,0.22,0.49,0.51,0.21
32,48.41,0.11,89,31.6,1330.78,7.58,1323.19,-0.73,2.16,2.36,-0.42,-0.67,0.37,0.48,0.58,0.29,0.47,0.33,0.24
33,14.97,0.17,83,55.13,1354.62,9.58,1345.04,-0.51,1.71,1.44,-0.28,-0.71,0.64,0.49,0.75,0.28,0.44,0.6,0.17
