episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,41.47,0.22,78,10.31,26.58,5.09,21.49,0.48,0.31,0.68,0.43,-0.48,0.68,2.17,1.4,1.9,5.46,0.11,0.19
2,49.48,0.15,85,22.24,27.59,5.28,22.31,0.31,0.52,2.24,0.29,-1.04,1.09,2.8,2.09,2.76,7.66,0.03,0.29
3,59.87,0.13,87,9.54,26.63,3.52,23.1,0.47,0.47,1.11,0.46,-0.51,1.06,2.56,1.84,2.25,6.66,0.07,0.33
4,29.8,0.23,77,27.18,28.29,7.12,21.17,0.87,0.08,-0.16,0.84,0.96,-0.24,1.94,1.13,1.18,4.25,0.12,0.33
5,40.64,0.18,82,29.2,28.51,6.41,22.1,0.59,0.3,0.68,0.55,-0.1,0.59,2.01,1.4,1.78,5.2,0.09,0.33
6,46.57,0.14,86,25.67,30.58,6.28,24.3,0.52,0.41,0.91,0.51,-0.33,0.88,2.35,1.7,2.08,6.13,0.16,0.32
7,51.46,0.18,82,10.45,26.75,3.58,23.17,0.75,0.07,-0.11,0.69,0.55,-0.19,1.9,1.12,1.4,4.43,0.15,0.35
8,40.1,0.17,83,28.29,29.87,6.23,23.64,0.88,0.09,-0.16,0.87,1.08,-0.4,2.36,1.48,1.51,5.35,0.16,0.37
9,36.72,0.17,83,28.78,30.91,6.21,24.7,0.92,0.09,-0.21,0.92,1.21,-0.42,2.1,1.19,0.99,4.28,0.2,0.37
10,35.92,0.12,88,48,32.64,9.25,23.39,0.86,0.09,-0.17,0.84,1.02,-0.37,2.35,1.49,1.38,5.22,0.07,0.2
11,8.59,0.26,74,57.08,29.89,9.68,20.22,0.51,0.22,0.54,0.44,-0.33,0.53,2.13,1.61,1.97,5.72,0.11,0.18
12,43.2,0.22,78,6.05,26.87,3.23,23.64,0.26,0.63,1.38,0.25,-1.31,1.62,2.81,2.1,2.81,7.72,0.19,0.19
13,48.83,0.2,80,10.95,25.49,4.32,21.18,0.16,0.75,2.26,0.18,-1.6,1.87,2.95,2.25,3.0,8.2,0.05,0.18
14,52.71,0.16,84,15.43,28.32,5.87,22.45,0.64,0.23,0.32,0.6,0.08,0.36,1.96,1.2,1.57,4.74,0.08,0.24
15,41.6,0.17,83,23.48,30.64,7.1,23.54,0.79,0.06,-0.04,0.72,0.57,-0.08,1.81,1.01,1.32,4.14,0.16,0.33
16,50.66,0.17,83,17.64,28.88,7.05,21.83,0.73,0.31,0.38,0.75,0.51,0.23,2.64,1.69,1.68,6.0,0.03,0.3
17,26.13,0.27,73,15.45,26.63,5.29,21.34,0.19,0.81,1.94,0.25,-1.42,1.9,3.22,2.51,3.07,8.8,0.18,0.31
18,40.52,0.19,81,21.78,28.72,6.72,22.0,0.43,0.35,1.05,0.37,-0.72,0.89,2.32,1.72,2.46,6.49,0.08,0.33
19,48.81,0.18,82,16.27,28.04,6.33,21.71,0.49,0.52,1.87,0.52,-0.33,0.89,2.78,1.98,2.22,6.98,0.06,0.34
20,40.49,0.19,81,21.88,28.96,7.08,21.88,0.58,0.3,0.74,0.55,-0.1,0.41,2.43,1.56,2.05,6.04,0.1,0.32
