episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,7.67,0.28,72,10.5,26.26,5.18,21.08,-0.6,1.91,1.81,-0.37,-0.77,0.45,0.44,0.78,0.26,0.47,0.48,0.17
2,6.41,0.27,73,17.42,59.9,4.4,55.51,-0.16,-0.24,0.04,-0.01,-0.01,-0.12,0.1,0.38,0.36,0.47,0.61,0.11
3,22.13,0.22,78,10.33,98.33,3.72,94.62,-1.13,3.88,2.46,-0.69,-1.13,1.0,0.64,0.74,0.2,0.46,0.41,0.13
4,10.34,0.24,76,27.05,144.37,7.47,136.89,-0.21,-0.19,-0.03,-0.04,0.0,-0.15,0.13,0.34,0.42,0.46,0.62,0.11
5,18.26,0.2,80,28.5,175.49,6.21,169.28,-0.03,-0.56,-0.03,0.06,-0.09,-0.08,0.14,0.55,0.51,0.48,0.56,0.14
6,26.35,0.2,80,19.7,214.96,5.56,209.4,-0.45,1.15,1.76,-0.23,-0.53,0.25,0.42,0.68,0.36,0.46,0.41,0.14
7,34.52,0.13,87,14.18,269.71,4.47,265.24,-0.37,0.65,1.16,-0.18,-0.32,0.09,0.3,0.53,0.42,0.46,0.42,0.13
8,16.77,0.23,77,19.95,300.68,4.97,295.71,-0.09,-0.43,-0.01,0.03,-0.02,-0.18,0.26,0.47,0.49,0.43,0.51,0.13
9,25.23,0.19,81,24.58,329.85,5.26,324.59,-1.0,3.43,3.11,-0.62,-1.06,0.78,0.59,0.74,0.22,0.5,0.43,0.12
10,25.63,0.17,83,48.96,386.07,9.3,376.77,-0.12,-0.38,0.01,-0.01,-0.07,-0.03,0.12,0.48,0.39,0.46,0.51,0.12
11,24.81,0.16,84,58.67,427.96,9.75,418.21,-0.1,-0.37,-0.01,0.02,-0.03,-0.1,0.12,0.39,0.44,0.47,0.55,0.12
12,13.88,0.2,80,6.1,471.48,3.25,468.22,-1.44,5.24,4.49,-0.93,-1.57,1.22,0.8,0.9,0.16,0.51,0.62,0.15
13,18.77,0.18,82,9.76,512.34,3.92,508.41,0.03,-0.6,0.11,0.11,-0.06,-0.11,0.28,0.57,0.35,0.42,0.65,0.12
14,10.31,0.21,79,16.15,552.52,6.06,546.46,0.13,-0.78,0.07,0.15,-0.14,-0.21,0.24,0.7,0.44,0.46,0.75,0.12
15,8.15,0.25,75,22.55,586.91,7.09,579.81,-1.36,4.94,3.73,-0.87,-1.48,1.39,0.8,0.92,0.11,0.48,0.6,0.12
16,12.72,0.22,78,17.13,621.6,6.98,614.62,-0.29,0.8,1.02,-0.15,-0.53,0.39,0.38,0.8,0.36,0.46,0.65,0.16
17,24.04,0.21,79,12.86,647.1,4.75,642.35,-0.86,2.85,1.97,-0.52,-0.92,0.69,0.49,0.71,0.2,0.48,0.31,0.12
18,27.71,0.18,82,22.2,693.18,7.01,686.17,-0.46,0.97,1.25,-0.23,-0.37,0.16,0.27,0.49,0.37,0.48,0.43,0.12
19,11.09,0.26,74,15.35,740.36,5.8,734.57,-1.1,3.87,3.31,-0.71,-1.26,0.98,0.68,0.9,0.14,0.47,0.53,0.13
20,11.88,0.23,77,23.17,773.12,7.18,765.95,-1.41,5.1,4.1,-0.91,-1.53,1.24,0.8,0.92,0.09,0.48,0.61,0.12
21,33.14,0.11,89,27.34,815.01,7.37,807.64,-0.14,-0.33,0.04,-0.01,-0.03,-0.17,0.17,0.45,0.39,0.46,0.56,0.83
22,40.69,0.05,95,2.38,862.62,1.69,860.93,-0.0,-0.55,0.03,0.07,-0.09,-0.12,0.14,0.54,0.45,0.47,0.57,0.13
23,45.33,0.03,97,25.93,907.86,7.03,900.82,-0.12,-0.3,0.02,0.03,0.02,-0.24,0.19,0.38,0.5,0.46,0.52,0.14
24,43.13,0.08,92,35.43,967.32,7.23,960.09,-0.67,1.83,1.25,-0.37,-0.58,0.46,0.39,0.59,0.33,0.49,0.39,0.15
25,39.42,0.07,93,36.99,1006.25,8.68,997.57,-0.08,-0.39,0.02,0.03,-0.03,-0.22,0.16,0.44,0.46,0.47,0.51,0.14
26,40.24,0.07,93,3.03,1054.4,2.1,1052.3,-0.1,-0.39,0.05,0.01,-0.06,-0.19,0.18,0.52,0.42,0.46,0.5,0.12
27,36.1,0.09,91,16.53,1084.32,6.32,1078.0,-1.23,3.99,3.18,-0.76,-1.14,0.96,0.6,0.71,0.21,0.48,0.52,0.13
28,27.59,0.1,90,30.33,1162.82,6.59,1156.22,-1.77,6.31,5.35,-1.16,-1.79,1.5,0.87,0.91,0.09,0.51,0.68,0.12
29,26.17,0.12,88,17.39,1193.25,6.95,1186.3,-0.1,0.13,0.65,-0.0,-0.34,0.02,0.38,0.69,0.42,0.44,0.69,0.12
30,40.89,0.1,90,18.27,1246.87,5.29,1241.58,-0.38,0.86,1.2,-0.19,-0.43,0.19,0.36,0.63,0.38,0.46,0.42,0.13
31,37.76,0.06,94,29.83,1288.15,7.09,1281.06,-0.19,-0.25,0.04,-0.03,-0.0,-0.06,0.12,0.4,0.43,0.46,0.62,0.13
32,40.5,0.07,93,35.04,1338.23,7.87,1330.37,-0.65,1.7,1.39,-0.34,-0.48,0.32,0.34,0.5,0.39,0.48,0.51,0.22
33,42.21,0.09,91,54.86,1358.65,9.57,1349.08,-1.03,3.25,3.33,-0.64,-1.01,0.72,0.56,0.75,0.22,0.48,0.36,0.2
34,35.22,0.09,91,4.34,1422.72,2.83,1419.89,-0.99,3.05,1.81,-0.56,-0.78,0.74,0.45,0.48,0.35,0.48,0.55,0.6
35,46.37,0.07,93,25.55,1463.36,6.35,1457.01,-1.08,3.61,3.27,-0.68,-1.11,0.72,0.59,0.73,0.22,0.49,0.4,0.27
36,40.11,0.04,96,26.46,1512.1,6.15,1505.96,-0.55,1.77,2.1,-0.35,-0.79,0.5,0.44,0.84,0.25,0.46,0.59,0.12
37,33.23,0.11,89,35.06,1561.18,8.53,1552.65,-0.07,-0.44,0.0,0.06,-0.04,-0.09,0.16,0.46,0.48,0.47,0.5,0.15
38,48.79,0.07,93,6.88,1591.45,3.62,1587.83,-0.64,1.79,1.64,-0.33,-0.53,0.31,0.38,0.5,0.45,0.46,0.32,0.13
39,35.1,0.09,91,18.77,1656.85,5.47,1651.38,-1.17,3.71,2.96,-0.71,-1.04,1.07,0.53,0.65,0.24,0.5,0.5,0.12
