episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,25.29,0.24,76,11.03,29.04,5.41,23.63,0.47,0.33,1.26,0.41,-0.6,0.73,2.03,1.36,2.09,5.47,0.24,0.16
2,24.6,0.19,81,23.14,26.86,5.2,21.65,0.69,0.25,0.66,0.67,0.31,0.22,2.1,1.37,1.67,5.14,0.08,0.13
3,17.61,0.3,70,9.29,23.0,3.43,19.57,0.5,0.38,1.01,0.47,-0.44,0.8,2.24,1.61,2.04,5.9,0.11,0.13
4,27.2,0.16,84,22.82,31.18,6.97,24.21,0.69,0.06,-0.0,0.61,0.31,-0.06,1.86,1.13,1.51,4.5,0.18,0.17
5,22.63,0.23,77,22.26,26.84,5.75,21.09,0.58,0.25,0.4,0.54,0.0,0.38,2.54,1.74,1.99,6.27,0.11,0.17
6,29.53,0.17,83,22.02,28.17,5.81,22.36,0.62,0.31,1.05,0.6,0.06,0.39,2.12,1.48,1.86,5.46,0.09,0.14
7,29.94,0.23,77,10.17,25.25,3.51,21.74,0.58,0.39,0.8,0.6,0.01,0.53,2.62,1.73,1.9,6.25,0.15,0.15
8,40.14,0.11,89,23.57,28.95,5.47,23.48,0.48,0.25,0.6,0.4,-0.5,0.71,2.2,1.6,2.29,6.09,0.05,0.15
9,16.8,0.23,77,33.84,29.98,6.58,23.4,0.35,0.5,1.66,0.32,-1.0,1.16,2.42,1.68,2.57,6.66,0.22,0.12
10,0.7,0.22,78,52.1,31.6,9.44,22.15,0.87,0.08,-0.13,0.84,0.94,-0.27,2.06,1.1,1.55,4.72,0.16,0.13
11,5.3,0.18,82,55.02,32.51,9.58,22.93,0.78,0.08,-0.17,0.74,0.74,-0.3,2.26,1.4,1.45,5.11,0.15,0.13
12,42.03,0.19,81,5.36,27.01,2.93,24.07,0.56,0.47,1.39,0.59,-0.11,0.64,2.76,1.96,2.18,6.91,0.19,0.13
13,30.28,0.23,77,10.57,25.28,4.27,21.01,0.45,0.34,1.01,0.41,-0.53,0.66,2.4,1.83,2.19,6.43,0.11,0.14
14,26.82,0.19,81,14.37,27.08,5.7,21.38,0.76,0.05,-0.02,0.67,0.42,-0.05,1.72,0.95,1.46,4.12,0.04,0.14
15,19.81,0.22,78,23.92,31.54,7.28,24.26,0.84,0.09,-0.17,0.81,0.91,-0.31,2.36,1.47,1.4,5.23,0.24,0.15
16,48.55,0.12,88,17.82,31.16,6.98,24.18,0.45,0.44,1.34,0.44,-0.49,0.82,2.88,2.27,2.57,7.72,0.12,0.14
17,10.5,0.34,66,12.61,22.73,4.61,18.12,0.44,0.32,0.85,0.39,-0.56,0.61,2.39,1.73,2.27,6.39,0.11,0.14
18,45.01,0.13,87,20.97,30.97,6.4,24.57,0.35,0.66,2.35,0.39,-0.86,1.34,2.94,2.24,2.62,7.8,0.16,0.13
19,44.84,0.14,86,16.37,29.07,6.09,22.98,0.31,0.56,1.3,0.3,-1.06,1.42,2.69,2.07,2.59,7.35,0.07,0.14
20,29.86,0.15,85,23.01,30.63,7.29,23.34,0.81,0.08,-0.12,0.76,0.77,-0.17,2.12,1.34,1.4,4.86,0.11,0.12
21,38.87,0.12,88,23.74,32.54,6.61,25.93,0.53,0.38,1.14,0.52,-0.28,0.81,2.38,1.7,2.12,6.2,0.19,0.85
22,60.76,0.08,92,2.29,26.45,1.65,24.8,0.6,0.24,0.58,0.57,0.07,0.26,2.49,1.76,1.94,6.18,0.1,0.23
23,34.12,0.13,87,26.3,30.59,7.12,23.47,0.65,0.31,0.7,0.66,0.3,0.29,2.39,1.67,1.76,5.82,0.1,0.21
24,24.43,0.15,85,37.18,30.35,7.26,23.08,0.52,0.22,0.4,0.46,-0.25,0.34,2.32,1.61,2.09,6.02,0.11,0.22
25,39.14,0.11,89,35.96,32.5,8.61,23.89,0.26,0.74,1.99,0.32,-1.16,1.63,3.06,2.34,2.79,8.18,0.09,0.18
26,56.71,0.08,92,3.57,27.22,2.41,24.8,0.57,0.29,0.67,0.52,-0.21,0.58,2.11,1.33,1.94,5.37,0.1,0.4
27,44.1,0.09,91,17.95,33.8,6.61,27.19,0.77,0.18,-0.07,0.76,0.7,-0.06,2.26,1.45,1.52,5.23,0.21,0.43
28,28.11,0.18,82,30.67,35.72,6.94,28.78,0.43,0.43,1.7,0.42,-0.54,0.68,2.71,2.04,2.4,7.15,0.32,0.28
29,45.49,0.12,88,20.28,33.59,7.2,26.39,0.25,0.63,2.73,0.25,-1.28,1.53,2.65,1.97,2.74,7.35,0.22,0.23
30,42.79,0.11,89,25.37,30.6,6.06,24.54,0.43,0.33,0.83,0.38,-0.6,0.68,2.62,1.92,2.61,7.15,0.13,0.19
31,37.93,0.09,91,28.97,31.08,7.1,23.98,0.56,0.31,0.75,0.51,-0.25,0.61,2.2,1.5,2.01,5.7,0.05,0.19
32,25.7,0.16,84,30.63,30.98,7.43,23.55,0.67,0.07,-0.02,0.58,0.26,-0.03,2.18,1.54,1.84,5.56,0.15,0.31
33,18.29,0.16,84,56,31.84,9.62,22.21,0.37,0.55,2.09,0.38,-0.79,1.01,3.05,2.35,2.88,8.27,0.05,0.27
34,58.3,0.08,92,4.7,29.93,3.04,26.89,0.55,0.25,0.44,0.5,-0.2,0.5,2.27,1.73,2.0,6.0,0.19,0.18
