episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,8.9,0.24,76,9.45,27.29,4.74,22.55,-0.54,1.35,0.97,-0.28,-0.45,0.3,2.8,2.16,2.3,0.48,0.4,0.12
2,16.56,0.15,85,17.22,65.68,4.84,60.85,-0.38,0.85,1.32,-0.21,-0.46,0.23,2.6,2.06,2.46,0.47,0.42,0.12
3,17.76,0.17,83,11.23,104.72,3.9,100.82,-0.94,3.23,1.85,-0.54,-0.95,0.95,2.88,2.24,2.23,0.48,0.35,0.12
4,-13.26,0.33,67,26.88,150.37,7.3,143.07,-0.29,0.52,1.23,-0.11,-0.31,0.03,2.66,2.03,2.69,0.48,0.44,0.13
5,0.37,0.21,79,29.92,186.89,6.81,180.08,-0.37,0.85,1.39,-0.18,-0.42,0.07,2.48,1.85,2.58,0.45,0.43,0.12
6,3.14,0.22,78,23.38,220.95,5.77,215.18,-0.55,1.55,1.54,-0.28,-0.56,0.29,2.6,1.88,2.59,0.46,0.35,0.12
7,7.76,0.24,76,11.34,252.54,3.75,248.79,-0.63,1.83,1.36,-0.36,-0.65,0.5,2.37,1.87,2.45,0.44,0.31,0.12
8,12.46,0.19,81,15.06,299.46,4.2,295.26,-0.57,1.11,0.85,-0.27,-0.28,0.24,2.74,2.48,2.22,0.49,0.67,0.13
9,1.13,0.22,78,26.63,335.81,5.6,330.21,-0.08,-0.45,-0.04,0.05,-0.0,-0.08,2.17,1.82,2.95,0.45,0.52,0.14
10,-8.6,0.18,82,49.56,380.86,9.32,371.54,-0.51,1.65,2.37,-0.28,-0.69,0.52,2.29,1.92,2.87,0.47,0.6,0.14
11,-17.41,0.23,77,54.86,421.94,9.57,412.36,-0.67,1.83,2.28,-0.39,-0.62,0.36,2.6,2.27,2.29,0.47,0.39,0.12
12,14.35,0.22,78,5.28,456.03,2.9,453.13,-0.15,-0.26,-0.03,0.02,0.02,-0.19,2.31,1.8,2.49,0.45,0.56,0.12
13,10.87,0.22,78,10.9,495.54,4.21,491.33,-0.57,1.34,2.56,-0.33,-0.5,0.14,2.19,1.91,2.38,0.44,0.35,0.12
14,12.35,0.2,80,13.05,533.79,5.49,528.3,-0.09,-0.38,-0.05,0.07,0.01,-0.22,2.35,1.82,2.99,0.47,0.51,0.13
15,-3.22,0.27,73,22.96,575.87,7.02,568.85,-0.11,-0.38,-0.01,0.03,-0.01,-0.13,2.36,1.89,2.77,0.46,0.52,0.15
16,17.62,0.14,86,17.67,615.58,7.05,608.53,-1.0,3.57,2.53,-0.62,-1.16,0.84,2.83,2.08,2.5,0.48,0.51,0.12
17,3.81,0.26,74,13.24,650.87,4.9,645.97,-1.1,3.39,2.45,-0.65,-0.92,0.93,2.88,2.49,2.26,0.5,0.52,0.13
18,3.49,0.23,77,20.65,693.77,6.53,687.25,-1.17,4.01,3.74,-0.75,-1.22,0.96,2.79,2.39,2.27,0.49,0.44,0.12
19,18.21,0.15,85,14.78,733.1,5.74,727.36,-0.66,2.06,2.12,-0.39,-0.74,0.41,2.64,1.99,2.51,0.46,0.37,0.13
20,14.76,0.14,86,21.86,775.42,6.98,768.44,-0.66,1.68,2.0,-0.36,-0.5,0.37,2.38,2.1,2.49,0.46,0.41,0.12
21,4.43,0.18,82,29.54,817.66,7.18,810.49,-0.25,-0.1,-0.03,-0.05,0.05,-0.05,2.52,2.29,2.27,0.48,0.75,0.81
22,29.4,0.13,87,2.6,859.57,1.8,857.77,-0.39,0.83,0.64,-0.19,-0.39,0.3,2.31,1.99,2.55,0.46,0.4,0.12
23,10.55,0.14,86,28.03,899.98,7.54,892.44,-0.82,2.9,3.26,-0.51,-1.01,0.66,2.8,2.24,2.5,0.49,0.52,0.12
24,-0.1,0.18,82,36.49,946.74,7.5,939.24,-1.56,5.31,5.32,-1.01,-1.5,1.15,3.15,2.55,2.0,0.51,0.62,0.12
25,3.7,0.17,83,32.58,988.67,8.46,980.22,-0.66,1.79,2.05,-0.38,-0.61,0.37,2.6,2.35,2.12,0.48,0.32,0.14
26,34.59,0.09,91,3.65,1027.3,2.46,1024.84,-0.51,1.18,1.0,-0.25,-0.37,0.24,2.65,2.21,2.3,0.47,0.45,0.12
27,26.48,0.08,92,16.78,1075.07,6.5,1068.57,-0.05,-0.45,0.04,0.05,-0.05,-0.15,2.36,1.99,2.78,0.46,0.53,0.13
28,7.57,0.16,84,28.64,1118.42,6.66,1111.76,-1.22,4.03,3.64,-0.77,-1.13,0.88,2.94,2.57,1.96,0.5,0.52,0.16
29,16.5,0.14,86,19.31,1169.68,6.87,1162.81,-0.83,2.39,2.67,-0.5,-0.73,0.5,2.63,2.23,2.15,0.47,0.42,0.17
30,16.12,0.13,87,21.83,1202.13,5.67,1196.46,-1.62,5.62,4.88,-1.04,-1.56,1.42,3.03,2.54,1.83,0.5,0.63,0.17
31,12.3,0.13,87,27.36,1250.24,6.77,1243.47,-1.49,5.48,3.9,-0.94,-1.58,1.51,2.86,2.33,2.13,0.49,0.63,0.28
32,6.21,0.15,85,32.55,1299.02,7.39,1291.62,-0.97,3.35,3.43,-0.62,-1.13,0.97,2.65,2.16,2.35,0.47,0.5,0.66
