episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,39.2,0.21,79,11.75,29.91,5.7,24.2,0.71,0.05,0.0,0.61,0.28,-0.02,1.96,1.33,1.76,5.05,0.23,0.3
2,42.18,0.18,82,24.39,27.71,5.37,22.34,0.8,0.06,-0.06,0.74,0.63,-0.1,1.8,1.01,1.43,4.24,0.11,0.34
3,39.95,0.23,77,12.18,25.19,4.1,21.09,0.29,0.57,1.46,0.29,-1.11,1.37,2.75,2.1,2.78,7.64,0.11,0.31
4,39.31,0.17,83,30.78,31.54,7.51,24.02,0.55,0.34,0.94,0.53,-0.19,0.56,2.55,1.83,2.06,6.45,0.18,0.35
5,25.87,0.25,75,30.21,26.91,6.67,20.24,0.54,0.22,0.98,0.45,-0.38,0.63,1.79,1.09,1.88,4.76,0.09,0.4
6,45.9,0.19,81,18.81,26.99,5.46,21.53,0.71,0.08,-0.07,0.64,0.45,-0.09,2.11,1.3,1.65,5.06,0.06,0.34
7,46.4,0.18,82,10.68,28.91,3.7,25.22,0.28,0.59,2.03,0.29,-1.06,1.36,3.07,2.49,2.9,8.46,0.22,0.33
8,40.2,0.2,80,21.43,26.46,5.08,21.38,0.14,0.77,3.23,0.16,-1.63,1.74,3.19,2.65,3.18,9.01,0.08,0.31
9,28.95,0.19,81,34.53,31.82,6.78,25.04,0.49,0.32,0.65,0.43,-0.52,0.85,2.0,1.31,2.01,5.32,0.24,0.32
10,30.33,0.17,83,45.88,31.37,9.15,22.22,0.67,0.25,0.42,0.66,0.3,0.21,2.31,1.68,1.72,5.71,0.08,0.31
11,18.22,0.18,82,58.15,31.97,9.73,22.24,0.74,0.05,-0.02,0.65,0.38,-0.08,2.13,1.44,1.76,5.33,0.1,0.32
