episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,10.47,0.3,70,11.71,28.01,5.7,22.31,-0.21,1.83,1.76,0.14,-0.26,0.3,2.74,2.01,2.51,0.48,0.24,0.12
2,19.68,0.23,77,22.91,61.69,5.53,56.16,-0.27,1.81,1.77,0.1,-0.21,0.31,2.47,1.9,2.69,0.47,0.08,0.12
3,29.06,0.19,81,10.44,97.6,3.75,93.85,-0.24,1.52,1.7,0.1,-0.16,0.31,2.41,2.01,2.64,0.47,0.03,0.12
4,21.58,0.21,79,29.25,150.14,7.68,142.46,0.13,0.39,0.62,0.42,0.21,-0.01,2.37,1.89,2.71,0.46,0.19,0.12
5,34.93,0.13,87,25.26,181.1,6.13,174.97,-0.38,1.85,1.43,-0.01,-0.31,0.25,2.52,2.1,2.36,0.46,0.05,0.13
6,23.51,0.21,79,20.51,220.49,5.6,214.89,-0.31,1.58,1.51,0.03,-0.23,0.33,2.57,2.02,2.43,0.47,0.07,0.14
7,22.45,0.23,77,8.96,262.07,3.32,258.75,-0.01,1.42,1.1,0.37,0.1,0.2,2.52,1.99,2.7,0.48,0.25,0.12
8,14.89,0.25,75,24.37,297.28,5.55,291.73,-0.15,1.28,0.71,0.17,-0.15,0.32,2.64,2.03,2.72,0.49,0.07,0.12
9,14.41,0.25,75,25.93,334.09,5.61,328.48,-0.31,2.21,1.39,0.11,-0.22,0.45,2.89,2.04,2.48,0.49,0.14,0.12
10,13.2,0.23,77,49.45,382.93,9.32,373.61,-0.32,1.9,1.34,0.07,-0.21,0.32,2.48,1.96,2.61,0.47,0.17,0.14
11,17.99,0.19,81,53.73,419.25,9.52,409.73,-0.42,2.21,1.23,-0.02,-0.37,0.55,2.58,2.04,2.43,0.47,0.08,0.12
12,29.2,0.19,81,7.21,450.22,3.72,446.49,-0.38,1.57,1.74,-0.07,-0.34,0.28,2.74,2.22,2.26,0.48,0.18,0.12
13,22.45,0.23,77,10.96,495.09,4.23,490.86,-0.22,1.48,1.4,0.11,-0.19,0.33,2.62,2.03,2.44,0.47,0.04,0.12
14,33.92,0.15,85,15.72,535.31,6.04,529.27,-0.33,1.82,1.69,0.01,-0.31,0.33,2.72,2.09,2.27,0.47,0.04,0.12
15,20.86,0.21,79,23.41,582.72,7.33,575.39,-0.57,2.11,2.26,-0.24,-0.54,0.5,2.99,2.3,2.19,0.5,0.17,0.13
16,22.18,0.21,79,18.13,615.89,7.15,608.73,-0.35,1.68,1.1,0.0,-0.29,0.36,2.86,2.24,2.38,0.5,0.1,0.14
17,26.01,0.2,80,13.47,655.75,4.75,651.0,-0.46,2.33,1.05,-0.05,-0.38,0.53,2.86,2.14,2.22,0.48,0.11,0.15
18,33.74,0.15,85,22.31,699.75,6.69,693.06,-0.21,1.42,1.14,0.12,-0.18,0.38,2.4,1.85,2.48,0.45,0.16,0.13
19,25.71,0.2,80,14.62,736.51,5.81,730.7,-0.37,2.02,2.35,-0.01,-0.38,0.25,2.71,2.11,2.4,0.48,0.1,0.14
20,24.75,0.2,80,21.35,784.56,6.61,777.95,-0.46,1.97,1.52,-0.09,-0.35,0.52,2.51,1.94,2.6,0.47,0.16,0.12
21,26.58,0.19,81,26.33,812.81,6.91,805.9,0.14,0.19,0.2,0.4,0.23,-0.15,2.18,1.69,2.82,0.45,0.24,0.77
22,50.42,0.07,93,2.3,859.2,1.65,857.55,-0.17,1.41,1.13,0.18,-0.07,0.19,2.57,1.99,2.54,0.47,0.06,0.14
23,42.71,0.07,93,29.67,915.42,7.94,907.48,-0.59,2.06,1.46,-0.27,-0.59,0.51,2.73,2.15,2.14,0.47,0.18,0.13
24,51.72,0.0,100,32.8,955.06,6.8,948.26,-0.24,1.4,0.91,0.1,-0.15,0.24,2.68,2.03,2.45,0.48,0.12,0.19
25,41.76,0.06,94,36.94,1010.71,8.66,1002.04,-0.23,1.65,1.01,0.13,-0.16,0.31,2.64,1.95,2.5,0.47,0.07,0.12
26,44.71,0.1,90,3.73,1047.76,2.51,1045.24,-0.07,1.12,1.17,0.23,-0.08,0.2,2.59,2.08,2.52,0.48,0.12,0.12
27,44.61,0.08,92,15.52,1101.07,6.2,1094.87,-0.48,1.79,2.04,-0.14,-0.38,0.19,2.76,2.13,2.27,0.48,0.19,0.13
28,36.1,0.11,89,29.04,1142.66,6.57,1136.09,-0.32,2.49,2.5,0.1,-0.32,0.24,2.8,2.1,2.26,0.48,0.25,0.13
