episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,0.29,0.16,84,11.07,29.56,5.42,24.14,-0.59,2.28,1.41,-0.24,-0.59,0.52,2.93,2.04,2.55,1.45,0.17,0.16
2,-7.33,0.19,81,18.32,70.19,5.15,65.04,-0.21,1.38,1.08,0.13,-0.12,0.23,2.49,1.93,2.75,1.44,0.13,0.15
3,-0.89,0.18,82,13.59,107.41,4.46,102.95,0.03,0.98,0.64,0.35,0.09,0.09,2.39,1.77,3.07,1.38,0.17,0.11
4,-19.58,0.25,75,24.48,155.21,7.03,148.19,-0.0,0.96,1.3,0.3,0.06,0.09,2.8,1.85,2.79,1.48,0.14,0.12
5,-5.87,0.13,87,27.75,191.22,6.51,184.71,-0.2,1.55,2.08,0.15,-0.13,0.31,2.47,1.79,3.05,1.41,0.06,0.11
6,-4.94,0.17,83,21.25,230.46,5.69,224.77,-0.29,1.65,1.46,0.06,-0.24,0.31,2.58,1.7,2.99,1.39,0.05,0.11
7,-6.68,0.23,77,12.09,268.99,3.95,265.04,-0.5,1.97,1.83,-0.17,-0.42,0.4,2.88,1.86,2.79,1.4,0.15,0.11
8,-2.64,0.15,85,19.88,311.76,4.91,306.85,-0.26,1.62,0.74,0.08,-0.24,0.47,2.48,1.98,2.98,1.41,0.04,0.12
9,-16.19,0.22,78,30.22,350.04,6.22,343.82,-0.24,1.99,1.81,0.12,-0.25,0.3,2.56,1.88,2.85,1.39,0.17,0.11
10,-26.42,0.2,80,45.6,398.59,9.14,389.45,-0.6,2.68,2.46,-0.21,-0.59,0.39,2.86,2.12,2.54,1.45,0.16,0.15
11,-27.5,0.18,82,54.63,435.1,9.56,425.54,-0.14,1.24,1.39,0.21,-0.06,0.12,2.5,1.76,3.01,1.38,0.07,0.13
12,-5.9,0.23,77,4.94,468.85,2.75,466.1,-0.54,2.57,1.47,-0.12,-0.49,0.45,2.83,1.92,2.91,1.49,0.17,0.11
13,-0.73,0.2,80,10.5,511.69,4.04,507.65,-0.25,1.88,1.72,0.14,-0.16,0.27,2.45,1.68,2.79,1.37,0.11,0.11
14,-5.08,0.19,81,15.75,552.1,6.12,545.98,-0.26,1.5,1.14,0.06,-0.25,0.48,2.58,1.89,2.89,1.42,0.07,0.11
