episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,37.52,0.23,77,10.51,26.73,5.17,21.56,0.77,0.05,-0.02,0.68,0.46,-0.04,1.7,0.88,1.35,3.94,0.14,0.37
2,48.59,0.16,84,16.95,28.85,4.04,24.81,0.01,0.98,2.31,0.09,-2.07,2.29,3.42,2.69,3.51,9.62,0.2,0.28
3,42.77,0.24,76,8.87,24.72,3.36,21.37,0.58,0.34,0.83,0.56,-0.14,0.59,2.33,1.64,1.97,5.95,0.14,0.2
4,47.06,0.18,82,24.2,28.86,6.81,22.05,0.15,0.77,1.63,0.19,-1.55,1.89,3.13,2.44,3.06,8.63,0.09,0.24
5,42.98,0.2,80,27.93,27.88,6.56,21.32,0.29,0.55,2.11,0.28,-1.06,1.14,2.88,2.24,2.7,7.81,0.07,0.17
6,65.71,0.11,89,21.44,28.97,5.65,23.33,0.46,0.55,1.8,0.49,-0.44,0.93,2.81,2.03,2.4,7.25,0.02,0.17
7,37.44,0.22,78,12.91,27.29,4.19,23.1,0.21,0.66,3.04,0.21,-1.37,1.54,2.96,2.47,2.9,8.33,0.2,0.17
8,56.3,0.15,85,22.8,27.97,5.31,22.66,0.58,0.26,1.1,0.52,-0.2,0.52,2.05,1.36,1.96,5.38,0.07,0.25
9,49.11,0.2,80,29.48,28.79,6.09,22.7,0.81,0.07,-0.08,0.75,0.71,-0.12,1.86,1.29,1.42,4.58,0.14,0.23
10,43.35,0.24,76,48,29.51,9.25,20.26,0.13,0.78,2.4,0.16,-1.63,1.77,3.2,2.66,3.22,9.08,0.07,0.17
11,36.58,0.26,74,55.78,29.59,9.61,19.97,0.45,0.27,0.95,0.39,-0.45,0.48,2.73,2.2,2.51,7.45,0.09,0.17
12,48.73,0.15,85,5.29,26.19,2.9,23.29,0.44,0.34,0.89,0.38,-0.65,0.89,2.33,1.69,2.34,6.36,0.12,0.18
13,42.74,0.23,77,10.16,24.99,4.16,20.83,0.28,0.73,1.59,0.33,-1.1,1.55,2.99,2.26,2.75,8.0,0.09,0.17
14,51.78,0.18,82,15.66,27.61,5.95,21.66,0.57,0.28,0.24,0.52,-0.22,0.56,2.07,1.33,1.94,5.34,0.05,0.36
15,42.27,0.21,79,23.22,29.63,7.25,22.38,0.68,0.03,0.09,0.56,0.07,0.15,1.39,0.67,1.53,3.6,0.14,0.33
16,51.78,0.15,85,15.72,30.87,6.75,24.12,0.3,0.57,1.9,0.28,-1.16,1.51,2.47,1.84,2.55,6.86,0.16,0.24
17,59.69,0.15,85,10.73,27.15,4.07,23.08,0.86,0.08,-0.09,0.81,0.85,-0.22,2.02,1.13,1.38,4.53,0.11,0.17
18,67.26,0.09,91,19.67,30.76,6.43,24.33,0.63,0.05,-0.02,0.52,0.07,0.04,1.94,1.22,1.69,4.86,0.08,0.17
19,49.99,0.2,80,17.62,27.84,6.51,21.32,0.47,0.54,1.92,0.5,-0.42,0.92,2.8,1.99,2.33,7.11,0.07,0.17
20,51.11,0.2,80,20.05,27.96,6.64,21.32,0.57,0.29,1.07,0.53,-0.11,0.41,2.28,1.56,1.84,5.68,0.07,0.17
21,38.81,0.22,78,29.35,31.15,6.81,24.33,0.39,0.4,0.58,0.36,-0.72,0.81,2.69,2.01,2.35,7.05,0.24,1.64
22,64.61,0.09,91,2.32,26.49,1.66,24.84,0.78,0.09,-0.13,0.74,0.74,-0.26,2.26,1.54,1.55,5.35,0.12,0.37
23,62.3,0.07,93,29.67,36.43,7.94,28.49,0.67,0.34,0.73,0.68,0.28,0.44,2.4,1.62,1.76,5.78,0.22,0.41
24,67.68,0.11,89,35.01,30.78,7.36,23.42,0.76,0.05,-0.02,0.67,0.44,-0.05,1.61,0.86,1.32,3.79,0.05,0.29
25,77.21,0.03,97,34.64,34.52,8.56,25.96,0.36,0.57,1.74,0.38,-0.77,1.1,2.77,2.02,2.36,7.16,0.09,0.27
26,66.06,0.09,91,3.71,26.96,2.5,24.46,0.48,0.27,0.69,0.42,-0.41,0.57,2.22,1.57,2.15,5.94,0.1,0.26
27,54.17,0.11,89,16.6,34.69,6.55,28.13,0.72,0.08,-0.12,0.66,0.52,-0.16,2.24,1.47,1.48,5.19,0.24,0.27
28,37.45,0.13,87,35.31,39.39,7.45,31.93,0.35,0.49,1.14,0.34,-0.8,1.03,2.9,2.16,2.66,7.71,0.35,0.22
29,51.17,0.16,84,18.61,30.82,6.93,23.88,0.65,0.18,0.53,0.59,0.12,0.22,2.2,1.49,1.98,5.67,0.16,0.17
30,45.26,0.14,86,28.28,31.45,6.48,24.98,0.83,0.1,-0.17,0.81,0.93,-0.38,2.36,1.43,1.38,5.17,0.19,0.18
31,72.91,0.07,93,25.72,31.68,6.63,25.05,0.58,0.31,0.68,0.55,-0.06,0.53,2.28,1.6,1.83,5.71,0.1,0.23
32,57.57,0.1,90,34.27,33.13,7.73,25.4,0.72,0.06,-0.09,0.65,0.47,-0.14,1.93,1.28,1.5,4.71,0.15,0.26
33,61.9,0.12,88,54.91,33.32,9.57,23.75,0.95,0.1,-0.23,0.95,1.32,-0.45,2.16,1.3,1.2,4.66,0.1,0.23
34,64.63,0.09,91,4.04,27.81,2.66,25.14,0.46,0.34,1.09,0.4,-0.57,0.75,2.29,1.58,2.28,6.14,0.14,0.18
35,68.44,0.08,92,29.65,31.31,6.85,24.46,0.7,0.25,0.53,0.68,0.32,0.17,2.25,1.45,1.76,5.46,0.08,0.26
36,53.75,0.13,87,25.7,29.44,6.08,23.36,0.27,0.56,1.83,0.25,-1.16,1.32,3.14,2.76,3.15,9.05,0.09,0.25
37,67.32,0.08,92,32.52,33.66,8.42,25.24,0.72,0.05,-0.03,0.63,0.33,-0.03,1.73,0.92,1.48,4.13,0.11,0.24
38,56.44,0.1,90,6.76,29.61,3.57,26.04,0.63,0.3,0.81,0.6,0.04,0.49,2.31,1.53,1.82,5.67,0.17,0.23
39,68.8,0.09,91,20.31,29.66,5.44,24.22,0.5,0.27,0.78,0.44,-0.4,0.63,2.19,1.59,2.16,5.94,0.07,0.26
40,55.81,0.16,84,8.07,25.27,2.92,22.36,0.55,0.31,0.83,0.51,-0.21,0.62,2.4,1.77,2.06,6.24,0.07,0.28
