episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,-1.71,0.27,73,10.95,27.18,5.37,21.81,-0.77,2.37,2.24,-0.47,-0.79,0.41,2.92,2.29,2.29,0.48,0.28,0.12
2,0.47,0.17,83,18.89,61.16,4.6,56.55,-0.16,-0.28,-0.0,-0.01,0.0,-0.05,2.28,1.63,2.96,0.43,0.59,0.14
3,12.32,0.14,86,12.23,105.1,4.1,101.0,-0.6,1.74,1.51,-0.34,-0.64,0.51,2.48,1.81,2.84,0.44,0.38,0.12
4,-0.61,0.16,84,29.86,153.26,7.4,145.86,0.05,-0.64,0.02,0.13,-0.05,-0.17,2.18,1.54,3.26,0.45,0.63,0.12
5,-10.26,0.26,74,27.84,189.07,6.4,182.68,-0.73,1.96,0.58,-0.38,-0.52,0.45,2.6,2.01,2.39,0.46,0.62,0.15
6,19.19,0.09,91,18.02,231.84,5.33,226.51,-0.59,1.6,1.57,-0.32,-0.58,0.34,2.43,1.9,2.75,0.46,0.32,0.12
7,-13.66,0.29,71,8.9,265.06,3.26,261.8,-1.1,3.88,3.19,-0.69,-1.22,0.95,2.51,1.99,2.37,0.44,0.53,0.12
8,7.97,0.15,85,28.8,306.18,6.18,300.0,-0.51,1.1,0.69,-0.25,-0.37,0.15,2.67,1.86,2.51,0.46,0.45,0.12
9,8.37,0.17,83,26.27,352.01,5.63,346.39,-0.75,2.36,2.02,-0.46,-0.82,0.56,2.61,2.16,2.51,0.47,0.32,0.15
10,-4.48,0.2,80,49.6,394.68,9.32,385.35,-0.75,1.86,1.5,-0.41,-0.52,0.42,2.82,2.05,2.4,0.48,0.62,0.13
11,-10.0,0.27,73,55.67,434.49,9.61,424.88,-0.1,-0.43,-0.01,0.03,-0.03,-0.12,2.44,1.58,2.86,0.45,0.5,0.12
12,-8.41,0.29,71,7.23,471.82,3.73,468.08,-0.98,3.29,2.77,-0.61,-1.05,0.86,2.79,2.44,2.49,0.5,0.38,0.12
13,0.32,0.21,79,12.48,505.58,4.51,501.06,-1.07,3.61,2.76,-0.64,-1.06,0.92,2.94,2.24,2.32,0.49,0.4,0.14
14,1.22,0.22,78,16.1,545.47,5.98,539.49,-0.46,1.24,1.26,-0.25,-0.52,0.46,2.62,2.08,2.6,0.48,0.38,0.12
15,-14.33,0.31,69,23.28,569.93,7.47,562.46,-1.18,3.86,3.59,-0.74,-1.11,0.86,2.9,2.58,2.49,0.5,0.48,0.12
16,3.78,0.19,81,18.07,619.48,7.11,612.37,-0.46,1.22,0.4,-0.23,-0.49,0.5,2.53,1.69,2.7,0.45,0.4,0.12
17,-7.89,0.3,70,12.83,652.89,4.78,648.11,-0.64,1.85,2.45,-0.36,-0.65,0.33,2.57,1.99,2.7,0.46,0.31,0.14
18,3.1,0.14,86,19.35,697.16,6.28,690.88,-0.5,1.6,1.91,-0.3,-0.72,0.43,2.52,1.99,2.64,0.47,0.6,0.13
19,1.48,0.19,81,16.74,737.34,6.15,731.19,-1.15,3.97,3.12,-0.72,-1.17,0.93,2.68,2.37,2.37,0.48,0.42,0.13
20,-1.46,0.25,75,20.48,775.87,6.65,769.23,-0.56,1.45,2.85,-0.34,-0.64,0.26,2.68,2.21,2.69,0.5,0.36,0.13
21,1.12,0.18,82,26.33,826.62,6.91,819.71,-1.24,4.32,3.98,-0.79,-1.33,0.88,2.84,2.38,2.17,0.49,0.52,0.8
22,-2.12,0.13,87,2.43,852.15,1.71,850.44,0.12,-0.77,0.1,0.15,-0.11,-0.25,2.17,1.48,3.03,0.44,0.75,0.13
23,9.9,0.1,90,28.9,892.35,7.75,884.6,-1.45,5.14,4.11,-0.93,-1.5,1.29,2.93,2.41,2.19,0.49,0.56,0.13
24,8.79,0.09,91,42.77,943.95,8.08,935.87,-0.88,2.43,1.9,-0.5,-0.63,0.36,2.99,2.09,2.43,0.48,0.58,0.13
25,12.83,0.08,92,38.61,997.51,8.77,988.74,-1.1,3.98,3.17,-0.69,-1.25,1.13,2.75,2.3,2.41,0.48,0.54,0.18
26,17.57,0.05,95,3.07,1039.71,2.13,1037.58,-1.2,3.8,4.35,-0.76,-1.11,0.77,2.96,2.5,2.13,0.5,0.52,0.17
27,0.31,0.16,84,16.86,1079.74,6.4,1073.33,-0.15,-0.27,-0.02,0.01,0.01,-0.1,2.55,1.79,2.73,0.46,0.6,0.48
28,9.83,0.14,86,28.31,1134.3,6.88,1127.42,-0.29,0.54,0.55,-0.12,-0.32,0.18,2.37,1.79,2.99,0.45,0.46,0.42
29,3.02,0.14,86,20.74,1190.44,7.28,1183.16,-1.19,4.17,4.26,-0.75,-1.32,0.86,2.58,2.23,2.5,0.48,0.56,0.14
30,9.83,0.06,94,20.21,1207.4,5.49,1201.91,-0.19,-0.22,-0.03,-0.01,0.03,-0.08,2.43,1.74,2.86,0.47,0.64,0.17
31,22.16,0.07,93,26.28,1262.61,7.02,1255.59,-0.52,1.3,1.66,-0.29,-0.52,0.27,2.54,1.89,2.5,0.46,0.34,0.16
32,16.53,0.09,91,34.59,1324.23,7.77,1316.46,-0.77,2.14,2.83,-0.47,-0.69,0.36,2.82,2.33,2.41,0.49,0.37,0.16
33,25.31,0.05,95,53.89,1347.21,9.53,1337.68,-0.95,3.1,1.54,-0.56,-0.93,0.77,2.9,2.27,2.45,0.49,0.34,0.16
34,12.41,0.07,93,3.7,1410.89,2.46,1408.43,-0.66,2.2,2.15,-0.4,-0.86,0.72,2.52,2.1,2.64,0.47,0.57,0.16
35,11.57,0.06,94,27.49,1450.63,6.61,1444.02,-1.5,5.6,3.3,-0.94,-1.62,1.56,3.05,2.61,2.12,0.51,0.63,0.13
36,16.81,0.08,92,27,1491.07,6.07,1485.0,-1.2,4.05,3.33,-0.75,-1.17,0.83,2.87,2.32,2.16,0.47,0.46,0.13
37,15.45,0.09,91,26.73,1533.59,8.1,1525.49,-0.81,2.41,0.78,-0.43,-0.66,0.64,2.64,2.02,2.58,0.47,0.44,0.13
38,12.29,0.09,91,6.58,1584.71,3.51,1581.21,-1.19,4.25,2.41,-0.73,-1.27,1.15,2.85,2.28,2.36,0.48,0.51,0.14
39,17.81,0.11,89,24.72,1639.18,6.01,1633.17,-0.72,2.07,2.53,-0.44,-0.69,0.56,2.74,2.11,2.51,0.48,0.33,0.17
40,11.56,0.09,91,11.56,1661.75,3.73,1658.02,-1.1,3.57,1.62,-0.66,-1.01,1.02,2.85,2.47,2.31,0.49,0.51,0.16
41,13.39,0.08,92,11.2,1725.71,3.75,1721.96,-1.02,3.06,2.65,-0.61,-0.85,0.77,2.68,2.23,2.52,0.48,0.54,0.83
42,20.63,0.02,98,8.8,1767.83,4.87,1762.96,-1.16,3.75,2.34,-0.7,-1.05,1.0,2.81,2.42,2.22,0.5,0.5,0.16
43,27.17,0.03,97,36.07,1847.65,8.01,1839.65,-0.85,2.64,3.09,-0.52,-0.88,0.53,2.69,2.29,2.66,0.48,0.33,0.17
44,28.56,0.04,96,26.78,1874.97,6.89,1868.08,-0.8,2.42,2.26,-0.47,-0.79,0.59,2.59,2.08,2.6,0.48,0.28,0.13
45,27.54,0.02,98,39.84,1911.27,8.19,1903.08,-0.41,0.98,1.34,-0.2,-0.45,0.13,2.28,1.81,2.89,0.45,0.42,0.13
46,16.19,0.04,96,10.02,1979.23,5.44,1973.79,-0.03,-0.5,-0.04,0.08,-0.03,-0.18,2.42,1.49,2.9,0.44,0.56,0.13
47,28.15,0.03,97,36.82,2020.09,6.93,2013.15,-0.6,1.78,2.04,-0.34,-0.64,0.27,2.61,1.96,2.5,0.46,0.36,0.13
48,25.46,0.04,96,42.47,2037.65,8.1,2029.54,-0.66,1.83,1.22,-0.35,-0.57,0.38,2.62,1.98,2.33,0.47,0.34,0.16
49,19.71,0.02,98,22,2107.28,7.05,2100.22,-0.9,3.21,1.88,-0.54,-1.07,1.07,2.58,2.2,2.61,0.48,0.51,0.14
50,23.07,0.04,96,8.9,2173.18,3.2,2169.98,-0.33,0.77,0.93,-0.14,-0.4,0.16,2.38,1.71,2.9,0.45,0.47,0.15
