episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,-5.4,0.2,80,10.6,29.1,5.22,23.88,-0.07,1.47,1.55,0.29,-0.08,0.2,0.36,0.5,0.45,1.48,0.2,0.12
2,-9.69,0.17,83,23.3,68.3,5.4,62.89,-0.24,1.54,1.02,0.1,-0.2,0.26,0.35,0.45,0.54,1.47,0.04,0.12
3,1.64,0.19,81,8.25,103.07,3.24,99.83,-0.15,1.49,0.71,0.22,-0.02,0.34,0.35,0.38,0.47,1.38,0.13,0.12
4,-10.84,0.18,82,29.79,155.09,7.45,147.63,0.07,0.74,0.61,0.37,0.14,0.0,0.29,0.4,0.56,1.37,0.15,0.15
5,-16.02,0.22,78,31.08,193.98,6.85,187.13,-0.1,1.31,1.33,0.23,-0.05,0.2,0.37,0.41,0.46,1.37,0.11,0.12
6,-10.58,0.21,79,17.87,225.47,5.09,220.38,-0.4,1.74,2.72,-0.07,-0.29,0.14,0.37,0.46,0.43,1.47,0.17,0.12
7,4.19,0.16,84,8.07,263.01,3.01,260.0,-0.51,2.42,1.14,-0.11,-0.48,0.66,0.48,0.54,0.43,1.41,0.14,0.12
8,-3.66,0.17,83,19.16,311.03,4.93,306.1,-0.16,1.38,1.99,0.17,-0.08,0.18,0.34,0.43,0.52,1.39,0.06,0.12
9,-14.09,0.19,81,27.58,351.59,5.89,345.7,-0.51,1.98,1.23,-0.19,-0.5,0.53,0.4,0.63,0.35,1.46,0.16,0.12
10,-28.76,0.2,80,49.6,395.72,9.32,386.4,-0.4,2.05,1.58,-0.02,-0.35,0.43,0.44,0.49,0.41,1.45,0.08,0.16
