episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency,avg_jerkiness,avg_sync,avg_qoe,gini,execution_time
1,28.74,0.28,72,10.71,26.8,5.27,21.53,0.3,0.58,1.96,0.31,-1.02,1.07,2.86,2.22,2.72,7.81,0.19,0.13
2,34.8,0.23,77,15.04,26.01,4.51,21.51,0.47,0.32,0.79,0.41,-0.55,0.84,2.39,1.73,2.27,6.39,0.13,0.12
3,49.08,0.17,83,12,26.38,4.09,22.29,0.39,0.51,1.05,0.39,-0.71,1.06,2.77,2.26,2.49,7.53,0.09,0.12
4,31.78,0.22,78,30.5,30.24,7.45,22.79,0.25,0.65,1.35,0.25,-1.36,1.64,2.78,2.15,2.82,7.76,0.19,0.12
5,38.92,0.17,83,30.84,29.3,6.8,22.51,0.39,0.44,0.76,0.35,-0.89,1.24,2.25,1.66,2.37,6.29,0.1,0.12
6,52.1,0.13,87,18.57,28.67,5.4,23.26,0.52,0.5,0.92,0.55,-0.24,0.87,2.64,1.87,2.17,6.69,0.08,0.17
7,39.14,0.19,81,12.7,26.73,4.09,22.64,0.9,0.09,-0.17,0.88,1.11,-0.35,2.14,1.12,1.24,4.49,0.14,0.13
8,28.4,0.25,75,25.47,26.36,5.53,20.83,0.56,0.23,1.47,0.5,-0.1,0.16,2.71,2.08,2.31,7.09,0.13,0.13
9,40.52,0.17,83,29.95,29.25,6.11,23.13,0.58,0.45,0.93,0.6,-0.03,0.68,2.54,1.78,1.99,6.31,0.14,0.13
10,31.01,0.17,83,49.35,32.08,9.31,22.77,0.82,0.08,-0.14,0.77,0.78,-0.23,2.0,1.23,1.36,4.59,0.11,0.12
11,30.74,0.17,83,57.06,31.7,9.67,22.02,0.46,0.31,0.99,0.4,-0.55,0.77,2.1,1.43,2.17,5.7,0.06,0.12
12,49.87,0.17,83,4.36,26.36,2.5,23.86,0.25,0.64,2.7,0.24,-1.33,1.57,2.71,2.08,2.76,7.55,0.17,0.12
13,33.21,0.23,77,12.44,25.42,4.69,20.73,0.53,0.22,0.58,0.46,-0.32,0.6,2.01,1.38,1.95,5.34,0.09,0.12
14,44.18,0.21,79,15.54,27.06,6.08,20.99,0.01,0.97,3.15,0.08,-2.07,2.26,3.37,2.7,3.46,9.52,0.06,0.12
15,29.68,0.24,76,21.04,27.24,6.72,20.53,0.53,0.23,0.62,0.45,-0.32,0.52,2.07,1.45,1.86,5.37,0.09,0.12
16,42.46,0.18,82,18.05,28.73,7.12,21.61,0.55,0.3,0.79,0.51,-0.21,0.53,2.43,1.72,2.08,6.23,0.04,0.14
17,46.8,0.18,82,10.63,26.63,4.05,22.59,0.3,0.51,2.0,0.29,-1.0,1.13,2.89,2.29,2.68,7.87,0.13,0.12
18,34.32,0.22,78,21.44,27.6,6.53,21.08,0.53,0.21,0.7,0.47,-0.25,0.34,2.27,1.64,2.0,5.91,0.09,0.12
19,39.76,0.18,82,18.24,29.82,6.89,22.93,0.64,0.05,0.07,0.53,0.06,0.06,1.84,1.15,1.78,4.77,0.14,0.12
20,43.46,0.18,82,19.8,28.45,6.6,21.85,0.48,0.53,2.08,0.51,-0.38,0.81,2.78,1.99,2.34,7.11,0.07,0.14
21,27.86,0.22,78,23.05,32.17,6.84,25.33,0.86,0.08,-0.14,0.82,0.92,-0.22,1.97,1.15,1.28,4.41,0.28,0.77
22,63.43,0.09,91,2.52,26.92,1.76,25.16,0.61,0.29,1.03,0.59,0.06,0.39,2.58,1.87,1.98,6.43,0.14,0.12
23,50.55,0.1,90,25.8,31.6,7.0,24.6,0.71,0.05,-0.02,0.62,0.33,-0.01,1.79,1.09,1.56,4.43,0.12,0.14
24,51.21,0.1,90,34.67,31.86,7.5,24.36,0.55,0.38,1.12,0.56,-0.09,0.46,2.54,1.82,2.02,6.39,0.09,0.12
25,44.97,0.11,89,34.88,32.05,8.57,23.48,0.73,0.06,-0.07,0.65,0.44,-0.08,1.73,1.06,1.44,4.22,0.05,0.13
26,68.12,0.05,95,3.71,27.82,2.49,25.33,0.61,0.28,0.63,0.57,-0.06,0.53,2.17,1.36,1.81,5.34,0.08,0.13
27,54.28,0.1,90,17.2,35.35,6.64,28.71,0.38,0.41,1.19,0.34,-0.79,0.96,2.57,1.93,2.48,6.98,0.23,0.12
