episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,5.98,0.26,74,9.55,27.32,4.78,22.54,-1.08,3.57,3.17,-0.66,-1.03,0.89,3.05,2.5,1.89,0.5,0.43,0.13
2,5.37,0.21,79,21.95,67.88,5.47,62.41,-0.68,1.94,1.65,-0.39,-0.67,0.67,2.65,2.11,2.18,0.46,0.29,0.13
3,14.1,0.2,80,10.3,98.45,3.75,94.7,-1.04,3.4,3.72,-0.65,-1.07,0.66,2.95,2.24,2.04,0.48,0.38,0.12
4,3.02,0.21,79,25.68,146.78,7.06,139.72,-0.71,1.94,1.96,-0.39,-0.6,0.34,2.89,2.13,2.13,0.48,0.44,0.12
5,4.94,0.19,81,26.77,182.92,6.23,176.69,-0.53,1.6,1.2,-0.27,-0.59,0.35,2.6,2.04,2.37,0.47,0.37,0.14
6,8.19,0.2,80,19.6,221.8,5.5,216.3,-1.5,5.39,4.76,-0.99,-1.63,1.33,3.18,2.54,1.64,0.49,0.62,0.12
7,14.56,0.19,81,11.79,260.96,3.93,257.04,-1.47,5.04,4.39,-0.94,-1.43,1.1,3.18,2.59,1.68,0.5,0.6,0.12
8,3.98,0.23,77,19.84,301.83,4.69,297.14,-1.18,4.14,4.19,-0.75,-1.31,1.0,2.91,2.33,2.13,0.49,0.56,0.13
9,2.14,0.22,78,25,338.37,5.45,332.92,-0.45,0.84,1.12,-0.22,-0.34,0.06,2.7,2.06,2.38,0.48,0.44,0.16
10,-9.84,0.2,80,48,385.55,9.25,376.3,-0.94,3.37,2.79,-0.58,-1.11,0.84,2.92,2.26,2.04,0.48,0.5,0.12
11,-15.16,0.21,79,54.68,423.89,9.56,414.33,-0.54,1.37,1.03,-0.27,-0.47,0.28,2.71,2.1,2.34,0.48,0.39,0.16
12,5.75,0.27,73,7.48,462.2,3.84,458.36,-0.78,1.97,0.93,-0.39,-0.46,0.32,2.82,2.06,2.14,0.47,0.62,0.15
13,5.86,0.26,74,9.76,497.36,3.85,493.51,-1.01,3.53,3.45,-0.64,-1.15,0.86,2.72,2.1,2.11,0.46,0.51,0.12
14,6.75,0.23,77,15.32,537.68,6.14,531.53,-0.03,-0.51,-0.0,0.07,-0.06,-0.13,2.38,1.83,2.69,0.46,0.55,0.12
15,-4.86,0.29,71,21.15,570.75,6.73,564.03,-2.01,7.44,5.7,-1.32,-2.1,1.64,3.55,2.83,1.28,0.51,0.75,0.12
16,7.57,0.21,79,18.43,608.89,7.25,601.65,-0.43,1.26,2.01,-0.25,-0.63,0.36,2.39,1.9,2.57,0.46,0.62,0.14
17,16.06,0.18,82,11.66,643.15,4.54,638.61,-0.45,1.14,1.87,-0.22,-0.49,0.22,2.45,1.83,2.67,0.46,0.41,0.12
18,11.1,0.17,83,21.35,689.68,6.48,683.2,-1.0,3.46,3.07,-0.65,-1.2,0.86,2.99,2.35,1.95,0.49,0.51,0.12
19,9.27,0.2,80,17.9,730.46,6.34,724.12,-1.66,5.89,4.55,-1.06,-1.61,1.8,3.28,2.66,1.65,0.51,0.64,0.18
20,10.97,0.17,83,21.54,771.19,6.87,764.31,-0.9,3.14,2.85,-0.56,-1.09,0.85,2.8,2.24,2.17,0.48,0.51,0.12
21,-0.53,0.22,78,29.32,818.02,7.17,810.85,-2.01,7.49,5.2,-1.31,-2.09,1.75,3.53,2.76,1.23,0.5,0.75,0.84
22,20.59,0.19,81,2.42,851.51,1.71,849.8,-0.93,3.09,2.27,-0.55,-0.94,0.9,3.04,2.37,2.15,0.5,0.34,0.13
23,5.53,0.18,82,27.84,891.98,7.49,884.49,-0.71,2.42,2.49,-0.43,-0.88,0.7,2.56,2.0,2.29,0.46,0.56,0.12
24,10.29,0.08,92,38.96,935.31,7.74,927.57,-1.15,3.89,3.33,-0.73,-1.17,0.95,2.99,2.37,1.87,0.48,0.41,0.13
25,-0.98,0.18,82,37.85,987.67,8.72,978.95,-0.64,1.84,1.91,-0.37,-0.66,0.6,2.7,2.17,2.32,0.48,0.31,0.13
26,18.7,0.2,80,3.05,1021.46,2.11,1019.35,-0.05,-0.49,0.12,0.03,-0.09,-0.09,2.42,1.88,2.42,0.45,0.54,0.12
27,22.42,0.12,88,14.72,1070.93,6.09,1064.84,-1.08,3.5,2.74,-0.65,-0.96,0.82,3.06,2.51,1.84,0.49,0.45,0.13
28,8.1,0.14,86,31.63,1145.06,7.25,1137.81,-1.28,4.19,3.84,-0.79,-1.15,0.81,3.01,2.33,1.78,0.47,0.54,0.13
29,17.4,0.13,87,19.97,1169.66,7.17,1162.48,0.05,-0.65,-0.02,0.1,-0.1,-0.19,2.37,1.85,2.58,0.45,0.63,0.13
30,17.86,0.1,90,25,1179.14,5.96,1173.18,-0.83,2.94,2.81,-0.51,-1.01,0.63,2.8,2.18,2.11,0.47,0.52,0.14
31,8.25,0.14,86,31.4,1249.64,7.17,1242.47,-0.06,-0.5,0.04,0.03,-0.09,-0.1,2.38,1.77,2.63,0.45,0.54,0.15
32,4.37,0.18,82,29.63,1289.09,7.29,1281.8,-1.17,4.02,2.38,-0.71,-1.15,1.02,2.89,2.33,1.94,0.48,0.44,0.14
33,-3.67,0.09,91,56.62,1328.88,9.65,1319.23,-1.1,3.78,2.35,-0.67,-1.12,0.92,2.86,2.31,1.99,0.48,0.4,0.14
34,38.69,0.06,94,4.1,1388.61,2.69,1385.91,-1.46,5.28,4.42,-0.93,-1.58,1.26,3.12,2.49,1.92,0.5,0.62,0.13
35,23.48,0.05,95,26.23,1423.11,6.49,1416.61,-0.49,1.36,1.38,-0.27,-0.58,0.23,2.6,1.88,2.1,0.44,0.41,0.13
36,4.46,0.16,84,33.31,1492.5,7.17,1485.33,-0.15,-0.28,-0.12,0.03,0.03,-0.15,2.42,1.79,2.73,0.46,0.59,0.14
37,5.84,0.16,84,31.24,1488.65,8.32,1480.33,-0.08,-0.49,-0.05,0.03,-0.08,-0.15,2.42,1.82,2.79,0.47,0.54,0.12
38,28.8,0.11,89,7.65,1533.85,3.94,1529.91,-1.11,3.82,4.33,-0.73,-1.28,0.85,2.9,2.34,1.97,0.48,0.54,0.12
39,16.57,0.12,88,23.09,1597.95,5.91,1592.05,-0.72,2.0,1.05,-0.38,-0.56,0.49,2.72,2.03,2.17,0.46,0.4,0.13
40,25.35,0.12,88,10.52,1655.51,3.49,1652.02,-0.72,1.98,1.5,-0.39,-0.57,0.53,2.75,2.04,2.22,0.47,0.4,0.13
41,14.09,0.19,81,12.53,1661.21,4.1,1657.11,-1.45,4.89,4.18,-0.92,-1.39,0.89,3.3,2.63,1.62,0.5,0.58,0.79
42,40.11,0.03,97,8,1729.71,4.6,1725.11,-0.93,3.01,2.48,-0.54,-0.9,0.59,2.98,2.36,2.05,0.49,0.34,0.14
43,6.71,0.11,89,38.92,1803.04,8.28,1794.76,-0.93,3.01,2.5,-0.57,-0.94,0.93,2.94,2.34,2.07,0.49,0.34,0.14
44,17.55,0.09,91,27.24,1806.78,6.89,1799.89,-0.58,1.79,2.54,-0.38,-0.81,0.53,2.64,2.11,2.33,0.47,0.59,0.16
45,14.27,0.07,93,35.18,1883.59,7.85,1875.74,-1.69,6.25,4.27,-1.08,-1.77,1.46,3.19,2.46,1.55,0.48,0.68,0.14
46,32.59,0.07,93,10.37,1972.8,5.66,1967.14,-0.58,2.0,1.5,-0.31,-0.74,0.29,2.64,1.88,2.43,0.46,0.58,0.12
47,12.35,0.1,90,32.71,1962.2,6.78,1955.42,-0.67,2.16,1.77,-0.41,-0.81,0.58,2.72,2.23,2.06,0.47,0.43,0.12
48,6.81,0.09,91,42.11,2037.92,8.36,2029.56,-0.63,1.43,1.29,-0.32,-0.41,0.16,2.8,2.14,2.23,0.48,0.56,0.13
49,27.11,0.04,96,23.17,2064.73,7.06,2057.67,-1.47,5.12,3.52,-0.92,-1.42,1.13,3.22,2.58,1.58,0.49,0.59,0.13
50,26.76,0.12,88,8.5,2143.27,3.2,2140.07,-0.08,-0.39,-0.05,0.04,-0.03,-0.2,2.25,1.69,2.65,0.44,0.54,0.15
51,37.67,0.07,93,3.48,2135.12,2.24,2132.88,-1.56,5.47,3.99,-0.99,-1.54,1.19,3.22,2.59,1.63,0.5,0.62,0.13
52,27.95,0.05,95,20.29,2209.07,4.25,2204.82,-1.25,4.38,4.46,-0.8,-1.31,0.91,3.08,2.45,1.78,0.49,0.48,0.13
53,6.18,0.16,84,30.73,2294.02,6.93,2287.1,-0.38,0.99,1.34,-0.2,-0.5,0.24,2.51,1.83,2.57,0.46,0.52,0.15
54,26.62,0.07,93,18.45,2285.68,5.34,2280.34,-0.96,3.41,2.63,-0.59,-1.13,0.88,2.94,2.28,2.11,0.49,0.5,0.14
55,31.69,0.04,96,17.16,2327.49,4.99,2322.5,-1.75,6.18,5.87,-1.15,-1.75,1.42,3.36,2.74,1.52,0.51,0.67,0.13
56,35.02,0.05,95,10.92,2408.75,4.07,2404.67,-0.71,2.47,1.86,-0.43,-0.92,0.84,2.78,2.22,2.18,0.48,0.56,0.23
57,25.65,0.08,92,17.91,2454.8,5.37,2449.43,-0.53,1.1,1.13,-0.26,-0.3,0.26,2.88,2.2,2.1,0.48,0.67,0.21
58,38.05,0.05,95,6.91,2495.02,3.63,2491.39,-1.12,3.63,2.03,-0.65,-0.97,0.97,3.05,2.37,1.9,0.49,0.51,0.52
59,17.14,0.13,87,20.34,2488.38,5.46,2482.92,0.02,-0.59,0.02,0.1,-0.06,-0.21,2.25,1.52,2.71,0.43,0.64,0.18
60,31.54,0.05,95,15.54,2565.2,3.77,2561.43,-0.72,1.89,1.31,-0.38,-0.45,0.41,2.95,2.38,2.06,0.49,0.62,0.16
61,16.5,0.09,91,28.69,2675.8,8.04,2667.76,-0.88,2.95,2.35,-0.54,-0.98,0.79,2.74,2.18,2.11,0.47,0.4,0.18
62,39.46,0.05,95,5.03,2688.87,2.83,2686.04,-0.61,1.37,0.98,-0.31,-0.35,0.34,2.75,2.3,2.24,0.49,0.66,0.85
63,32.19,0.06,94,12.81,2700.6,6.17,2694.43,-1.58,5.57,4.69,-1.03,-1.61,1.39,3.26,2.84,1.6,0.51,0.63,0.13
64,35.52,0.06,94,8.35,2803.32,4.43,2798.89,-0.86,2.6,3.33,-0.55,-0.91,0.57,2.83,2.32,2.12,0.48,0.32,0.14
65,22.41,0.06,94,25.91,2763.19,6.27,2756.91,-0.35,1.07,1.26,-0.18,-0.57,0.13,2.5,1.8,2.43,0.45,0.64,0.13
66,5.9,0.12,88,38.36,2860.07,7.27,2852.8,-1.67,5.94,4.53,-1.07,-1.64,1.43,3.46,2.7,1.41,0.5,0.65,0.12
67,19.98,0.04,96,32.52,2928.06,7.39,2920.67,-0.86,2.36,2.11,-0.48,-0.6,0.47,2.96,2.26,2.06,0.48,0.59,0.13
