episode,reward,ep_block_prob,ep_accepted_requests,avg_deployment_cost,avg_total_latency,avg_access_latency,avg_proc_latency,avg_throuput_in,avg_packetsize_in,avg_interarrival_in,avg_throuput_out,avg_packetsize_out,avg_interarrival_out,avg_latency_binary,avg_jerkiness_binary,avg_sync_binary,avg_qoe,gini,execution_time
1,12.69,0.21,79,10.27,27.18,5.08,22.1,-1.36,4.8,5.53,-0.9,-1.51,1.0,0.75,0.89,0.14,0.5,0.6,0.13
2,5.9,0.22,78,18.92,65.79,4.81,60.97,-0.04,-0.47,-0.07,0.08,-0.01,-0.13,0.18,0.4,0.58,0.46,0.51,0.11
3,13.78,0.19,81,13.01,108.61,4.34,104.27,0.05,-0.68,0.01,0.08,-0.17,-0.14,0.14,0.69,0.48,0.47,0.66,0.12
4,-9.45,0.28,72,31.54,151.67,7.12,144.56,-0.79,2.56,2.29,-0.46,-0.84,0.63,0.56,0.69,0.26,0.46,0.33,0.11
5,3.56,0.18,82,30.88,187.74,6.88,180.85,-0.5,1.48,0.83,-0.28,-0.62,0.48,0.4,0.74,0.33,0.47,0.45,0.13
6,7.1,0.21,79,19.19,225.99,5.54,220.46,-0.2,-0.23,-0.06,-0.03,0.01,-0.12,0.14,0.35,0.52,0.47,0.64,0.12
7,5.68,0.26,74,10.05,259.12,3.47,255.65,-0.5,1.18,0.91,-0.24,-0.38,0.28,0.31,0.46,0.49,0.47,0.43,0.12
8,7.63,0.2,80,20.48,298.92,4.9,294.02,-1.45,5.06,3.28,-0.9,-1.39,1.32,0.7,0.74,0.14,0.5,0.59,0.12
9,-12.83,0.31,69,30.83,334.86,6.3,328.55,-0.65,1.93,1.64,-0.36,-0.67,0.57,0.45,0.67,0.3,0.47,0.29,0.12
10,-11.86,0.21,79,49.42,366.48,9.32,357.16,-0.11,-0.39,-0.03,0.03,0.01,-0.05,0.11,0.39,0.53,0.48,0.58,0.12
11,-20.19,0.24,76,57.68,414.05,9.7,404.34,-0.37,0.99,1.04,-0.19,-0.48,0.35,0.37,0.67,0.32,0.46,0.45,0.12
12,8.26,0.26,74,5.66,448.74,3.06,445.68,-0.84,2.69,2.56,-0.51,-0.89,0.5,0.49,0.68,0.38,0.49,0.32,0.12
13,9.4,0.23,77,10.99,490.68,4.23,486.44,-0.42,1.2,0.82,-0.22,-0.54,0.35,0.39,0.69,0.32,0.46,0.42,0.15
